curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.0	0.0	0.0	0.0
n1 (first)	28-112 CHF	0.0	0.0	0.0	0.0
n2 (second)	7-28 CHF	0.024494857264576005	-0.006822701621361742	0.06033757863520223	0.937
n2 (second)	28-112 CHF	-0.10682305786743547	-0.7134088653249493	0.035170618162421514	0.2175
