curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.012878227032764176	-0.005564899824561423	0.03155312907493916	0.9195
n1 (first)	28-112 CHF	-0.02356575660306313	-0.04981680975202085	-0.003153259706029505	0.0115
n2 (second)	7-28 CHF	0.008382765110204568	-0.003932989053334105	0.020905536495142225	0.9115
n2 (second)	28-112 CHF	-0.022115605728654616	-0.04618022901360755	-0.004053028044655253	0.009
memory	7-28 CHF	0.0	0.0	0.0	0.0
memory	28-112 CHF	0.0	0.0	0.0	0.0
perceptual	7-28 CHF	0.008382765110204568	-0.003932989053334105	0.020905536495142225	0.9115
perceptual	28-112 CHF	-0.022115605728654616	-0.04618022901360755	-0.004053028044655253	0.009
