curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.019283700803733022	0.001322790243763508	0.039445870894230683	0.984
n1 (first)	28-112 CHF	-0.05556323501436488	-0.08858413582777756	-0.023903773873236417	0.0
n2 (second)	7-28 CHF	0.03488063790240285	0.02078620238946585	0.051339519484553446	1.0
n2 (second)	28-112 CHF	-0.0561980148366008	-0.08443371374909302	-0.030191109029234765	0.0
memory	7-28 CHF	-0.0987367425074778	-0.17257897565914185	-0.0327976312160809	0.0005
memory	28-112 CHF	0.02124827088843425	-0.03882086470046025	0.08026521977592051	0.7525
perceptual	7-28 CHF	0.03488063790240285	0.02078620238946585	0.051339519484553446	1.0
perceptual	28-112 CHF	-0.0561980148366008	-0.08443371374909302	-0.030191109029234765	0.0
