curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.02105539073332099	-0.012831434465157636	0.049004742233836655	0.904
n1 (first)	28-112 CHF	-0.02672023086173324	-0.06768986110874449	0.004406791222396406	0.048
n2 (second)	7-28 CHF	0.0	0.0	0.0	0.0
n2 (second)	28-112 CHF	0.0	0.0	0.0	0.0
