curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	-0.002429498737867713	-0.028821460887976002	0.023961149455514856	0.4335
n1 (first)	28-112 CHF	-0.039548122874916415	-0.09014643720612849	-0.0050667075769807056	0.012
n2 (second)	7-28 CHF	0.024351340305934308	-0.003876063430289398	0.05272228194628759	0.9535
n2 (second)	28-112 CHF	-0.011304869933014019	-0.047073406262978394	0.02641718024882921	0.2365
