curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	0.035048811159781264	-0.0065698921095828896	0.07527816144936458	0.9495
n1 (first)	7.515760138376831	0.032724547042234375	-0.004791309519434272	0.06859595385273813	0.9565
n1 (first)	8.069521493944878	0.030433475214285105	-0.004139535298209662	0.06341300853423715	0.959
n1 (first)	8.664083997137995	0.02810442743649883	-0.0031600844572511207	0.05776063652692017	0.9615
n1 (first)	9.302453877319765	0.02585044530368979	-0.0025736469606376313	0.053302856516437645	0.962
n1 (first)	9.987858862892699	0.023629321316008943	-0.003074160287232789	0.04897931631562195	0.9585
n1 (first)	10.723764501351813	0.021376625474478453	-0.0033056248832671973	0.0447564978054177	0.954
n1 (first)	11.513891681800072	0.019305567174550196	-0.003733479899655817	0.04077300155777087	0.949
n1 (first)	12.362235448523078	0.017357623679887087	-0.004217494119054022	0.036986507100582426	0.944
n1 (first)	13.2730852007484	0.015230871329612494	-0.00471060297909703	0.033775232612424405	0.93
n1 (first)	14.251046380723466	0.013275636168920139	-0.005371591550043482	0.030877552458092043	0.9145
n1 (first)	15.30106375977155	0.01139703117233852	-0.006191900293363492	0.028481810611796058	0.889
n1 (first)	16.42844644006477	0.009778830235930548	-0.006907966081395189	0.02600957408210849	0.8535
n1 (first)	17.638894698528226	0.00811793731412481	-0.0077824835551269424	0.023706790753225116	0.8175
n1 (first)	18.93852880860355	0.006597617566679372	-0.009150159116150176	0.02214888213097176	0.77
n1 (first)	20.33391998560055	0.005031929623931561	-0.01047444506187854	0.02038012874526429	0.7255
n1 (first)	21.83212361210294	0.0035908858679969576	-0.01191184698346446	0.018878592713571615	0.66
n1 (first)	23.440714911422702	0.00223556015542385	-0.013399826209021382	0.017674550151644812	0.5975
n1 (first)	25.16782724947516	0.0008845352890672397	-0.014904095504879774	0.01646284127253926	0.5355
n1 (first)	27.02219325873709	-0.0003887742299237081	-0.016403865641212708	0.01520062311195742	0.4755
n1 (first)	29.013188992218765	-0.0016731011343301798	-0.017607183937993653	0.014005799111980258	0.4145
n1 (first)	31.15088133070163	-0.0027902126430505323	-0.01878247017112743	0.013143060522938704	0.3615
n1 (first)	33.44607888294205	-0.0038600414023618676	-0.019840060344960494	0.012324365647011785	0.317
n1 (first)	35.91038663620328	-0.004870508103727416	-0.0207976849970181	0.011579648911662256	0.2745
n1 (first)	38.55626463343955	-0.005830649173350003	-0.02189352725189061	0.010817470586456709	0.239
n1 (first)	41.39709097381619	-0.006637942574630462	-0.02294414892351965	0.010040290730168499	0.209
n1 (first)	44.44722945510958	-0.0075073340381333915	-0.024072676050286557	0.009382358534785163	0.1785
n1 (first)	47.722102200000165	-0.008204296898432974	-0.02499422896021163	0.008690053286025125	0.1555
n1 (first)	51.23826763347236	-0.008934217454000554	-0.02585820295881639	0.008081963885407342	0.1405
n1 (first)	55.01350420559077	-0.00960183177134785	-0.026775480885201815	0.007511024237301341	0.126
n1 (first)	59.066900282972185	-0.010273772234340145	-0.02763514810539337	0.007134280372122848	0.113
n1 (first)	63.41895066346308	-0.010921605949731506	-0.02841609240143808	0.006598113962129047	0.1005
n1 (first)	68.09166020202038	-0.011520368486396863	-0.02927318039353417	0.0060376823277492955	0.095
n1 (first)	73.10865507174927	-0.011995176829110651	-0.030044106564782916	0.0056629439030314675	0.0905
n1 (first)	78.49530222265635	-0.01255419214185768	-0.03064328502124902	0.0052322499335275465	0.086
n1 (first)	84.27883764212612	-0.013032933601761061	-0.031195529850056535	0.0049399618450968715	0.0835
n1 (first)	90.48850406563214	-0.013451597953404025	-0.031726917800051976	0.00461730062827389	0.0775
n1 (first)	97.15569883397542	-0.013833700886810546	-0.032284776890109564	0.004329522294983473	0.0715
n1 (first)	104.31413264464813	-0.014225575879676705	-0.0328757460489837	0.004070405236666385	0.067
n1 (first)	112.0	-0.014588592779998546	-0.03340913311018771	0.0038880952517398033	0.063
n2 (second)	7.0	0.025792345244808862	-0.00373471599812558	0.05456231854433793	0.9585
n2 (second)	7.515760138376831	0.02449746786181649	-0.0023652468687184202	0.050589418753830384	0.9645
n2 (second)	8.069521493944878	0.02326306711981254	-0.0010923398380307502	0.04731252552795914	0.9705
n2 (second)	8.664083997137995	0.02203100487187365	-0.0005428780949921813	0.04413194008029019	0.9725
n2 (second)	9.302453877319765	0.020727631092405267	4.992213727062819e-05	0.04077506481181472	0.975
n2 (second)	9.987858862892699	0.01934264531797676	5.6880219000683186e-05	0.03790663180628225	0.975
n2 (second)	10.723764501351813	0.01794488913070143	8.76628982523037e-05	0.035373015498058116	0.9755
n2 (second)	11.513891681800072	0.016456580414856793	6.654640151318274e-06	0.03287201373594452	0.975
n2 (second)	12.362235448523078	0.014985679389715768	-0.00042417678026939734	0.030626170415050374	0.9705
n2 (second)	13.2730852007484	0.013573747850711757	-0.0010768264207367828	0.028262544285062852	0.9645
n2 (second)	14.251046380723466	0.012186009511869832	-0.0017312758843559	0.026271875616317476	0.954
n2 (second)	15.30106375977155	0.010831832954507778	-0.0024599610869498563	0.024449964586758976	0.937
n2 (second)	16.42844644006477	0.009477383298911322	-0.003207176939437545	0.022559210712917496	0.9155
n2 (second)	17.638894698528226	0.008289565608685871	-0.004179450416154969	0.021089847925111448	0.886
n2 (second)	18.93852880860355	0.00700177249589897	-0.005430367683992398	0.019431822209940303	0.8465
n2 (second)	20.33391998560055	0.0058237545648747915	-0.006558270245468292	0.01792771810246014	0.802
