curve	stim	payoff	median	lo	hi
n1 (first)	ips	7.0	0.2739813223052563	0.23141041724226186	0.3194200829176589
n1 (first)	ips	7.515760138376831	0.27309686971220354	0.23207927790126034	0.3168819884928698
n1 (first)	ips	8.069521493944878	0.2722892531346466	0.23282210217541735	0.3146042515467751
n1 (first)	ips	8.664083997137995	0.27146661905258984	0.23336498004393183	0.3126556920428622
n1 (first)	ips	9.302453877319765	0.2708420809847378	0.23384934958351525	0.3105740593195714
n1 (first)	ips	9.987858862892699	0.27005113810329373	0.23424913727711455	0.3081601733551369
n1 (first)	ips	10.723764501351813	0.26932891491271527	0.2347243914425713	0.30596821202496294
n1 (first)	ips	11.513891681800072	0.26858238236622134	0.23469646343752684	0.3047733742285235
n1 (first)	ips	12.362235448523078	0.2678242619628275	0.23501917779390935	0.3028436621482365
n1 (first)	ips	13.2730852007484	0.2671075540266298	0.2356806139807029	0.3008776590988078
n1 (first)	ips	14.251046380723466	0.2663586141543548	0.23616512486053395	0.2995663925476166
n1 (first)	ips	15.30106375977155	0.2656255961931788	0.23640028994277748	0.2976616793464351
n1 (first)	ips	16.42844644006477	0.2647703455434781	0.23651726086151104	0.2960077102241127
n1 (first)	ips	17.638894698528226	0.2641646393023179	0.23618456586241743	0.2948555854837782
n1 (first)	ips	18.93852880860355	0.26337744815853914	0.2363112911272006	0.2929796755575515
n1 (first)	ips	20.33391998560055	0.26254725910131477	0.23565748709131024	0.29157086327919207
n1 (first)	ips	21.83212361210294	0.2618433733954241	0.23539907285973577	0.2907403016922551
n1 (first)	ips	23.440714911422702	0.2611741422978088	0.23496626651155417	0.2897672976007237
n1 (first)	ips	25.16782724947516	0.2604450726938527	0.23487907713243966	0.28943889192021327
n1 (first)	ips	27.02219325873709	0.25961752342776	0.23446756426291707	0.28842286567821995
n1 (first)	ips	29.013188992218765	0.2587482116587517	0.23389448768216914	0.2871312604033285
n1 (first)	ips	31.15088133070163	0.25810427337135977	0.23306157969637648	0.28619974683390914
n1 (first)	ips	33.44607888294205	0.25754004922583484	0.23241105282193933	0.28644711298922243
n1 (first)	ips	35.91038663620328	0.25691249158306234	0.23186787778304277	0.2864335738079835
n1 (first)	ips	38.55626463343955	0.2562799110693448	0.2306956562620292	0.2861997946145321
n1 (first)	ips	41.39709097381619	0.25549256612767013	0.22993118940540355	0.2862536704008909
n1 (first)	ips	44.44722945510958	0.2548766251664949	0.2291449417240841	0.2867487598030413
n1 (first)	ips	47.722102200000165	0.25437633036197915	0.2282736719562878	0.2867616907356809
n1 (first)	ips	51.23826763347236	0.253664268463507	0.22700572329465468	0.28707894970364
n1 (first)	ips	55.01350420559077	0.2530288768092233	0.22554675844985364	0.28734776630981146
n1 (first)	ips	59.066900282972185	0.2523728376754626	0.2241228880911723	0.2878418840752237
n1 (first)	ips	63.41895066346308	0.25182993467856124	0.22268246040250847	0.2890165636642168
n1 (first)	ips	68.09166020202038	0.2509167642072699	0.22125435665979856	0.2894403127323294
n1 (first)	ips	73.10865507174927	0.25008236032974485	0.21983845046037562	0.2900400494799755
n1 (first)	ips	78.49530222265635	0.2494472332756884	0.2184354499292166	0.2902843513488424
n1 (first)	ips	84.27883764212612	0.2485915506104956	0.217037721512658	0.29081534461906056
n1 (first)	ips	90.48850406563214	0.2480114161803304	0.2156178281173403	0.2911442176852592
n1 (first)	ips	97.15569883397542	0.24729731829117024	0.21420846838203048	0.2915741982470267
n1 (first)	ips	104.31413264464813	0.2466074611183358	0.21281135120273578	0.2924889898443551
n1 (first)	ips	112.0	0.2460623781137024	0.211076243627268	0.29381354043209257
n1 (first)	vertex	7.0	0.23184994922758356	0.2009076577714402	0.2689046601501634
n1 (first)	vertex	7.515760138376831	0.233166571231875	0.20237743550975926	0.26942074104252633
n1 (first)	vertex	8.069521493944878	0.23444369546484028	0.20449526131150453	0.2698254505675208
n1 (first)	vertex	8.664083997137995	0.2357644471907147	0.20670200877471448	0.2702937797941175
n1 (first)	vertex	9.302453877319765	0.2371998634014419	0.2083609954962304	0.27136292308467697
n1 (first)	vertex	9.987858862892699	0.23853782180035316	0.21032846040182965	0.27204654547135954
n1 (first)	vertex	10.723764501351813	0.23990725726876577	0.21226435089304682	0.2730324799381148
n1 (first)	vertex	11.513891681800072	0.24134461845121657	0.2145643530280151	0.27497670032021776
n1 (first)	vertex	12.362235448523078	0.24270386509953218	0.21639650751794476	0.2760957864451192
n1 (first)	vertex	13.2730852007484	0.24421229636273264	0.21831565310133752	0.2773024838792161
n1 (first)	vertex	14.251046380723466	0.2458571406432522	0.22000521033278594	0.27882150711469006
n1 (first)	vertex	15.30106375977155	0.247363970199796	0.22187502797450206	0.28021923937349297
n1 (first)	vertex	16.42844644006477	0.24887959001647636	0.22372383476057617	0.28131199163024406
n1 (first)	vertex	17.638894698528226	0.2503552267474377	0.22535763093729358	0.2824005763407915
n1 (first)	vertex	18.93852880860355	0.2520399443241791	0.22684071490766494	0.28418897369631446
n1 (first)	vertex	20.33391998560055	0.2535944173706743	0.22843385111525888	0.2859694442704989
n1 (first)	vertex	21.83212361210294	0.255122256439128	0.22974175569337155	0.2885035412766327
n1 (first)	vertex	23.440714911422702	0.2565859398012238	0.23111457887954187	0.29047412824213
n1 (first)	vertex	25.16782724947516	0.2582236935187002	0.23226308474053797	0.29294852838510826
n1 (first)	vertex	27.02219325873709	0.2599800544809562	0.23375939128031575	0.2957991042282085
n1 (first)	vertex	29.013188992218765	0.26157861493043666	0.23477946086851897	0.2990523044614905
n1 (first)	vertex	31.15088133070163	0.263072690135295	0.2355773212243663	0.302190993656221
n1 (first)	vertex	33.44607888294205	0.2644334023717624	0.23659771749130148	0.3051899378347481
n1 (first)	vertex	35.91038663620328	0.2661083082246773	0.23750330365315164	0.30881357577422225
n1 (first)	vertex	38.55626463343955	0.2677388389772044	0.23847827380231984	0.3123172668662995
n1 (first)	vertex	41.39709097381619	0.26960584032755563	0.23965695981887825	0.31607839380878916
n1 (first)	vertex	44.44722945510958	0.2713542450145806	0.24035102842982073	0.3195184283363384
