curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.0	0.0	0.0	0.0
n1 (first)	28-112 CHF	0.0	0.0	0.0	0.0
n2 (second)	7-28 CHF	0.0	0.0	0.0	0.0
n2 (second)	28-112 CHF	0.0	0.0	0.0	0.0
