curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.012963428992983148	-0.015021560753791595	0.03844511798302021	0.832
n1 (first)	28-112 CHF	-0.024925682223280978	-0.056554788646026546	-0.0006621482160072429	0.021
n2 (second)	7-28 CHF	0.006162223606108753	-0.01270203582518415	0.025673195824820583	0.7345
n2 (second)	28-112 CHF	-0.021446598029007384	-0.04610509988239867	-0.0005658001059075205	0.023
memory	7-28 CHF	0.012400073851351352	-0.11789663759780034	0.12434903598745597	0.601
memory	28-112 CHF	-0.003771171683063471	-0.061100492923122064	0.05394424894087044	0.464
perceptual	7-28 CHF	0.006162223606108753	-0.01270203582518415	0.025673195824820583	0.7345
perceptual	28-112 CHF	-0.021446598029007384	-0.04610509988239867	-0.0005658001059075205	0.023
