curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	0.048398331811771056	0.025262239164510283	0.07495171149791725	1.0
n1 (first)	7.515760138376831	0.04539979239034276	0.02306034679900274	0.07149120265044911	1.0
n1 (first)	8.069521493944878	0.0424188678125946	0.021073626234200695	0.06789738726554773	1.0
n1 (first)	8.664083997137995	0.03942049022695108	0.018734000755205416	0.06392505557771129	1.0
n1 (first)	9.302453877319765	0.03640388305119878	0.016714587256857354	0.06017732862696809	1.0
n1 (first)	9.987858862892699	0.033484796574315474	0.014254050266240994	0.05644364964212672	1.0
n1 (first)	10.723764501351813	0.03041027826841311	0.011777042601964584	0.05269071550367308	1.0
n1 (first)	11.513891681800072	0.027263215194981337	0.009156760490373901	0.04873750797004273	0.9995
n1 (first)	12.362235448523078	0.0242246280348077	0.006541093879756979	0.045106606485232535	0.998
n1 (first)	13.2730852007484	0.02111032193773277	0.003482956104315437	0.041390077274120196	0.9945
n1 (first)	14.251046380723466	0.017910179258791927	0.0006365227147557816	0.03776446425306383	0.979
n1 (first)	15.30106375977155	0.014590925282760504	-0.0025086347557958808	0.03411184677330756	0.953
n1 (first)	16.42844644006477	0.011402361651298012	-0.005689882087406807	0.03039538694553511	0.907
n1 (first)	17.638894698528226	0.008154182631516568	-0.008651221315395861	0.0275311573838309	0.815
n1 (first)	18.93852880860355	0.004731886827059353	-0.012224921676821848	0.024196249800084755	0.7065
n1 (first)	20.33391998560055	0.0013507610790729173	-0.015875793496119582	0.021374105111814246	0.571
n1 (first)	21.83212361210294	-0.001924938158592367	-0.019832822722998175	0.017792242544029807	0.418
n1 (first)	23.440714911422702	-0.005314946311583469	-0.02387445973077881	0.01459294086878123	0.2815
n1 (first)	25.16782724947516	-0.008703137504590053	-0.02805528072455176	0.011615990027923217	0.1815
n1 (first)	27.02219325873709	-0.012314148134859202	-0.032517590324603676	0.008446565868972987	0.11
n1 (first)	29.013188992218765	-0.015943185047134507	-0.0367860219664121	0.005336721197495176	0.0645
n1 (first)	31.15088133070163	-0.01961727601638976	-0.04129438050715562	0.0022879817742842935	0.037
n1 (first)	33.44607888294205	-0.023387866445563135	-0.045945308742571356	-0.00038674831243770507	0.0225
n1 (first)	35.91038663620328	-0.02728838889680546	-0.05068859368228321	-0.0032941395217293136	0.0125
n1 (first)	38.55626463343955	-0.031134260827100153	-0.05585617697719771	-0.006302881298686216	0.0075
n1 (first)	41.39709097381619	-0.03513875880945554	-0.06118200336234498	-0.009447522636994972	0.0045
n1 (first)	44.44722945510958	-0.03918634612103372	-0.06637719567641802	-0.012553812219437957	0.002
n1 (first)	47.722102200000165	-0.04330102098124389	-0.07226876224220027	-0.015805876061714266	0.001
n1 (first)	51.23826763347236	-0.0474543164149161	-0.07783946168323873	-0.018759714790848633	0.0005
n1 (first)	55.01350420559077	-0.051667747816639645	-0.08381815721104244	-0.021702850370715787	0.0
n1 (first)	59.066900282972185	-0.05590155376030561	-0.08957424041789663	-0.02469405489257348	0.0
n1 (first)	63.41895066346308	-0.06032286401134271	-0.09531603553453903	-0.02807615206048702	0.0
n1 (first)	68.09166020202038	-0.06475487131976178	-0.1018621556880322	-0.031235450439029356	0.0
n1 (first)	73.10865507174927	-0.06920421486927641	-0.10822842830810138	-0.034207481541090844	0.0
n1 (first)	78.49530222265635	-0.07385357180616928	-0.11466152683563874	-0.03662448619066414	0.0
n1 (first)	84.27883764212612	-0.07852076781423031	-0.12139772274573453	-0.03981364015192181	0.0
n1 (first)	90.48850406563214	-0.0833214745093715	-0.12818713595520845	-0.04306679356954494	0.0
n1 (first)	97.15569883397542	-0.08829588016071709	-0.1355628761453112	-0.046469573787132415	0.0
n1 (first)	104.31413264464813	-0.09329546825995938	-0.14267305829195942	-0.04983472403799754	0.0
n1 (first)	112.0	-0.09834668444928679	-0.14996543119011838	-0.052903747273442325	0.0
n2 (second)	7.0	0.060545564980768615	0.04112458573711709	0.08442131395537117	1.0
n2 (second)	7.515760138376831	0.0584048949541416	0.039505747120241734	0.08151205683387562	1.0
n2 (second)	8.069521493944878	0.05620373989782247	0.037958554662284164	0.07859643923999297	1.0
n2 (second)	8.664083997137995	0.05395408127418806	0.036340984929728856	0.07551608531480059	1.0
n2 (second)	9.302453877319765	0.05157618783665848	0.034642177597396226	0.07239965245535174	1.0
n2 (second)	9.987858862892699	0.04908772935677434	0.032714452031932115	0.06920865043173458	1.0
n2 (second)	10.723764501351813	0.04642688499448602	0.03064120822497108	0.06597478817634353	1.0
n2 (second)	11.513891681800072	0.04376433616099411	0.028394440057329995	0.0625744355806239	1.0
n2 (second)	12.362235448523078	0.04094453973615593	0.026122251777030085	0.05912748577165406	1.0
n2 (second)	13.2730852007484	0.038104198855318565	0.023746310437508862	0.055530459946859456	1.0
n2 (second)	14.251046380723466	0.03512916691615152	0.02130757569404523	0.0519539016989702	1.0
n2 (second)	15.30106375977155	0.03202388760700209	0.018522757779485147	0.04800526176604378	1.0
n2 (second)	16.42844644006477	0.02871102652604017	0.015481232962228924	0.04400810916147104	1.0
n2 (second)	17.638894698528226	0.025331571685100633	0.012372581197484736	0.040050373113702596	1.0
n2 (second)	18.93852880860355	0.021882085154517866	0.009365430402471274	0.035925956222754636	1.0
n2 (second)	20.33391998560055	0.018184662659878593	0.006097853418436673	0.03200208209568661	0.9975
n2 (second)	21.83212361210294	0.014278903818927626	0.0023154393125934107	0.027975199001757215	0.991
n2 (second)	23.440714911422702	0.010490153281887953	-0.0016151076446608572	0.023910952818349606	0.9455
n2 (second)	25.16782724947516	0.006446854416952174	-0.005909083126445656	0.019801579594244268	0.842
n2 (second)	27.02219325873709	0.002291039654361055	-0.010621145198400293	0.015417139507444751	0.6475
n2 (second)	29.013188992218765	-0.0020082004163014485	-0.01569606221821656	0.011187086045377933	0.3765
n2 (second)	31.15088133070163	-0.006500043785632405	-0.02096108634899875	0.0071681900589354594	0.1685
n2 (second)	33.44607888294205	-0.011142296331948265	-0.02624308408087024	0.003085266219769819	0.066
n2 (second)	35.91038663620328	-0.016053662787385087	-0.032251694172066116	-0.0010187535894991796	0.0195
n2 (second)	38.55626463343955	-0.021196644036815253	-0.03855594921342155	-0.004898570435814246	0.009
n2 (second)	41.39709097381619	-0.02654717256629768	-0.04541680114437995	-0.008962801308046203	0.0025
n2 (second)	44.44722945510958	-0.03187965460911647	-0.052377150328125885	-0.012936311716197827	0.0015
n2 (second)	47.722102200000165	-0.03744257180504838	-0.059355202272893745	-0.017073682652225676	0.0
n2 (second)	51.23826763347236	-0.0433723504367145	-0.06726133344006605	-0.021339691214753716	0.0
n2 (second)	55.01350420559077	-0.04925361779576233	-0.07566830093302856	-0.025538322525353617	0.0
