curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	-0.009728949560961868	-0.08183823024887638	0.04965112145647981	0.3625
n1 (first)	7.515760138376831	0.0016580887196073636	-0.054125496823678475	0.04866029405214033	0.5255
n1 (first)	8.069521493944878	0.009678525702851467	-0.03352038129300598	0.04869158071135281	0.682
n1 (first)	8.664083997137995	0.015078253050455922	-0.0203561303634361	0.050049315539620755	0.807
n1 (first)	9.302453877319765	0.018962898063231114	-0.014359333787584604	0.05220080454153429	0.8775
n1 (first)	9.987858862892699	0.020893290199105186	-0.010786147272703956	0.054687293050428784	0.9005
n1 (first)	10.723764501351813	0.0222466266173068	-0.010269242210216719	0.055839280177962615	0.909
n1 (first)	11.513891681800072	0.022439145298316105	-0.009716684556649768	0.05442767327947139	0.9085
n1 (first)	12.362235448523078	0.021844874334888693	-0.00816882436914592	0.05264636378378289	0.9165
n1 (first)	13.2730852007484	0.02066499213207757	-0.007119990602045748	0.04868476040769075	0.926
n1 (first)	14.251046380723466	0.019143433683679947	-0.005472978054798104	0.042880117240731264	0.9345
n1 (first)	15.30106375977155	0.017637140479994547	-0.005778924049804739	0.04026242766467617	0.9345
n1 (first)	16.42844644006477	0.015706858151370094	-0.007125347751883781	0.03750883262329306	0.9235
n1 (first)	17.638894698528226	0.014140151658801855	-0.00852289810019024	0.035889126625412646	0.8945
n1 (first)	18.93852880860355	0.012608602709559113	-0.009837345308922014	0.034602176698038604	0.865
n1 (first)	20.33391998560055	0.010902141239195657	-0.011804417721268027	0.033590009765418545	0.832
n1 (first)	21.83212361210294	0.00929988769562842	-0.01277931891704116	0.032219093422117685	0.7835
n1 (first)	23.440714911422702	0.007663777839242973	-0.014045160158203111	0.031139945078832217	0.7525
n1 (first)	25.16782724947516	0.005994381776109996	-0.014374261712497534	0.028264130854747334	0.7155
n1 (first)	27.02219325873709	0.004276832054161014	-0.015126502992370897	0.025020669394638095	0.6675
n1 (first)	29.013188992218765	0.0025011653770823645	-0.016174038392881097	0.02221190779501152	0.5985
n1 (first)	31.15088133070163	0.0003880647156257728	-0.018802061651682654	0.019776466698152213	0.516
n1 (first)	33.44607888294205	-0.0018666166545373798	-0.021124185030475	0.01729941249237676	0.426
n1 (first)	35.91038663620328	-0.004156211306099466	-0.024637945370133862	0.016520395201256845	0.337
n1 (first)	38.55626463343955	-0.0064547218560144694	-0.027637235139041382	0.014837235377332713	0.2585
n1 (first)	41.39709097381619	-0.008724108278562681	-0.030790947684806717	0.012539265152507442	0.204
n1 (first)	44.44722945510958	-0.011107125879152798	-0.03393575991396431	0.010283172130702057	0.1515
