curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	0.011802182953290597	-0.022246369803252283	0.04905639101526694	0.745
n1 (first)	7.515760138376831	0.010315865162053026	-0.022351498740463632	0.04667404352018852	0.725
n1 (first)	8.069521493944878	0.009035815668547881	-0.022592631373370375	0.04445981718911543	0.702
n1 (first)	8.664083997137995	0.007642433751756777	-0.02315381880116613	0.04195222809759454	0.6745
n1 (first)	9.302453877319765	0.006070702711975686	-0.023789375605785663	0.03934530714025649	0.6425
n1 (first)	9.987858862892699	0.004643520012964262	-0.024304928042198175	0.036123028012900266	0.6125
n1 (first)	10.723764501351813	0.0032334915777936625	-0.024978052821699202	0.03321596736418252	0.5845
n1 (first)	11.513891681800072	0.0016579906394720238	-0.025838720872920592	0.030636004917634106	0.5465
n1 (first)	12.362235448523078	0.0003188144890135338	-0.02644514351851258	0.027976594526620203	0.5095
n1 (first)	13.2730852007484	-0.0012110627603538157	-0.027441388140540368	0.02527087049259418	0.459
n1 (first)	14.251046380723466	-0.002868374401721916	-0.02904106460932887	0.022944980512725234	0.4155
n1 (first)	15.30106375977155	-0.004467059265046189	-0.03015014329325921	0.020962355468517442	0.368
n1 (first)	16.42844644006477	-0.006132796166543877	-0.031360541477442154	0.01860768840484063	0.318
n1 (first)	17.638894698528226	-0.007688442746999402	-0.03263157997365507	0.016465954665772296	0.271
n1 (first)	18.93852880860355	-0.009306910314414687	-0.03438129542116032	0.014839723563357598	0.225
n1 (first)	20.33391998560055	-0.010862773550994085	-0.03701795662962808	0.012870453899058817	0.1775
n1 (first)	21.83212361210294	-0.012382537089667313	-0.03938779951897869	0.010755563957877431	0.1385
n1 (first)	23.440714911422702	-0.014131753988286377	-0.04203362314196727	0.00858211249317857	0.1095
n1 (first)	25.16782724947516	-0.015858424825289038	-0.04459652226371858	0.007054337538730526	0.082
n1 (first)	27.02219325873709	-0.017336426746451382	-0.04743365768666907	0.005576141079016809	0.062
n1 (first)	29.013188992218765	-0.018995604323656788	-0.05022698666819803	0.003754753696631529	0.0525
n1 (first)	31.15088133070163	-0.020692273358679174	-0.053582867727145586	0.0026200729310597998	0.041
n1 (first)	33.44607888294205	-0.022381945806311004	-0.05607797136087794	0.0015348541182113227	0.0315
n1 (first)	35.91038663620328	-0.024255220647573947	-0.059767000241836635	-0.00019422886194925062	0.0245
n1 (first)	38.55626463343955	-0.025978450768274805	-0.06376457007044867	-0.001668475779696052	0.0215
n1 (first)	41.39709097381619	-0.027729958508691088	-0.06764877997078163	-0.002163758888149303	0.0195
n1 (first)	44.44722945510958	-0.029385061743185868	-0.07230649058633534	-0.0028951140822914296	0.013
n1 (first)	47.722102200000165	-0.0311607598843292	-0.07679462278089394	-0.0034611974267487605	0.012
n1 (first)	51.23826763347236	-0.033158767267441575	-0.081084782890972	-0.004295411560627097	0.0125
n1 (first)	55.01350420559077	-0.035324362914705906	-0.08587147894122996	-0.004793834541839928	0.0125
n1 (first)	59.066900282972185	-0.03715778872062121	-0.0905331429535475	-0.005152428790500674	0.0115
n1 (first)	63.41895066346308	-0.03915216212185291	-0.09548696055802267	-0.005662510881879348	0.011
n1 (first)	68.09166020202038	-0.041207514519002265	-0.10011204709609002	-0.0058362296484014845	0.0115
n1 (first)	73.10865507174927	-0.04319939354236517	-0.1049971986706553	-0.006196337048098279	0.01
n1 (first)	78.49530222265635	-0.045303124362624486	-0.11024774114166111	-0.006524693574936623	0.0105
n1 (first)	84.27883764212612	-0.04732911266951473	-0.11525766958257669	-0.006743057760109229	0.0105
n1 (first)	90.48850406563214	-0.04937589234965094	-0.12075105368693742	-0.007131849364277509	0.0115
n1 (first)	97.15569883397542	-0.05141086707313157	-0.12579979201891342	-0.007816021744662277	0.011
n1 (first)	104.31413264464813	-0.05357401659808647	-0.1309051528816321	-0.008600595378486271	0.0115
n1 (first)	112.0	-0.05581945529702009	-0.1370570368593173	-0.008919297785353258	0.011
n2 (second)	7.0	0.033520364152887366	0.0010816046756470755	0.06767992063827065	0.978
n2 (second)	7.515760138376831	0.03284581523189651	0.0006048236203115793	0.0662999165391654	0.978
n2 (second)	8.069521493944878	0.03214354629014653	0.0004741037209217902	0.06454110729734662	0.9765
n2 (second)	8.664083997137995	0.03138099430605079	0.00041494878465910115	0.06324275070525609	0.9755
n2 (second)	9.302453877319765	0.030634583152129538	-0.00013902399607667213	0.06181717159517108	0.9745
n2 (second)	9.987858862892699	0.029823834086100294	-0.0008800653489548526	0.060321215507074054	0.972
n2 (second)	10.723764501351813	0.02895826255422787	-0.0014646258747036127	0.059071894699004125	0.9685
n2 (second)	11.513891681800072	0.027920550073915598	-0.0020141824654904277	0.05760325875504099	0.9645
n2 (second)	12.362235448523078	0.026826544856108175	-0.0026555183353316287	0.05653300927878989	0.961
n2 (second)	13.2730852007484	0.02576388204754141	-0.0032722622744159255	0.05494464271168893	0.959
n2 (second)	14.251046380723466	0.02446314543588723	-0.0038128562925103743	0.053379512829022015	0.9535
n2 (second)	15.30106375977155	0.023172511014232816	-0.004495994543148528	0.05172361413477877	0.949
n2 (second)	16.42844644006477	0.022020067270471254	-0.005173306680626927	0.050340685323235435	0.945
n2 (second)	17.638894698528226	0.020625371233131323	-0.005607300880290942	0.04854052714817312	0.936
n2 (second)	18.93852880860355	0.019315242914706987	-0.006484992276767297	0.04666801608171751	0.925
n2 (second)	20.33391998560055	0.017894307693851953	-0.006990440197910552	0.044722776841884485	0.9115
n2 (second)	21.83212361210294	0.01656184212639531	-0.008130711626421608	0.042486282180231726	0.898
n2 (second)	23.440714911422702	0.015111348459911413	-0.009733839471934253	0.04119288268974713	0.8845
n2 (second)	25.16782724947516	0.013498662252903536	-0.011478153291068693	0.04055126271805816	0.859
n2 (second)	27.02219325873709	0.011782499303944207	-0.012970464656536286	0.03977020642644642	0.8325
n2 (second)	29.013188992218765	0.009967467420025078	-0.014344258608372084	0.037813283961294554	0.7975
n2 (second)	31.15088133070163	0.00820840803848574	-0.01603974092399246	0.03651873948521174	0.758
n2 (second)	33.44607888294205	0.006425141162396053	-0.018269577026384366	0.035584221356897434	0.704
n2 (second)	35.91038663620328	0.004569339839185296	-0.020824021733212236	0.03466927635157041	0.6455
n2 (second)	38.55626463343955	0.0027612489768449513	-0.023646126743758884	0.033540341406391574	0.576
n2 (second)	41.39709097381619	0.0006001509563017485	-0.027316079691442608	0.032571613703467256	0.521
n2 (second)	44.44722945510958	-0.0014497169472582202	-0.030525159194383093	0.03133479945867617	0.4535
n2 (second)	47.722102200000165	-0.003633467269387112	-0.03398105386486152	0.029848916647928315	0.3965
n2 (second)	51.23826763347236	-0.005777028864547158	-0.03758247750902698	0.02896633822435222	0.333
n2 (second)	55.01350420559077	-0.008282198489039999	-0.0416505402703447	0.027584255508989054	0.279
n2 (second)	59.066900282972185	-0.010966477154711947	-0.04574013440762568	0.02695625890444972	0.2415
n2 (second)	63.41895066346308	-0.01339550169705931	-0.05102197677912531	0.026360460182917957	0.211
n2 (second)	68.09166020202038	-0.015849253590757333	-0.05680019762059382	0.02598497673655082	0.1845
n2 (second)	73.10865507174927	-0.01848499585871244	-0.06214428919157741	0.0263520304801994	0.1605
