curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.014069386790816797	-0.009266094936242492	0.04234351586754532	0.8545
n1 (first)	28-112 CHF	-0.05853677244985682	-0.10700061303951998	-0.007551146924877012	0.009
n2 (second)	7-28 CHF	0.037719741873276945	0.02002512426712136	0.057341896240498624	1.0
n2 (second)	28-112 CHF	-0.07318206668644751	-0.142906281818516	-0.022553747420166536	0.0
