curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	0.02679603497923584	-0.03106309269582615	0.059163067054447877	0.772
n1 (first)	7.515760138376831	0.0253551552864125	-0.031240955654665246	0.05651660544209803	0.7715
n1 (first)	8.069521493944878	0.023875786854551825	-0.03127183738708443	0.05378827688665381	0.771
n1 (first)	8.664083997137995	0.022306414257401246	-0.031531354934491385	0.05100337887568755	0.7715
n1 (first)	9.302453877319765	0.020841470150335384	-0.03193557270391926	0.048586795585007336	0.7725
n1 (first)	9.987858862892699	0.019388049151392632	-0.03283382592188802	0.04625523139883016	0.771
n1 (first)	10.723764501351813	0.01793798470585451	-0.03362580939329515	0.04349844449519611	0.768
n1 (first)	11.513891681800072	0.01656712025379159	-0.03452312927934785	0.04107138113885772	0.7655
n1 (first)	12.362235448523078	0.015116024911782773	-0.03499246346522798	0.03855480330700843	0.7625
n1 (first)	13.2730852007484	0.01355112795913903	-0.036151489396520464	0.036192680347254605	0.758
n1 (first)	14.251046380723466	0.01206493130737004	-0.03730098147914288	0.03379782859606666	0.7535
n1 (first)	15.30106375977155	0.010616747870324374	-0.03864705160700653	0.031139662875649232	0.75
n1 (first)	16.42844644006477	0.00914929261726469	-0.04085451246306869	0.0294468834762951	0.7385
n1 (first)	17.638894698528226	0.007635435331916172	-0.04196798206264771	0.026835419318184575	0.7125
n1 (first)	18.93852880860355	0.006157864541724109	-0.04473749493698614	0.024768117602143473	0.685
n1 (first)	20.33391998560055	0.004747354388547342	-0.04677004455434251	0.02282021091147812	0.655
n1 (first)	21.83212361210294	0.003259553368524893	-0.04905262339492006	0.021581660378595813	0.6105
n1 (first)	23.440714911422702	0.0017572741996542106	-0.051330918759414125	0.020325978296335992	0.5675
n1 (first)	25.16782724947516	0.00018330855581968878	-0.05480705226129263	0.01813466820187063	0.508
n1 (first)	27.02219325873709	-0.0014337747960749712	-0.0576744179853158	0.016952620589170183	0.436
n1 (first)	29.013188992218765	-0.0030438658732584974	-0.060313496273469026	0.015849698150077463	0.3605
n1 (first)	31.15088133070163	-0.004617330215292514	-0.06414826691973509	0.015870816213521027	0.3
n1 (first)	33.44607888294205	-0.006310013944796569	-0.06813943658589676	0.015877330807844866	0.233
n1 (first)	35.91038663620328	-0.007989984032322648	-0.07245674010424609	0.01568407874216933	0.1875
n1 (first)	38.55626463343955	-0.009746082284129662	-0.07572702134379077	0.01614446096980104	0.1465
n1 (first)	41.39709097381619	-0.011469255858569255	-0.08065372752546783	0.016418578140937713	0.119
n1 (first)	44.44722945510958	-0.013239920334368854	-0.08603366284623981	0.017362928105446415	0.101
n1 (first)	47.722102200000165	-0.014857833911049487	-0.09082946072666814	0.01830660687979529	0.0825
n1 (first)	51.23826763347236	-0.016676297979740868	-0.09655944731282616	0.019530079846170518	0.071
n1 (first)	55.01350420559077	-0.018381092914375834	-0.10331137726205097	0.020723557348459015	0.067
n1 (first)	59.066900282972185	-0.020183887201690363	-0.1094876936107605	0.02189196776234397	0.064
n1 (first)	63.41895066346308	-0.022021676559469388	-0.11668674695511473	0.023622153927878784	0.0615
n1 (first)	68.09166020202038	-0.023857570522104958	-0.12351279301635928	0.02577602076498746	0.059
n1 (first)	73.10865507174927	-0.025634759462501218	-0.1299776137248493	0.02816336693629848	0.056
n1 (first)	78.49530222265635	-0.027474455820129022	-0.13818157063448003	0.029434348494314075	0.055
n1 (first)	84.27883764212612	-0.029257791379233282	-0.146158617186168	0.03156588398376855	0.055
n1 (first)	90.48850406563214	-0.03119651650782259	-0.15393361484287518	0.03425165833604926	0.0545
n1 (first)	97.15569883397542	-0.03296055452320515	-0.1628094839903966	0.03693268092311038	0.0535
n1 (first)	104.31413264464813	-0.03485242876207664	-0.17215607106331257	0.0385656980756538	0.053
n1 (first)	112.0	-0.036737340670147695	-0.18195011215053344	0.040581161705749914	0.052
n2 (second)	7.0	0.015270997666659427	-0.02684818443176739	0.033096298502896984	0.77
n2 (second)	7.515760138376831	0.014644606723837317	-0.02720351336985971	0.03170096368403661	0.77
n2 (second)	8.069521493944878	0.013899653291817487	-0.027709182493480044	0.030612692240185535	0.767
n2 (second)	8.664083997137995	0.013304042611286948	-0.028978324548224285	0.029617191426543114	0.769
n2 (second)	9.302453877319765	0.01263848081386818	-0.0299758980454027	0.028537171673452676	0.767
n2 (second)	9.987858862892699	0.011904775995858489	-0.03087175572041904	0.027306260687075888	0.766
n2 (second)	10.723764501351813	0.011158298125253496	-0.031974104790070144	0.026103486498341415	0.7645
n2 (second)	11.513891681800072	0.010401021656160952	-0.0336110364703084	0.0251191754052688	0.7635
n2 (second)	12.362235448523078	0.009632711120391121	-0.03496007712903521	0.023902032066970155	0.762
n2 (second)	13.2730852007484	0.008831020834166543	-0.03714901192290294	0.02289144231075548	0.76
n2 (second)	14.251046380723466	0.008056839590477583	-0.03850866455147635	0.02157115616073411	0.755
n2 (second)	15.30106375977155	0.007154558385130539	-0.040244090896376705	0.02032533506537025	0.7505
n2 (second)	16.42844644006477	0.006297771751666247	-0.04257993979845646	0.019428679008209552	0.739
n2 (second)	17.638894698528226	0.005494450513317216	-0.04545847486664534	0.018246306069395684	0.7225
n2 (second)	18.93852880860355	0.004615886796722287	-0.04821358928795986	0.01718963699040266	0.697
n2 (second)	20.33391998560055	0.0036688982557527383	-0.05121928783324053	0.016333115488824972	0.6665
n2 (second)	21.83212361210294	0.002655917950773851	-0.053976387432803516	0.015426319711306357	0.6255
n2 (second)	23.440714911422702	0.001540135142266541	-0.05813474065773832	0.014556532400758906	0.581
n2 (second)	25.16782724947516	0.000415691171364796	-0.062852937905968	0.013735028243530184	0.5275
n2 (second)	27.02219325873709	-0.000628052809139098	-0.06708125439859407	0.013737210884214167	0.459
n2 (second)	29.013188992218765	-0.0018871188734760629	-0.07178484368911772	0.014371332991924281	0.379
n2 (second)	31.15088133070163	-0.003192447738196538	-0.07607976001054399	0.015097572814813167	0.313
n2 (second)	33.44607888294205	-0.004505571921304546	-0.08157553415302725	0.01570720747436736	0.2475
n2 (second)	35.91038663620328	-0.005925801372787691	-0.08850773733283648	0.01695589676846363	0.195
n2 (second)	38.55626463343955	-0.007452025382170003	-0.09420510096096425	0.01839630256143969	0.154
n2 (second)	41.39709097381619	-0.00894337623966409	-0.10117904601539199	0.019994412760697057	0.126
n2 (second)	44.44722945510958	-0.010526652266039917	-0.1089860927486813	0.021496538208779867	0.1045
n2 (second)	47.722102200000165	-0.011965947069636072	-0.11769712660375942	0.02341826273342401	0.0875
n2 (second)	51.23826763347236	-0.013612811149454129	-0.12781509476343295	0.025486172513721275	0.0755
n2 (second)	55.01350420559077	-0.015346695483079684	-0.13702220564585688	0.028497961748375964	0.068
