curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	-0.013286164353308235	-0.042016528965661895	0.014985619716443391	0.172
n1 (first)	28-112 CHF	-0.03011720747137502	-0.06269700307542356	-0.0009800984132079733	0.022
n2 (second)	7-28 CHF	0.04340166382737617	0.01186513955291079	0.07040257104471537	0.9975
n2 (second)	28-112 CHF	-0.017400880017167598	-0.04740042508594867	0.011020541589356883	0.115
