curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	0.0452120912470078	-0.029727705210618613	0.0846354247452178	0.762
n1 (first)	7.515760138376831	0.043809654395988606	-0.027529657259315856	0.08170819163416561	0.764
n1 (first)	8.069521493944878	0.042494547751460346	-0.02547939142840103	0.0789667198546422	0.765
n1 (first)	8.664083997137995	0.041158095961509815	-0.023311546055998278	0.07612010680096852	0.767
n1 (first)	9.302453877319765	0.0397756515238504	-0.02171477067835386	0.07356752270574284	0.7695
n1 (first)	9.987858862892699	0.03850910038590394	-0.019831236579067515	0.070840054883571	0.7725
n1 (first)	10.723764501351813	0.03713474588499832	-0.01815232997167091	0.06797427641839722	0.777
n1 (first)	11.513891681800072	0.03581481136040532	-0.016432193362973836	0.06521652627163828	0.7845
n1 (first)	12.362235448523078	0.03439553257835365	-0.014643663140123869	0.06263722717415317	0.796
n1 (first)	13.2730852007484	0.03312819885978306	-0.012940852859502906	0.0600526407909059	0.81
n1 (first)	14.251046380723466	0.03174839022301518	-0.011640477769299926	0.057463831301998176	0.826
n1 (first)	15.30106375977155	0.030303458426182532	-0.01025704891562115	0.055039028328186766	0.8465
n1 (first)	16.42844644006477	0.02914620055320501	-0.009220636298656913	0.052440242917609486	0.8665
n1 (first)	17.638894698528226	0.027618388009347197	-0.00831727496304827	0.0499997384986802	0.883
n1 (first)	18.93852880860355	0.026304617427031808	-0.007567482332894456	0.047417662375124306	0.9
n1 (first)	20.33391998560055	0.024851840556595742	-0.006566567478889739	0.04469923463981142	0.9155
n1 (first)	21.83212361210294	0.023562964589682968	-0.005818833837389182	0.04260565351741089	0.9295
n1 (first)	23.440714911422702	0.022417335572715316	-0.0051057307282727175	0.040600621755021195	0.9415
n1 (first)	25.16782724947516	0.021270764981620373	-0.00489130643685201	0.0389348838006276	0.9495
n1 (first)	27.02219325873709	0.020129813745472146	-0.004223434679520241	0.03713154210538792	0.953
n1 (first)	29.013188992218765	0.019073939818499995	-0.004095063846241638	0.036394788471819074	0.957
n1 (first)	31.15088133070163	0.01782204391571353	-0.0036084671004091807	0.0362001109348477	0.956
n1 (first)	33.44607888294205	0.01653746771082776	-0.00403839010487594	0.036400386872468174	0.9535
n1 (first)	35.91038663620328	0.01543949983369142	-0.004359493728634425	0.03699707825506963	0.947
n1 (first)	38.55626463343955	0.014548381199539266	-0.005378668950144363	0.03958144461216958	0.935
n1 (first)	41.39709097381619	0.01341657121549548	-0.006386935545859597	0.04222087025825412	0.921
n1 (first)	44.44722945510958	0.01250111520657113	-0.007813871298897547	0.04502581730085764	0.9
n1 (first)	47.722102200000165	0.011406539596396842	-0.00955132119908827	0.047739604978082044	0.8705
n1 (first)	51.23826763347236	0.010184383349808035	-0.011450445624676618	0.050471058198749655	0.828
n1 (first)	55.01350420559077	0.008858050775016175	-0.013628041429294321	0.05313247367989223	0.785
n1 (first)	59.066900282972185	0.0076105075835405395	-0.01524850811206171	0.05602110109530823	0.738
n1 (first)	63.41895066346308	0.006253740150250677	-0.01730139744576985	0.05881974219095528	0.689
n1 (first)	68.09166020202038	0.004985414423973607	-0.019878234717436303	0.06193789653375262	0.6495
n1 (first)	73.10865507174927	0.0037259409387594535	-0.022201681152548603	0.06466429713981195	0.605
n1 (first)	78.49530222265635	0.0024684455855151096	-0.024082814387527893	0.06785783913872122	0.564
