curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.020467276896533947	0.011582624745485545	0.031241906745085125	1.0
n1 (first)	28-112 CHF	0.005282461237458628	0.0020230960537363867	0.008473162282840641	0.9995
n2 (second)	7-28 CHF	0.013557506196788055	0.004175864894246356	0.02405063790359463	0.9995
n2 (second)	28-112 CHF	0.005786032329668109	0.0024934189469535076	0.009161569499542107	1.0
