curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	0.03947491474377329	-0.010111071345606225	0.08429721840133848	0.9445
n1 (first)	7.515760138376831	0.03673475131750496	-0.00819488803058934	0.07676987874397884	0.948
n1 (first)	8.069521493944878	0.03402746548801806	-0.006341531000635104	0.06990392976380137	0.95
n1 (first)	8.664083997137995	0.030897323975932187	-0.0054526389028160685	0.06413941861148238	0.9515
n1 (first)	9.302453877319765	0.028508314352395415	-0.004853059294410494	0.058740478135780726	0.9545
n1 (first)	9.987858862892699	0.025944835087940266	-0.004372186998471252	0.0538823703046288	0.9545
n1 (first)	10.723764501351813	0.023617126264276762	-0.004114869679053253	0.04909633753974462	0.9545
n1 (first)	11.513891681800072	0.02148864904816173	-0.00456348992877467	0.045161860656868884	0.9515
n1 (first)	12.362235448523078	0.01925271574501283	-0.004431595576056996	0.04154708705902621	0.9475
n1 (first)	13.2730852007484	0.017135314763080195	-0.004995557116760296	0.03795416261204642	0.9375
n1 (first)	14.251046380723466	0.015018040853165788	-0.006347224884007437	0.03472455931022361	0.9225
n1 (first)	15.30106375977155	0.013062866283545662	-0.006903935059206888	0.03213352910796064	0.898
n1 (first)	16.42844644006477	0.011211257255041483	-0.007392815637766774	0.029718353139504983	0.864
n1 (first)	17.638894698528226	0.00946078030597885	-0.008516849996884093	0.027237496042536856	0.8315
n1 (first)	18.93852880860355	0.0077429685038503775	-0.009822866859371143	0.02530427057865805	0.789
n1 (first)	20.33391998560055	0.006181105395083007	-0.011086496711802007	0.023372250640256206	0.7475
n1 (first)	21.83212361210294	0.004547138698499306	-0.012323498346687275	0.021532252297614247	0.6935
n1 (first)	23.440714911422702	0.003188375750491396	-0.013783084718644244	0.01984936306916854	0.639
n1 (first)	25.16782724947516	0.0017494230182119575	-0.015533623586945721	0.018577240696250604	0.5785
n1 (first)	27.02219325873709	0.00044048284035632615	-0.016996516201835087	0.017354936590875412	0.522
n1 (first)	29.013188992218765	-0.0006517675080844219	-0.018319379074980296	0.01599523141177606	0.463
n1 (first)	31.15088133070163	-0.00189456629519064	-0.0194754142797434	0.014950177108984705	0.4115
n1 (first)	33.44607888294205	-0.002977399757570833	-0.02059046805290476	0.014090954850163167	0.3665
n1 (first)	35.91038663620328	-0.004001269887108982	-0.021658998437260674	0.013088038293534212	0.3285
n1 (first)	38.55626463343955	-0.0049744217629697175	-0.022651002624944516	0.012438856504203209	0.2945
n1 (first)	41.39709097381619	-0.005794993391672321	-0.023800668237005062	0.011717339651947342	0.266
n1 (first)	44.44722945510958	-0.006639674130527881	-0.0247919965241113	0.011084960728846044	0.241
