curve	payoff	median	lo	hi	p_gt0
n1 (first)	7.0	0.0015870038430444967	-0.03355028347762664	0.03447879740567995	0.5425
n1 (first)	7.515760138376831	0.001117337454144869	-0.03251850236113223	0.03267235455544262	0.534
n1 (first)	8.069521493944878	0.000587430305276866	-0.031460533327045924	0.03145757777356145	0.5155
n1 (first)	8.664083997137995	1.3515909916548511e-05	-0.030688143023189215	0.029519895509895387	0.501
n1 (first)	9.302453877319765	-0.0004954474546223791	-0.03008183940096852	0.027745110478949203	0.484
n1 (first)	9.987858862892699	-0.001086357412707675	-0.029307707363596433	0.026183297714871153	0.471
n1 (first)	10.723764501351813	-0.001737133297254298	-0.028428867734007185	0.024794546565816766	0.4445
n1 (first)	11.513891681800072	-0.002457804598351149	-0.02797325426783316	0.023026175336759512	0.425
n1 (first)	12.362235448523078	-0.003219845372362802	-0.027944073357196914	0.021034625722048433	0.3945
n1 (first)	13.2730852007484	-0.004052763423353139	-0.028299895942184707	0.019257342814581815	0.3645
n1 (first)	14.251046380723466	-0.004872615860537085	-0.028619804169448128	0.017650320847031144	0.3295
n1 (first)	15.30106375977155	-0.005806871898391212	-0.029227339448544932	0.015764181666479887	0.298
n1 (first)	16.42844644006477	-0.00689370595551709	-0.02901526409111402	0.014331043669449624	0.2625
n1 (first)	17.638894698528226	-0.007871001982198525	-0.02994022180959489	0.012600724735118404	0.227
n1 (first)	18.93852880860355	-0.009076465248618631	-0.030933632987299797	0.011039359705218804	0.1935
n1 (first)	20.33391998560055	-0.010285864552829184	-0.031798559257083615	0.009856055933761897	0.1665
n1 (first)	21.83212361210294	-0.011506728273266407	-0.032975288258369165	0.008204299838738997	0.1425
n1 (first)	23.440714911422702	-0.012529106049860593	-0.03442639033143775	0.006827854161794677	0.118
n1 (first)	25.16782724947516	-0.013793616343838432	-0.035921966410307794	0.0057982221832163896	0.0915
n1 (first)	27.02219325873709	-0.01512928285090412	-0.037451325244462416	0.0045341307102270455	0.0745
n1 (first)	29.013188992218765	-0.01643909223253083	-0.03913155353964559	0.0032082787147305267	0.058
n1 (first)	31.15088133070163	-0.017743551435976543	-0.04084180490316523	0.002347871956767022	0.047
n1 (first)	33.44607888294205	-0.019121669283565623	-0.0433295915000582	0.0020006835152115024	0.0375
n1 (first)	35.91038663620328	-0.020619991129129336	-0.04619566926279275	0.0009035416161704128	0.031
n1 (first)	38.55626463343955	-0.021921913397733632	-0.048875295391484865	-7.065459824313512e-05	0.025
n1 (first)	41.39709097381619	-0.023488366404216462	-0.051902389008253204	-0.0006919247915608736	0.021
n1 (first)	44.44722945510958	-0.025040163684832712	-0.055230643657527466	-0.0012954369973751732	0.0175
n1 (first)	47.722102200000165	-0.02678326291169006	-0.05849924154212153	-0.0017820997680884916	0.0155
n1 (first)	51.23826763347236	-0.028598267253230662	-0.06188638861519525	-0.002531994445422461	0.0135
n1 (first)	55.01350420559077	-0.030426532126701242	-0.06534387283339878	-0.0034004642171299687	0.014
n1 (first)	59.066900282972185	-0.03225153936266949	-0.06880412602343017	-0.003928081404649418	0.013
n1 (first)	63.41895066346308	-0.03424020080860654	-0.07221338809751997	-0.004655225792527439	0.014
n1 (first)	68.09166020202038	-0.03613116078150502	-0.07602714159756593	-0.005110560239686681	0.014
n1 (first)	73.10865507174927	-0.038259161041062556	-0.07960224432746017	-0.005762489214321812	0.014
n1 (first)	78.49530222265635	-0.04019055344941082	-0.08359412888278278	-0.006244455144410153	0.0135
n1 (first)	84.27883764212612	-0.04229343248200186	-0.08745627146755026	-0.006650145133054786	0.013
n1 (first)	90.48850406563214	-0.04460717503399897	-0.09148952487944129	-0.007210533798271745	0.0125
n1 (first)	97.15569883397542	-0.0470330000309461	-0.09617142856512553	-0.0075833089153436615	0.0125
n1 (first)	104.31413264464813	-0.04932687807332106	-0.10061413997310298	-0.008145936875396768	0.0125
n1 (first)	112.0	-0.051829859377906566	-0.10541297492939855	-0.008775048885567313	0.0115
n2 (second)	7.0	0.04616931832485448	0.01228605650115929	0.07957746456224922	0.997
n2 (second)	7.515760138376831	0.045395367324357346	0.012474215925847158	0.0775259911285219	0.997
n2 (second)	8.069521493944878	0.04458760379527582	0.012618473074688339	0.07560684738751065	0.998
n2 (second)	8.664083997137995	0.043816527179449255	0.012476629516791385	0.07409223482346164	0.9985
n2 (second)	9.302453877319765	0.042756166774058274	0.012322030070852827	0.07294158923797864	0.9985
