curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.007559655335911091	-0.02370080020919435	0.040020374748689136	0.651
n1 (first)	28-112 CHF	-0.029295963217728253	-0.09212456891906379	0.03157307786925708	0.1845
n2 (second)	7-28 CHF	0.0	0.0	0.0	0.0
n2 (second)	28-112 CHF	0.0	0.0	0.0	0.0
memory	7-28 CHF	0.04557912210996184	-0.12661685464019376	0.2616869457550238	0.6095
memory	28-112 CHF	-0.15667213599387153	-0.4424043898547854	0.0707211371333126	0.151
perceptual	7-28 CHF	0.0	0.0	0.0	0.0
perceptual	28-112 CHF	0.0	0.0	0.0	0.0
