curve	region	mean	lo	hi	p_gt0
n1 (first)	7-28 CHF	0.0006052854026504101	-0.01983815879822751	0.020096457042094323	0.5315
n1 (first)	28-112 CHF	-0.015750963298996824	-0.035787699757503066	0.003250096095611563	0.0535
n2 (second)	7-28 CHF	0.0	0.0	0.0	0.0
n2 (second)	28-112 CHF	0.0	0.0	0.0	0.0
memory	7-28 CHF	0.001948541763937067	-0.049414695626300964	0.052838400606504354	0.5315
memory	28-112 CHF	-0.032969008993116264	-0.08098256135126265	0.014736198112472208	0.087
perceptual	7-28 CHF	0.0	0.0	0.0	0.0
perceptual	28-112 CHF	0.0	0.0	0.0	0.0
