subject	mask	selection	n_voxels	d_amp_mean	d_amp_median	d_amp_rel_mean	d_amp_rel_median	log_amp_ratio_median	d_baseline_median	d_baseline_mean	amp_vertex_median	pref_n_median	n_low	n_high	d_amp_low	d_amp_high	d_amp_rel_low	d_amp_rel_high	d_amp_lowminushigh	d_amp_rel_lowminushigh	d_amp_w7	d_amp_rel_w7	d_amp_w10	d_amp_rel_w10	d_amp_w14	d_amp_rel_w14	d_amp_w20	d_amp_rel_w20	d_amp_w28	d_amp_rel_w28	d_amp_wslope	d_amp_rel_wslope
50	NPC12r	all	272	0.22759787611339005	0.11296115000000007	0.33387490103101064	0.2150207407896224	0.21586160275747385	0.0	0.0	0.40632069	7.83520325	165	107	0.14251617	0.06399952999999992	0.34281955760198685	0.10626969166203334	0.07851664000000008	0.2365498659399535	0.19794655564032057	0.2911294976584123	0.07039149184934383	0.06309955601136377	0.043329393932973394	0.010609606378339636	0.03851908377972581	0.005769083709781087	0.03799939466464755	0.03003553512975673	0.15994716097567302	0.2610939625286556
53	NPC12r	all	215	0.06356539373202463	0.05527092	0.17876875785249283	0.07124153854473345	0.07127169285699098	0.0	0.0	0.3205697	13.437588	109	106	-0.0016705073	0.10687965499999995	-0.0027404245800960324	0.11211560085134693	-0.10855016229999995	-0.11485602543144297	0.01771023488572246	0.0489778155373072	0.05350133402578433	0.16489516454443742	0.07196985551898834	0.24939705099940804	0.07614698994337364	0.26925151996679797	0.05948185314673971	0.1990189114612294	-0.04177161826101725	-0.1500410959239222
56	NPC12r	all	305	-0.2138255217709964	-0.13387928	-0.26001394628207686	-0.1546667496149755	-0.15497618635078725	0.0	0.0	0.5526447	9.0646925	219	86	-0.20960659999999987	0.0339194745	-0.40458566609612473	0.048556462715771895	-0.24352607449999986	-0.45314212881189664	-0.16001031407380725	-0.2792174556532768	-0.21427660188268116	-0.34878443978285034	-0.09029126393870168	-0.1641979450411074	-0.06601315649102872	-0.08172923462569885	-0.03999225531503835	0.01327937119330498	-0.1200180587587689	-0.2924968268465818
59	NPC12r	all	237	0.1298829792254477	0.14716265	0.03470814783364753	0.09844315573981167	0.09852277301053092	0.0	0.0	0.57297343	10.081005	205	32	0.17086126000000001	0.09462580000000004	0.10966166024884834	0.06396240823628821	0.07623545999999998	0.04569925201256013	0.16130692268075753	0.08368161528133838	0.14949068399084875	0.07620018308646519	0.16507231159278804	0.10113613504975509	0.19070554373029738	0.13031162470594573	0.20259437926163587	0.1136029865340188	-0.041287456580878346	-0.02992137125268042
62	NPC12r	all	263	-0.14472568184218706	0.004648794000000001	-0.03772716970109412	0.005268013551931828	0.005268025735127302	0.0	0.0	0.49958134	7.6553	196	67	0.0014724999999999877	0.014752180000000004	0.00017008119097673615	0.012755866771593105	-0.013279680000000016	-0.012585785580616368	-0.02832882346562116	0.039602631506789845	-0.000256540211111466	0.06720708510832897	0.030822312089833603	0.1507986058678256	0.03361868855933081	0.1268333837113906	0.03363536260143834	0.11074402398322282	-0.0619641860670595	-0.07114139247643297
63	NPC12r	all	286	0.05172851990219582	0.05264378	0.03502052511758156	0.08776000744378526	0.0878164887254412	0.0	0.0	0.49840604	6.6510400999999995	250	36	0.062932565	-0.10437303999999999	0.11054556695429804	-0.11646059657549768	0.16730560499999997	0.22700616352979572	0.03735890229897496	0.055955592676694185	0.05144680604979495	0.1311353506939589	0.05625257087605912	0.14707375497192693	0.001712729625497478	0.03829392380669405	-0.04568866014781705	-0.08309758997419088	0.08304756244679201	0.13905318265088507
67	NPC12r	all	210	0.10901435133799191	0.013831999500000037	0.10062204139216295	0.019209380180020177	0.019209978109889603	0.0	0.0	0.47701949	18.42804	76	134	0.06964256199999999	0.010408749999999967	0.1120572642748465	0.0065671827340590076	0.059233812000000025	0.10549008154078748	-0.01199401757938844	-0.13637919998804965	0.015932336469892103	-0.10904784872796064	-0.017490678858996273	-0.19436723206412623	-0.02915933542814642	-0.23382039076552688	-0.016689224622473117	-0.1708808770918887	0.004695207043084678	0.03450167710383906
69	NPC12r	all	169	-0.166112137894413	-0.16620304	-0.31754113230608916	-0.29126028915087976	-0.29334592320051445	0.0	0.0	0.45143214	8.351026	155	14	-0.15730438000000002	-0.20294108	-0.28909157243104644	-0.46291036099713234	0.045636699999999975	0.1738187885660859	-0.17270956033584947	-0.36890444948942946	-0.1409819819744722	-0.2939686938189126	-0.12845791219643993	-0.24320879319110927	-0.19199109285227678	-0.3552949114862529	-0.20195935116892338	-0.28710330498958997	0.029249790833073913	-0.0818011444998395
72	NPC12r	all	222	-0.06415479206205675	-0.09552855499999999	-0.11722397312712372	-0.19534032773960974	-0.1959650551896281	0.0	0.0	0.40551503	10.194932	137	85	-0.11174482000000002	-0.04351492999999995	-0.2606161684418342	-0.11445858805503034	-0.06822989000000007	-0.14615758038680388	-0.03583111150582351	-0.06408814503356454	-0.03574558726997392	-0.08043834684686835	-0.05717010453555329	-0.15293093905455515	-0.04701171847088804	-0.11615893930932412	-0.05669670206519105	-0.13009655047122567	0.02086559055936754	0.06600840543766114
74	NPC12r	all	164	-0.08547073383823657	-0.053652435	-0.10144237970404728	-0.1391182289856907	-0.13934339381107874	0.0	0.0	0.36409917999999997	7.4823428	126	38	-0.091265628	0.02497377000000002	-0.2041505900597905	0.024864292958029888	-0.11623939800000002	-0.2290148830178204	-0.062120015120145304	-0.14062209597619998	-0.058589023978620425	-0.17497164830801876	-0.07706441884848647	-0.3023417035012181	-0.04830400774996382	-0.20709799663740586	-0.020924363756525777	-0.0876357053865762	-0.04119565136361952	-0.05298639058962379
1	NPCr2cm-cluster	cvr2pos	73	-0.6462899352054794	-0.4486303999999999	-0.48600204832113886	-0.45763304267244	-0.4658804872284722	0.0	0.0	1.2223786	7.1206975	72	1	-0.461607185		-0.451101889787909				-0.5390591982295665	-0.5138608704145999	-0.48111523449782106	-0.33677874834046156	-0.21950652529453996	-0.22754603670896972	-0.16346709148348795	-0.2386223576569254	-0.1412813321671377	-0.24391359177593788	-0.3977778660624288	-0.2699472786386621
2	NPCr2cm-cluster	cvr2pos	4	-0.23529768675	-0.309947745	-1.0315831335936199	-1.275708002853199	-1.7472232119164026	0.0	0.0	0.39960598999999997	8.66525575	4	0							-0.24599027979755667	-1.0758819638162185	-0.23527130829522136	-1.0297496951850689	-0.2783122205692024	-1.2376823738762228	-0.34181377679980074	-1.5618028186989037	-0.37106904534360524	-1.7362271906406699	0.12507876554604858	0.6603452268244514
3	NPCr2cm-cluster	cvr2pos	15	0.05357680609007998	-0.19779150000000012	0.03164967497876929	-0.1520749942916407	-0.15236909927146713	0.0	0.0	0.6412011	11.7131195	9	6							-0.054872624073263425	-0.07354004648191592	-0.07169903318967381	-0.06685768969057147	-0.13252791113275617	-0.10720960091632463	-0.13066012263272608	-0.08529576685443106	-0.1347093037686376	-0.07840960405924255	0.07983667969537417	0.0048695575773266275
4	NPCr2cm-cluster	cvr2pos	42	0.21988110904761907	0.12902935999999998	0.3833919436961065	0.2566472392111927	0.2580700566260576	0.0	0.0	0.31049277	8.0153725	41	1	0.13087048999999995		0.2567363196352173				0.2076681300636709	0.433846712426998	0.20604585847104467	0.44289931857927023	0.2188160455596484	0.4947245594421046	0.2194075695212964	0.4826137687005199	0.2042526443336093	0.4210871372747476	0.003415485730061618	0.012759575152250402
5	NPCr2cm-cluster	cvr2pos	49	-0.38877761775510206	-0.36194206	-0.3443403068489361	-0.19528884957411705	-0.19591308069416613	0.0	0.0	2.1753588	9.790265	28	21	-0.45095989999999997	-0.26335176000000005	-0.231464779077439	-0.12310627841807824	-0.18760813999999992	-0.10835850065936077	-0.39633658724536175	-0.3366224882032771	-0.3828390023133264	-0.32225647519111683	-0.38720323466054174	-0.3259501581732242	-0.3839859521068825	-0.3145759777082993	-0.38232042812604583	-0.3010277888273942	-0.014016159119315919	-0.03559469937588289
6	NPCr2cm-cluster	cvr2pos	11	-0.49425256245454546	-0.24704609999999994	-0.6058423335305406	-0.5027995673894143	-0.5138129462968961	0.0	0.0	0.7440097	7.702391	6	5							-0.5511298759141108	-0.7875749953432699	-0.31654925240124315	-0.264867364707676	-0.21212206485574164	-0.13090438134079727	-0.08286809238488639	0.009992185250916186	-0.13035568237771455	-0.10689777530471978	-0.4207741935363962	-0.6806772200385501
7	NPCr2cm-cluster	cvr2pos	58	-0.40454148137931034	-0.26586641000000016	-0.2621202885214626	-0.23020435918765658	-0.23123682169700463	0.0	0.0	1.0976078	4.51389715	55	3	-0.25515979999999994		-0.2422449964488816				-0.24762674536203488	-0.19391099353549127	-0.18173874268221257	-0.09879966673523181	-0.20101790459766147	-0.09989094064621286	-0.25675485006332405	-0.1250403400504026	-0.2920026740428529	-0.13504093273887596	0.04437592868081802	-0.0588700607966153
9	NPCr2cm-cluster	cvr2pos	28	-0.14314836613332144	0.16444099999999984	-0.24943729452048063	0.058386266809511596	0.058402888535962205	0.0	0.0	1.44060495	26.2583195	11	17	-0.7862967700000001	0.22776039999999975	-1.1361360838954184	0.09793659398960271	-1.0140571699999998	-1.234072677885021	-0.04108505879472079	-0.1660548957256793	0.06245045779992921	-0.040973719689815974	0.19144794673457732	0.1088042866632933	0.19570889763460947	0.11995550643468146	0.19954809909069496	0.13038898428547985	-0.24063315788541575	-0.2964438800111592
10	NPCr2cm-cluster	cvr2pos	22	-0.0005524172727272948	-0.05752293500000033	-0.04046504912017582	-0.022290832054791133	-0.022292567717677847	0.0	0.0	1.110647235	15.63468	7	15		-0.15933195999999994		-0.14113480017372954			-0.011989649282391207	-0.035398979721177386	-0.018990558901331736	-0.04657474914596511	-0.035507169906529315	-0.09951911876892394	-0.044451726243149144	-0.1338765652127517	-0.03878261243446158	-0.12242888053520767	0.026792963152070373	0.08702990081403028
11	NPCr2cm-cluster	cvr2pos	132	-0.0624567959425894	-0.07599776999999996	-0.1571952966240061	-0.09205512147776063	-0.09212022657609453	0.0	0.0	0.5578873	9.430098000000001	131	1	-0.07320419999999994		-0.09125038258188842				-0.057054611113654743	-0.14357742220848724	-0.05568798053531047	-0.14574444936335523	-0.0765845178921735	-0.21034401235011926	-0.13348628580283403	-0.34446993719917657	-0.17678261513887786	-0.399664466067776	0.11972800402522311	0.25608704385928877
18	NPCr2cm-cluster	cvr2pos	30	0.264580711	0.2855012099999999	0.6669705160530738	0.27759487044295866	0.2794700612041803	0.0	0.0	0.588968435	10.9291295	28	2	0.29250930999999997		0.3409255868687161				0.24246920246456322	0.5253370863298633	0.26294451842947164	0.6603099423379523	0.2612633071906644	0.634220754863698	0.2399316904216544	0.46800963793975126	0.21743093440566558	0.30915212724883673	0.02503826805889764	0.21618495908102658
19	NPCr2cm-cluster	cvr2pos	49	-0.06915185142857141	-0.048856449999999996	-0.1521834212885181	-0.09427155399670574	-0.09434146414614919	0.0	0.0	0.61789924	9.575989	49	0	-0.048856449999999996		-0.09427155399670574				-0.00938058473953143	-0.03655671050191469	-0.08445247273214937	-0.18198227271901923	-0.04561404875237958	-0.10944747817234429	0.03846627446829572	0.034855412336675336	0.11269161439006531	0.14837536490638012	-0.12207219912959674	-0.18493207540829482
21	NPCr2cm-cluster	cvr2pos	25	0.12471426815999999	0.14336217999999995	0.3284921434036533	0.11214073609008757	0.11225847750591245	0.0	0.0	1.6816398	9.09916	13	12	0.25392670000000006	-0.2185408499999999	0.11672826767119313	-0.09295213861265564	0.47246754999999996	0.20968040628384876	0.0335130038849034	0.21968763073793834	-0.0239503502482764	0.09133389356178066	-0.03287667985498409	0.07880430042587215	-0.035785304618474796	0.07876350271963944	-0.03551366759452322	0.0844477850768619	0.06902667147942662	0.13523984566107644
25	NPCr2cm-cluster	cvr2pos	122	-0.3753677369344262	-0.3504522749999999	-0.49598947804186483	-0.43675059023266816	-0.4439021999658044	0.0	0.0	1.03613025	8.34182675	115	7	-0.36124226		-0.45780796576123883				-0.37035809060962527	-0.4836726798801759	-0.37282139869560166	-0.49616050878402446	-0.3754552131120633	-0.47830609408741154	-0.367906463878121	-0.42195069458563694	-0.3433322428860742	-0.3320981460946472	-0.027025847723551044	-0.1515745337855287
26	NPCr2cm-cluster	cvr2pos	7	0.22387630214285711	0.2878537000000001	0.011108324649670098	0.1456248982036362	0.1458830708279406	0.0	0.0	1.8327523	16.234003	3	4							0.265367081195942	0.079891883618926	0.23258419511442996	0.02577415353097477	0.22653624913493167	0.015975182596743846	0.2569815348051172	0.06667648574154346	0.268700974878332	0.08683605289070156	-0.00333389368239001	-0.00694416927177556
29	NPCr2cm-cluster	cvr2pos	65	-0.16523676753846153	-0.1632715	-0.16416352020827737	-0.0954461767654376	-0.09551873528058441	0.0	0.0	1.4786881	16.167007	27	38	-0.02301951999999996	-0.17501025000000003	-0.051459476627879065	-0.10876175567257032	0.15199073000000007	0.057302279044691255	-0.10918379582759084	-0.09480244217499534	-0.11581474705144386	-0.1065686540183758	-0.1255289994147904	-0.13488820481066696	-0.13311902086522806	-0.1508687783195998	-0.135004258284959	-0.1365034913736796	0.025820462457368146	0.041701049198684254
30	NPCr2cm-cluster	cvr2pos	68	0.16069480722058824	0.21701452999999998	0.18680369144031939	0.12587677930054533	0.12604571247743168	0.0	0.0	1.53269725	14.8214935	28	40	0.15053690000000008	0.3081454629999999	0.09080535169003526	0.1625606940473786	-0.1576085629999998	-0.07175534235734335	0.15470372634477841	0.13151428779849356	0.15649934840691984	0.14434027092172996	0.16258168564237793	0.18234450133864577	0.16507058102633027	0.19781617294358927	0.15744512041942918	0.1521922949044276	-0.002741394074650766	-0.020678007105934038
31	NPCr2cm-cluster	cvr2pos	25	-0.381821088352768	-0.38935368000000004	-0.46081091982357814	-0.5716065896063602	-0.5879805122865074	0.0	0.0	0.68097425	12.544234	17	8	-0.38935368000000004		-0.9384069991272688				-0.3127312947798322	-0.4635191490505504	-0.2881455269137011	-0.4543575189245645	-0.2614597380802222	-0.39512490549552537	-0.24083696736547439	-0.3190523246053759	-0.24868384637063518	-0.2961916555428679	-0.06404744840919702	-0.1673274935076825
34	NPCr2cm-cluster	cvr2pos	18	-0.6431554198333334	-0.7019661625	-1.0084828650224547	-1.2132952259287646	-1.407557711070255	0.0	0.0	0.9038847999999999	8.151212000000001	18	0	-0.7019661625		-1.2132952259287646				-0.60814189822226	-1.078982727550243	-0.6022953001677259	-1.1204134644623913	-0.2899136552357604	-0.8495588977324934	0.03213533673051269	-0.06693380416110906	0.14196592559621127	0.19223374832308585	-0.7501078238184712	-1.2712164758733289
35	NPCr2cm-cluster	cvr2pos	40	0.15573451225	0.17678295	0.25804935746819957	0.0826742611656498	0.08272140976130665	0.0	0.0	1.2454011999999999	32.861774	10	30	0.18403425000000007	0.16656214999999996	0.1525754697129729	0.07870226131189911	0.0174721000000001	0.07387320840107378	0.13272825010394307	0.16349538008984735	0.1359665149734363	0.18083703119572825	0.13994366575685016	0.1994413242931359	0.14463096300233477	0.21903597607122	0.1489771775847481	0.23475680599674995	-0.01624892748080503	-0.0712614259069026
36	NPCr2cm-cluster	cvr2pos	13	0.23702621136253846	0.18984890000000032	0.44792117203357873	0.13476732068120956	0.13497185111137722	0.0	0.0	0.9768321	25.683147	2	11		0.18984890000000032		0.08966493114331006			0.1856718536627514	0.4379122390310405	0.18853450816773612	0.4503209700425723	0.1891998816809242	0.4518070431770421	0.18771075947270782	0.4423917675364861	0.1843137871269779	0.4236315292588117	0.0013580665357735	0.014280709772228783
37	NPCr2cm-cluster	cvr2pos	51	0.01015393374176473	-0.008286919999999975	0.11513070546571626	-0.0017058106161086863	-0.0017058110297378803	0.0	0.0	0.67511976	9.840706	40	11	0.004232270000000399	-0.013414000000000037	0.006712322281566581	-0.017856769938246295	0.017646270000000436	0.024569092219812877	0.0277865449575379	0.14641536153142226	0.008441515469772879	0.10348778150150521	0.03850277230996383	0.19598994664388286	0.04120670296660935	0.22296033324769637	0.013893038660792396	0.14843776189108235	0.013893506296745503	-0.002022400359660087
45	NPCr2cm-cluster	cvr2pos	74	0.21701196629673913	0.17482260000000016	0.1429558716093226	0.09222867543310084	0.09229463942573043	0.0	0.0	2.0590574999999998	16.0251565	30	44	0.24759434999999996	0.10726309999999972	0.15675190654445195	0.038980529335227346	0.14033125000000024	0.1177713772092246	0.20539850904592946	0.1266687817106272	0.19738769658778313	0.11730020221435486	0.19642725836769895	0.11625365538646419	0.19599709786724767	0.11523492455884837	0.19616885231238598	0.11438665047655566	0.009229656733543479	0.012282131234071542
46	NPCr2cm-cluster	cvr2pos	70	-0.06355939385714283	-0.01167689999999999	-0.0727210863315862	-0.008257897635419396	-0.008257950084558449	0.0	0.0	0.579566925	7.68258975	67	3	-8.469999999982658e-06		-2.4055563181937144e-05				-0.00631469314823477	-0.03251071497207401	0.01728791933095959	-0.01395917102195692	0.02617290582353031	-0.011877705717874769	0.04840001250132093	0.009535167610883374	0.0684747841981586	0.0271844831563758	-0.07478947734639337	-0.05969519812844981
47	NPCr2cm-cluster	cvr2pos	18	-0.07768871200000001	-0.029596869999999997	-0.166139674499482	-0.05441149519717567	-0.05442515101384704	0.0	0.0	0.6121502999999999	46.51923	2	16		-0.04842481		-0.11639456325535963			0.16904197976701668	0.13304443528752696	0.1686070027456271	0.13300538518658708	0.16576320871906242	0.1360399816956613	0.13069244141323635	0.10746256274163675	0.048370810058448316	-0.04550412531618248	0.12067116970856837	0.17854856060370944
50	NPCr2cm-cluster	cvr2pos	32	0.1402101596875	0.18816140000000003	0.15832138354733608	0.08484832233815254	0.08490070303925416	0.0	0.0	1.56247015	13.0826315	18	14	0.1092358000000001	0.19233444999999993	0.0804042135486952	0.08888120864469637	-0.08309864999999983	-0.008476995096001166	0.14703429691060502	0.15512023336898761	0.09046199455005745	0.06437690865291222	0.07562281513396675	0.042380803307937864	0.07439467363021747	0.039268578219025706	0.07385739053080435	0.036765385556533435	0.07317690637980066	0.11835484781245417
53	NPCr2cm-cluster	cvr2pos	55	0.15276293675807276	0.147054915	0.5227282661134446	0.36144744735760065	0.36546149390987526	0.0	0.0	0.27455553	12.363505	30	25	0.069329785	0.194476056	0.17926043552769133	0.7687032236637439	-0.125146271	-0.5894427881360526	0.13050017716238713	0.3767919088769189	0.13424924745537295	0.42635920207840355	0.15150465829232274	0.5122962355701496	0.17071898196155041	0.5714956486657575	0.17601572110967914	0.5177134387252161	-0.045515543947292014	-0.14092152984829726
56	NPCr2cm-cluster	cvr2pos	15	-1.4885916229333334	-0.51534487	-0.6854732652441932	-1.1193230084265824	-1.2646803524681074	0.0	0.0	1.1335146	8.747533	12	3	-0.934576385		-1.1801583265756728				-0.5932367789060952	-0.6200499121230085	-0.7109304829557668	-0.6242980997886635	-0.015086712670055295	-0.2178613246998167	0.043311710601732015	-0.08719883576327407	0.0665945044488262	-0.024129898983779766	-0.6598312833549214	-0.5959200131392287
59	NPCr2cm-cluster	cvr2pos	139	0.17889626289208635	0.2074083	0.1456699746626991	0.11166528660653631	0.11178153491745679	0.0	0.0	0.8103485	10.008339	123	16	0.21438629999999997	0.135421	0.11930301714120767	0.0825222730947614	0.07896529999999996	0.03678074404644627	0.1854316400920417	0.1391342081416963	0.18024871525043362	0.14848975307265164	0.1916720440695205	0.1647478357077893	0.20471233552386578	0.1661954964775071	0.21469462154056468	0.1551389263120594	-0.02926298144852299	-0.016004718170363086
62	NPCr2cm-cluster	cvr2pos	66	-0.4006474305475	-0.059284630000000005	-0.24837508448088597	-0.035043970804080726	-0.03504765616951144	0.0	0.0	1.385941	5.840168650000001	60	6	-0.1040886499999999		-0.042841528867389796				-0.1021667082262247	-0.0821412251720613	-0.0029915371025635257	0.0693643885842199	0.037942398351431275	0.1215412487513982	0.06125213164164833	0.152750537537505	0.07259191882409052	0.16400470329159164	-0.17475862705031522	-0.24614592846365294
63	NPCr2cm-cluster	cvr2pos	116	0.13268618663793103	0.11247977499999998	0.15956004912880387	0.15727603499594772	0.15760147851855089	0.0	0.0	0.54140055	6.5888465	114	2	0.11372178499999996		0.16087791120582723				0.09932094008999143	0.20158392137329526	0.1077405116266041	0.24233930927213224	0.10260169040105667	0.22619018337616995	0.07937080674052963	0.17544442658878548	0.03590214137616259	0.10257575272744454	0.06341879871382883	0.09900816864585071
67	NPCr2cm-cluster	cvr2pos	11	0.013786304545454526	0.18402334999999992	-0.014487789494747168	0.1491905233927944	0.14946817218402564	0.0	0.0	0.9575006	18.618385	4	7							-0.021231903344727233	-0.07988742207731685	-0.03926877240884846	-0.11704281520930278	-0.014875030065275154	-0.06117994091191809	-0.01107253762168181	-0.0575355523511526	-0.0025798661813213677	-0.047462462363132035	-0.018652037163405865	-0.03242495971418481
69	NPCr2cm-cluster	cvr2pos	73	-0.2954772052312877	-0.23273343000000002	-0.3870318045385693	-0.3268287745404579	-0.32978553642310243	0.0	0.0	0.69207364	8.127673	73	0	-0.23273343000000002		-0.3268287745404579				-0.2434141435001998	-0.3649674032158294	-0.2422714494727897	-0.38280307327817115	-0.2563300612429316	-0.2897609424882148	-0.29222045448267137	-0.25956052915071093	-0.30354669582698734	-0.25098856167917105	0.06013255232678755	-0.11397884153665833
72	NPCr2cm-cluster	cvr2pos	86	-0.05945247549327327	-0.18498536499999998	-0.13826141538130124	-0.3776656048061177	-0.38225360631641264	0.0	0.0	0.47079605999999996	9.633856	69	17	-0.21152511999999998	-0.11800553000000003	-0.38620906741411465	-0.25437908396087955	-0.09351958999999996	-0.1318299834532351	-0.06207988421260416	-0.08995888022828083	-0.07909929658064765	-0.13644573668657478	-0.09955172096820591	-0.17965732213735133	-0.08374743825853549	-0.1222207071229151	-0.10597184051304	-0.10176441129985132	0.04389195630043584	0.011805531071570494
74	NPCr2cm-cluster	cvr2pos	62	-0.14823554916389192	-0.09900457499999998	-0.06833827319410786	-0.1061578028980297	-0.10625791018710073	0.0	0.0	0.67364552	6.46992715	55	7	-0.13255465		-0.2040042850387899				-0.048091858496495055	-0.037520185792476436	-0.027575468311283633	-0.07588613678990618	-0.005393281059268232	-0.1307332810060464	0.017722169510022184	-0.1635318983219354	0.040399436784956146	-0.17625864462987087	-0.0884912952814512	0.13873845883739444
1	NPCr2cm-cluster	top100	100	-0.5440493001	-0.38581161499999994	-0.45768113876921346	-0.4240527180843605	-0.4305902556762032	0.0	0.0	1.0450499500000001	7.10086625	99	1	-0.38741043999999997		-0.41688009514209995				-0.46698171682938233	-0.4810244976440718	-0.35301854418737494	-0.2698158675559676	-0.1347590687802889	-0.13184855365833897	-0.10207688743928643	-0.13653550880053056	-0.08887982514258083	-0.13679924506946628	-0.37810189168680153	-0.3442252525746055
2	NPCr2cm-cluster	top100	59	-0.010152127903137294	-0.00314520000000007	-0.2958203487880023	-0.003322440225231352	-0.0033224432814963067	0.0	0.0	0.24634077	11.166357	49	10	-0.012563820000000003	0.0034806249999999594	-0.05620025290476136	0.004067628482885501	-0.016044444999999963	-0.06026788138764686	-0.06063423853063345	-0.40136379280664813	-0.06784071974802944	-0.47682800351062504	-0.06765607151022447	-0.4843693172705042	-0.06145249269741058	-0.41078570199707387	-0.05574366191805525	-0.3581897514861483	-0.004890576612578197	-0.043174041320499845
3	NPCr2cm-cluster	top100	100	-0.04071650274985299	-0.01042675000000004	-0.048554430229703585	-0.009073876076667226	-0.009073938705985635	0.0	0.0	0.8503927	17.146183	25	75	0.04357695	-0.03963850000000013	0.1406182606618037	-0.019667634694661186	0.08321545000000014	0.16028589535646487	0.00045704794186467146	0.044487902904016004	-0.012102454082900225	0.0034274993326237667	-0.023801263903553204	-0.0020661830107311283	-0.022662269467077077	0.009464164500180894	-0.024767720216415292	0.017587663148923224	0.025224768158279964	0.02690023975509278
4	NPCr2cm-cluster	top100	100	0.316593291508788	0.12952002499999998	0.43509676906447864	0.3210480938169765	0.3238491917302506	0.0	0.0	0.31049277	8.371804000000001	98	2	0.12952002499999998		0.3210480938169765				0.1902917451938511	0.3804849992877935	0.200691981252968	0.41392756097638156	0.17016870293786232	0.4340989561817941	0.1498059020669202	0.3857023871437198	0.12351292868481069	0.28407861817301144	0.0667788165090404	0.09640638111478206
5	NPCr2cm-cluster	top100	100	-0.20253238172	-0.21653845	-0.21135404410803788	-0.12429861659687916	-0.12445906901339232	0.0	0.0	1.62355285	14.858801	50	50	-0.2890502024999999	-0.14303850000000007	-0.19567277462570803	-0.09291403501436835	-0.14601170249999984	-0.10275873961133969	-0.24841259629799534	-0.242199486273188	-0.22237701327212306	-0.21904624317912055	-0.24509151099485846	-0.2592146017684546	-0.2434473043548149	-0.25745046288630796	-0.2412709314693148	-0.23202609551065403	-0.007141664828680533	-0.010173390762533957
6	NPCr2cm-cluster	top100	64	-0.3587169956434672	-0.2354461335	-0.530359033952694	-0.6330771070181275	-0.6574830493887627	0.0	0.0	0.59880304	8.20814	34	30	-0.45180063300000006	-0.02828489499999992	-1.0863146988944448	-0.01597060731768967	-0.42351573800000014	-1.070344091576755	-0.39093756315782735	-0.6512288552456601	-0.22286704018751424	-0.2600351002910233	-0.09803804668467375	-0.0039566948741637	-0.0576421210692389	0.07279224088030134	-0.03492764470998897	0.15985213934655243	-0.35600991844783836	-0.8110809945922125
7	NPCr2cm-cluster	top100	100	-0.26077186546	-0.12068052999999992	-0.14360321655416325	-0.07722228380504662	-0.07726091165052351	0.0	0.0	0.9501184300000001	7.097605	90	10	-0.11078477999999994	-0.1333104999999999	-0.13617502712262436	-0.04355630827386156	0.022525719999999944	-0.0926187188487628	-0.14959322786292184	-0.09877804370246406	-0.0810351951224344	0.003942334865329586	-0.08726944832897111	0.00427981374548014	-0.1140811448392625	-0.015973029467119162	-0.1284835072822769	-0.015339693823537358	-0.021109720580644947	-0.0834383498789267
9	NPCr2cm-cluster	top100	100	-0.15724518795147	0.028697814999999995	-0.1609455744203107	0.048910678769255825	0.0489205402185664	0.0	0.0	1.0873425499999998	16.396417	45	55	-0.18302096999999998	0.10002750000000016	-0.6997271398477655	0.07743059554410009	-0.2830484700000001	-0.7771577353918655	-0.09660226861149603	-0.16423042382643488	-0.03405200100896379	-0.0606816224817252	0.09266609589892212	0.09721360928256506	0.09588936250282126	0.09819034488302299	0.10025821495820272	0.10925452787004283	-0.19686048356969876	-0.2734849516964777
10	NPCr2cm-cluster	top100	100	-0.05997522727699999	-0.06805372999999994	-0.11181650764197731	-0.07310051793049716	-0.07313310396104117	0.0	0.0	0.63770279	14.380077	47	53	-0.07679579999999975	-0.061334660000000096	-0.12314491368454783	-0.05836955117292263	-0.015461139999999651	-0.06477536251162519	-0.07920252065093006	-0.2019115505538958	-0.07895528056503869	-0.200606443627528	-0.0706346084496874	-0.1521292983436803	-0.07167644083314527	-0.1403480109057666	-0.0593055115757083	-0.10243014788148565	-0.01989700907522176	-0.09948140267241017
11	NPCr2cm-cluster	top100	100	-0.059177461344218	-0.029627619999999993	-0.13413083612101975	-0.07162904256421393	-0.07166071664907606	0.0	0.0	0.59887108	9.41684	99	1	-0.02929524		-0.06407393680976045				-0.05401497157342831	-0.12343822696839969	-0.05421274976193743	-0.12519398864521947	-0.07297189219360305	-0.1824858141027521	-0.14190579659063374	-0.3334125031951862	-0.22090245924704024	-0.4455771100032588	0.16688748767361195	0.3221388830348591
18	NPCr2cm-cluster	top100	100	0.154660476977131	0.13649080999999996	0.3995128525165355	0.1974356651470237	0.1980808203527773	0.0	0.0	0.28154314	11.158964000000001	76	24	0.15572389999999997	0.020903050000000034	0.2765985270382406	0.009032963856384359	0.13482084999999994	0.26756556318185626	0.12967988183787058	0.2801179459187913	0.13443847277401078	0.379110176366704	0.12918949261763318	0.3779678397328261	0.10081936539123636	0.1870630517754154	0.08043875759581116	0.04016108167713062	0.04924112424205941	0.23995686424166068
