order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.2695197047396173	0.2530731882380265	0.28281711274615173	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.29132720676762386	0.2751561462525599	0.30835284782829636	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.3599379470687343	0.34249875892145165	0.3751934804216388	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.3827600696197341	0.3653530268404654	0.39896978765307245	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.4888929874233165	0.47155033106545013	0.5031167567964829	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.5037381286734198	0.48724049254378166	0.5217512557345816	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.5951037505686816	0.5764909946877328	0.6104733712701961	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.5998161421210721	0.5830502488675003	0.6187093089971178	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.7076878217516195	0.6853087219447949	0.7243235220708405	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.6998610211258351	0.6805130724004269	0.7197632263501785	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7815624538504088	0.7598532419985695	0.8022768556663986	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7666802829553009	0.7466835818484793	0.7866405624133885	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.3523208822547134	0.33059182070155174	0.3727771073427209	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.29739762431527195	0.2765073240578026	0.31879803372017457	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.45845642251174373	0.43637805713536765	0.477185167887054	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.39575426962548677	0.3727139453241591	0.41669454043542403	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.591942974185973	0.5706552647020013	0.610044188522045	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.5337542231301032	0.511968761197034	0.5551986251841118	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6876326150755626	0.671555870055889	0.7037954010557644	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6360576786736012	0.6175909992919338	0.6540791898946366	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.7881719524624845	0.7731826123288221	0.8041776853576417	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7452863791220707	0.7283517792866967	0.7630408288585775	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8417008228424322	0.8267957582850772	0.8572805739911717	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8101421879442777	0.7940669742288392	0.8281275858177463	3.1878139151914366	0.8135714285714286	0.02718097721217697
