label	order	n_safe	n_sub	risky	risky_sem	risky_sd	risky_lo	risky_hi	safe	safe_sem	safe_sd	safe_lo	safe_hi	ratio	ratio_sem	ratio_sd	ratio_lo	ratio_hi	noise	noise_sem	noise_sd	noise_lo	noise_hi
log-power-percmem.mapjitter.klw	Risky first	7.0	35	0.08319201289459266	0.9197790020743328	5.441485959091501	-1.619725642439106	1.8681714645350758	-0.09250678190146644	0.817430432876892	4.835983658033348	-1.8547974365512172	1.722764755965396	0.6088287137211166	1.3525559620902223	8.001828982832816	-1.2822743472896825	2.7590715510692005	9.731629824812885	2.6261078283951593	15.536263431808237	3.6765436341227193	16.233042748407332
log-power-percmem.mapjitter.klw	Risky first	10.0	35	-0.32065601547517836	0.9679069986192239	5.726215026451818	-1.9145863728592325	1.2046864392193264	-0.7689238555695826	0.6843390624307456	4.04860449203188	-2.2377120789771694	0.6305475436760036	0.81228402282734	1.4047743913661972	8.310757376577627	-0.7093238502863302	2.3750943177373083	7.957915771905967	2.2867137171851666	13.528380791975737	2.8670177664998535	13.753661763475078
log-power-percmem.mapjitter.klw	Risky first	14.0	35	0.12343018343848762	1.4287788173110632	8.45276947561496	-1.8285194588157925	1.945477121482236	-1.1691499519587543	0.6084483146198076	3.5996287731832783	-2.749951710760462	0.4050345404896089	1.633879463631617	1.7714218831835378	10.479873190442378	-0.05029523428178579	3.282395415974872	6.450889862961621	2.0450501325443917	12.098679744571065	1.8961352586694276	11.188028701947106
log-power-percmem.mapjitter.klw	Risky first	20.0	35	1.8562633815104939	2.3580871856582806	13.950631925859225	-0.9765823262527725	4.7987517494445235	-1.1845166680312034	0.5908026653414906	3.4952357042281608	-3.2162049262516494	0.7551386978188984	3.3448381218190115	2.531064876088235	14.973981743139143	0.8810917941185273	5.836491116503983	5.134820751943284	1.9168031045744267	11.339960095155345	0.8483374021436311	9.64986890919918
log-power-percmem.mapjitter.klw	Risky first	28.0	35	5.146213102416945	3.6702092816314233	21.71325093080423	0.8525070299317467	10.172940903080681	-0.5466322822083842	0.7737113270315056	4.577337939806266	-3.301698237841374	2.1909176703118765	5.803132042574402	3.513733161209649	20.78752571823911	2.037493550825277	10.03305332149146	4.235747111516362	1.921918733800443	11.370224565797214	0.17277913074291154	8.958837996588274
log-power-percmem.mapjitter.klw	Risky second	7.0	35	0.27155553943081634	0.815185246969859	4.82270095907945	-1.2445874558797694	1.9352170151971253	-0.5761178112626303	0.984315464389372	5.823288819066274	-2.727375513555519	1.7603855804536948	1.4881654609252284	1.3849950171854897	8.193741020864781	-0.7167922299452553	3.808922786277837	8.689101059652076	2.679347913226056	15.851236021326814	2.1977875888092404	16.410930423503974
log-power-percmem.mapjitter.klw	Risky second	10.0	35	-0.02321829668957356	0.9743882369262494	5.764558549369463	-1.4347247682101438	1.424888052608419	-1.161034576435311	0.8002320144363352	4.734236442395883	-2.848518699657734	0.4454580801264528	1.6353776453103606	1.493352388443718	8.834791874315405	0.01521906986201009	3.46132146340109	7.037123073379827	2.3361050816852935	13.820584044954643	1.9277871075160513	13.10234798088057
log-power-percmem.mapjitter.klw	Risky second	14.0	35	0.7018325657329666	1.6193173124317557	9.580010414500714	-1.1638834773536608	2.611583797651887	-1.5494220473564215	0.7100285185423656	4.20058536397266	-3.3366801508561292	0.16987865763233045	2.7087379846239243	1.9847533482800195	11.741959158198695	0.9182624692273096	4.577278195379074	5.671269202242718	2.0882842517262787	12.354456243003147	1.406869989186859	10.64440375797536
log-power-percmem.mapjitter.klw	Risky second	20.0	35	3.0683161022976937	2.8962834556593227	17.13464399815201	0.25489961507869885	6.107404650417663	-1.5988317348170498	0.6911306027135485	4.088783786195077	-3.7408402950271538	0.44181671824577073	5.080172391731526	3.050002916906194	18.044060595103595	2.4906493994274492	7.754939028285727	4.538599985364081	1.9578367279931224	11.582718285090014	0.5642024961719653	9.045532578713718
log-power-percmem.mapjitter.klw	Risky second	28.0	35	7.441153264296629	4.76778905937845	28.206620464272383	2.8830672012937386	12.686693220978734	-1.0397227282825254	0.8401175861844374	4.9702026670522	-3.8196323158913232	1.5676046788937146	8.647340276756276	4.5507045245104605	26.922331036316287	4.508805075578186	13.162641473633286	3.8455780025898125	1.953428030465278	11.556636078775732	-0.25826341057699925	8.451375427521073
