trial_nr	E	post_spread	subject	session	mask	stimulation_condition	run	n1	n2	n_risky	n_safe	risky_first	chose_risky	rt	abs_err	log_abs_err	n1_low
1	43.521426793408075	26.33536043564901	1	1	NPC12r	baseline	1	28.0	86.0	86.0	28.0	False	True	1.5687717999999222	15.521426793408075	0.44104887661007597	False
2	42.572976038044125	29.310771820921964	1	1	NPC12r	baseline	1	7.0	21.0	21.0	7.0	False	True	1.1916524999997051	35.572976038044125	1.8053095376210793	True
3	24.556413123013485	20.140277261318946	1	1	NPC12r	baseline	1	7.0	21.0	21.0	7.0	False	True	0.7473368000000846	17.556413123013485	1.255062898078042	True
4	35.725953394695395	26.963848441946844	1	1	NPC12r	baseline	1	10.0	24.0	24.0	10.0	False	False	1.6115740000000471	25.725953394695395	1.27329231751115	True
5	55.66427448771956	23.177443196463802	1	1	NPC12r	baseline	1	20.0	44.0	44.0	20.0	False	True	1.318757199999709	35.66427448771956	1.023606275996778	True
6	82.66118180632493	15.28366959937866	1	1	NPC12r	baseline	1	10.0	27.0	27.0	10.0	False	False	1.6590519999999458	72.66118180632493	2.1121650131845895	True
7	71.07015496846789	30.018556789440026	1	1	NPC12r	baseline	1	28.0	69.0	69.0	28.0	False	True	1.5515305999997508	43.07015496846789	0.9314629771659066	False
8	53.64627241486643	31.758069545129448	1	1	NPC12r	baseline	1	10.0	19.0	19.0	10.0	False	False	1.1543341999999797	43.64627241486643	1.6798268939832153	True
9	42.30801986779492	22.522067619583076	1	1	NPC12r	baseline	1	20.0	39.0	39.0	20.0	False	False	1.038518099999692	22.30801986779492	0.7492443895107153	True
10	52.10121266142987	21.5318863324598	1	1	NPC12r	baseline	1	14.0	24.0	24.0	14.0	False	False	0.9046868999998878	38.10121266142987	1.314130894524434	True
11	63.08975262486559	22.78115098865025	1	1	NPC12r	baseline	1	49.0	28.0	49.0	28.0	True	False	0.6029906999997365	14.08975262486559	0.2527380592763806	False
12	77.48707308922141	16.819511826544023	1	1	NPC12r	baseline	1	17.0	7.0	17.0	7.0	True	True	0.950464499999697	60.48707308922141	1.5168977795418543	True
13	64.55587207173737	4.866701479788519	1	1	NPC12r	baseline	1	13.0	7.0	13.0	7.0	True	True	1.6617621000000327	51.55587207173737	1.6025817250466727	True
14	42.658006538382935	21.832373593520927	1	1	NPC12r	baseline	1	49.0	28.0	49.0	28.0	True	False	1.2322877000001142	6.341993461617065	0.1386053152173239	False
15	15.005949194682824	11.415476962531079	1	1	NPC12r	baseline	1	31.0	14.0	31.0	14.0	True	True	1.4277822999997625	15.994050805317176	0.7255404690342191	False
16	11.338487227254156	2.4511624918806043	1	1	NPC12r	baseline	1	44.0	20.0	44.0	20.0	True	True	1.292725799999971	32.661512772745844	1.3559867459941293	False
17	59.29241502727383	21.690118581753968	1	1	NPC12r	baseline	1	19.0	7.0	19.0	7.0	True	True	1.1388455000001159	40.29241502727383	1.1380424101785769	True
18	78.58503584870404	14.804959734717714	1	1	NPC12r	baseline	1	35.0	20.0	35.0	20.0	True	False	0.6442594000000099	43.58503584870404	0.8088332362162141	False
19	31.34870228048096	16.123775537172833	1	1	NPC12r	baseline	1	12.0	7.0	12.0	7.0	True	False	0.8527466000000459	19.34870228048096	0.9602662218721401	True
20	49.72859123807136	30.594222118625115	1	1	NPC12r	baseline	1	21.0	7.0	21.0	7.0	True	True	1.329657700000098	28.72859123807136	0.862057606391061	False
21	69.55991181172837	32.59032641352284	1	1	NPC12r	baseline	2	69.0	28.0	69.0	28.0	True	True	1.2158414999998968	0.5599118117283695	0.008081917086529167	False
22	26.041366185663676	7.752967703377838	1	1	NPC12r	baseline	2	86.0	28.0	86.0	28.0	True	True	0.9160643000000164	59.958633814336324	1.194661015402135	False
23	50.27821144706907	17.935141649468466	1	1	NPC12r	baseline	2	27.0	10.0	27.0	10.0	True	True	1.4254554999997708	23.27821144706907	0.6217349452288001	False
24	69.376453593995	22.17576846647367	1	1	NPC12r	baseline	2	30.0	10.0	30.0	10.0	True	True	1.4537962999997802	39.376453593994995	0.8383501428911724	False
25	73.14691042301051	23.60838621336618	1	1	NPC12r	baseline	2	86.0	28.0	86.0	28.0	True	True	1.052283500000172	12.85308957698949	0.16187740586512245	False
26	66.27272393545026	21.585338833149684	1	1	NPC12r	baseline	2	22.0	10.0	22.0	10.0	True	False	1.3585635999998118	44.27272393545026	1.1027359554952527	False
27	40.60118272377256	14.037371480152006	1	1	NPC12r	baseline	2	19.0	10.0	19.0	10.0	True	False	1.780603700000043	21.60118272377256	0.7593582181443468	True
28	53.96854340549274	20.11815305606015	1	1	NPC12r	baseline	2	34.0	14.0	34.0	14.0	True	True	1.0898019999999633	19.96854340549274	0.4620408226839543	False
