term	stimulation	payoff	nu	lo	hi	p_pos
memory_noise_sd	ips	7.0	0.5903258751035699	0.44339397290405475	0.7112992978450213	
memory_noise_sd	ips	7.882352941176471	0.6211460033178838	0.5029044279311157	0.7175536963805279	
memory_noise_sd	ips	8.764705882352942	0.6491151916164482	0.5573819924737957	0.7254324714446508	
memory_noise_sd	ips	9.647058823529411	0.6740029752388865	0.6055235480070983	0.734932041250021	
memory_noise_sd	ips	10.529411764705882	0.6956962421755186	0.6443346358638059	0.7466551152067828	
memory_noise_sd	ips	11.411764705882353	0.7141881349275353	0.6721468599505178	0.7617432513508492	
memory_noise_sd	ips	12.294117647058822	0.7295639036409182	0.6902374998725304	0.7785347763840264	
memory_noise_sd	ips	13.176470588235293	0.7419857772998887	0.7021035053555017	0.7941302268134287	
memory_noise_sd	ips	14.058823529411764	0.7516782029401001	0.7099147418189012	0.8072703897533963	
memory_noise_sd	ips	14.941176470588236	0.7589142264007802	0.7157834356185206	0.8178099813957526	
memory_noise_sd	ips	15.823529411764707	0.7640033955919517	0.7205438141799149	0.8242982886980175	
memory_noise_sd	ips	16.705882352941174	0.7672813342595698	0.7244161765918705	0.8274935558344584	
memory_noise_sd	ips	17.588235294117645	0.7691010154004196	0.7278230622367471	0.8270499297289385	
memory_noise_sd	ips	18.470588235294116	0.7698257158434911	0.7303914917214471	0.8250096523384944	
memory_noise_sd	ips	19.352941176470587	0.7698236244181962	0.7323335503064183	0.8219944845258371	
memory_noise_sd	ips	20.235294117647058	0.7694629267177822	0.7337970622313432	0.8188415939983255	
memory_noise_sd	ips	21.11764705882353	0.7689916101065244	0.7348419494948166	0.8161533143974677	
memory_noise_sd	ips	22.0	0.768435640405918	0.7352670313714191	0.8132120433081436	
memory_noise_sd	ips	22.88235294117647	0.7677969744331267	0.7354404264414559	0.8107961574654883	
memory_noise_sd	ips	23.764705882352942	0.7670776469122718	0.7353382858155078	0.8085632569160892	
memory_noise_sd	ips	24.647058823529413	0.7662797650227949	0.7349045037250858	0.8065902435238724	
memory_noise_sd	ips	25.52941176470588	0.7654055030927458	0.7341952854928859	0.8049823530514599	
memory_noise_sd	ips	26.41176470588235	0.7644570974378444	0.733334163816017	0.8036799598436728	
memory_noise_sd	ips	27.294117647058822	0.7634368413468504	0.7321182840741233	0.8023976438158664	
