order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5611633632400328	0.5261175289892671	0.5943673971981137	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.5610411282535342	0.5295334711236966	0.5991236587138842	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5306259268300622	0.4963691913767102	0.560183979971574	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.532619546127861	0.5031295374609175	0.5661422238751961	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5061446912736386	0.47053174603174597	0.542110465557834	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.5102961206492167	0.47667381689517907	0.5423323560684241	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.5395569915047359	0.5049527118662457	0.5814686689667892	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.5336614691490631	0.49840793542297296	0.5636726990636766	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.5874817313528282	0.5569920306240518	0.6171578036318196	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.5813276448697501	0.5479252487278803	0.6187093491304018	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.6315525686510649	0.597832560296846	0.6632386133081621	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.6316475810738968	0.5986109212425003	0.6626832991569834	42.217878391198916	0.5966871724766462	0.04575468210792034
