label	space	form	placement	memory_model	channel	condition	x	lo	mid	hi	p_gt0
log-affine-nullind	log	affine	nullind	independent	n1	ips	6.999999999999999	0.17916486659623607	0.2023069660535276	0.22718095711438074	
log-affine-nullind	log	affine	nullind	independent	n1	ips	7.515760138376834	0.18066417533587598	0.2032179832423045	0.22747726846509653	
log-affine-nullind	log	affine	nullind	independent	n1	ips	8.069521493944878	0.18212244226898686	0.20414997494926929	0.22778332166076543	
log-affine-nullind	log	affine	nullind	independent	n1	ips	8.664083997137997	0.18352184085641793	0.20507171286118636	0.22812799434573588	
log-affine-nullind	log	affine	nullind	independent	n1	ips	9.302453877319767	0.18493953717029354	0.2060090502399043	0.2285185120463	
log-affine-nullind	log	affine	nullind	independent	n1	ips	9.987858862892702	0.18631378998820078	0.2069177726559393	0.2289691050704406	
log-affine-nullind	log	affine	nullind	independent	n1	ips	10.723764501351818	0.18765392181990243	0.20785687861695362	0.22944563976134	
log-affine-nullind	log	affine	nullind	independent	n1	ips	11.513891681800072	0.1888820113491637	0.20876957537457635	0.22984095677461497	
log-affine-nullind	log	affine	nullind	independent	n1	ips	12.36223544852308	0.1901957485076905	0.20969422785333464	0.23027398780387598	
log-affine-nullind	log	affine	nullind	independent	n1	ips	13.273085200748401	0.19136623680026968	0.2106532912500553	0.23092538857705677	
log-affine-nullind	log	affine	nullind	independent	n1	ips	14.25104638072347	0.19268531476373527	0.21157399996875176	0.23162702491866582	
log-affine-nullind	log	affine	nullind	independent	n1	ips	15.301063759771553	0.19381281423166472	0.2125019178477084	0.2322595271912838	
log-affine-nullind	log	affine	nullind	independent	n1	ips	16.428446440064768	0.19489175820333152	0.21344363033695424	0.23315346975012552	
log-affine-nullind	log	affine	nullind	independent	n1	ips	17.638894698528226	0.1958666394248264	0.21433521866441385	0.2340042770111669	
log-affine-nullind	log	affine	nullind	independent	n1	ips	18.93852880860355	0.19689161430872992	0.21521445444353793	0.23483536496820007	
log-affine-nullind	log	affine	nullind	independent	n1	ips	20.33391998560055	0.1979352801088804	0.21613954722605314	0.2357735852191602	
log-affine-nullind	log	affine	nullind	independent	n1	ips	21.832123612102944	0.19884578057876465	0.21703442450917038	0.23655741279688622	
log-affine-nullind	log	affine	nullind	independent	n1	ips	23.440714911422706	0.19967082310824788	0.21793990170304042	0.23756429833580853	
log-affine-nullind	log	affine	nullind	independent	n1	ips	25.16782724947517	0.2004552133322131	0.21884508172596967	0.23864715288850724	
