subject	cond	b_lr	b_q	b_lr_x_q
1	ips	5.209137432502005	-0.03332593535754371	0.02865178578737874
1	vertex	7.195338956806388	-0.26307878711613797	0.08890114614341095
2	ips	1.6625306385430116	-0.28384973555490306	-0.8153083350433247
2	vertex	4.058837464835408	-1.3703878824162927	1.63242863483524
3	ips	11.790637696405138	-4.129026282242208	7.625069644308304
3	vertex	7.597632879790922	0.41986606519374614	-0.625951947134378
4	ips	3.491468871191203	0.656291333438005	-0.739139973752898
4	vertex	4.498188868810095	-0.3748481626318734	0.8211395549872567
5	ips	5.830696493040784	-0.790716182744664	1.5011010021108684
5	vertex	7.482914284597211	3.885713628396223	-4.065650454124748
6	ips	8.191063144050252	-4.025965483683833	5.968150217658791
6	vertex	3.829207470838214	-0.4587747829531508	0.1555097393768327
7	ips	0.2610893938647102	0.9555136460135666	-0.9506745088628602
7	vertex	3.2888320069385037	0.21665302613869522	-0.6978446496895911
9	ips	7.110869678460989	-0.8382908058878287	1.033958387313728
9	vertex	0.6844695860575534	1.617262055346574	-1.463169339749757
10	ips	4.342012942765224	-0.18542845058663773	0.9693594831329668
10	vertex	3.4552085234231993	0.11719320963325282	-0.5023871926536344
11	ips	7.975989914436882	-0.7264462615599563	0.6116748469573765
11	vertex	8.86455070993623	-1.1609089937670618	0.5366675030974347
18	ips	7.4741849238133256	-0.6441645650940211	1.6009331904980582
18	vertex	8.081496411169875	-1.209352360175697	3.2926665207867996
19	ips	0.9336214420768184	-1.469558244436409	1.5306277146622107
19	vertex	3.412274037472925	-1.8055876175133774	1.5982878657885704
21	ips	1.747152822022265	1.0145287843974393	-0.6102101877376692
21	vertex	2.8627506362614032	-0.14627923111222085	-0.1265904332586389
25	ips	8.076763170169468	-0.44039904987356066	1.7108695787165997
25	vertex	14.75772119848748	-0.8595361442980373	3.0773354110597007
26	ips	7.840682903542602	-1.280613734492248	1.8961723352062785
26	vertex	4.8830395326797404	-1.1129854760166096	1.8310356372878143
29	ips	2.0791742421386217	-0.47959760127639445	0.3132286429754984
29	vertex	1.7075328222552595	1.854942976074597	-2.297352177286759
30	ips	3.0344289283421397	1.324691726284687	-1.1786833189944754
30	vertex	2.264483854228958	1.4107502914075505	-1.5426761446734274
31	ips	3.1996310740016853	-3.545709256775316	4.858630696604158
31	vertex	3.451415550568297	-0.23656281409927668	0.7911748674136988
34	ips	1.9689648679447056	1.0655184944801324	-1.1593861547581703
34	vertex	4.989838788344513	-1.6390128226535874	2.052252281694155
35	ips	5.129819566415985	-3.703926548515038	3.804814732827304
35	vertex	3.140882893768535	-1.2468531026648586	1.0142360032953301
36	ips	5.181222660316211	-1.9571447936325568	1.208920647039467
36	vertex	4.527102873018791	0.10650264254558024	0.5226984944550187
37	ips	6.225005342492556	-1.4649287329365204	3.5429856339667016
37	vertex	4.48763368348813	3.3733223682683975	-5.41347452038137
45	ips	2.3252249655662025	1.2232648625290503	-1.106470645772109
45	vertex	3.5610062277738885	7.367900535532009	-6.831548648606657
46	ips	3.4781911022906926	-0.5149577639564188	1.1106857061366668
46	vertex	5.201835303178154	-0.7604055189367147	1.1507963144554814
47	ips	6.897155215621252	0.6929931923275211	-1.4857644690917906
47	vertex	3.8824950798985465	-0.6264766846007908	1.198067845312554
50	ips	7.31740816593175	-5.250588147025618	4.504787662815032
50	vertex	-0.25007930212497176	6.534281830138381	-4.845080522128874
53	ips	4.597578242162041	-0.6677160486760076	-0.41292446133155586
53	vertex	5.774749726513796	-2.602090324505604	3.4924959467700636
56	ips	4.92259490496103	-0.5454993368474258	-0.07035004891923154
56	vertex	7.437877774216697	-1.306541427170381	2.3850467552564467
59	ips	2.4235986187199083	-1.9189445093897488	1.7800218373334948
59	vertex	2.45332151912557	0.4048877044543413	-0.2397923387516372
62	ips	1.1915991585374175	-1.39907451979552	1.7139064636496466
62	vertex	6.457221859317999	-0.03040696463229112	-0.9509659831023108
63	ips	3.9149413201479453	0.498550133040864	-0.8940123819384347
63	vertex	4.3504627612384175	-0.2123318853625721	0.4106304834706378
67	ips	3.9195963284692756	0.6601741624530046	-0.7708404241612679
67	vertex	4.3133032431090195	-1.4444751504757405	1.2889911438132535
69	ips	4.991038258000573	0.17767286002130347	0.022146369813395312
69	vertex	4.671130822616139	-0.2871053573173613	-0.48184609700729875
72	ips	6.312318665046432	-1.2358967991977987	2.7863456335525427
72	vertex	6.921449226299563	-1.0432091501364615	1.1114069673826679
74	ips	2.9437018307057308	-0.8520302789378258	0.565987867431113
74	vertex	6.980219747531636	-3.2665679794314033	2.921467437641313
