subject	session	arm	model	mask	n_voxels	cvr2_mean	cvr2_median	frac_positive
21	3	vertex	m0	NPCl	706	-0.10503610223531723	-0.0783802717924118	0.018413597733711047
21	2	ips	m1	wholebrain	71085	-0.06664837151765823	-0.057101864367723465	0.026236196103256663
21	2	ips	m1	NPC12r	483	-0.08432356268167496	-0.06522486358880997	0.033126293995859216
21	2	ips	m1	NPCr	1008	-0.08207683265209198	-0.06436286866664886	0.017857142857142856
21	2	ips	m1	NPCl	706	-0.10235482454299927	-0.08345262706279755	0.0169971671388102
21	3	vertex	m1	wholebrain	71085	-0.06854437291622162	-0.058384478092193604	0.04612787507913062
21	3	vertex	m1	NPC12r	483	-0.05369575694203377	-0.04778425768017769	0.07246376811594203
21	3	vertex	m1	NPCr	1008	-0.06221422553062439	-0.05032161623239517	0.04861111111111111
21	3	vertex	m1	NPCl	706	-0.07575671374797821	-0.06559610366821289	0.029745042492917848
21	2	ips	m2	wholebrain	71085	-0.07980415225028992	-0.06999673694372177	0.028965323204614195
21	2	ips	m2	NPC12r	483	-0.08574539422988892	-0.07900458574295044	0.035196687370600416
21	2	ips	m2	NPCr	1008	-0.08416897058486938	-0.07862198352813721	0.025793650793650792
21	2	ips	m2	NPCl	706	-0.08387568593025208	-0.07665679603815079	0.036827195467422094
21	3	vertex	m2	wholebrain	71085	-0.08380606025457382	-0.0710478201508522	0.051994091580502215
21	3	vertex	m2	NPC12r	483	-0.059201616793870926	-0.05749255418777466	0.12836438923395446
21	3	vertex	m2	NPCr	1008	-0.06581934541463852	-0.058018192648887634	0.08928571428571429
21	3	vertex	m2	NPCl	706	-0.0805036872625351	-0.07144363224506378	0.032577903682719546
25	2	vertex	m0	wholebrain	85454	-264341520384.0	-0.05847432091832161	0.0521799275506735
25	2	vertex	m0	NPC12r	580	-0.05020863935351372	-0.038926221430301666	0.20689655172413793
25	2	vertex	m0	NPCr	1010	-0.06829503178596497	-0.039352744817733765	0.22178217821782178
25	2	vertex	m0	NPCl	818	-0.06534112989902496	-0.024851202964782715	0.35574572127139364
25	3	ips	m0	wholebrain	85454	-0.10429951548576355	-0.05611799284815788	0.03769279378379011
25	3	ips	m0	NPC12r	580	-0.07634640485048294	-0.06818529963493347	0.10172413793103448
25	3	ips	m0	NPCr	1010	-0.09228769689798355	-0.05797614902257919	0.11485148514851486
25	3	ips	m0	NPCl	818	-0.11400613933801651	-0.06084097921848297	0.08557457212713937
25	2	vertex	m1	wholebrain	85454	-238925856768.0	-0.0524611659348011	0.061511588375282825
25	2	vertex	m1	NPC12r	580	-0.02832017093896866	-0.0293430145829916	0.28620689655172415
25	2	vertex	m1	NPCr	1010	-0.03364278003573418	-0.028727073222398758	0.2900990099009901
25	2	vertex	m1	NPCl	818	-0.024121202528476715	-0.02070234715938568	0.37897310513447435
25	3	ips	m1	wholebrain	85454	-0.08441167324781418	-0.052882347255945206	0.04510028787417792
25	3	ips	m1	NPC12r	580	-0.03901003301143646	-0.032717861235141754	0.2
25	3	ips	m1	NPCr	1010	-0.049525946378707886	-0.03031199797987938	0.200990099009901
25	3	ips	m1	NPCl	818	-0.07914138585329056	-0.04976657032966614	0.1039119804400978
25	2	vertex	m2	wholebrain	85454	-21132231049216.0	-0.0708419680595398	0.06097232154370992
25	2	vertex	m2	NPC12r	580	-0.042317017912864685	-0.046496327966451645	0.2396551724137931
25	2	vertex	m2	NPCr	1010	-0.04497186467051506	-0.044327057898044586	0.24059405940594059
25	2	vertex	m2	NPCl	818	-0.030093101784586906	-0.03008517064154148	0.3154034229828851
25	3	ips	m2	wholebrain	85454	-0.111172154545784	-0.07385372370481491	0.037236407891965265
25	3	ips	m2	NPC12r	580	-0.060686636716127396	-0.05679978430271149	0.12413793103448276
25	3	ips	m2	NPCr	1010	-0.06183731555938721	-0.054022759199142456	0.1306930693069307
25	3	ips	m2	NPCl	818	-0.0667787417769432	-0.06064879894256592	0.07701711491442542
26	2	ips	m0	wholebrain	75678	-0.08181139826774597	-0.06574498116970062	0.016451280424958376
26	2	ips	m0	NPC12r	399	-0.08928676694631577	-0.07481127977371216	0.005012531328320802
26	2	ips	m0	NPCr	801	-0.09322430193424225	-0.07994391769170761	0.009987515605493134
26	2	ips	m0	NPCl	679	-0.09524352103471756	-0.08059237152338028	0.013254786450662739
26	3	vertex	m0	wholebrain	75678	-0.07056157290935516	-0.05788252502679825	0.026335262559792808
26	3	vertex	m0	NPC12r	399	-0.0821104422211647	-0.07124600559473038	0.017543859649122806
26	3	vertex	m0	NPCr	801	-0.09021905064582825	-0.07629472762346268	0.009987515605493134
26	3	vertex	m0	NPCl	679	-0.06889011710882187	-0.05858166888356209	0.023564064801178203
26	2	ips	m1	wholebrain	75678	-0.07378551363945007	-0.06154114753007889	0.01918655355585507
26	2	ips	m1	NPC12r	399	-0.08062780648469925	-0.06865455955266953	0.005012531328320802
26	2	ips	m1	NPCr	801	-0.08370519429445267	-0.0725034549832344	0.009987515605493134
26	2	ips	m1	NPCl	679	-0.08644811809062958	-0.07478690892457962	0.017673048600883652
26	3	vertex	m1	wholebrain	75678	-0.06652668118476868	-0.0560917928814888	0.029242316128861755
26	3	vertex	m1	NPC12r	399	-0.05879306048154831	-0.05024152994155884	0.022556390977443608
26	3	vertex	m1	NPCr	801	-0.07656697183847427	-0.06445314735174179	0.016229712858926344
26	3	vertex	m1	NPCl	679	-0.06307338178157806	-0.05445262789726257	0.027982326951399118
26	2	ips	m2	wholebrain	75678	-0.08494522422552109	-0.07335525006055832	0.02637490419937102
26	2	ips	m2	NPC12r	399	-0.07184301316738129	-0.05968770384788513	0.010025062656641603
26	2	ips	m2	NPCr	801	-0.08053217083215714	-0.07126668840646744	0.009987515605493134
26	2	ips	m2	NPCl	679	-0.07441655546426773	-0.06017462536692619	0.033873343151693665
26	3	vertex	m2	wholebrain	75678	-0.11484327167272568	-0.07728563249111176	0.024604244298210842
26	3	vertex	m2	NPC12r	399	-0.07834623008966446	-0.06994110345840454	0.02506265664160401
26	3	vertex	m2	NPCr	801	-0.09756141155958176	-0.07516107708215714	0.019975031210986267
26	3	vertex	m2	NPCl	679	-0.08549939841032028	-0.07684377580881119	0.025036818851251842
29	2	vertex	m0	wholebrain	73645	-0.07867846637964249	-0.0675257220864296	0.02744246045216919
29	2	vertex	m0	NPC12r	511	-0.08140880614519119	-0.06382764130830765	0.04500978473581213
29	2	vertex	m0	NPCr	970	-0.0742219090461731	-0.060044921934604645	0.050515463917525774
29	2	vertex	m0	NPCl	739	-0.06862896680831909	-0.05595173314213753	0.06630581867388363
29	3	ips	m0	wholebrain	73645	-0.06727654486894608	-0.05790897086262703	0.03815601873854301
29	3	ips	m0	NPC12r	511	-0.04929310455918312	-0.04329977557063103	0.1761252446183953
29	3	ips	m0	NPCr	970	-0.05109064280986786	-0.0439642108976841	0.13917525773195877
29	3	ips	m0	NPCl	739	-0.06867897510528564	-0.059730518609285355	0.07577807848443843
29	2	vertex	m1	wholebrain	73645	-0.07644838839769363	-0.06638160347938538	0.031067961165048542
29	2	vertex	m1	NPC12r	511	-0.06917179375886917	-0.0577368326485157	0.046966731898238745
29	2	vertex	m1	NPCr	970	-0.06706591695547104	-0.05568951368331909	0.04742268041237113
29	2	vertex	m1	NPCl	739	-0.06255501508712769	-0.05205594375729561	0.07983761840324763
29	3	ips	m1	wholebrain	73645	-0.06232815980911255	-0.05379283428192139	0.04189014868626519
29	3	ips	m1	NPC12r	511	-0.036646630614995956	-0.033197928220033646	0.19960861056751467
29	3	ips	m1	NPCr	970	-0.041252199560403824	-0.03603140264749527	0.15876288659793814
29	3	ips	m1	NPCl	739	-0.05627213418483734	-0.04651540517807007	0.07848443843031123
29	2	vertex	m2	wholebrain	73645	-0.08625125139951706	-0.07290539145469666	0.03302328739221943
29	2	vertex	m2	NPC12r	511	-0.0765770822763443	-0.06170974299311638	0.0410958904109589
29	2	vertex	m2	NPCr	970	-0.07124006003141403	-0.06169421970844269	0.058762886597938144
29	2	vertex	m2	NPCl	739	-0.055934976786375046	-0.05090893432497978	0.06901217861975643
29	3	ips	m2	wholebrain	73645	-0.08194073289632797	-0.0694616511464119	0.039310204358748047
29	3	ips	m2	NPC12r	511	-0.053373757749795914	-0.04581199213862419	0.14285714285714285
29	3	ips	m2	NPCr	970	-0.05764908716082573	-0.04884970933198929	0.11134020618556702
29	3	ips	m2	NPCl	739	-0.06777360290288925	-0.059524696320295334	0.037889039242219216
30	2	vertex	m0	wholebrain	86122	-0.07223989069461823	-0.06041891500353813	0.02847123847565082
30	2	vertex	m0	NPC12r	554	-0.06051599979400635	-0.05010551959276199	0.030685920577617327
30	2	vertex	m0	NPCr	1081	-0.07047653198242188	-0.05614485219120979	0.025901942645698426
30	2	vertex	m0	NPCl	772	-0.07862536609172821	-0.06410196423530579	0.06217616580310881
30	3	ips	m0	wholebrain	86122	-0.07216621190309525	-0.06259952485561371	0.025870277048837695
30	3	ips	m0	NPC12r	554	-0.06395496428012848	-0.05971532315015793	0.05415162454873646
30	3	ips	m0	NPCr	1081	-0.07078183442354202	-0.06009296700358391	0.04995374653098982
30	3	ips	m0	NPCl	772	-0.08120662719011307	-0.07092435657978058	0.050518134715025906
30	2	vertex	m1	wholebrain	86122	-0.07112807035446167	-0.06001255661249161	0.030990919857876036
30	2	vertex	m1	NPC12r	554	-0.05802369490265846	-0.04867616295814514	0.04151624548736462
30	2	vertex	m1	NPCr	1081	-0.06249280646443367	-0.05404434725642204	0.03515263644773358
30	2	vertex	m1	NPCl	772	-0.07153765112161636	-0.06291153281927109	0.06994818652849741
30	3	ips	m1	wholebrain	86122	-0.07056789100170135	-0.06152507662773132	0.02840156986600404
30	3	ips	m1	NPC12r	554	-0.061258528381586075	-0.05646596476435661	0.05956678700361011
30	3	ips	m1	NPCr	1081	-0.06640645116567612	-0.05603943392634392	0.056429232192414434
30	3	ips	m1	NPCl	772	-0.07107451558113098	-0.06142457202076912	0.07383419689119171
30	2	vertex	m2	wholebrain	86122	-0.08715394884347916	-0.07633976638317108	0.02950465618541139
30	2	vertex	m2	NPC12r	554	-0.07752396166324615	-0.07020102441310883	0.03790613718411552
30	2	vertex	m2	NPCr	1081	-0.08075574785470963	-0.07188916206359863	0.027752081406105456
30	2	vertex	m2	NPCl	772	-0.07199286669492722	-0.06315937638282776	0.06217616580310881
30	3	ips	m2	wholebrain	86122	-0.10301806032657623	-0.07797417044639587	0.030201342281879196
30	3	ips	m2	NPC12r	554	-0.0869494080543518	-0.08509941399097443	0.04151624548736462
30	3	ips	m2	NPCr	1081	-0.08315868675708771	-0.07696107774972916	0.04070305272895467
30	3	ips	m2	NPCl	772	-0.08153647929430008	-0.07413561642169952	0.07642487046632124
31	2	vertex	m0	wholebrain	69617	-0.09639813750982285	-0.07604801654815674	0.028800436674950084
31	2	vertex	m0	NPC12r	462	-0.09412211924791336	-0.06836440414190292	0.11038961038961038
31	2	vertex	m0	NPCr	753	-0.09019303321838379	-0.0667463168501854	0.11819389110225764
31	2	vertex	m0	NPCl	523	-0.0990096852183342	-0.07374072819948196	0.10133843212237094
31	3	ips	m0	wholebrain	69617	-0.09150762856006622	-0.0707908570766449	0.020713331513854374
31	3	ips	m0	NPC12r	462	-0.13895335793495178	-0.09207826852798462	0.0367965367965368
31	3	ips	m0	NPCr	753	-0.123836949467659	-0.08530541509389877	0.03187250996015936
31	3	ips	m0	NPCl	523	-0.13823220133781433	-0.10736431926488876	0.011472275334608031
31	2	vertex	m1	wholebrain	69617	-0.08612272888422012	-0.07127413898706436	0.03537928954134766
31	2	vertex	m1	NPC12r	462	-0.06390594691038132	-0.04916619136929512	0.170995670995671
31	2	vertex	m1	NPCr	753	-0.06272334605455399	-0.04843789339065552	0.16600265604249667
31	2	vertex	m1	NPCl	523	-0.07184294611215591	-0.05883195996284485	0.15678776290630975
31	3	ips	m1	wholebrain	69617	-0.07563810050487518	-0.0631113052368164	0.026042489621787783
31	3	ips	m1	NPC12r	462	-0.07863184809684753	-0.06448367983102798	0.047619047619047616
31	3	ips	m1	NPCr	753	-0.07890987396240234	-0.06445334106683731	0.0451527224435591
31	3	ips	m1	NPCl	523	-0.09637213498353958	-0.08448746055364609	0.015296367112810707
31	2	vertex	m2	wholebrain	69617	-0.08728240430355072	-0.07643526047468185	0.040033325193559045
31	2	vertex	m2	NPC12r	462	-0.044366225600242615	-0.04311126470565796	0.21861471861471862
31	2	vertex	m2	NPCr	753	-0.04585709050297737	-0.04203717038035393	0.1899070385126162
31	2	vertex	m2	NPCl	523	-0.06343104690313339	-0.05662747099995613	0.1950286806883365
31	3	ips	m2	wholebrain	69617	-0.0938669741153717	-0.07925652712583542	0.02638723300343307
31	3	ips	m2	NPC12r	462	-0.0884997695684433	-0.07843085378408432	0.04112554112554113
31	3	ips	m2	NPCr	753	-0.08278258144855499	-0.0739588662981987	0.041168658698539175
31	3	ips	m2	NPCl	523	-0.11144912987947464	-0.10077309608459473	0.015296367112810707
34	2	vertex	m0	wholebrain	74482	-0.1153348982334137	-0.06805786490440369	0.02843640074111866
34	2	vertex	m0	NPC12r	495	-0.08291075378656387	-0.05880961939692497	0.11515151515151516
34	2	vertex	m0	NPCr	822	-0.09533131867647171	-0.0688340812921524	0.06934306569343066
34	2	vertex	m0	NPCl	694	-0.07192183285951614	-0.06177712231874466	0.0893371757925072
34	3	ips	m0	wholebrain	74482	-0.16317667067050934	-0.061223387718200684	0.024180338873821865
34	3	ips	m0	NPC12r	495	-0.10031087696552277	-0.07431855797767639	0.024242424242424242
34	3	ips	m0	NPCr	822	-0.101216621696949	-0.07702723145484924	0.01824817518248175
34	3	ips	m0	NPCl	694	-0.0901038870215416	-0.07682477682828903	0.008645533141210375
34	2	vertex	m1	wholebrain	74482	-0.08399759232997894	-0.06216185539960861	0.034088773126392954
34	2	vertex	m1	NPC12r	495	-0.07753357291221619	-0.06068388745188713	0.13131313131313133
34	2	vertex	m1	NPCr	822	-0.09693576395511627	-0.07477542757987976	0.0827250608272506
34	2	vertex	m1	NPCl	694	-0.07461771368980408	-0.06342945992946625	0.10086455331412104
34	3	ips	m1	wholebrain	74482	-0.15644504129886627	-0.060298629105091095	0.02840954861577294
34	3	ips	m1	NPC12r	495	-0.08059640228748322	-0.06584078073501587	0.024242424242424242
34	3	ips	m1	NPCr	822	-0.08084973692893982	-0.06783294677734375	0.01824817518248175
34	3	ips	m1	NPCl	694	-0.07389453053474426	-0.0646405965089798	0.02881844380403458
34	2	vertex	m2	wholebrain	74482	-0.09245305508375168	-0.07703959196805954	0.03717676754115088
34	2	vertex	m2	NPC12r	495	-0.06871898472309113	-0.056152164936065674	0.12121212121212122
34	2	vertex	m2	NPCr	822	-0.08169073611497879	-0.06593585759401321	0.08394160583941605
34	2	vertex	m2	NPCl	694	-0.06659556925296783	-0.060400981456041336	0.13112391930835735
34	3	ips	m2	wholebrain	74482	-0.7835868000984192	-0.07886388897895813	0.028772052307940173
34	3	ips	m2	NPC12r	495	-0.09413938969373703	-0.07836344838142395	0.030303030303030304
34	3	ips	m2	NPCr	822	-0.0958821177482605	-0.08075526356697083	0.019464720194647202
34	3	ips	m2	NPCl	694	-0.10369138419628143	-0.08444255590438843	0.03890489913544669
35	2	ips	m0	wholebrain	87027	-0.06767511367797852	-0.058391254395246506	0.02909441897342204
35	2	ips	m0	NPC12r	551	-0.08555127680301666	-0.058905940502882004	0.032667876588021776
35	2	ips	m0	NPCr	919	-0.08782261610031128	-0.0651850625872612	0.02720348204570185
35	2	ips	m0	NPCl	840	-0.07917191088199615	-0.07016002386808395	0.011904761904761904
35	3	vertex	m0	wholebrain	87027	-0.0748261883854866	-0.06251785904169083	0.030622680317602582
35	3	vertex	m0	NPC12r	551	-0.09932181239128113	-0.07326698303222656	0.012704174228675136
35	3	vertex	m0	NPCr	919	-0.09077030420303345	-0.06911733746528625	0.020674646354733407
35	3	vertex	m0	NPCl	840	-0.09841682761907578	-0.07988119125366211	0.014285714285714285
35	2	ips	m1	wholebrain	87027	-0.06413576006889343	-0.05598922446370125	0.034897215806588756
35	2	ips	m1	NPC12r	551	-0.06711526960134506	-0.05816192552447319	0.02722323049001815
35	2	ips	m1	NPCr	919	-0.07593411207199097	-0.06563258916139603	0.022850924918389554
35	2	ips	m1	NPCl	840	-0.07927367836236954	-0.07150162756443024	0.015476190476190477
35	3	vertex	m1	wholebrain	87027	-0.0687788724899292	-0.057769764214754105	0.037321750721040596
35	3	vertex	m1	NPC12r	551	-0.07186543196439743	-0.06046126410365105	0.036297640653357534
35	3	vertex	m1	NPCr	919	-0.06757117062807083	-0.05583610013127327	0.036996735582154515
35	3	vertex	m1	NPCl	840	-0.0858282670378685	-0.07069066911935806	0.015476190476190477
35	2	ips	m2	wholebrain	87027	-0.08280286192893982	-0.07085517048835754	0.030772059245981132
35	2	ips	m2	NPC12r	551	-0.07663794606924057	-0.06691041588783264	0.010889292196007259
35	2	ips	m2	NPCr	919	-0.07845915853977203	-0.06813392043113708	0.009793253536452665
35	2	ips	m2	NPCl	840	-0.07338368147611618	-0.0642751008272171	0.023809523809523808
35	3	vertex	m2	wholebrain	87027	-0.08661250025033951	-0.07095006853342056	0.03074907787238443
35	3	vertex	m2	NPC12r	551	-0.079075887799263	-0.0688496008515358	0.021778584392014518
35	3	vertex	m2	NPCr	919	-0.07681514322757721	-0.06828045099973679	0.03264417845484222
35	3	vertex	m2	NPCl	840	-0.09991217404603958	-0.0801321491599083	0.016666666666666666
36	2	vertex	m0	wholebrain	71652	-0.09157352149486542	-0.07308008521795273	0.02009713615809747
36	2	vertex	m0	NPC12r	397	-0.08872947096824646	-0.062154997140169144	0.03526448362720403
36	2	vertex	m0	NPCr	725	-0.09022031724452972	-0.06279320269823074	0.037241379310344824
36	2	vertex	m0	NPCl	636	-0.13830362260341644	-0.08984740078449249	0.012578616352201259
36	3	ips	m0	wholebrain	71652	-0.08756262063980103	-0.07099959254264832	0.02304192485904092
36	3	ips	m0	NPC12r	397	-0.0938347652554512	-0.0724581852555275	0.020151133501259445
36	3	ips	m0	NPCr	725	-0.10580109804868698	-0.07569187879562378	0.016551724137931035
36	3	ips	m0	NPCl	636	-0.12367764115333557	-0.0925883948802948	0.012578616352201259
36	2	vertex	m1	wholebrain	71652	-0.08465281873941422	-0.07137051224708557	0.02287444872439011
36	2	vertex	m1	NPC12r	397	-0.0804063081741333	-0.05691453814506531	0.05037783375314862
36	2	vertex	m1	NPCr	725	-0.08046318590641022	-0.058029770851135254	0.04827586206896552
36	2	vertex	m1	NPCl	636	-0.11208638548851013	-0.08928075432777405	0.012578616352201259
36	3	ips	m1	wholebrain	71652	-0.08292555063962936	-0.069034144282341	0.026642661754033382
36	3	ips	m1	NPC12r	397	-0.09107702225446701	-0.07534310221672058	0.02518891687657431
36	3	ips	m1	NPCr	725	-0.09689848870038986	-0.0778951346874237	0.023448275862068966
36	3	ips	m1	NPCl	636	-0.11146103590726852	-0.08651013672351837	0.014150943396226415
36	2	vertex	m2	wholebrain	71652	-0.09861918538808823	-0.08403929322957993	0.020613520906604142
36	2	vertex	m2	NPC12r	397	-0.09140802919864655	-0.057015787810087204	0.0327455919395466
36	2	vertex	m2	NPCr	725	-0.08449498564004898	-0.06131153181195259	0.02620689655172414
36	2	vertex	m2	NPCl	636	-0.10163524001836777	-0.08445084095001221	0.007861635220125786
36	3	ips	m2	wholebrain	71652	-0.10544095933437347	-0.08766518533229828	0.02425612683525931
36	3	ips	m2	NPC12r	397	-0.09583184123039246	-0.08441104739904404	0.0327455919395466
36	3	ips	m2	NPCr	725	-0.0979410707950592	-0.08546809107065201	0.023448275862068966
36	3	ips	m2	NPCl	636	-0.09914910048246384	-0.09028539061546326	0.006289308176100629
37	2	ips	m0	wholebrain	84264	-0.07134240120649338	-0.05732914060354233	0.028315769486376152
37	2	ips	m0	NPC12r	532	-0.05206919088959694	-0.04505801945924759	0.12406015037593984
37	2	ips	m0	NPCr	977	-0.047708407044410706	-0.04457676410675049	0.16069600818833163
37	2	ips	m0	NPCl	754	-0.06367483735084534	-0.05187331885099411	0.05172413793103448
37	3	vertex	m0	wholebrain	84264	-0.06290970742702484	-0.0547131672501564	0.031033418779075287
37	3	vertex	m0	NPC12r	532	-0.05261591821908951	-0.03938869386911392	0.08270676691729323
37	3	vertex	m0	NPCr	977	-0.04967483505606651	-0.03679870441555977	0.13613101330603888
37	3	vertex	m0	NPCl	754	-0.06560477614402771	-0.05136891454458237	0.07161803713527852
37	2	ips	m1	wholebrain	84264	-0.060500141233205795	-0.051161035895347595	0.031247033133959934
37	2	ips	m1	NPC12r	532	-0.04806364327669144	-0.0413140207529068	0.12781954887218044
37	2	ips	m1	NPCr	977	-0.044299110770225525	-0.04132213070988655	0.15455475946775846
37	2	ips	m1	NPCl	754	-0.05580556020140648	-0.048210252076387405	0.07161803713527852
37	3	vertex	m1	wholebrain	84264	-0.06555765867233276	-0.05641258507966995	0.032457514478306276
37	3	vertex	m1	NPC12r	532	-0.04977954924106598	-0.039497893303632736	0.08270676691729323
37	3	vertex	m1	NPCr	977	-0.04726032912731171	-0.03621840476989746	0.14534288638689866
37	3	vertex	m1	NPCl	754	-0.06292787194252014	-0.051441360265016556	0.07824933687002653
37	2	ips	m2	wholebrain	84264	-0.08626268804073334	-0.07448412477970123	0.030356973321940567
37	2	ips	m2	NPC12r	532	-0.0668555498123169	-0.06450825929641724	0.08270676691729323
37	2	ips	m2	NPCr	977	-0.05881132185459137	-0.05997542664408684	0.13203684749232344
37	2	ips	m2	NPCl	754	-0.06469376385211945	-0.05863288789987564	0.05305039787798409
37	3	vertex	m2	wholebrain	84264	-0.10033275932073593	-0.08358719944953918	0.029609323079844298
37	3	vertex	m2	NPC12r	532	-0.08466891199350357	-0.07195951044559479	0.05639097744360902
37	3	vertex	m2	NPCr	977	-0.07616501301527023	-0.06489751487970352	0.10747185261003071
37	3	vertex	m2	NPCl	754	-0.08081977814435959	-0.0716332346200943	0.04376657824933687
45	2	ips	m0	wholebrain	80072	-0.0975615605711937	-0.07519739866256714	0.02439054850634429
45	2	ips	m0	NPC12r	544	-0.14611917734146118	-0.07991006970405579	0.04963235294117647
45	2	ips	m0	NPCr	926	-0.1539432406425476	-0.08888298273086548	0.04427645788336933
45	2	ips	m0	NPCl	785	-0.14836642146110535	-0.08907455950975418	0.05605095541401274
45	3	vertex	m0	wholebrain	80072	-0.08775952458381653	-0.06796978414058685	0.03346987711060046
45	3	vertex	m0	NPC12r	544	-0.15190550684928894	-0.06043955683708191	0.1875
45	3	vertex	m0	NPCr	926	-0.15012016892433167	-0.06995148956775665	0.16090712742980562
45	3	vertex	m0	NPCl	785	-0.12320712208747864	-0.06344077736139297	0.1503184713375796
45	2	ips	m1	wholebrain	80072	-0.09008316695690155	-0.07366424798965454	0.02981067039664302
45	2	ips	m1	NPC12r	544	-0.08533851057291031	-0.05941137671470642	0.12316176470588236
45	2	ips	m1	NPCr	926	-0.09625879675149918	-0.06449328362941742	0.09503239740820735
45	2	ips	m1	NPCl	785	-0.08513209223747253	-0.06214255094528198	0.09044585987261146
45	3	vertex	m1	wholebrain	80072	-0.07245176285505295	-0.06219692900776863	0.0411754421021081
45	3	vertex	m1	NPC12r	544	-0.05327209457755089	-0.029918577522039413	0.2702205882352941
45	3	vertex	m1	NPCr	926	-0.05883816257119179	-0.03998769819736481	0.22354211663066956
45	3	vertex	m1	NPCl	785	-0.05487793684005737	-0.03993482515215874	0.20127388535031848
45	2	ips	m2	wholebrain	80072	-0.08803253620862961	-0.07587944716215134	0.0321960235787791
45	2	ips	m2	NPC12r	544	-0.0615554004907608	-0.05554826557636261	0.10477941176470588
45	2	ips	m2	NPCr	926	-0.06513119488954544	-0.0592881478369236	0.07235421166306695
45	2	ips	m2	NPCl	785	-0.06496425718069077	-0.05465060472488403	0.11464968152866242
45	3	vertex	m2	wholebrain	80072	-0.08391255140304565	-0.07376281917095184	0.03494355080427615
45	3	vertex	m2	NPC12r	544	-0.050425559282302856	-0.050060201436281204	0.12683823529411764
45	3	vertex	m2	NPCr	926	-0.05459969490766525	-0.05190763622522354	0.09611231101511879
45	3	vertex	m2	NPCl	785	-0.0528484471142292	-0.05191216990351677	0.1286624203821656
46	2	vertex	m0	wholebrain	80048	-0.058760713785886765	-0.050763245671987534	0.07209424345392765
46	2	vertex	m0	NPC12r	510	-0.03189736604690552	-0.03229299932718277	0.24313725490196078
46	2	vertex	m0	NPCr	903	-0.02788291871547699	-0.02672206424176693	0.25692137320044295
46	2	vertex	m0	NPCl	632	-0.021160496398806572	-0.022450674325227737	0.3449367088607595
46	3	ips	m0	wholebrain	80048	-0.0687284991145134	-0.059211939573287964	0.033829702178692786
46	3	ips	m0	NPC12r	510	-0.049414340406656265	-0.04402659833431244	0.14705882352941177
46	3	ips	m0	NPCr	903	-0.05376419797539711	-0.050071220844984055	0.09966777408637874
46	3	ips	m0	NPCl	632	-0.08508551865816116	-0.07170049846172333	0.0759493670886076
46	2	vertex	m1	wholebrain	80048	-0.056778937578201294	-0.04850373789668083	0.07507995202878273
46	2	vertex	m1	NPC12r	510	-0.024408092722296715	-0.025364086031913757	0.2803921568627451
46	2	vertex	m1	NPCr	903	-0.024096813052892685	-0.023315101861953735	0.2757475083056478
46	2	vertex	m1	NPCl	632	-0.017880626022815704	-0.020597536116838455	0.35443037974683544
46	3	ips	m1	wholebrain	80048	-0.06417949497699738	-0.055900368839502335	0.03606586048370977
46	3	ips	m1	NPC12r	510	-0.05029282718896866	-0.04569723457098007	0.1411764705882353
46	3	ips	m1	NPCr	903	-0.054410483688116074	-0.0490599162876606	0.09634551495016612
46	3	ips	m1	NPCl	632	-0.0791637971997261	-0.06369711458683014	0.08702531645569621
46	2	vertex	m2	wholebrain	80048	-0.0832379087805748	-0.07062550634145737	0.0625
46	2	vertex	m2	NPC12r	510	-0.031186701729893684	-0.025837797671556473	0.3058823529411765
46	2	vertex	m2	NPCr	903	-0.03841082379221916	-0.03300720453262329	0.25249169435215946
46	2	vertex	m2	NPCl	632	-0.020329874008893967	-0.01971450075507164	0.37658227848101267
46	3	ips	m2	wholebrain	80048	-0.0889679417014122	-0.07712116837501526	0.029307415550669597
46	3	ips	m2	NPC12r	510	-0.05162869766354561	-0.04988362267613411	0.10980392156862745
46	3	ips	m2	NPCr	903	-0.06431973725557327	-0.05830840393900871	0.06866002214839424
46	3	ips	m2	NPCl	632	-0.08251465111970901	-0.0773383229970932	0.03639240506329114
47	2	ips	m0	wholebrain	80343	-0.06106375530362129	-0.0534575991332531	0.03935626003509951
47	2	ips	m0	NPC12r	525	-0.056994419544935226	-0.05154113098978996	0.02095238095238095
47	2	ips	m0	NPCr	843	-0.06039861589670181	-0.05381987616419792	0.017793594306049824
47	2	ips	m0	NPCl	691	-0.059199873358011246	-0.05204134061932564	0.013024602026049204
47	3	vertex	m0	wholebrain	80343	-0.06440108269453049	-0.05464590713381767	0.039430939845412794
47	3	vertex	m0	NPC12r	525	-0.05519421771168709	-0.04819231107831001	0.049523809523809526
47	3	vertex	m0	NPCr	843	-0.060483358800411224	-0.05317972972989082	0.060498220640569395
47	3	vertex	m0	NPCl	691	-0.061720460653305054	-0.05235546827316284	0.03183791606367583
47	2	ips	m1	wholebrain	80343	-0.06102626398205757	-0.05321565270423889	0.04111123557746163
47	2	ips	m1	NPC12r	525	-0.06089606508612633	-0.05303344130516052	0.017142857142857144
47	2	ips	m1	NPCr	843	-0.06373613327741623	-0.055543821305036545	0.014234875444839857
47	2	ips	m1	NPCl	691	-0.06711498647928238	-0.05529974773526192	0.00723589001447178
47	3	vertex	m1	wholebrain	80343	-0.06270992755889893	-0.05275052785873413	0.039480726385621646
47	3	vertex	m1	NPC12r	525	-0.05545559525489807	-0.04844466969370842	0.05142857142857143
