subject	session	arm	model	mask	n_voxels	cvr2_mean	cvr2_median	frac_positive
3	3	ips	m0	wholebrain	77467	-0.08609730750322342	-0.07084836810827255	0.02123484838705513
3	3	ips	m0	NPC12r	339	-0.1296718418598175	-0.08454772084951401	0.02359882005899705
3	3	ips	m0	NPCr	598	-0.13054324686527252	-0.08586812019348145	0.03511705685618729
3	3	ips	m0	NPCl	564	-0.11766523122787476	-0.09439557045698166	0.008865248226950355
3	2	vertex	m1	wholebrain	77467	-0.077071413397789	-0.06480888277292252	0.023132430583345166
3	2	vertex	m1	NPC12r	339	-0.10356907546520233	-0.08315715938806534	0.0029498525073746312
3	2	vertex	m1	NPCr	598	-0.10850496590137482	-0.09180916100740433	0.011705685618729096
3	2	vertex	m1	NPCl	564	-0.0809234082698822	-0.07333298772573471	0.028368794326241134
3	3	ips	m1	wholebrain	77467	-0.07933622598648071	-0.06701826304197311	0.023506783533633675
3	3	ips	m1	NPC12r	339	-0.0849064514040947	-0.08452444523572922	0.029498525073746312
3	3	ips	m1	NPCr	598	-0.0839894562959671	-0.07876910269260406	0.04180602006688963
3	3	ips	m1	NPCl	564	-0.11221321672201157	-0.09543453902006149	0.008865248226950355
3	2	vertex	m2	wholebrain	77467	-0.08952954411506653	-0.07836127281188965	0.02690177753107775
3	2	vertex	m2	NPC12r	339	-0.1287834197282791	-0.10131124407052994	0.05604719764011799
3	2	vertex	m2	NPCr	598	-0.11708661168813705	-0.09881661832332611	0.04013377926421405
3	2	vertex	m2	NPCl	564	-0.096373051404953	-0.08051175624132156	0.03723404255319149
3	3	ips	m2	wholebrain	77467	-0.09680801630020142	-0.08153212070465088	0.026566150748060464
3	3	ips	m2	NPC12r	339	-0.09626263380050659	-0.08847588300704956	0.04129793510324484
3	3	ips	m2	NPCr	598	-0.09700553119182587	-0.0832507535815239	0.046822742474916385
3	3	ips	m2	NPCl	564	-0.09854193776845932	-0.09118376672267914	0.015957446808510637
4	2	ips	m0	wholebrain	84354	-0.07613576203584671	-0.057759840041399	0.023187993456149084
4	2	ips	m0	NPC12r	523	-0.10051390528678894	-0.051076192408800125	0.030592734225621414
4	2	ips	m0	NPCr	987	-0.07939540594816208	-0.05051502585411072	0.0729483282674772
4	2	ips	m0	NPCl	640	-0.15278427302837372	-0.051329199224710464	0.103125
4	3	vertex	m0	wholebrain	84354	-0.07526766508817673	-0.056477196514606476	0.04438438011238353
4	3	vertex	m0	NPC12r	523	-0.11480170488357544	-0.0584116093814373	0.04780114722753346
4	3	vertex	m0	NPCr	987	-0.09509841352701187	-0.054166633635759354	0.05369807497467072
4	3	vertex	m0	NPCl	640	-0.17155709862709045	-0.06564532965421677	0.1015625
4	2	ips	m1	wholebrain	84354	-0.06746856123209	-0.05508483573794365	0.02612798444649928
4	2	ips	m1	NPC12r	523	-0.07951237261295319	-0.04949536919593811	0.032504780114722756
4	2	ips	m1	NPCr	987	-0.0676383301615715	-0.049563657492399216	0.06889564336372847
4	2	ips	m1	NPCl	640	-0.08399861305952072	-0.050412654876708984	0.0890625
4	3	vertex	m1	wholebrain	84354	-0.06286496669054031	-0.05255601555109024	0.04929226829788747
4	3	vertex	m1	NPC12r	523	-0.06547544151544571	-0.042463261634111404	0.10325047801147227
4	3	vertex	m1	NPCr	987	-0.05971765145659447	-0.040939729660749435	0.10233029381965553
4	3	vertex	m1	NPCl	640	-0.060320354998111725	-0.04896988719701767	0.1015625
4	2	ips	m2	wholebrain	84354	-0.10315418243408203	-0.07528333365917206	0.027384593498826375
4	2	ips	m2	NPC12r	523	-0.055091168731451035	-0.051761578768491745	0.07265774378585087
4	2	ips	m2	NPCr	987	-0.05705590546131134	-0.051344532519578934	0.08206686930091185
4	2	ips	m2	NPCl	640	-0.06483423709869385	-0.05432598292827606	0.0734375
4	3	vertex	m2	wholebrain	84354	-0.11004918068647385	-0.07539920508861542	0.041468098726794224
4	3	vertex	m2	NPC12r	523	-0.1290523260831833	-0.07323060184717178	0.03824091778202677
4	3	vertex	m2	NPCr	987	-0.19753660261631012	-0.07393885403871536	0.0364741641337386
4	3	vertex	m2	NPCl	640	-0.16396209597587585	-0.07013864815235138	0.0859375
5	2	vertex	m0	wholebrain	69767	-0.08407605439424515	-0.06527012586593628	0.027620508263219
5	2	vertex	m0	NPC12r	373	-0.1372825652360916	-0.08364389091730118	0.02680965147453083
5	2	vertex	m0	NPCr	736	-0.14508211612701416	-0.08490049839019775	0.025815217391304348
5	2	vertex	m0	NPCl	534	-0.12330877780914307	-0.07473164796829224	0.03932584269662921
5	3	ips	m0	wholebrain	69767	-0.08442150056362152	-0.0653526782989502	0.01791678013960755
5	3	ips	m0	NPC12r	373	-0.1797848641872406	-0.11891039460897446	0.005361930294906166
5	3	ips	m0	NPCr	736	-0.17717193067073822	-0.100950688123703	0.002717391304347826
5	3	ips	m0	NPCl	534	-0.14167386293411255	-0.08938039839267731	0.009363295880149813
5	2	vertex	m1	wholebrain	69767	-0.07770674675703049	-0.06380202621221542	0.03333954448378173
5	2	vertex	m1	NPC12r	373	-0.10542222857475281	-0.07464804500341415	0.03485254691689008
5	2	vertex	m1	NPCr	736	-0.11026427894830704	-0.07305841147899628	0.04891304347826087
5	2	vertex	m1	NPCl	534	-0.09603136777877808	-0.07210865616798401	0.05056179775280899
5	3	ips	m1	wholebrain	69767	-0.07388428598642349	-0.06176220253109932	0.020425129359152607
5	3	ips	m1	NPC12r	373	-0.09253742545843124	-0.08137502521276474	0.0
5	3	ips	m1	NPCr	736	-0.08020192384719849	-0.0663311630487442	0.004076086956521739
5	3	ips	m1	NPCl	534	-0.08068455755710602	-0.07103601098060608	0.009363295880149813
5	2	vertex	m2	wholebrain	69767	-0.08332768827676773	-0.07331530004739761	0.03837057634698353
5	2	vertex	m2	NPC12r	373	-0.07945328950881958	-0.065260149538517	0.06702412868632708
5	2	vertex	m2	NPCr	736	-0.07214522361755371	-0.05828704684972763	0.09375
5	2	vertex	m2	NPCl	534	-0.06707271933555603	-0.06265375763177872	0.13670411985018727
5	3	ips	m2	wholebrain	69767	-0.10103020071983337	-0.07700703293085098	0.023191480212708015
5	3	ips	m2	NPC12r	373	-0.11335131525993347	-0.10166120529174805	0.002680965147453083
5	3	ips	m2	NPCr	736	-0.10148539394140244	-0.08974643051624298	0.001358695652173913
5	3	ips	m2	NPCl	534	-0.0955180823802948	-0.08534111082553864	0.020599250936329586
6	2	ips	m0	wholebrain	73684	-0.2226950228214264	-0.08035120368003845	0.023071494489984256
6	2	ips	m0	NPC12r	368	-0.1831122636795044	-0.13756200671195984	0.008152173913043478
6	2	ips	m0	NPCr	680	-0.18377259373664856	-0.12571370601654053	0.013235294117647059
6	2	ips	m0	NPCl	578	-0.2084498107433319	-0.16690237820148468	0.006920415224913495
6	3	vertex	m0	wholebrain	73684	-0.09868089854717255	-0.07215151190757751	0.020737202106291732
6	3	vertex	m0	NPC12r	368	-0.14649808406829834	-0.10097043216228485	0.03804347826086957
6	3	vertex	m0	NPCr	680	-0.13879315555095673	-0.09104760736227036	0.039705882352941174
6	3	vertex	m0	NPCl	578	-0.17014940083026886	-0.12197950482368469	0.006920415224913495
6	2	ips	m1	wholebrain	73684	-0.17728149890899658	-0.06896139681339264	0.02892079691656262
6	2	ips	m1	NPC12r	368	-0.10016438364982605	-0.08791850507259369	0.01358695652173913
6	2	ips	m1	NPCr	680	-0.10131185501813889	-0.08684791624546051	0.020588235294117647
6	2	ips	m1	NPCl	578	-0.10925687849521637	-0.09527301043272018	0.00865051903114187
6	3	vertex	m1	wholebrain	73684	-0.09615050256252289	-0.07237207144498825	0.02457792736550676
6	3	vertex	m1	NPC12r	368	-0.13518838584423065	-0.10458002984523773	0.04891304347826087
6	3	vertex	m1	NPCr	680	-0.1308688372373581	-0.0932919904589653	0.052941176470588235
6	3	vertex	m1	NPCl	578	-0.1732681840658188	-0.13260988891124725	0.010380622837370242
6	2	ips	m2	wholebrain	73684	-0.5457640290260315	-0.08587637543678284	0.03287009391455404
6	2	ips	m2	NPC12r	368	-0.1029646098613739	-0.09397917985916138	0.029891304347826088
6	2	ips	m2	NPCr	680	-0.10291057080030441	-0.09079137444496155	0.029411764705882353
6	2	ips	m2	NPCl	578	-0.09704171866178513	-0.08676853775978088	0.01730103806228374
6	3	vertex	m2	wholebrain	73684	-0.13994526863098145	-0.07212871313095093	0.030875088214537758
6	3	vertex	m2	NPC12r	368	-0.06825881451368332	-0.04874509200453758	0.035326086956521736
6	3	vertex	m2	NPCr	680	-0.06739185750484467	-0.04890389367938042	0.05
6	3	vertex	m2	NPCl	578	-0.07422138750553131	-0.058822065591812134	0.010380622837370242
7	2	ips	m0	wholebrain	71102	-0.07770174741744995	-0.06284870207309723	0.027298810160051756
7	2	ips	m0	NPC12r	424	-0.11594810336828232	-0.08504282683134079	0.030660377358490566
7	2	ips	m0	NPCr	825	-0.09002885222434998	-0.06287897378206253	0.06424242424242424
7	2	ips	m0	NPCl	654	-0.09708032757043839	-0.08208510279655457	0.00764525993883792
7	3	vertex	m0	wholebrain	71102	-0.0743483379483223	-0.06211630254983902	0.03213693004416191
7	3	vertex	m0	NPC12r	424	-0.09413566440343857	-0.07264076173305511	0.07547169811320754
7	3	vertex	m0	NPCr	825	-0.07852647453546524	-0.06487429141998291	0.12
7	3	vertex	m0	NPCl	654	-0.06222142279148102	-0.058882229030132294	0.10550458715596331
7	2	ips	m1	wholebrain	71102	-0.06553653627634048	-0.05679918825626373	0.030786757053247446
7	2	ips	m1	NPC12r	424	-0.0704009160399437	-0.062415339052677155	0.04245283018867924
7	2	ips	m1	NPCr	825	-0.06327948719263077	-0.05533488467335701	0.06181818181818182
7	2	ips	m1	NPCl	654	-0.0758574977517128	-0.06430263817310333	0.024464831804281346
7	3	vertex	m1	wholebrain	71102	-0.07308485358953476	-0.0609433688223362	0.03779077944361622
7	3	vertex	m1	NPC12r	424	-0.0961802750825882	-0.07766127586364746	0.08726415094339622
7	3	vertex	m1	NPCr	825	-0.08135863393545151	-0.0679628923535347	0.12484848484848485
7	3	vertex	m1	NPCl	654	-0.0675363540649414	-0.053491003811359406	0.09785932721712538
7	2	ips	m2	wholebrain	71102	-0.08848340064287186	-0.07705141603946686	0.03424657534246575
7	2	ips	m2	NPC12r	424	-0.07851532101631165	-0.0641748234629631	0.08726415094339622
7	2	ips	m2	NPCr	825	-0.07112875580787659	-0.060199011117219925	0.08484848484848485
7	2	ips	m2	NPCl	654	-0.09748666733503342	-0.08182647824287415	0.021406727828746176
7	3	vertex	m2	wholebrain	71102	-0.09563800692558289	-0.0817270278930664	0.038465865939073446
7	3	vertex	m2	NPC12r	424	-0.09511684626340866	-0.0835920125246048	0.07547169811320754
7	3	vertex	m2	NPCr	825	-0.08824633061885834	-0.07753416895866394	0.09454545454545454
7	3	vertex	m2	NPCl	654	-0.07349051535129547	-0.06398838758468628	0.0963302752293578
9	2	ips	m0	wholebrain	79275	-0.09965835511684418	-0.06742382049560547	0.028987701040681175
9	2	ips	m0	NPC12r	573	-0.10121338814496994	-0.07827503234148026	0.008726003490401396
9	2	ips	m0	NPCr	1075	-0.0898539125919342	-0.06872005015611649	0.046511627906976744
9	2	ips	m0	NPCl	728	-0.09579654037952423	-0.0743798017501831	0.05357142857142857
9	3	vertex	m0	wholebrain	79275	-0.10563330352306366	-0.06948260217905045	0.026565752128666038
9	3	vertex	m0	NPC12r	573	-0.086951844394207	-0.07151598483324051	0.027923211169284468
9	3	vertex	m0	NPCr	1075	-0.07607089728116989	-0.0608317069709301	0.04837209302325581
9	3	vertex	m0	NPCl	728	-0.08919014036655426	-0.07167744636535645	0.013736263736263736
9	2	ips	m1	wholebrain	79275	-0.07994341105222702	-0.06507125496864319	0.03163670766319773
9	2	ips	m1	NPC12r	573	-0.07930935174226761	-0.06885897368192673	0.013961605584642234
9	2	ips	m1	NPCr	1075	-0.07406540960073471	-0.06471419334411621	0.046511627906976744
9	2	ips	m1	NPCl	728	-0.07903679460287094	-0.07053552567958832	0.059065934065934064
9	3	vertex	m1	wholebrain	79275	-0.10234986990690231	-0.06748402118682861	0.029050772626931568
9	3	vertex	m1	NPC12r	573	-0.0869705006480217	-0.06929906457662582	0.017452006980802792
9	3	vertex	m1	NPCr	1075	-0.07596317678689957	-0.05865960195660591	0.045581395348837206
9	3	vertex	m1	NPCl	728	-0.0908644050359726	-0.07562679052352905	0.013736263736263736
9	2	ips	m2	wholebrain	79275	-0.09378301352262497	-0.07824506610631943	0.028117313150425732
9	2	ips	m2	NPC12r	573	-0.08405787497758865	-0.07839851826429367	0.020942408376963352
9	2	ips	m2	NPCr	1075	-0.08200957626104355	-0.07223236560821533	0.04186046511627907
9	2	ips	m2	NPCl	728	-0.09471818059682846	-0.08682122081518173	0.042582417582417584
9	3	vertex	m2	wholebrain	79275	-0.19228708744049072	-0.0794442892074585	0.02859665720592873
9	3	vertex	m2	NPC12r	573	-0.12085738778114319	-0.07484883069992065	0.038394415357766144
9	3	vertex	m2	NPCr	1075	-0.09992776811122894	-0.06690975278615952	0.04744186046511628
9	3	vertex	m2	NPCl	728	-0.10702574253082275	-0.06562045961618423	0.034340659340659344
10	2	ips	m0	wholebrain	77499	-0.07229289412498474	-0.05934063717722893	0.03406495567684744
10	2	ips	m0	NPC12r	454	-0.09590233862400055	-0.0745529979467392	0.037444933920704845
10	2	ips	m0	NPCr	787	-0.09525997936725616	-0.07401587814092636	0.035578144853875476
10	2	ips	m0	NPCl	642	-0.10763753950595856	-0.0818331241607666	0.0514018691588785
10	3	vertex	m0	wholebrain	77499	-0.07938180863857269	-0.06466078758239746	0.0396521245435425
10	3	vertex	m0	NPC12r	454	-0.08197327703237534	-0.0577339306473732	0.14537444933920704
10	3	vertex	m0	NPCr	787	-0.0780094712972641	-0.052489131689071655	0.12198221092757307
10	3	vertex	m0	NPCl	642	-0.10470689088106155	-0.06357927620410919	0.1308411214953271
10	2	ips	m1	wholebrain	77499	-0.06629960983991623	-0.05609118938446045	0.04233603014232442
10	2	ips	m1	NPC12r	454	-0.07253994047641754	-0.06034902483224869	0.04185022026431718
10	2	ips	m1	NPCr	787	-0.07551375031471252	-0.06434502452611923	0.03939008894536213
10	2	ips	m1	NPCl	642	-0.0699811577796936	-0.054135166108608246	0.14485981308411214
10	3	vertex	m1	wholebrain	77499	-0.07031390815973282	-0.06021716073155403	0.0466844733480432
10	3	vertex	m1	NPC12r	454	-0.06019365042448044	-0.04597426578402519	0.16740088105726872
10	3	vertex	m1	NPCr	787	-0.06219539791345596	-0.04710238054394722	0.14612452350698857
10	3	vertex	m1	NPCl	642	-0.06140672788023949	-0.04636015743017197	0.1791277258566978
10	2	ips	m2	wholebrain	77499	-0.0919884666800499	-0.07657995074987411	0.030361682086220466
10	2	ips	m2	NPC12r	454	-0.10828691720962524	-0.08901776373386383	0.03524229074889868
10	2	ips	m2	NPCr	787	-0.10941288620233536	-0.09338965266942978	0.030495552731893267
10	2	ips	m2	NPCl	642	-0.07209732383489609	-0.06221975386142731	0.11993769470404984
10	3	vertex	m2	wholebrain	77499	-0.08195810765028	-0.0740169882774353	0.04437476612601453
10	3	vertex	m2	NPC12r	454	-0.06637544929981232	-0.06237020343542099	0.07709251101321586
10	3	vertex	m2	NPCr	787	-0.06912713497877121	-0.06361653655767441	0.08894536213468869
10	3	vertex	m2	NPCl	642	-0.0634850338101387	-0.06009970232844353	0.19003115264797507
11	2	vertex	m0	wholebrain	85109	-0.06614971160888672	-0.05703437328338623	0.0350726715153509
11	2	vertex	m0	NPC12r	442	-0.08848856389522552	-0.059744834899902344	0.15384615384615385
11	2	vertex	m0	NPCr	860	-0.07734613865613937	-0.0599442794919014	0.14651162790697675
11	2	vertex	m0	NPCl	706	-0.05591655522584915	-0.04577448219060898	0.12464589235127478
11	3	ips	m0	wholebrain	85109	-0.07000719010829926	-0.05923786759376526	0.03302823438179276
11	3	ips	m0	NPC12r	442	-0.05810602009296417	-0.03443684056401253	0.3190045248868778
11	3	ips	m0	NPCr	860	-0.06060224398970604	-0.04460074380040169	0.2593023255813954
11	3	ips	m0	NPCl	706	-0.0622553713619709	-0.04682892560958862	0.09631728045325778
11	2	vertex	m1	wholebrain	85109	-0.06523563712835312	-0.05635952949523926	0.04111198580643645
11	2	vertex	m1	NPC12r	442	-0.080807164311409	-0.05611800029873848	0.17194570135746606
11	2	vertex	m1	NPCr	860	-0.07275287061929703	-0.058877669274806976	0.15813953488372093
11	2	vertex	m1	NPCl	706	-0.04635496437549591	-0.0419667586684227	0.141643059490085
11	3	ips	m1	wholebrain	85109	-0.05931965261697769	-0.05127694085240364	0.03891480336979638
11	3	ips	m1	NPC12r	442	-0.018542004749178886	-0.023274406790733337	0.38009049773755654
11	3	ips	m1	NPCr	860	-0.0273379348218441	-0.027817711234092712	0.313953488372093
11	3	ips	m1	NPCl	706	-0.041525617241859436	-0.03506820648908615	0.12181303116147309
11	2	vertex	m2	wholebrain	85109	-0.07454095035791397	-0.06484206765890121	0.0392907918081519
11	2	vertex	m2	NPC12r	442	-0.05620862916111946	-0.05133693292737007	0.16968325791855204
11	2	vertex	m2	NPCr	860	-0.06328342109918594	-0.05715180188417435	0.13953488372093023
11	2	vertex	m2	NPCl	706	-0.04413421079516411	-0.043306998908519745	0.1558073654390935
11	3	ips	m2	wholebrain	85109	-0.08550763875246048	-0.06396609544754028	0.04027776145883514
11	3	ips	m2	NPC12r	442	-0.020572824403643608	-0.025267358869314194	0.3416289592760181
11	3	ips	m2	NPCr	860	-0.0369078554213047	-0.039444051682949066	0.27674418604651163
11	3	ips	m2	NPCl	706	-0.05212957412004471	-0.048680610954761505	0.09915014164305949
18	2	ips	m0	wholebrain	79255	-0.08078794181346893	-0.06264551728963852	0.030546968645511326
18	2	ips	m0	NPC12r	477	-0.10833476483821869	-0.07711554318666458	0.033542976939203356
18	2	ips	m0	NPCr	835	-0.09391187131404877	-0.06769012659788132	0.05269461077844311
18	2	ips	m0	NPCl	799	-0.14478662610054016	-0.09697575122117996	0.03379224030037547
18	3	vertex	m0	wholebrain	79255	-0.080989770591259	-0.06267543882131577	0.03243959371648476
18	3	vertex	m0	NPC12r	477	-0.11861363798379898	-0.06723016500473022	0.050314465408805034
18	3	vertex	m0	NPCr	835	-0.10853543877601624	-0.06845209747552872	0.04910179640718563
18	3	vertex	m0	NPCl	799	-0.11857299506664276	-0.07191885262727737	0.07008760951188986
18	2	ips	m1	wholebrain	79255	-0.06750618666410446	-0.05846931412816048	0.03771370891426409
18	2	ips	m1	NPC12r	477	-0.05767273157835007	-0.05574474856257439	0.11740041928721175
18	2	ips	m1	NPCr	835	-0.05650417134165764	-0.05420750379562378	0.10778443113772455
18	2	ips	m1	NPCl	799	-0.08752305060625076	-0.0834752693772316	0.06758448060075094
18	3	vertex	m1	wholebrain	79255	-0.06982188671827316	-0.05801129341125488	0.03858431644691187
18	3	vertex	m1	NPC12r	477	-0.051565982401371	-0.05163993313908577	0.05870020964360587
18	3	vertex	m1	NPCr	835	-0.05796097591519356	-0.05550595000386238	0.06227544910179641
18	3	vertex	m1	NPCl	799	-0.07104804366827011	-0.06184673309326172	0.10262828535669587
18	2	ips	m2	wholebrain	79255	-0.08116137236356735	-0.07241886109113693	0.03871049145164343
18	2	ips	m2	NPC12r	477	-0.04650392010807991	-0.04841412231326103	0.1761006289308176
18	2	ips	m2	NPCr	835	-0.05495521426200867	-0.05330367013812065	0.1473053892215569
18	2	ips	m2	NPCl	799	-0.08854715526103973	-0.08356835693120956	0.0625782227784731
18	3	vertex	m2	wholebrain	79255	-0.08752525597810745	-0.07692106813192368	0.044085546653208
18	3	vertex	m2	NPC12r	477	-0.0638555958867073	-0.06585293263196945	0.06289308176100629
18	3	vertex	m2	NPCr	835	-0.06472429633140564	-0.06575962156057358	0.07305389221556886
18	3	vertex	m2	NPCl	799	-0.06489716470241547	-0.07386050373315811	0.16020025031289112
19	2	vertex	m0	wholebrain	83142	-0.08081712573766708	-0.06609255075454712	0.027170383199826804
19	2	vertex	m0	NPC12r	526	-0.14467890560626984	-0.08627735078334808	0.14068441064638784
19	2	vertex	m0	NPCr	997	-0.13466110825538635	-0.08127987384796143	0.11033099297893681
19	2	vertex	m0	NPCl	866	-0.1330101639032364	-0.09071715176105499	0.07621247113163972
19	3	ips	m0	wholebrain	83142	-0.07187142968177795	-0.059498246759176254	0.03877703206562267
19	3	ips	m0	NPC12r	526	-0.11339948326349258	-0.07343986630439758	0.09505703422053231
19	3	ips	m0	NPCr	997	-0.10545797646045685	-0.06547144055366516	0.09127382146439318
19	3	ips	m0	NPCl	866	-0.11030621081590652	-0.08140648901462555	0.03579676674364896
19	2	vertex	m1	wholebrain	83142	-0.07513801753520966	-0.06369468569755554	0.030225397512689135
19	2	vertex	m1	NPC12r	526	-0.07302173972129822	-0.06785935163497925	0.15019011406844107
19	2	vertex	m1	NPCr	997	-0.0814104974269867	-0.069101482629776	0.12236710130391174
19	2	vertex	m1	NPCl	866	-0.08133850246667862	-0.06901815533638	0.07390300230946882
19	3	ips	m1	wholebrain	83142	-0.06941759586334229	-0.05912189185619354	0.039943710759904744
19	3	ips	m1	NPC12r	526	-0.08572622388601303	-0.07006949186325073	0.09885931558935361
19	3	ips	m1	NPCr	997	-0.07568921893835068	-0.06265286356210709	0.09628886659979939
19	3	ips	m1	NPCl	866	-0.09603480249643326	-0.07744322717189789	0.042725173210161664
19	2	vertex	m2	wholebrain	83142	-0.08699943870306015	-0.07389247417449951	0.034062206826874504
19	2	vertex	m2	NPC12r	526	-0.06774822622537613	-0.06532084941864014	0.17870722433460076
19	2	vertex	m2	NPCr	997	-0.07331661134958267	-0.07051565498113632	0.14042126379137412
19	2	vertex	m2	NPCl	866	-0.07086590677499771	-0.06572991609573364	0.11431870669745958
19	3	ips	m2	wholebrain	83142	-0.08762537688016891	-0.07555949687957764	0.03649178513867841
19	3	ips	m2	NPC12r	526	-0.07783330976963043	-0.06941600143909454	0.10266159695817491
19	3	ips	m2	NPCr	997	-0.06890960782766342	-0.06177670881152153	0.09127382146439318
19	3	ips	m2	NPCl	866	-0.09055832028388977	-0.07765597105026245	0.05196304849884527
21	2	ips	m0	wholebrain	71085	-0.07498171925544739	-0.06173689290881157	0.024041640289793907
21	2	ips	m0	NPC12r	483	-0.09135832637548447	-0.06661225110292435	0.028985507246376812
21	2	ips	m0	NPCr	1008	-0.09006636589765549	-0.06408713757991791	0.016865079365079364
21	2	ips	m0	NPCl	706	-0.11133631318807602	-0.08243308961391449	0.019830028328611898
21	3	vertex	m0	wholebrain	71085	-0.07264730334281921	-0.06005759909749031	0.0406133502145319
21	3	vertex	m0	NPC12r	483	-0.07312203198671341	-0.05319863557815552	0.06625258799171843
21	3	vertex	m0	NPCr	1008	-0.0791868343949318	-0.05383455008268356	0.041666666666666664
