parameter	level	mean	lo	hi	p_gt0
risky_prior_mu	group	4.668642898339802	-0.9766305039705429	9.431471169819018	0.94995
risky_prior_mu	sub-01	4.601859637683178			
risky_prior_mu	sub-02	4.643428810164448			
risky_prior_mu	sub-03	4.744211254254797			
risky_prior_mu	sub-04	4.6171406536942206			
risky_prior_mu	sub-05	4.785829227461586			
risky_prior_mu	sub-06	4.473417824744376			
risky_prior_mu	sub-07	4.8056466731185745			
risky_prior_mu	sub-09	4.436169512634545			
risky_prior_mu	sub-10	4.893021444022588			
risky_prior_mu	sub-11	4.8788556804583685			
risky_prior_mu	sub-18	4.959737497502179			
risky_prior_mu	sub-19	4.578921922520798			
risky_prior_mu	sub-21	4.664297477717124			
risky_prior_mu	sub-25	4.866554684464995			
risky_prior_mu	sub-26	4.7870034618359005			
risky_prior_mu	sub-29	4.579030791348196			
risky_prior_mu	sub-30	4.754510383325822			
risky_prior_mu	sub-31	4.69541572482662			
risky_prior_mu	sub-34	4.661663277352596			
risky_prior_mu	sub-35	4.00039243256675			
risky_prior_mu	sub-36	4.649273286138766			
risky_prior_mu	sub-37	4.7708970457996225			
risky_prior_mu	sub-45	4.437742408325978			
risky_prior_mu	sub-46	4.548461274854148			
risky_prior_mu	sub-47	4.746680138784054			
risky_prior_mu	sub-50	4.608349707990032			
risky_prior_mu	sub-53	4.755197573227269			
risky_prior_mu	sub-56	4.623115705422337			
risky_prior_mu	sub-59	4.380115640995121			
risky_prior_mu	sub-62	4.990678119506917			
risky_prior_mu	sub-63	4.747161290507352			
risky_prior_mu	sub-67	4.580886148032239			
risky_prior_mu	sub-69	4.9250260520938305			
risky_prior_mu	sub-72	4.7441870256810965			
risky_prior_mu	sub-74	4.3466065116812915			
risky_prior_sd	group	2.077843305992071	1.1673947985785784	2.931125888744506	1.0
risky_prior_sd	sub-01	2.0470087166460007			
risky_prior_sd	sub-02	1.8804741526239224			
risky_prior_sd	sub-03	2.3045162771557806			
risky_prior_sd	sub-04	2.001586936763835			
risky_prior_sd	sub-05	2.148448000058371			
risky_prior_sd	sub-06	1.9320399472348957			
risky_prior_sd	sub-07	2.11298050251575			
risky_prior_sd	sub-09	1.7565464349310689			
risky_prior_sd	sub-10	2.2000591773603406			
risky_prior_sd	sub-11	2.3549765142855583			
risky_prior_sd	sub-18	2.462268833457014			
risky_prior_sd	sub-19	1.8373520740855827			
risky_prior_sd	sub-21	1.8193207667014635			
risky_prior_sd	sub-25	2.5498364419565043			
risky_prior_sd	sub-26	2.465114507414679			
risky_prior_sd	sub-29	1.7910365607986138			
risky_prior_sd	sub-30	2.1068828226968144			
risky_prior_sd	sub-31	2.1842756677054433			
risky_prior_sd	sub-34	2.0218770854363624			
risky_prior_sd	sub-35	1.6697120978006303			
risky_prior_sd	sub-36	2.176526560547214			
risky_prior_sd	sub-37	2.157621165623943			
risky_prior_sd	sub-45	1.8716270248616114			
risky_prior_sd	sub-46	2.035842254638915			
risky_prior_sd	sub-47	2.2229724572364002			
risky_prior_sd	sub-50	1.9148585927937654			
risky_prior_sd	sub-53	2.0832739938669107			
risky_prior_sd	sub-56	2.100065692294801			
risky_prior_sd	sub-59	1.7136670805274803			
risky_prior_sd	sub-62	2.3035798071104305			
risky_prior_sd	sub-63	2.1685991516130305			
risky_prior_sd	sub-67	1.9656368562859348			
risky_prior_sd	sub-69	2.239665483743964			
risky_prior_sd	sub-72	2.20551110748301			
risky_prior_sd	sub-74	1.8561311709858523			
safe_prior_mu	group	-3.7999614915173865	-15.189017936609348	4.14282463636156	0.28055
safe_prior_mu	sub-01	-3.6994108914739963			
safe_prior_mu	sub-02	-3.8805655084758715			
safe_prior_mu	sub-03	-3.7540481363854727			
safe_prior_mu	sub-04	-3.759098456474048			
safe_prior_mu	sub-05	-3.824859193635317			
safe_prior_mu	sub-06	-3.6945444102533473			
safe_prior_mu	sub-07	-3.920150466132956			
safe_prior_mu	sub-09	-3.706794772259654			
safe_prior_mu	sub-10	-3.9046840619731586			
safe_prior_mu	sub-11	-3.8129109851425027			
safe_prior_mu	sub-18	-3.9201481513335734			
safe_prior_mu	sub-19	-3.734681611588802			
safe_prior_mu	sub-21	-3.86438666490431			
safe_prior_mu	sub-25	-3.8565123581898426			
safe_prior_mu	sub-26	-3.8302831314664867			
safe_prior_mu	sub-29	-3.798783333899254			
safe_prior_mu	sub-30	-3.868191263146978			
safe_prior_mu	sub-31	-3.7988197152625593			
safe_prior_mu	sub-34	-3.758976049478453			
safe_prior_mu	sub-35	-3.7390340017833674			
safe_prior_mu	sub-36	-3.7704559369572745			
safe_prior_mu	sub-37	-3.802164304615277			
safe_prior_mu	sub-45	-3.7683494036833998			
safe_prior_mu	sub-46	-3.762847500530936			
safe_prior_mu	sub-47	-3.867579984569389			
safe_prior_mu	sub-50	-3.730395111716909			
safe_prior_mu	sub-53	-3.8176143488554595			
safe_prior_mu	sub-56	-3.7743937173315922			
safe_prior_mu	sub-59	-3.715805269947243			
safe_prior_mu	sub-62	-3.8983527683066264			
safe_prior_mu	sub-63	-3.7765753850309025			
safe_prior_mu	sub-67	-3.780220162879796			
safe_prior_mu	sub-69	-3.9223635787967055			
safe_prior_mu	sub-72	-3.7453974016311675			
safe_prior_mu	sub-74	-3.732696303921999			
safe_prior_sd	group	2.1834541371035225	0.9664837092130819	3.3324035944543713	1.0
safe_prior_sd	sub-01	2.26714824515072			
safe_prior_sd	sub-02	2.1345931220297896			
safe_prior_sd	sub-03	2.2345156510750974			
safe_prior_sd	sub-04	2.211456842362997			
safe_prior_sd	sub-05	2.1778514119836405			
safe_prior_sd	sub-06	2.274554165677142			
safe_prior_sd	sub-07	2.0888553782205417			
safe_prior_sd	sub-09	2.2638108664951657			
safe_prior_sd	sub-10	2.1091785811751844			
safe_prior_sd	sub-11	2.174321266247356			
safe_prior_sd	sub-18	2.075762012921465			
safe_prior_sd	sub-19	2.253475255744183			
safe_prior_sd	sub-21	2.1734644612582237			
safe_prior_sd	sub-25	2.1013281247835693			
safe_prior_sd	sub-26	2.124592302540853			
safe_prior_sd	sub-29	2.200406342151639			
safe_prior_sd	sub-30	2.109011045199527			
safe_prior_sd	sub-31	2.178260343380119			
safe_prior_sd	sub-34	2.236518699245481			
safe_prior_sd	sub-35	2.1042239637296705			
safe_prior_sd	sub-36	2.1907216264430733			
safe_prior_sd	sub-37	2.207745206431939			
safe_prior_sd	sub-45	2.200396990560053			
safe_prior_sd	sub-46	2.1865921577777656			
safe_prior_sd	sub-47	2.1391018974845823			
safe_prior_sd	sub-50	2.2559582779839578			
safe_prior_sd	sub-53	2.1539954876270095			
safe_prior_sd	sub-56	2.2095103302750165			
safe_prior_sd	sub-59	2.259242187913933			
safe_prior_sd	sub-62	2.118689401393288			
safe_prior_sd	sub-63	2.218406123033717			
safe_prior_sd	sub-67	2.1975634275896945			
safe_prior_sd	sub-69	2.087174245161116			
safe_prior_sd	sub-72	2.2435087711210415			
safe_prior_sd	sub-74	2.2400921849555524			
