order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.27830809139343043	0.2647935841607925	0.2946791148870324	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.2782560002843647	0.2644293850251275	0.2946056654144706	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.3690765774088484	0.3550033711757732	0.3872234087344242	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.3707855311967816	0.35684081244701676	0.3888996796595856	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.49589621027843445	0.48131792072312035	0.5093945515485342	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.496078188391965	0.48166900681506	0.5089867642945151	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.5982137596479626	0.5849691973124131	0.6122403317643135	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.5982937253864149	0.5847752375653366	0.6116547586938421	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.7037355245190176	0.6908782381130485	0.7173322334893661	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.7025588359073095	0.6897469017300641	0.7162344159628434	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7788035904825447	0.7633320491098935	0.7930325879751634	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7785271399585514	0.7623234745817593	0.7924528169162494	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.3204873064994429	0.303790406529593	0.3374941846324576	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.3202209973027555	0.3033640570452304	0.3373974954354399	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.42740955287684224	0.410279355059803	0.4441393012295264	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.42643055521305784	0.40955604629897885	0.4430849701788728	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.5607537181215004	0.5443624771608598	0.576840675661984	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.5618580398665952	0.5455462329302245	0.5779794447896135	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6636699311594788	0.6515725711659357	0.6777647067475546	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6625971066597546	0.6501619244788899	0.6762739424484658	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.7667362463983318	0.7545549581707515	0.780989507139886	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7670385802856228	0.7553647687126663	0.7816204612869676	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8301575069418178	0.8175462838739863	0.8422368699118256	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8300868964681181	0.8173557324058074	0.842280581950315	3.1878139151914366	0.8135714285714286	0.02718097721217697
