label	space	form	placement	which	mu_lo	mu	mu_hi	sd_lo	sd	sd_hi
log-spl3-n1n2	log	spl3	n1n2	safe	1.978362374576921	2.380388274228667	2.7590790107189407	0.361154691896235	0.4864932132968254	0.695491946869784
log-spl3-n1n2pmu	log	spl3	n1n2pmu	risky	2.7790517268063906	3.020270473366515	3.2802408499982283	0.2939053930308488	0.3648729806732752	0.4613495914777246
log-spl3-n1n2pmu	log	spl3	n1n2pmu	safe	1.897486352748367	2.3141982315375813	2.6887103792261944	0.3483611467616315	0.4651262497616923	0.6511910438011465
log-spl3-n1n2psd	log	spl3	n1n2psd	risky	2.719946925355512	2.9494608599826115	3.1887983810265985	0.2773692077535701	0.3531585782899777	0.456036357122452
log-spl3-n1n2psd	log	spl3	n1n2psd	safe	1.9675691440939695	2.3183289384172534	2.645106232421709	0.3135515275064552	0.4253116559257586	0.5936517502982335
log-spl3-n2.klw	log	spl3	n2	risky	2.788101022554006	3.061976035716667	3.3640336248267313	0.4432317076116143	0.5144899469660278	0.6060449825305728
log-spl3-n2.klw	log	spl3	n2	safe	2.083599453455348	2.575514207296063	3.056988473758612	0.5161188308201834	0.6692146876097322	0.9098871497384776
log-spl3-n2	log	spl3	n2	risky	2.68914229585061	2.9708636199729925	3.2603697883485068	0.3130713797883492	0.3865851558328692	0.4783914644674355
log-spl3-n2	log	spl3	n2	safe	1.970380615297721	2.4163185145177906	2.8494545941206963	0.3699143165027379	0.4993650512085772	0.7056046422024119
log-spl3-null.klw	log	spl3	null	risky	2.657374324162172	2.9335927788425096	3.186533571725595	0.4480194252825457	0.5284463487690912	0.6352382085072686
log-spl3-null.klw	log	spl3	null	safe	1.854823118459347	2.308148717145775	2.7071760459524796	0.5231788925016415	0.6815567822134994	0.9387208360576964
log-spl3-null	log	spl3	null	risky	2.68053490894176	2.951680103423665	3.211933125271385	0.3459609128295446	0.429352892378775	0.5363496178589277
log-spl3-null	log	spl3	null	safe	1.885389883183612	2.3152660686339575	2.711930928066446	0.4115425368784688	0.5673617616521067	0.8181104606722259
log-spl3-nullind.klw	log	spl3	nullind	risky	2.7108578170974957	2.9726462029139378	3.2450690478582405	0.4291435922388209	0.513797694273479	0.6216136387402843
log-spl3-nullind.klw	log	spl3	nullind	safe	1.920939047551738	2.364433274640027	2.7654762383103546	0.4903913582337754	0.6454674990930896	0.8839894332189411
log-spl3-nullind	log	spl3	nullind	risky	2.687369347092589	2.9213342443369408	3.1654702077712034	0.288205311240547	0.3719744311294279	0.4822453282059066
log-spl3-nullind	log	spl3	nullind	safe	1.898534378339062	2.2580945995336608	2.5975281686812854	0.3332384180486774	0.4604925420603425	0.6685229952145767
log-spl3-perc.klw	log	spl3	perc	risky	2.6254252419017456	2.9042019273524993	3.166197313378836	0.4221236405845147	0.4976868298298059	0.5935158484602717
log-spl3-perc.klw	log	spl3	perc	safe	1.8558018874225608	2.2909826113977547	2.689557306540477	0.4936680534062699	0.6359070931968278	0.8518453495117665
log-spl3-perc	log	spl3	perc	risky	2.598104415759633	2.88252855985545	3.1500317766906765	0.3247238016958751	0.397444795190749	0.4942274081664448
log-spl3-perc	log	spl3	perc	safe	1.861048003381216	2.2867419697919216	2.7122927178555147	0.3861122403758696	0.5236913738769428	0.7418770028235361
log-spl3-percmem.klw	log	spl3	percmem	risky	2.63221179580524	2.9049218794369436	3.1601383247907564	0.4252991335024082	0.5006987697814422	0.5952723463606975
log-spl3-percmem.klw	log	spl3	percmem	safe	1.8503741083450993	2.2882131396727288	2.710512464036801	0.499416131378571	0.6419178462340986	0.8655449019047946
log-spl3-percmem	log	spl3	percmem	risky	2.593473225412259	2.876212875671627	3.1367424221471896	0.3231662840972786	0.3979821545043441	0.4926809905039968
log-spl3-percmem	log	spl3	percmem	safe	1.846178466863681	2.286904494242685	2.7046171683605884	0.3853189582091944	0.5264476054431699	0.7542301410205265
log-spl3-pmu	log	spl3	pmu	risky	2.7224377056329496	2.947804881982	3.1827517120601887	0.283917827720271	0.3585406038255241	0.4593329646278939
log-spl3-pmu	log	spl3	pmu	safe	1.813427377027902	2.1821624241320157	2.5247320592059057	0.3264036638747684	0.4376461650215033	0.6114210299556146
log-spl3-pmusd	log	spl3	pmusd	risky	2.7086683263620293	2.9357895561353855	3.1642585508953034	0.2504256102068775	0.3257348713229208	0.4286696178421888
log-spl3-pmusd	log	spl3	pmusd	safe	1.8933348975844704	2.244167169526329	2.565787989426384	0.2883162316911534	0.3939794183097018	0.5592003511825071
log-spl3-psd	log	spl3	psd	risky	2.671334224061789	2.889348132563956	3.104946405783956	0.2474821174733094	0.3178060523279022	0.4145576906259653
log-spl3-psd	log	spl3	psd	safe	1.916156572480688	2.2390952231366	2.5508182421932917	0.2739924749048169	0.3724343815500459	0.5273331348922488
log-spl5-mem.klw	log	spl5	mem	risky	2.7225329258277764	2.989997558875602	3.2461506453287807	0.5217101602805942	0.6133794004785321	0.7311171694615698
log-spl5-mem.klw	log	spl5	mem	safe	1.924520188659699	2.546512189803967	3.1390990132765215	0.6387047707758303	0.8393392647918214	1.1412209614884952
log-spl5-mem	log	spl5	mem	risky	2.6799770388755575	2.952551361681005	3.2203295269118404	0.3892441383660605	0.4844154890000369	0.6138943873775211
log-spl5-mem	log	spl5	mem	safe	1.871202015808881	2.359433994531602	2.8459823192003513	0.4617819185601396	0.6314506056933795	0.9051958837017507
log-spl5-n1.klw	log	spl5	n1	risky	2.704595569600403	2.9415855595019726	3.174130137994079	0.4534447698178648	0.5514073650583751	0.6770628888555599
log-spl5-n1.klw	log	spl5	n1	safe	1.879794631942301	2.3940884492212056	2.9073172954413327	0.5292923692894463	0.696168840931316	0.9493512109914182
log-spl5-n1	log	spl5	n1	risky	2.6563402270434917	2.8680097250940424	3.0750880530882125	0.2945837586481656	0.3783804241691333	0.4896042547428949
log-spl5-n1	log	spl5	n1	safe	1.856755071907116	2.235059658120041	2.5792640840222942	0.3412178673538519	0.4595398895178712	0.6400292509736054
log-spl5-n1n2.klw	log	spl5	n1n2	risky	2.6308710754663944	2.8624744220542144	3.0914827765154627	0.4206423348039348	0.503120972573841	0.6123974008766987
log-spl5-n1n2.klw	log	spl5	n1n2	safe	1.8584400689424083	2.2464764179270733	2.5910871255165917	0.4905789927170817	0.6319141351068156	0.8592073590725463
log-spl5-n1n2	log	spl5	n1n2	risky	2.578180786641059	2.8256059590705904	3.0594063104698335	0.2964661783034987	0.3761344257580302	0.4817873957304059
log-spl5-n1n2	log	spl5	n1n2	safe	1.8608794534987052	2.2073660076878445	2.520486967501117	0.3440699719258537	0.4662930595100431	0.6628631943350762
log-spl5-n2.klw	log	spl5	n2	risky	2.6956801083476227	2.932991557090437	3.196183523341397	0.41795588957854	0.4976621048511082	0.603304884917296
log-spl5-n2.klw	log	spl5	n2	safe	1.988213822841936	2.388788301565662	2.766599232081698	0.4787412843699303	0.6165085747716437	0.8364351655934034
log-spl5-n2	log	spl5	n2	risky	2.6512233621887877	2.87840036129705	3.1016884439918058	0.2896492644778846	0.3692810382250054	0.471849221454744
log-spl5-n2	log	spl5	n2	safe	1.950457413301656	2.305062729852547	2.6428967600607876	0.3287227756666302	0.4424035360985365	0.6254898188712439
log-spl5-null.klw	log	spl5	null	risky	2.6814254357374128	2.925885583440868	3.1628706129514987	0.4565648199704572	0.5451417946516676	0.6618390086813086
log-spl5-null.klw	log	spl5	null	safe	1.8827910597411823	2.3005890343123285	2.6844795918535813	0.520964308516024	0.6796599891776711	0.928729930294247
log-spl5-null	log	spl5	null	risky	2.677790896831076	2.9433719016756656	3.204652731709718	0.3691613717040568	0.4605662627571817	0.5891724060728376
log-spl5-null	log	spl5	null	safe	1.890900546394348	2.2911326441208324	2.670644683383786	0.4221323549069576	0.5741009919849025	0.8184031289406001
log-spl5-nullind.klw	log	spl5	nullind	risky	2.6587045670167293	2.9002239231113265	3.1294020836679395	0.4295036017732992	0.5190105736841516	0.635780874810549
log-spl5-nullind.klw	log	spl5	nullind	safe	1.896252290660137	2.2978044385096883	2.6617639261908104	0.4881591996027385	0.6327096667527075	0.8650165259560001
log-spl5-nullind	log	spl5	nullind	risky	2.661844332668735	2.8856087155636896	3.11509004159158	0.2998243483554655	0.3860879567565493	0.5046837164514751
log-spl5-nullind	log	spl5	nullind	safe	1.9338198571473029	2.2610749772297645	2.5580127387957834	0.3371961915549925	0.4571504012960568	0.6597314368964948
log-spl5-perc.klw	log	spl5	perc	risky	2.640433631124735	2.885121832597109	3.1272271301761907	0.427780546266393	0.5113937748822472	0.6231080718054115
log-spl5-perc.klw	log	spl5	perc	safe	1.895844517816417	2.268255121375702	2.601958944458184	0.4877114948746499	0.6252936433299621	0.8371096621838191
log-spl5-perc	log	spl5	perc	risky	2.584088825923246	2.8496452239587047	3.1143985964791283	0.330534264422593	0.4120897282687004	0.5179636615719014
log-spl5-perc	log	spl5	perc	safe	1.872291568763905	2.2452154931920125	2.5925392160779706	0.3772735030559497	0.5134288326418384	0.7214736060917799
log-spl5-percmem.klw	log	spl5	percmem	risky	2.6404214813012343	2.8774457267839604	3.108047733265967	0.429067899335754	0.5115114252460795	0.6188337698817485
log-spl5-percmem.klw	log	spl5	percmem	safe	1.8880827537956473	2.264498959664608	2.602071778462424	0.4905503589932231	0.627723016190342	0.8492772158779623
log-spl5-percmem	log	spl5	percmem	risky	2.577776936608992	2.8492967643572995	3.1057248958921573	0.3265914969088857	0.4101730953535031	0.5163654520170003
log-spl5-percmem	log	spl5	percmem	safe	1.851784696164252	2.243573208017425	2.5814894188514437	0.37523192458775	0.5080319339152182	0.7114551392041644
log-weber-mem.klw	log	weber	mem	risky	2.720888199534068	2.9636396666897538	3.193219845804326	0.4227953824110947	0.5174351529270196	0.6489074886818161
log-weber-mem.klw	log	weber	mem	safe	1.7872122505681989	2.4061146674957494	2.983936840799261	0.6074976105155512	0.8106236199909815	1.1522367912884677
log-weber-mem	log	weber	mem	risky	2.754639820776833	2.989384537118852	3.229809876437811	0.3307262186273312	0.4184627574672795	0.5446757209031323
log-weber-mem	log	weber	mem	safe	1.894841529386636	2.437866876204001	2.9917438910752594	0.4545878848619482	0.6234623675781419	0.8902120850305679
log-weber-n1.klw	log	weber	n1	risky	2.806207600261248	3.0356322617646816	3.264254042638065	0.4325033409518558	0.5230418734148999	0.6480629648419094
log-weber-n1.klw	log	weber	n1	safe	1.9770588383006191	2.552061288551893	3.140691411510027	0.6151385174477673	0.8160089392698393	1.124106329631657
log-weber-n1	log	weber	n1	risky	2.8310532620581603	3.051328753360473	3.274581444590712	0.3122884426923383	0.3980714382371228	0.5220058448236062
log-weber-n1	log	weber	n1	safe	2.0609663067485813	2.5498928124497073	3.0672181285013886	0.4240408065978341	0.5766228997915557	0.819812753232452
log-weber-n1n2.klw	log	weber	n1n2	risky	2.8481024413740865	3.0937590189460153	3.35707523803209	0.4220449414038923	0.5141727190411363	0.6437766627382172
log-weber-n1n2.klw	log	weber	n1n2	safe	2.0533910218259246	2.5792191181150343	3.1127304282717967	0.6059841272460395	0.8024835739154832	1.121842269745973
log-weber-n1n2	log	weber	n1n2	risky	2.8682057520856374	3.093174746063169	3.3348592630824045	0.3164054586625438	0.3995108465675793	0.5158900186116122
log-weber-n1n2	log	weber	n1n2	safe	2.150678162107244	2.638682074074799	3.165139813953775	0.436303320549717	0.5986447052290238	0.8480596550953184
log-weber-n1n2pmu	log	weber	n1n2pmu	risky	2.9142603191345855	3.1414194216468077	3.3704013723239457	0.2981129248174212	0.3795139161510999	0.4942105808596397
log-weber-n1n2pmu	log	weber	n1n2pmu	safe	2.061511490881963	2.510374387974701	2.9652548372570093	0.40197687529055	0.547504150312755	0.7800343694948764
log-weber-n1n2psd	log	weber	n1n2psd	risky	2.791433555262087	3.0209366716856394	3.2419322991878423	0.2869671292250704	0.3703031189299324	0.4831795620408067
log-weber-n1n2psd	log	weber	n1n2psd	safe	2.015767652162044	2.435553560418289	2.884121676109072	0.3699905671459444	0.5096459681508807	0.7223413546337444
log-weber-n2.klw	log	weber	n2	risky	2.8683769730499833	3.137556164146101	3.4444100998023592	0.4278093863188012	0.5190466104428675	0.6465710607278539
log-weber-n2.klw	log	weber	n2	safe	2.15537438946237	2.7297507624297825	3.3180732306409286	0.6242813673148706	0.8313834176365843	1.1520126549643943
log-weber-n2	log	weber	n2	risky	2.918212627463524	3.17257422211957	3.457421746471664	0.328413913907237	0.4177201426000798	0.5398564776502986
log-weber-n2	log	weber	n2	safe	2.279981964498257	2.815279747344108	3.401325494071654	0.4741707185023194	0.6544435474009831	0.936043603971085
log-weber-null.klw	log	weber	null	risky	2.741191514224568	2.982969892678381	3.2168443599807808	0.3974626976436984	0.4826368975586698	0.6002993529679359
log-weber-null.klw	log	weber	null	safe	1.8263839307921417	2.292722096410579	2.728796682826498	0.5340918537741874	0.7252861497537095	1.040849609804353
log-weber-null	log	weber	null	risky	2.7661467300187144	3.0018548691008555	3.2402318600980102	0.3034717063799733	0.3896337888374102	0.5057550483480228
log-weber-null	log	weber	null	safe	1.8965069922131377	2.344174272624481	2.779613965850434	0.408455267890467	0.5774067654874084	0.8432950475489718
log-weber-nullind.klw	log	weber	nullind	risky	2.7594970767788056	3.025737703887117	3.2888155676419197	0.417584247662029	0.5064267930276298	0.6328365405721178
log-weber-nullind.klw	log	weber	nullind	safe	1.884614816715428	2.388053899728707	2.8876227002680883	0.5851523474882963	0.7833095109549884	1.128119634861945
log-weber-nullind	log	weber	nullind	risky	2.8137887883966046	3.0506281074119252	3.299273920744544	0.2972932903468583	0.3822840468677362	0.4961025569561773
log-weber-nullind	log	weber	nullind	safe	2.0350442366394255	2.469074193795345	2.9206986203542837	0.3902992272852121	0.5522442162067294	0.8142439773684685
log-weber-perc.klw	log	weber	perc	risky	2.7255470509801114	2.9813381459818356	3.2152390115796603	0.3898928312065458	0.4771858348949709	0.5946983905313391
log-weber-perc.klw	log	weber	perc	safe	1.8290750204041808	2.3367145953249073	2.806521688179943	0.5375188757312962	0.7214942057904628	1.02778594113846
log-weber-perc	log	weber	perc	risky	2.732803082314097	2.9912559478527116	3.2382099847541994	0.3044128394871743	0.3883415414224595	0.5086828675487418
log-weber-perc	log	weber	perc	safe	1.912287272713176	2.3990738531901497	2.8994648169267485	0.4187392089365934	0.5965610085036133	0.8817160786790199
log-weber-percmem.klw	log	weber	percmem	risky	2.7291270350683527	2.9782918856754796	3.2165492787684022	0.3946761336659507	0.4803757287271794	0.6037613900454465
log-weber-percmem.klw	log	weber	percmem	safe	1.8136196439092047	2.326270827521249	2.807891833176419	0.5372831190352375	0.7246745758590107	1.0171791567653488
log-weber-percmem	log	weber	percmem	risky	2.739358009016867	2.9854571880837155	3.226070453066691	0.3049266483403284	0.3885554507548833	0.5117395121600771
log-weber-percmem	log	weber	percmem	safe	1.9043155551696496	2.3917422986014554	2.8788063815164455	0.4189628098807902	0.589802535674339	0.8700680043515769
log-weber-pmu	log	weber	pmu	risky	2.8755959353431817	3.10838541202276	3.3453272008613	0.2906735010889406	0.3686566552497107	0.4775021573238153
log-weber-pmu	log	weber	pmu	safe	2.0125540745952493	2.433914398061164	2.8698804233847595	0.3852479792396979	0.525899040220861	0.7572983765954259
log-weber-pmusd	log	weber	pmusd	risky	2.854916283382661	3.088625251106021	3.3195928036845945	0.2792394886340745	0.3584530404553713	0.4683908855757037
log-weber-pmusd	log	weber	pmusd	safe	2.069663120902105	2.4856861290664787	2.9230650365683633	0.3647216805467301	0.5010764333890229	0.7236363769235558
log-weber-psd	log	weber	psd	risky	2.772256584932729	3.0095163078349008	3.2488740990529728	0.2634819635706665	0.341653457821033	0.444221078333939
log-weber-psd	log	weber	psd	safe	2.005065134839534	2.412571275583451	2.86661841402794	0.3293238309284745	0.4630323293209963	0.671105300083307
log-power-n1psd	log	power	n1psd	risky	2.687270633457283	2.9189847910455007	3.146790240117893	0.2837959287066657	0.3591755475744732	0.4589295777135737
log-power-n1psd	log	power	n1psd	safe	1.9284462933975055	2.2842950816934886	2.6263981456551955	0.330293382592434	0.4461442414993649	0.6260771020498993
log-power-n2psd	log	power	n2psd	risky	2.7265945932917295	3.0084255010761725	3.3036823924157437	0.2863091303162602	0.3598345053166474	0.4578626726261633
log-power-n2psd	log	power	n2psd	safe	2.0394191632695935	2.4155913638469357	2.770589434517204	0.3349276648659976	0.4534381928539709	0.6511204092404884
log-weber+affine-n1n2.pathfinder	log	weber+affine	n1n2	risky	2.774579822549137	3.0165831910124092	3.724869105827697	0.3135224520041245	0.3909964481727677	0.5342344884845858
log-weber+affine-n1n2.pathfinder	log	weber+affine	n1n2	safe	1.9997726736295465	2.4281352968723686	3.877451962121888	0.4012397293747319	0.5460369856740144	0.7700369758393966
log-power-n2.mapjitter.ti0.15	log	power	n2	risky	2.792887912914179	2.983809151021233	3.1893595709435822	0.2588835465400929	0.3137669682742523	0.3795713507131601
log-power-n2.mapjitter.ti0.15	log	power	n2	safe	2.194118900066933	2.44802546813501	2.70749069928209	0.2936327605647953	0.3720578320909762	0.4741045609020809
log-power-n2psd.mapjitter.ti0.15	log	power	n2psd	risky	2.72783665858619	2.904587829328455	3.1078859392762515	0.2152226764086937	0.2708343953758905	0.3362717337215717
log-power-n2psd.mapjitter.ti0.15	log	power	n2psd	safe	2.0680928627900927	2.30004707724654	2.537562587438582	0.2391043683052869	0.3107426995863837	0.4037817126171561
log-power-mem.mapjitter.klw	log	power	mem	risky	2.638982519519074	2.926992121851219	3.1984666827061035	0.5023513838086471	0.5865025260518341	0.6968516063529919
log-power-mem.mapjitter.klw	log	power	mem	safe	1.8734048094909903	2.5044266626120475	3.123180937423138	0.6035773800595287	0.7846287523204387	1.0646830047757223
log-power-nullind.mapjitter.klw	log	power	nullind	risky	2.693285450506449	2.964399439023023	3.2523770291934575	0.4509876971513615	0.5380483473566557	0.6499469425214256
log-power-nullind.mapjitter.klw	log	power	nullind	safe	1.869304244440393	2.324460478768166	2.763124548932229	0.537348741579435	0.7082821902402239	0.9962238967946432
log-power-perc.mapjitter.klw	log	power	perc	risky	2.6092341205422227	2.877765291519493	3.1330315588546953	0.3981829762694308	0.4757611616613917	0.5746637469912113
log-power-perc.mapjitter.klw	log	power	perc	safe	1.8723367602624592	2.26815062847723	2.663616887974332	0.4575951421960398	0.5949977497471404	0.8115328203825884
log-power-n1n2.mapjitter.klw	log	power	n1n2	risky	2.689576733836518	3.0165491034474066	3.3584636850850664	0.455872620833779	0.5371638235331122	0.6409011580140334
log-power-n1n2.mapjitter.klw	log	power	n1n2	safe	2.000408658755102	2.4720495483278135	2.925510567428049	0.549457579216937	0.7201426560910278	0.9969994977198549
