order	n_safe	ratio	p_vertex	cause	leverage	effect
Risky first	14.0	1.8	0.6258273936548228	1.0062488884751926	0.10570733851274386	-0.01712156284696653
Risky first	15.399999999999999	1.8	0.6444664268687946	1.0086347130598006	0.09659510385698278	-0.0206909677555831
Risky first	16.799999999999997	1.8	0.6570744076854453	1.010123446243934	0.08873313210235113	-0.022504720994733662
Risky first	18.2	1.8	0.6654604367903136	1.011083937613797	0.08223694864289358	-0.02303927951420326
Risky first	19.6	1.8	0.6708525347709027	1.011769987800702	0.07698302269713579	-0.0225851808154911
Risky first	21.0	1.8	0.6740547375005088	1.012299812069346	0.07269206703792833	-0.02131980458848981
Risky first	22.4	1.8	0.6756231250176584	1.0126792093584414	0.06902731490570453	-0.01941366427987279
Risky first	23.799999999999997	1.8	0.6759395180256877	1.012833827860902	0.06570158617174385	-0.017065763689989244
Risky first	25.2	1.8	0.6752914522048428	1.01267436270378	0.06254792685859689	-0.014496556557239026
Risky first	26.599999999999998	1.8	0.6741503392383318	1.012238682580583	0.059529230950921046	-0.011976707962072508
Risky first	28.0	1.8	0.672907309336313	1.011598456573317	0.05667442569867275	-0.009700420958635436
Risky first	7.0	2.0	0.33146555754583656	0.9715911289540823	0.1385742098460135	0.042282075042885114
Risky first	8.4	2.0	0.37715149341764115	0.9819120003126042	0.13289955232713332	0.032715955203085734
Risky first	9.8	2.0	0.42368967587119577	0.9894425769899434	0.12778433449931756	0.02290365202341249
Risky first	11.2	2.0	0.4657403856818655	0.9963424607455705	0.12172162455376662	0.012128099744146081
Risky first	12.6	2.0	0.5006146987842006	1.0024438796951407	0.11442756591688108	0.0015596856725100805
Risky first	14.0	2.0	0.5279680627145338	1.007131927865652	0.10640357203010015	-0.0074152603074972845
Risky first	15.399999999999999	2.0	0.5485741307027218	1.0104604144620188	0.09858873411446029	-0.014276470085065607
Risky first	16.799999999999997	2.0	0.563771556375231	1.0127834690751043	0.09158500653697445	-0.019030268099920256
Risky first	18.2	2.0	0.5748472919174837	1.0144699590282757	0.08553064756323243	-0.02189805946853851
Risky first	19.6	2.0	0.5829197078816514	1.0157780850339646	0.08023368219804149	-0.023228566626848468
Risky first	21.0	2.0	0.5889788784012562	1.0168335194343796	0.0754236307276846	-0.02347800218074303
Risky first	22.4	2.0	0.5938316960063794	1.017651556106241	0.0709286925468085	-0.02311638928354931
Risky first	23.799999999999997	2.0	0.5979864668627805	1.0181684185703455	0.06670956170256477	-0.022501596514269973
Risky first	25.2	2.0	0.6016598419178435	1.0183053652914162	0.0628069711119383	-0.021826109824820805
Risky first	26.599999999999998	2.0	0.6050794422421699	1.018109629972657	0.059283300334867	-0.02120397909437577
Risky first	28.0	2.0	0.6083470163017553	1.017660357353319	0.056168905905589636	-0.02063775794501732
Risky first	7.0	2.2	0.26849139634432534	0.9710293497515868	0.11567659214755956	0.04778972341936355
Risky first	8.4	2.2	0.3067049199796589	0.9799069218576557	0.11459889962970125	0.04161929314851531
Risky first	9.8	2.2	0.3457345671575062	0.9879346709715923	0.11317428137838426	0.032445577958800764
Risky first	11.2	2.2	0.3821615923629716	0.9960527863040441	0.11013054657776986	0.02079839735004102
Risky first	12.6	2.2	0.4143939816988178	1.0032089830318744	0.10540414897679415	0.00890228361875356
Risky first	14.0	2.2	0.44130411531154656	1.0088311514591746	0.09980054548033643	-0.0017565974230646098
Risky first	15.399999999999999	2.2	0.46284989381374503	1.0129797577349042	0.0940826164042307	-0.010306800133923988
Risky first	16.799999999999997	2.2	0.4797614200176759	1.0160078524490814	0.0885782176499739	-0.01650937273622083
Risky first	18.2	2.2	0.49318950889454893	1.0182888674128037	0.0832357956775866	-0.02070024327284964
Risky first	19.6	2.2	0.5043947871410852	1.0200898691179434	0.07797271952019631	-0.023535436941597543
Risky first	21.0	2.2	0.5144202531922234	1.0215480255479663	0.07286981222123971	-0.02564724073095992
Risky first	22.4	2.2	0.5238836048279187	1.022691130259109	0.068114368732514	-0.027424541746627507
Risky first	23.799999999999997	2.2	0.5329347270703156	1.023467318498629	0.06386407586590724	-0.028966460966815766
Risky first	25.2	2.2	0.5414075089180393	1.023807610613764	0.06017359431938109	-0.030180205063087606
Risky first	26.599999999999998	2.2	0.5491958034489614	1.0237655350428598	0.0570121026416527	-0.030965697726448638
Risky first	28.0	2.2	0.5561688903636597	1.0234223502956834	0.05428574980966458	-0.031207909074825735
Risky first	7.0	2.4000000000000004	0.22055805921399999	0.9696191488483579	0.09624922139798757	0.04994089723365544
Risky first	8.4	2.4000000000000004	0.2508460925358167	0.9782169764764554	0.09723839226202155	0.04456999472000256
Risky first	9.8	2.4000000000000004	0.282501859795689	0.9873291051791138	0.09760389051214821	0.03481185936923392
Risky first	11.2	2.4000000000000004	0.31421778717684756	0.9965506741785797	0.09631995810512813	0.02267445109942795
Risky first	12.6	2.4000000000000004	0.34379586872076184	1.0046521443134253	0.09370235484233375	0.01044417683978005
Risky first	14.0	2.4000000000000004	0.3695098784766787	1.0111001634325523	0.09031463251146314	-0.00035963954690249045
Risky first	15.399999999999999	2.4000000000000004	0.39099256576103153	1.0159532421663227	0.08640574753953706	-0.008921580300339627
Risky first	16.799999999999997	2.4000000000000004	0.4090480075887556	1.019568352040869	0.08196843926718732	-0.015385643065927157
Risky first	18.2	2.4000000000000004	0.42500822160344526	1.022328594522256	0.0771140000507881	-0.020492111196742768
Risky first	19.6	2.4000000000000004	0.4399814580496791	1.0245143142274094	0.0721780582891311	-0.024928904265653418
Risky first	21.0	2.4000000000000004	0.4544966421995927	1.0262770196924642	0.06753679862445504	-0.028988011740842756
Risky first	22.4	2.4000000000000004	0.4685513999349251	1.0276575385257085	0.06343022017785348	-0.032600184884693295
Risky first	23.799999999999997	2.4000000000000004	0.4818222553496097	1.0286136517356603	0.05990938289263234	-0.03553220171005689
Risky first	25.2	2.4000000000000004	0.4938932294472242	1.0290809448282336	0.05687991918856382	-0.03756522284872271
Risky first	26.599999999999998	2.4000000000000004	0.5045533136860716	1.0291113276306996	0.05419587577278149	-0.038625134257592175
Risky first	28.0	2.4000000000000004	0.5136691331286904	1.0287776157316337	0.05172999727027055	-0.03871169845984751
Risky first	7.0	2.6	0.18325725666321374	0.9679927416602022	0.0802066399378772	0.04914851812951265
Risky first	8.4	2.6	0.2064146818957303	0.9771390790093989	0.08202826687752258	0.04292714771523068
Risky first	9.8	2.6	0.23244797896904776	0.9874373455036676	0.0833288253673059	0.03239523908862188
Risky first	11.2	2.6	0.2605153436596965	0.9976355903252313	0.08347613067591249	0.020229863730840292
Risky first	12.6	2.6	0.28751756059276373	1.0065873554613745	0.08258583305447827	0.008550810831031819
Risky first	14.0	2.6	0.31166324397507206	1.0137579578836082	0.08065242353040536	-0.0013104050884272245
Risky first	15.399999999999999	2.6	0.332970812657933	1.0192089287409962	0.07756852398164829	-0.00921188969867548
Risky first	16.799999999999997	2.6	0.35257558341358	1.0233067720260123	0.07361608870808971	-0.015878412949376752
Risky first	18.2	2.6	0.3715416987487143	1.026449173686595	0.06938856732142919	-0.022011740085134235
Risky first	19.6	2.6	0.3902658078996634	1.0289326532525493	0.06537230892816713	-0.02781583358452061
Risky first	21.0	2.6	0.40855901893189556	1.0309230098513347	0.061783192161288907	-0.033081725515607785
Risky first	22.4	2.6	0.4259727780288112	1.0324706161720876	0.058636760778150575	-0.03748504687430132
Risky first	23.799999999999997	2.6	0.4420348507149692	1.0335359136080942	0.055837018206181574	-0.04080086882498496
Risky first	25.2	2.6	0.45633705376883316	1.034048741559239	0.05324226563567113	-0.042941828094859524
Risky first	26.599999999999998	2.6	0.4686965582634599	1.0340459949266072	0.05076199500243661	-0.04396869910230772
Risky first	28.0	2.6	0.47904976227819207	1.0335758363687422	0.048371864095619076	-0.04402966523731189
Risky first	7.0	2.8	0.15367700345132532	0.9665365340823071	0.0670389311367637	0.04610335289511311
Risky first	8.4	2.8	0.17111600438551028	0.9767130596683177	0.0690950124334909	0.03846052392823124
Risky first	9.8	2.8	0.19328395323489866	0.988071480197843	0.07115040181610356	0.027626889137237848
Risky first	11.2	2.8	0.21823233651276175	0.999163704617552	0.07257275821879923	0.016009614282603724
Risky first	12.6	2.8	0.24277236090931556	1.008873957310612	0.07281590072073856	0.005532506756525779
Risky first	14.0	2.8	0.26572525091496846	1.0166706285590825	0.07138978917253733	-0.0032302130620986413
Risky first	15.399999999999999	2.8	0.28767464840223483	1.0226240141541878	0.06854626356059844	-0.010896484709517151
Risky first	16.799999999999997	2.8	0.3094548788129211	1.0271156791405496	0.06517320164760634	-0.018129667837490537
Risky first	18.2	2.8	0.33130724591538213	1.030561233029455	0.0619537046626383	-0.025077932429850847
Risky first	19.6	2.8	0.3529262430998614	1.0332731861910582	0.05908531990987466	-0.03150826948464064
Risky first	21.0	2.8	0.3737722898100938	1.0354273333779964	0.05649587652486412	-0.03709481215494581
Risky first	22.4	2.8	0.39333813346881535	1.0370752015828077	0.05407065838617072	-0.0416414660320894
Risky first	23.799999999999997	2.8	0.4111830737059265	1.0381675996707118	0.05171490809523236	-0.045087941356183936
Risky first	25.2	2.8	0.4268628265587801	1.0386126871444237	0.04938061381760358	-0.0473967402624389
Risky first	26.599999999999998	2.8	0.4401819404425612	1.0384132531101125	0.04709169437818825	-0.04868161413938932
Risky first	28.0	2.8	0.451146982786749	1.037568921343927	0.04490097794880332	-0.0492104583291989
Risky first	7.0	3.0	0.12987148857398004	0.965459991861505	0.05626678792081845	0.04160139866233245
Risky first	8.4	3.0	0.14333514574034611	0.976801660305164	0.058408007912449544	0.03282301516716471
Risky first	9.8	3.0	0.16254360732435927	0.9891181028961556	0.061216457184696045	0.022210942237126607
Risky first	11.2	3.0	0.18467524557412424	1.0010233039146654	0.06354198440147492	0.01166087002509994
Risky first	12.6	3.0	0.2072684715085122	1.0114047849417678	0.06412813299333806	0.002407245558349258
Risky first	14.0	3.0	0.2300615125695015	1.0197394216875841	0.0626949232537489	-0.005920876997507429
Risky first	15.399999999999999	3.0	0.2534905966765872	1.0261122909990197	0.060235650357680026	-0.01395748901596941
Risky first	16.799999999999997	3.0	0.2774637634457172	1.0309242058248447	0.05776280928216222	-0.021717938274897486
Risky first	18.2	3.0	0.3015043055318549	1.0346090089452513	0.055622392338018994	-0.02893832518774553
Risky first	19.6	3.0	0.32503316659911885	1.0374907098939243	0.05370145364643933	-0.03538502416174433
Risky first	21.0	3.0	0.34751998428870845	1.0397458076940578	0.051816077062374725	-0.04095545610128343
Risky first	22.4	3.0	0.3684857587432875	1.0414131656549541	0.049868095157755	-0.045630650372380344
Risky first	23.799999999999997	3.0	0.3873644037978944	1.0424160292031073	0.04782541971053864	-0.04931695542926151
Risky first	25.2	3.0	0.4036453662382828	1.0426191691848297	0.04574338206539917	-0.05196559103532572
Risky first	26.599999999999998	3.0	0.4171573158030346	1.0419631686478217	0.0437154677777258	-0.05376220808915716
Risky first	28.0	3.0	0.42782884184902986	1.040364424986802	0.04178834950015118	-0.05494528372430241
Risky first	7.0	3.2	0.1105533024171205	0.964839111071374	0.047484947452776774	0.036403095789441314
Risky first	8.4	3.2	0.12144739123731615	0.9772830385808079	0.04984149143274792	0.027124046760164167
Risky first	9.8	3.2	0.1380955725628875	0.9904870491538179	0.053290026884739806	0.01719664094458509
Risky first	11.2	3.2	0.15784813595793112	1.003126889558515	0.05591239904548452	0.007837606141424702
Risky first	12.6	3.2	0.17950855345287514	1.0140981789500874	0.0562928837997333	-0.0008287059461606905
Risky first	14.0	3.2	0.20315881549099665	1.022892427853283	0.05496601765173096	-0.009486946948609326
Risky first	15.399999999999999	3.2	0.22828701961615125	1.0296147163350178	0.05323069251226228	-0.01802422923283828
Risky first	16.799999999999997	3.2	0.2539609105859942	1.0346865856929686	0.051730811702258434	-0.02593807953033614
Risky first	18.2	3.2	0.2794386526886413	1.0385562151941927	0.05046619945977367	-0.03301271220308147
Risky first	19.6	3.2	0.30419240317157553	1.0415496050868558	0.049212300844186894	-0.0393138816325157
Risky first	21.0	3.2	0.3277383723805191	1.0438291876676125	0.04780655007741806	-0.04495642068550343
Risky first	22.4	3.2	0.34944535441594815	1.0454017315948476	0.04617323658915572	-0.04987446696306036
Risky first	23.799999999999997	3.2	0.3686078856069042	1.0461392006776766	0.04438197192054899	-0.05389836945409415
Risky first	25.2	3.2	0.3846968441601628	1.0458313986680987	0.04255638994362606	-0.05700684193417993
Risky first	26.599999999999998	3.2	0.3974551016653985	1.0443193822972834	0.040752293038851244	-0.05935377748152276
Risky first	28.0	3.2	0.40673893090104224	1.0414240182861887	0.03894741074055527	-0.06116979079022783
Risky first	7.0	3.4000000000000004	0.09485675372597811	0.9646444427223954	0.0403999677029692	0.031174253689833967
Risky first	8.4	3.4000000000000004	0.10394582197872447	0.9780835489529379	0.04312467254643764	0.022002734639653618
Risky first	9.8	3.4000000000000004	0.11833467858823847	0.9921059317864928	0.04689397539930743	0.01303850665538793
Risky first	11.2	3.4000000000000004	0.13649836041704097	1.0054056761770904	0.04924967044596136	0.004468576960966419
Risky first	12.6	3.4000000000000004	0.15834614231246893	1.016892368683566	0.04938824558833155	-0.004442177720534235
Risky first	14.0	3.4000000000000004	0.18332646519121673	1.0260782995185507	0.04852381025754588	-0.01374302864626506
Risky first	15.399999999999999	3.4000000000000004	0.2098534780422704	1.0330917147991758	0.04764400909448455	-0.022512796553359665
Risky first	16.799999999999997	3.4000000000000004	0.23663872125305555	1.0383724793607343	0.046962084118750136	-0.030234540678814398
Risky first	18.2	3.4000000000000004	0.2630158238846251	1.0423742671592287	0.046324829223099384	-0.03706032198463752
Risky first	19.6	3.4000000000000004	0.28854722773203734	1.0454100884453112	0.04552947314496434	-0.04335000162976896
Risky first	21.0	3.4000000000000004	0.31263580441478944	1.0476079146204793	0.04441891652634587	-0.049228076393546094
Risky first	22.4	3.4000000000000004	0.33442162016077887	1.0489173930517148	0.043002946551832386	-0.05447459456715886
Risky first	23.799999999999997	3.4000000000000004	0.3531142148072147	1.0491254112996884	0.04142816922178349	-0.05889149403492827
Risky first	25.2	3.4000000000000004	0.36813406907882323	1.0479073595444222	0.03976873333575145	-0.0624627399753131
Risky first	26.599999999999998	3.4000000000000004	0.37921893346609314	1.0450024063261854	0.03803693154949708	-0.06540153039051416
Risky first	28.0	3.4000000000000004	0.3862866988716816	1.0402204180422308	0.03625589938559456	-0.06806073369747834
Risky first	7.0	3.6	0.0821069304143206	0.9647805369374323	0.034782793909964436	0.026425450268072984
Risky first	8.4	3.6	0.08965407697641228	0.9791428611195359	0.0378697862791444	0.017773513015795994
Risky first	9.8	3.6	0.10223012962332273	0.9939162698402564	0.04152872742255116	0.009705307701526014
Risky first	11.2	3.6	0.11982244932635938	1.0078056830502538	0.04337874638308144	0.0012056183644898744
Risky first	12.6	3.6	0.14262447785078938	1.0197412575389766	0.043579552812069926	-0.008483147967420945
Risky first	14.0	3.6	0.1688602981545811	1.0292611282908075	0.04340163670928775	-0.01827314461601723
Risky first	15.399999999999999	3.6	0.19631240534337202	1.036516616474351	0.04328637855163747	-0.02692822487064009
Risky first	16.799999999999997	3.6	0.22375696287817154	1.0419587888758826	0.043203680870834586	-0.03433019482287819
Risky first	18.2	3.6	0.2506834233022545	1.0460325740790601	0.043001962079214265	-0.041038069770884866
Risky first	19.6	3.6	0.276630094055384	1.0490173234625642	0.042491015816052476	-0.047538592007275615
Risky first	21.0	3.6	0.3007200222515289	1.0509808733412571	0.04155539510137238	-0.05376322333920405
Risky first	22.4	3.6	0.3218989455160705	1.051781172049664	0.04030165541780726	-0.05936319769088716
Risky first	23.799999999999997	3.6	0.33935072563479163	1.0510781073539355	0.038843291747739296	-0.06417867670096217
Risky first	25.2	3.6	0.3525322106026915	1.048433065851956	0.03722666480961819	-0.06828890927732278
Risky first	26.599999999999998	3.6	0.3612072523235369	1.0435779975600368	0.03551512404533687	-0.07197663775804292
Risky first	28.0	3.6	0.3651171012650923	1.0362342734888936	0.03369220297537759	-0.07543665290998347
Risky first	7.0	3.8000000000000003	0.07160266393556756	0.9651840658929587	0.030370925850425744	0.02238064353033159
Risky first	8.4	3.8000000000000003	0.07775885467359862	0.9804111277283191	0.03365209695156798	0.014467314976959203
Risky first	9.8	3.8000000000000003	0.08918552676074828	0.9958706725898431	0.03686060020675236	0.006895116947259902
Risky first	11.2	3.8000000000000003	0.10714502823955388	1.0102848408387695	0.038315628984464244	-0.0022134609482703793
Risky first	12.6	3.8000000000000003	0.13115116095648932	1.0226110347957984	0.03890489133893705	-0.012746033388705433
Risky first	14.0	3.8000000000000003	0.15829094506435357	1.0324160618704237	0.039417908702068676	-0.022668690379832546
Risky first	15.399999999999999	3.8000000000000003	0.1862608247444665	1.039870013141289	0.03987991999806597	-0.030999992384980357
Risky first	16.799999999999997	3.8000000000000003	0.21407178069089042	1.0454228080999532	0.0402148401451734	-0.03816023910699065
Risky first	18.2	3.8000000000000003	0.2413037434776308	1.0494906615223503	0.0403007616109422	-0.04499436391598832
Risky first	19.6	3.8000000000000003	0.26727554882998555	1.0522934561202903	0.03994302747490652	-0.051875462675404604
Risky first	21.0	3.8000000000000003	0.29076545984488344	1.0538050088614475	0.03911192727978409	-0.058461692706754914
Risky first	22.4	3.8000000000000003	0.31066497045485236	1.053747113688242	0.03793235789026266	-0.06441873464383208
Risky first	23.799999999999997	3.8000000000000003	0.32621539916272757	1.051646048927834	0.03649039628511503	-0.06970482213003559
Risky first	25.2	3.8000000000000003	0.33688774162354845	1.0470478590614662	0.03487651944704833	-0.07443730878319321
Risky first	26.599999999999998	3.8000000000000003	0.3423134980399678	1.0395829140735824	0.033091812781382915	-0.07874083545492527
Risky first	28.0	3.8000000000000003	0.34258854038525083	1.0286795700997857	0.03109719286110652	-0.0829890980502419
Risky first	7.0	4.0	0.06277329257101401	0.9658126750162174	0.02688980567260958	0.019093358577896916
Risky first	8.4	4.0	0.06776918457513925	0.9818469296556348	0.03011633952500507	0.011908735333596182
Risky first	9.8	4.0	0.07882253313978849	0.9979307601952551	0.03274904429261545	0.004268334596353132
Risky first	11.2	4.0	0.09776867835948393	1.012810729021778	0.03410890662445443	-0.005832283033079061
Risky first	12.6	4.0	0.12283339032236457	1.0254773008594888	0.035246276291894064	-0.016933486409594245
Risky first	14.0	4.0	0.15049849479874325	1.035525481834565	0.03631564791366761	-0.026672365140891094
Risky first	15.399999999999999	4.0	0.1787140191201413	1.0431349530246359	0.03717938799727707	-0.03465847007357334
Risky first	16.799999999999997	4.0	0.2067096271156236	1.0487365186411155	0.03780149836195917	-0.0417836020541035
Risky first	18.2	4.0	0.2340134212959811	1.0526923268099115	0.03805576937838287	-0.048980699391767885
Risky first	19.6	4.0	0.2595238742235878	1.0551306129678644	0.03775963126544654	-0.05628258629720059
Risky first	21.0	4.0	0.28181972442987313	1.0558859044988065	0.036959646246968805	-0.06321738666353016
Risky first	22.4	4.0	0.29986365705355683	1.0545218089411028	0.03576851304501073	-0.06958422600955977
Risky first	23.799999999999997	4.0	0.31291547689925325	1.0505247315132769	0.03430110599528758	-0.07537822519362303
Risky first	25.2	4.0	0.32036035921628614	1.0433603231570243	0.032583241563250015	-0.0805667448992218
Risky first	26.599999999999998	4.0	0.3222663732901997	1.0323312773428892	0.030587808830866186	-0.08549581441623419
Risky first	28.0	4.0	0.3187960516585982	1.0175219902553712	0.028211531978078963	-0.09028444755265944
Risky second	7.0	1.0	0.042196588553085515	1.1099897610985792	0.02979613894600749	0.02940174085486419
Risky second	8.4	1.0	0.038280805233691026	1.0804310191463233	0.027958640384333818	0.02430945341180904
Risky second	9.8	1.0	0.039154318711202785	1.0620892519268286	0.028667197121836605	0.025558827735367107
Risky second	11.2	1.0	0.04394551102330849	1.0501895796978227	0.030981625017208005	0.028985906127287242
Risky second	12.6	1.0	0.05185273688107362	1.0419811608062308	0.033731923879079063	0.03178266344871012
Risky second	14.0	1.0	0.06115840635984429	1.036151478604488	0.035920030658993116	0.03300716753737577
Risky second	15.399999999999999	1.0	0.07001447593172433	1.0319757874028548	0.03729155993216241	0.03287550061872868
Risky second	16.799999999999997	1.0	0.0773206781304713	1.0288609472110988	0.03797008392151269	0.031774462784635166
Risky second	18.2	1.0	0.08271891522469693	1.0263006042782103	0.038132237310907355	0.0299507837104155
Risky second	19.6	1.0	0.08633226532430605	1.0239277466304164	0.03792103556943671	0.027532392754106266
Risky second	21.0	1.0	0.08854321155676	1.0215484787687645	0.0374449118074752	0.02462337678451794
Risky second	22.4	1.0	0.08986152926547038	1.0191409166218406	0.036797020392136615	0.021370700643086757
Risky second	23.799999999999997	1.0	0.0908482229457322	1.0168358944218212	0.0360710393408418	0.01799288664917552
Risky second	25.2	1.0	0.09197195573386088	1.014825518433895	0.03535009796561262	0.014728159752177422
Risky second	26.599999999999998	1.0	0.09331407888806509	1.013105082635093	0.03465715615457645	0.011635123808864403
