label	space	form	placement	memory_model	channel	condition	x	lo	mid	hi	p_gt0
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	6.999999999999999	0.14112056990142982	0.19417526859922754	0.2518192386080918	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	7.515760138376834	0.14984007539287655	0.19641338252709722	0.2467543955672627	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	8.069521493944878	0.15627399894066438	0.19860797016558865	0.24385862913697764	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	8.664083997137997	0.16054818666695106	0.2007731771233279	0.24332542301800272	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	9.302453877319767	0.162642540036462	0.2027814368052694	0.2451856640420683	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	9.987858862892702	0.16351845387662037	0.2045628667489373	0.24813272053710042	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	10.723764501351818	0.16408519519059359	0.20619340320820573	0.25142641467412447	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	11.513891681800072	0.16515772492624275	0.20770126802756647	0.2534800717668872	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	12.36223544852308	0.16724186842005964	0.20888998661457836	0.2538108826693203	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	13.273085200748401	0.17044742820038383	0.2099395655791994	0.25227720874386816	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	14.25104638072347	0.17430095847660637	0.2107915276954851	0.24971161589993723	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	15.301063759771553	0.1774366102507267	0.21145036934197195	0.24782111935235432	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	16.428446440064768	0.17878572267233858	0.21193402752708135	0.24815221088137787	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	17.638894698528226	0.17844621658314114	0.21246695213387212	0.2512131091632802	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	18.93852880860355	0.17768350862833632	0.21329137036207652	0.25511058487101596	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	20.33391998560055	0.17784067029641643	0.21462989093456197	0.2577905844267536	
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	shared_perceptual_noise	perc	ips	21.832123612102944	0.180491194449939	0.2165900327949707	0.2581885943396233	
