session	order	stake	slope	lo	hi	n_boot	p_gt0
1	Risky second	low	2.622844842015093	2.2044472609952583	3.1073650961084267	300	
1	Risky second	high	1.6520805526019704	1.3927885510865181	1.9743446055401916	300	
1	Risky first	low	2.598765076072232	2.2928447802807836	2.9895023578963253	300	
1	Risky first	high	2.0257705419470726	1.6948134629275808	2.381330165855672	300	
1	Risky second	low-minus-high	0.9707642894131225	0.5562580989902808	1.3572435462155885	300	1.0
1	Risky first	low-minus-high	0.5729945341251592	0.16909387342411203	0.9587762135293265	300	0.9966666666666667
