order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.28805378297107254	0.2701326921171374	0.3070097352540861	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.301747140746624	0.2848468985547374	0.32360348767896246	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.3729558604690877	0.3561469956843729	0.38968169797798236	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.3861757655657509	0.3706379189847942	0.40229210717797925	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.4931501413642942	0.47868749387265846	0.5083127359489291	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.5017103248309301	0.4865841207688965	0.5149851650801965	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.5922195111759534	0.5767076832630555	0.6083060958090643	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.5961478153458204	0.5794395869389598	0.6116839421164522	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.6946494594735734	0.6799994679549449	0.7112797582722576	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.6946584739424627	0.6745111786198741	0.7115730593745965	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7647170951374346	0.748980076670803	0.7802627561775141	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7661401422406159	0.7467833985521105	0.7847262104013863	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.3083109624432303	0.29111976834427344	0.32713767910595115	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.3101103807730647	0.29167514306520703	0.3306169345652307	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.41461446474904884	0.3985235488107712	0.4321128617182844	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.4119097918670594	0.3965542100903266	0.42810175756058133	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.5588348231639813	0.5440683404976198	0.5741948176963846	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.5511487417130198	0.5370874786890858	0.5668434774771591	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6721182839784234	0.6549606826370364	0.6860343222648251	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6581228162898138	0.6425124904616367	0.6744243293855837	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.7875990533829426	0.7704828783715143	0.8015814642834266	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7692833232839849	0.7510550520631568	0.7863090861770328	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8503560881928758	0.834624964428796	0.8641094242478953	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8356782921084044	0.8184216578211644	0.851109833062097	3.1878139151914366	0.8135714285714286	0.02718097721217697
