label	order	n_safe	n_sub	risky	risky_sem	risky_sd	risky_lo	risky_hi	safe	safe_sem	safe_sd	safe_lo	safe_hi	ratio	ratio_sem	ratio_sd	ratio_lo	ratio_hi	noise	noise_sem	noise_sd	noise_lo	noise_hi
log-spl5-n1n2.mapjitter.klw	Risky first	7.0	35	0.5773513871781722	0.7156492189524435	4.233837876035581	-1.3920679618317355	2.517856241116852	0.5340690346846657	0.2764206639001614	1.6353267013307187	-1.4882990455829759	2.9258168054487252	0.2790829181590366	0.8628186887942006	5.10450420125589	-2.1762913060884554	2.773899374450064	9.024919594394795	1.0241234176791618	6.058795846730574	-0.3391557996939268	19.087818994932775
log-spl5-n1n2.mapjitter.klw	Risky first	10.0	35	0.19452368776821197	0.9608918610079519	5.684712912654111	-1.2947042742800072	1.7364273171119617	0.03573363897815675	0.25948194212624426	1.5351158718924984	-1.1096214623026341	1.2385873603025157	0.30909105556316313	1.0876097883906555	6.434386280999208	-1.3739115814799587	1.9684508717682456	9.286981309088723	1.0882436117982168	6.438136030846737	2.2965323859252176	16.578510283068486
log-spl5-n1n2.mapjitter.klw	Risky first	14.0	35	0.9241705658295872	1.3791302944937016	8.159044853514407	-1.1065951845865805	2.889600347406722	-0.2117006681469268	0.3717754435952315	2.199453185706641	-2.216163885386018	1.969215026942313	1.407218324079917	1.504508257351527	8.900790884823802	-1.1043359873255143	3.99865904540947	8.185743061423704	1.3220181853674327	7.821165059342309	0.02036483982101501	17.68460772020604
log-spl5-n1n2.mapjitter.klw	Risky first	20.0	35	2.676004695382083	2.0644275654490216	12.213318183626516	-0.1424807608333721	5.660858152937727	2.664798491791262	1.1260639724138346	6.6618843016743305	-1.144745889004546	7.4744290468803465	0.9746830317462235	2.418168915142321	14.306080230993418	-3.295857108460902	5.196925673542753	1.3362716316935754	1.456609493304135	8.617417975207568	-6.989077320462399	10.11362720738309
log-spl5-n1n2.mapjitter.klw	Risky first	28.0	35	5.267531238278588	3.029763426804004	17.924322156889783	0.510762477411014	9.880603405733863	-0.2209568721018304	0.3191144254479932	1.887906400888322	-3.5921589221658516	3.245760732262306	5.775053428737919	3.034062656299208	17.949756741589262	1.2332737783665668	10.599823542946371	2.740022852374327	1.400399168727419	8.284873210377793	-3.2843331849142996	9.864302732624983
log-spl5-n1n2.mapjitter.klw	Risky second	7.0	35	0.9343096973444355	0.3815217757758904	2.2571132644800103	-0.7786515533677408	2.7199907491970734	-0.1695605307151633	0.7361065409024689	4.354865024840486	-2.83367079968199	2.3847170713148977	1.7586969916132964	0.9200011572209801	5.442800246663292	-0.9641266694808166	5.2745873108432235	7.4708273426050615	1.49257514941409	8.830193666205586	-3.1153097943456456	18.275879974549547
log-spl5-n1n2.mapjitter.klw	Risky second	10.0	35	0.04445613496067463	0.5454874631871595	3.2271473528958503	-1.599191024036492	1.7476440133032227	-0.4856077786355556	0.6519894746870633	3.8572217499898738	-2.2614663050233688	1.0767693006301122	0.9142966985667383	0.959493656997564	5.676441026175605	-1.4515650239336146	3.2891430414589875	7.041804161483785	1.1282917618277035	6.675064081586724	0.3410021714467759	14.12595950528219
log-spl5-n1n2.mapjitter.klw	Risky second	14.0	35	0.7520721160411449	1.2250498863751074	7.247492866072254	-1.3462062038940068	2.9795131518058744	-2.250915219546357	0.7764055245517374	4.593277027287386	-4.9657197371877135	0.10437644288785866	3.6566576632416448	1.5850666589949463	9.377380816145255	0.3875213855012017	7.550780611865876	8.207174673530286	1.0574200402855396	6.255781322577663	0.22827932180218344	16.0816493271639
log-spl5-n1n2.mapjitter.klw	Risky second	20.0	35	3.1117552480550015	2.553727863503797	15.10805778481299	-0.0802235723284931	6.178228875375862	-2.4506917664420453	0.4224938352800433	2.4995072373844835	-6.539159794747273	1.235565887441865	5.977787076148114	2.6107444984912878	15.445372746362855	1.5066011436775129	10.736610976737046	5.635128083558541	0.6909207856549955	4.087542491736822	-1.759622567697795	14.252856774572118
log-spl5-n1n2.mapjitter.klw	Risky second	28.0	35	7.282811427082828	4.370772411251536	25.85783829873477	2.3965628102362335	13.139553069210917	-0.7180173119872248	1.1419877386654373	6.756090573266241	-4.189837013390308	3.322797950965325	8.669465806260849	4.177549613239808	24.71471680978365	3.206481724938694	15.076315663591444	3.7483458602911193	1.847088662806477	10.927523895621903	-2.7953601165730757	10.165477557372055
