roi	model	subject	cvr2	null	frac_beats_null	frac_gt0	frac_wins	cvr2_selany	n_voxels
NPCr2cm-cluster	5	34	-0.033631247	-0.018405255	0.3232323232323232	0.202020202020202	0.2659574468085106	-0.00058608607	198
NPCr2cm-cluster	5	35	-0.007982816	-0.017425178	0.392156862745098	0.2784313725490196	0.0405405405405405	0.024040926	255
NPCr2cm-cluster	5	36	-0.02759789	-0.020241205	0.3289036544850498	0.2026578073089701	0.1575757575757575	-0.0020869798	301
NPCr2cm-cluster	5	37	-0.03191598	-0.014778427	0.2561728395061728	0.1851851851851851	0.1159420289855072	0.0070223627	324
NPCr2cm-cluster	5	45	0.03677655	-0.016496936	0.6574585635359116	0.5524861878453039	0.0666666666666666	0.06599319	181
NPCr2cm-cluster	5	46	0.008126659	-0.011759173	0.6190476190476191	0.5333333333333333	0.13125	0.024323005	210
NPCr2cm-cluster	5	47	-0.044638414	-0.016585827	0.1428571428571428	0.0555555555555555	0.1029411764705882	-0.017847363	252
NPCr2cm-cluster	5	50	-0.03530911	-0.015944457	0.3364485981308411	0.2448598130841121	0.1684587813620071	-0.0049396623	535
NPCr2cm-cluster	5	53	-0.019352803	-0.014570678	0.4	0.2657142857142857	0.1758793969849246	0.0053769853	350
NPCr2cm-cluster	5	56	-0.025901694	-0.014214152	0.321311475409836	0.2262295081967213	0.1528662420382165	-0.0027258063	305
NPCr2cm-cluster	5	59	0.06835501	-0.023620114	0.7851002865329513	0.6934097421203438	0.1677852348993288	0.093868315	349
NPCr2cm-cluster	5	62	-0.0029563776	-0.0131498445	0.5166666666666667	0.412962962962963	0.1931818181818181	0.021524964	540
NPCr2cm-cluster	5	63	-0.0019647893	-0.017810594	0.6617021276595745	0.4553191489361702	0.1212121212121212	0.007330736	470
NPCr2cm-cluster	5	67	-0.043629542	-0.01799972	0.2280701754385964	0.143859649122807	0.1827956989247312	0.0066832453	285
NPCr2cm-cluster	5	69	0.0012712834	-0.018577201	0.5460992907801419	0.4113475177304964	0.16	0.026111223	423
NPCr2cm-cluster	5	72	-0.002835338	-0.015569218	0.5169902912621359	0.4150485436893203	0.2254545454545454	0.037173733	412
NPCr2cm-cluster	5	74	-0.0039018483	-0.017124655	0.5882352941176471	0.4194373401534527	0.1328671328671328	0.012625032	391
