label	space	form	placement	channel	parameter	subject	sigma_ips	sigma_vertex
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	1	0.14426715484483202	0.12225532646178482
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	2	0.3199815972616396	0.31234981177169735
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	3	0.13656123067922174	0.13746729993826076
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	4	0.18939477329043813	0.17241318130129346
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	5	0.20257791618833282	0.12792527395482892
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	6	0.2284102886427316	0.29387777913566476
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	7	0.22596685849130763	0.21501346889716275
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	9	0.14291664924942368	0.11036418675237616
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	10	0.1911606623806713	0.20739147446145076
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	11	0.11570724475500939	0.07220362752656512
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	18	0.14418070937149582	0.06924763231529832
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	19	0.1800611635303687	0.25202038281474026
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	21	0.33991873616685564	0.18558694716954474
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	25	0.16739961194966826	0.12844754124551372
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	26	0.23775620174096074	0.20245887127768855
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	29	0.2176898888203927	0.2770543046522426
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	30	0.2239407127232136	0.16933364135051293
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	31	0.20622654255174735	0.2416356052987408
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	34	0.15722921277937876	0.12355789549337827
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	35	0.19670133426206848	0.19620903443240698
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	36	0.1809572574122547	0.1318914022576361
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	37	0.16076312535326007	0.11730834221225662
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	45	0.24967036555915073	0.18326320452908304
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	46	0.25918672753583033	0.2174542281282364
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	47	0.21558397660588416	0.36684848068433584
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	50	0.15942468066485094	0.09093031515286966
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	53	0.15269937726932561	0.11338006512934244
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	56	0.23974044945367837	0.22734227466090065
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	59	0.22951863742240192	0.1088509920166522
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	62	0.19513977436944058	0.16614955557872296
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	63	0.17582201753852333	0.125897632337512
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	67	0.17785851772669725	0.1737259345118304
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	69	0.2010979074328803	0.23220238540254018
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	72	0.1362517886549032	0.08639056312270439
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd7	74	0.21692601054043512	0.3218059426578661
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	1	0.20062742830211017	0.17898532959656527
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	2	0.2287434996240375	0.19284921570044636
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	3	0.18755508047157263	0.13988087445960193
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	4	0.20821960883578927	0.16440607336683383
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	5	0.20994117555390143	0.18772999397706505
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	6	0.2023325229931055	0.1626256972269284
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	7	0.2402040763337836	0.21529027455162617
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	9	0.19152278292046618	0.14093139567238128
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	10	0.20310688482966743	0.1379192666281302
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	11	0.20416142251217526	0.20590001545828307
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	18	0.22272207173084418	0.2021357980371101
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	19	0.21782287324786137	0.1821127915974587
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	21	0.21833379085978044	0.17248994871900383
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	25	0.19148817368024088	0.1600060695234116
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	26	0.19686809760853916	0.1651373852148596
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	29	0.21823411409701807	0.17064937765462063
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	30	0.18893458176426883	0.16047248110143433
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	31	0.21181192925316666	0.17345123045685024
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	34	0.22339348346396726	0.18054468872637713
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	35	0.23257475170073816	0.211424648141955
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	36	0.21378222716166664	0.19299857788897273
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	37	0.21742921785309	0.20303843489500048
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	45	0.21321264903787493	0.16652088433453988
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	46	0.20682362374657448	0.19777874771107767
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	47	0.2076957648145436	0.20819700576666478
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	50	0.20147923277282964	0.13070914397489303
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	53	0.20810281733018635	0.16910220593957276
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	56	0.2067334992908918	0.17556035750064972
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	59	0.20600718853180489	0.15729470498454384
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	62	0.22246771060609102	0.14252238033499498
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	63	0.19390996033719157	0.13735872895914344
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	67	0.2024940871055002	0.20081665882179822
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	69	0.20646639223445967	0.1520436341760951
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	72	0.19660145563682577	0.13453077184791115
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd13	74	0.22295547568102408	0.2169998613476389
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	1	0.24588950108486973	0.23890759754729596
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	2	0.24074272284381348	0.23279485474978148
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	3	0.21342845277341554	0.1910027755846828
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	4	0.21889059852910217	0.21262923885449048
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	5	0.2191228164761371	0.2110859473513592
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	6	0.16852321514886193	0.16020553600972504
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	7	0.2384373099257445	0.22383671192463733
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	9	0.17518807570029182	0.16122933362274494
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	10	0.22322742364068257	0.22739254683399915
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	11	0.25682153698641214	0.24630227838355656
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	18	0.22157074132989715	0.23362844713110467
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	19	0.14760855742712445	0.13927985775420912
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	21	0.22079393522195065	0.21319225589669966
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	25	0.2233317634640489	0.23238982148527298
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	26	0.216771165687477	0.19262250597141647
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	29	0.22199120870552674	0.2035512570672323
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	30	0.27815307260654987	0.22037829828408778
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	31	0.26574625467479573	0.2457704027485361
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	34	0.15151332846247131	0.1450985427066117
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	35	0.3018646618018557	0.2978982910960711
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	36	0.22810441701462855	0.21419357780131437
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	37	0.18191958418060977	0.17322914159874056
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	45	0.21139205630467595	0.19885324133095902
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	46	0.24856855705360045	0.21672388904498563
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	47	0.21475854828333243	0.19758630307702293
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	50	0.1833680147270631	0.17506773417071717
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	53	0.21474088007319442	0.19774827551703836
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	56	0.22597185623914567	0.21263602244968594
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	59	0.21046408074896328	0.19492185968021708
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	62	0.25349381426431467	0.2313537845159439
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	63	0.19196131985058368	0.176526756720259
log-cspl5-perc.mapjitter.klw	log	cspl5	perc	perc	log_perc_cspl5_sd20	67	0.20938934522935085	0.18518080797434242
