term	spline	regressor	mean	lo	hi	p_gt0
n1_evidence_sd	1	Intercept	1.0820044220794094	0.7012368487414873	1.4925921621422282	1.0
n1_evidence_sd	1	stimulation_condition[T.vertex]	-0.28004775401417725	-0.5820897308440836	-0.02074762405837913	0.01755
n1_evidence_sd	2	Intercept	2.1169742966595866	1.776574876577462	2.4568950419687026	1.0
n1_evidence_sd	2	stimulation_condition[T.vertex]	-0.0536825855957339	-0.19290680186513817	0.08078776576252777	0.21695
n1_evidence_sd	3	Intercept	4.455597640323435	4.03119377331802	4.894809339625192	1.0
n1_evidence_sd	3	stimulation_condition[T.vertex]	-0.07081902692232893	-0.3752472408767617	0.22600412448459245	0.32315
n1_evidence_sd	4	Intercept	4.664003608271015	4.051562444352326	5.284810446430283	1.0
n1_evidence_sd	4	stimulation_condition[T.vertex]	0.19569193734279516	-0.2773901793943761	0.6835852011156156	0.7873
n1_evidence_sd	5	Intercept	5.541737965390233	4.987357404774239	6.118130109288235	1.0
n1_evidence_sd	5	stimulation_condition[T.vertex]	0.14906976692959736	-0.28032057830173635	0.6010374360537355	0.74975
n2_evidence_sd	1	Intercept	1.342253927255439	0.904713191216784	1.8239929826211763	1.0
n2_evidence_sd	2	Intercept	1.9436309554097766	1.6603094459868977	2.217728033560899	1.0
n2_evidence_sd	3	Intercept	4.331455272855989	3.909196394756984	4.761915156390947	1.0
n2_evidence_sd	4	Intercept	4.806462137691288	4.240500033202103	5.378223474935072	1.0
n2_evidence_sd	5	Intercept	5.593398698873143	5.039711071075157	6.152426633860134	1.0
