order	n_safe	ratio	p_vertex	cause	leverage	effect	noise_vertex	noise_ips	ratio_vertex	ratio_ips
Risky first	20.695652173913043	1.0	0.9559919669027102	1.0154335543308004	0.09829099572615395	-0.0050756755394404385	0.8195586587669379	0.7999795029833553	0.7984622837453641	0.8107853947826431
Risky first	21.608695652173914	1.0	0.9570021737876958	1.0153499280078024	0.09699833493368575	-0.005161204149920939	0.8141655914732518	0.7936101913010104	0.799688599816915	0.811963762252765
Risky first	22.52173913043478	1.0	0.9578666182589982	1.0153103686078597	0.09595526096890375	-0.005334199771584891	0.8087573133256302	0.7872808404676245	0.8009573248876686	0.8132202767708641
Risky first	23.434782608695652	1.0	0.9585877785616587	1.0153188197346925	0.09514111164719344	-0.005575941844594423	0.8033260920600026	0.7809878591837401	0.8022450585680714	0.8145345060033236
Risky first	24.34782608695652	1.0	0.9591750348601524	1.0153823960338668	0.09452512652557694	-0.005872906106449527	0.7978599176203366	0.7747239594281066	0.8035230143235372	0.8158831235521883
Risky first	25.26086956521739	1.0	0.9596447669007359	1.015502238545558	0.094076107964987	-0.0062198829697428515	0.7923694982364948	0.768497569684757	0.8047764401010139	0.8172522764513049
Risky first	26.173913043478258	1.0	0.9600131442864005	1.015675816681473	0.09376795565950213	-0.006614896250397129	0.7868753573356764	0.7623237621707889	0.8059996906366518	0.8186343940323959
Risky first	27.08695652173913	1.0	0.9602940007592379	1.0159005456219437	0.09357788131864979	-0.0070561953366599095	0.7813951827160798	0.7562153080285996	0.8071883574533038	0.8200230927564918
Risky first	28.0	1.0	0.9604991994222415	1.0161738350572376	0.09348593158499406	-0.0075421553486495485	0.7759440780278729	0.7501829023129979	0.8083390286323686	0.8214129707517962
Risky first	7.0	1.1304347826086956	0.8884182969627437	1.038010279879229	0.1984293152939223	-0.04805198583256132	0.8166024872231639	0.836234501054804	0.8019025311748885	0.8323830708207082
Risky first	7.913043478260869	1.1304347826086956	0.8859192619850192	1.0318518434606534	0.200827173019928	-0.041986153899258416	0.835763345732621	0.8474499813102492	0.8119658096227536	0.8378284174862601
Risky first	8.826086956521738	1.1304347826086956	0.8856605143313665	1.0269856751033832	0.20035128855534282	-0.03607104361348168	0.8486705074311995	0.853962782289665	0.8185123185977443	0.8406004260955399
Risky first	9.73913043478261	1.1304347826086956	0.8877143960109467	1.0232907335063184	0.19733667489696063	-0.030724850382506608	0.8563283806713825	0.8566749692597562	0.8224101750262067	0.8415647112456268
