term	stimulation	payoff	nu	lo	hi	sim_lo	sim_hi
perceptual	ips	7.0	0.816972825358482	0.30486992104294636	1.289697045856985		
perceptual	ips	7.176470588235294	0.8415705887143516	0.3354396044374451	1.2982286681917332		
perceptual	ips	7.352941176470588	0.8662711556947815	0.36921762024147603	1.306457106248181		
perceptual	ips	7.529411764705882	0.8910294015500043	0.4056383007423806	1.31738647923687		
perceptual	ips	7.705882352941177	0.9158005692077819	0.44255586651761647	1.327573843742408		
perceptual	ips	7.882352941176471	0.9405406279032017	0.4789991449074254	1.3400172184301824		
perceptual	ips	8.058823529411764	0.9652066119358335	0.5157443156226849	1.3532302651526498		
perceptual	ips	8.235294117647058	0.9897569337284973	0.5526373688972681	1.367817778953089		
perceptual	ips	8.411764705882353	1.0141516662243506	0.592196121387727	1.3816984860110226		
perceptual	ips	8.588235294117647	1.0383527906792884	0.6297031657723424	1.3950737429610123		
perceptual	ips	8.764705882352942	1.062324407044537	0.6687002930346005	1.4101447695925975		
perceptual	ips	8.941176470588236	1.086032905339885	0.7051776859713801	1.4265227390043738		
perceptual	ips	9.117647058823529	1.109447097628814	0.7426850827668942	1.4433613774910758		
perceptual	ips	9.294117647058824	1.1325383113611849	0.7796781229210118	1.4613783029323242		
perceptual	ips	9.470588235294118	1.155280445885873	0.8168541727713549	1.4810125400974194		
perceptual	ips	9.647058823529413	1.1776499948066042	0.8512329865745372	1.4987929879542548		
perceptual	ips	9.823529411764707	1.1996260375257752	0.8846451087188841	1.518078531608266		
perceptual	ips	10.0	1.2211902037796483	0.9188253043054123	1.5396954801375407		
perceptual	ips	10.176470588235293	1.2423266152155303	0.9496587866863778	1.560947110736283		
perceptual	ips	10.352941176470589	1.263021808116607	0.9784220067988073	1.5813234856760179		
perceptual	ips	10.529411764705882	1.2832646412686275	1.0034403351851973	1.6029724419056781		
perceptual	ips	10.705882352941178	1.3030461927200587	1.029708247326398	1.6256322202905524		
perceptual	ips	10.882352941176471	1.3223596488473521	1.0527866423873395	1.6462733847233824		
perceptual	ips	11.058823529411764	1.3412001887355642	1.0741269502331883	1.6662820666900002		
perceptual	ips	11.235294117647058	1.3595648664534137	1.0940684924112212	1.685317126720986		
perceptual	ips	11.411764705882353	1.3774524933670425	1.1134919896667472	1.7054540127223483		
perceptual	ips	11.588235294117649	1.394863522220594	1.1302319609591014	1.7262916990098074		
perceptual	ips	11.764705882352942	1.4117999343280516	1.1465010473162485	1.7474254668614468		
perceptual	ips	11.941176470588236	1.4282651308808887	1.1611751477592576	1.7661849964191325		
perceptual	ips	12.117647058823529	1.4442638290817393	1.1767612403179144	1.7847509696341168		
perceptual	ips	12.294117647058824	1.4598019635688644	1.1906990623974099	1.8034016229683694		
perceptual	ips	12.470588235294118	1.4748865933952446	1.2043962625837439	1.8194453839864828		
perceptual	ips	12.647058823529413	1.489525814666574	1.2175448693632742	1.8361531074769935		
perceptual	ips	12.823529411764707	1.5037286788193762	1.2308745020034018	1.8532115598036996		
