subject	term	payoff	d_nu	lo	hi	p_pos
1	perceptual	7.0	0.35832650126174975	-0.23099113761624132	1.0730837058350602	0.92575
2	perceptual	7.0	0.5930167464468723	-0.3183855057382648	1.9373908004714322	0.9215833333333333
3	perceptual	7.0	0.31389122996166074	-0.11155859983291568	0.9946726464270172	0.943
4	perceptual	7.0	0.5011681047680961	-0.25317013566947444	1.507814482177064	0.9299166666666666
5	perceptual	7.0	0.34735829858185957	-0.0711457911701377	1.1018956674784999	0.9528333333333333
6	perceptual	7.0	0.3633701714478027	-0.9423589337287127	1.3864803140740358	0.8830833333333333
7	perceptual	7.0	0.5188993485643497	-0.6661433409832964	1.6847106414568103	0.9024166666666666
9	perceptual	7.0	0.30744886069351224	-0.16301161417511031	1.1057876540280203	0.9353333333333333
10	perceptual	7.0	0.36393461895861146	-0.24841450934091422	1.0593100470063483	0.9314166666666667
11	perceptual	7.0	0.30381128018409437	-0.10915134074594145	0.8610146381123125	0.9423333333333334
18	perceptual	7.0	0.4644487675446065	-0.0038462981092223262	1.1753934688570309	0.9738333333333333
19	perceptual	7.0	0.29751323103980215	-0.40057906853071545	1.0405754135435503	0.9034166666666666
21	perceptual	7.0	0.9915001146142537	-0.013041320904962024	2.4312125070863773	0.9726666666666667
25	perceptual	7.0	0.4399573545411084	-0.16434782855879218	1.3704244694100143	0.9306666666666666
26	perceptual	7.0	0.5596250871217535	-0.15867949128792055	1.5062616148441395	0.9431666666666667
29	perceptual	7.0	0.4448778454639838	-0.3433043773067745	1.4624413598025179	0.9264166666666667
30	perceptual	7.0	0.371241496747779	-0.1330781193629872	1.2325975918092442	0.9388333333333333
31	perceptual	7.0	0.4166433960650251	-0.38105780571648756	1.3874318768481664	0.92075
34	perceptual	7.0	0.39551640171150615	-0.27306997120459425	1.301334418195778	0.9255
35	perceptual	7.0	0.6111497029195184	-1.0307222602471042	2.0141247711102674	0.8453333333333334
36	perceptual	7.0	0.40575106316195003	-0.17687782701545712	1.2248302455976599	0.9345
37	perceptual	7.0	0.38494907458295513	-0.25498540277985626	1.233923446570869	0.92125
45	perceptual	7.0	0.5391627126134765	-0.2368199353526794	1.5767612656020742	0.9283333333333333
46	perceptual	7.0	0.5754334738214496	-0.3030274222778936	1.6894744748199477	0.9314166666666667
47	perceptual	7.0	0.27045558654371143	-1.1608664390911387	1.1100064537243577	0.865
50	perceptual	7.0	0.3397979610389813	-0.0839522090991689	0.9728176546452949	0.9525
53	perceptual	7.0	0.3927537015255649	-0.16271706807127753	1.147201068908782	0.9393333333333334
56	perceptual	7.0	0.8031186463165867	-0.09953359659988932	2.219886917851549	0.9565833333333333
