mask	role	n	mean	sem	t
NPC12r	safe	35	1.4836063890858706	0.8679953825407424	1.7092330430873375
NPC12r	risky	35	1.1913149389578697	0.9618963864076837	1.2385065125433903
NPC12r	safe − risky	35	0.2922914501280008	0.7587815309178478	0.3852116033641925
