label	space	form	placement	memory_model	channel	condition	x	lo	mid	hi	p_gt0
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	6.999999999999999	0.18971989845066137	0.24746518455880986	0.3159757897866535	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	7.515760138376834	0.21763260040840748	0.2678671106524429	0.3276447295832927	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	8.069521493944878	0.24097255608083193	0.2878196308549737	0.3434599019914426	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	8.664083997137997	0.25923514840832146	0.3065702303871588	0.36361385972927385	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	9.302453877319767	0.27349634085015734	0.32370157195011395	0.38563060637218544	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	9.987858862892702	0.2848878437909028	0.33877932798502797	0.4072541376718862	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	10.723764501351818	0.29424776950047365	0.3515471639917489	0.42558267728831917	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	11.513891681800072	0.30221582216654325	0.3614003666797782	0.43862715374941547	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	12.36223544852308	0.30904930613117304	0.3678733408732898	0.4449599996147192	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	13.273085200748401	0.31449425212594195	0.3706541003597239	0.4438356063381188	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	14.25104638072347	0.31759576493384806	0.36959063569399864	0.43592962137275254	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	15.301063759771553	0.31735887597046364	0.365519011229453	0.42468917292820524	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	16.428446440064768	0.31347423552514875	0.35903479134360466	0.4136677126777544	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	17.638894698528226	0.30610987920360916	0.35094180930746854	0.40515427962037776	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	18.93852880860355	0.2965545909151303	0.3422830115403603	0.3984603982409739	
log-cspl5-n1n2.mapjitter.klw	log	cspl5	n1n2	independent	n1	ips	20.33391998560055	0.2877419683694052	0.33412339057703194	0.3914592742985162	
