label	parameter	n	sd_within	sd_between_observed	sd_between_model	reliability_var	ceiling_var	reliability_draw	ceiling_draw	rank_stability	ceiling_rank
log-power-percmem.mapjitter.klw	log_perc_power_sd112	35	0.2619408049948877	0.35243955728096776	0.4497979761202076	0.44762117531784396	0.6690449725674978	0.6131745652165095	0.7830546374401403	0.568571568627451	0.7540368483220504
log-power-percmem.mapjitter.klw	log_perc_power_sd7	35	0.29691535085716664	0.2749869468242817	0.38552574890872887	0.0	0.0	0.499017260310486	0.70641153749814	0.47629341736694675	0.6901401432802955
log-power-percmem.mapjitter.klw	log_mem_power_sd7	35	0.4359765600085194	0.16378210198812693	0.3807654002450778	0.0	0.0	0.128085154491205	0.35788986363294084	0.12622128851540615	0.35527635513133454
log-power-percmem.mapjitter.klw	log_mem_power_sd112	35	0.422663651205379	0.11240081446976861	0.33008099590813095	0.0	0.0	0.0689783569464025	0.2626373106517855	0.06667352941176469	0.25821217905390265
