label	parameter	n	sd_within	sd_between_observed	sd_between_corrected	reliability	ceiling_corrected	ceiling_naive
log-power-n1n2	log_n1_power_sd112	35	0.281569053377307	0.29072163204213536	0.07237358300823571	0.061973418335887445	0.24894460897132809	0.7183236002776016
log-power-n1n2	log_n1_power_sd7	35	0.26409095089693807	0.24097363844857975	0.0	0.0	0.0	0.6740361168687864
log-power-n1n2	log_n2_power_sd112	35	0.3246975641599064	0.30179718361798835	0.0	0.0	0.0	0.6808051016657796
log-power-n1n2	log_n2_power_sd7	35	0.33772802649304623	0.13500671214839655	0.0	0.0	0.0	0.3711903902374542
