subject	term	payoff	d_nu	lo	hi	p_pos
35	perceptual	14.0	0.06618880328905816	-0.24498601440233564	0.3506324224688081	0.6856
36	perceptual	14.0	0.19612491575388485	-0.06536525997183304	0.4533567697584346	0.9334
37	perceptual	14.0	0.10423394922666054	-0.13986767529601035	0.34622064643317463	0.80795
45	perceptual	14.0	-0.11663230316761579	-0.4896836777225157	0.2192268335674719	0.26415
46	perceptual	14.0	0.25966609924044953	0.0022103166923770966	0.5241978968849345	0.9759
47	perceptual	14.0	0.15228579136018255	-0.10753298178400522	0.4120744907249829	0.8847
50	perceptual	14.0	-0.0505177611779878	-0.36844150033205775	0.25727142735196745	0.3777
53	perceptual	14.0	0.2664859856466276	0.037595685630103376	0.5078577782236647	0.98905
56	perceptual	14.0	0.0641538237784357	-0.1971163203518217	0.3208268447037104	0.69395
59	perceptual	14.0	0.3011591007481931	0.022468901129295164	0.5933126885807265	0.9824
62	perceptual	14.0	0.14979976474456624	-0.10040263944307251	0.39939669426648805	0.8873
63	perceptual	14.0	0.12644899896155742	-0.11850237506541028	0.37118304859426576	0.8519
67	perceptual	14.0	0.48219844246262	0.24624462355509327	0.7368800360491543	0.9999
69	perceptual	14.0	-0.0036590150417162804	-0.2678343483789711	0.23912140721589706	0.4972
72	perceptual	14.0	0.43045237148011956	0.1782919292488512	0.7126346989345038	0.99975
74	perceptual	14.0	-0.030547211799414765	-0.3650364060957431	0.258856077324617	0.44055
1	perceptual	20.0	0.1949838604014003	-0.06407776286675416	0.447446991140654	0.93355
2	perceptual	20.0	0.016567211652668227	-0.23259945039190913	0.24994736881760377	0.5655
3	perceptual	20.0	0.1558804232771324	-0.10671886493056994	0.4144766471108036	0.8827
4	perceptual	20.0	0.1425938807428248	-0.10939978348797387	0.3886647663741677	0.875
5	perceptual	20.0	0.14675841912755017	-0.10623964539854978	0.39817472952285304	0.8788
6	perceptual	20.0	0.25046131881501366	-0.009159554677385417	0.5199370943940574	0.97155
7	perceptual	20.0	0.015767883162475103	-0.2291501367761945	0.25089908079519985	0.5611
9	perceptual	20.0	0.42938285257444014	0.13605767661730475	0.7608699596117197	0.9984
10	perceptual	20.0	0.03766548478088694	-0.21312360633284375	0.2729999037347015	0.62695
11	perceptual	20.0	0.11670045047569115	-0.14759102206620342	0.37677067679019416	0.81325
18	perceptual	20.0	-0.0077602235570459355	-0.27639250943801474	0.24865202319572338	0.48005
19	perceptual	20.0	0.18817158031432518	-0.07158094698970412	0.4483518501903965	0.9269
21	perceptual	20.0	0.2069294986849727	-0.02884817735501417	0.4455029070362652	0.95875
25	perceptual	20.0	0.0891443307049667	-0.16750832962901824	0.33784610396501125	0.7585
26	perceptual	20.0	0.17474417432132702	-0.062736536113922	0.41849638484498425	0.92525
29	perceptual	20.0	0.34599724532577064	0.11758423001815461	0.5875544197241365	0.99835
30	perceptual	20.0	0.4740419283131743	0.24362873762891943	0.7236596983499031	0.99995
31	perceptual	20.0	0.2171581593112807	-0.01775682151460732	0.4552375555894072	0.9652
34	perceptual	20.0	0.10729786262203381	-0.13143159013601446	0.3373589527473576	0.8191
35	perceptual	20.0	0.09049848084382937	-0.1913417523528821	0.355049535792342	0.75485
36	perceptual	20.0	0.21833751065619958	-0.03461369362015033	0.47085187613728957	0.9564
37	perceptual	20.0	0.12460682231218013	-0.1206859332370364	0.36746828638934653	0.848
45	perceptual	20.0	-0.05132943217932309	-0.40324666750836635	0.26807895137048904	0.3927
46	perceptual	20.0	0.2581754868572079	0.006752967083671142	0.516645386457872	0.97835
47	perceptual	20.0	0.18805302566100376	-0.06112133228423872	0.4394432259853558	0.93265
50	perceptual	20.0	0.01625535321085011	-0.29140724334527524	0.316232443550584	0.5447
53	perceptual	20.0	0.31500345490995396	0.08551175552957395	0.5531226994098266	0.9968
56	perceptual	20.0	0.15173427924952726	-0.10018281227888427	0.4069632707592683	0.8835
59	perceptual	20.0	0.3119882469989059	0.0388265855494813	0.6016360518736307	0.9873
62	perceptual	20.0	0.14971452092699625	-0.09789983440625842	0.3964711470092132	0.8892
63	perceptual	20.0	0.16769225485643616	-0.070736309442293	0.4077800999548892	0.9201
67	perceptual	20.0	0.48905144760188507	0.2533441829835814	0.7460021652217165	0.99995
69	perceptual	20.0	0.037524786196679906	-0.2126271907243203	0.27417938222404764	0.6234
72	perceptual	20.0	0.4182971854321714	0.16414141874872	0.70155770199166	0.9998
74	perceptual	20.0	-0.0494512444442648	-0.37307528749218793	0.23547197217315227	0.38705
1	perceptual	28.0	0.21541135941682987	-0.03731440676629859	0.4530859275943475	0.95485
2	perceptual	28.0	0.06386139044001099	-0.1883659732698728	0.2913103138707039	0.7121
3	perceptual	28.0	0.1959057888277673	-0.05241638055757649	0.441806516646291	0.9418
4	perceptual	28.0	0.19607613344831984	-0.042984056683357516	0.43204586148927393	0.9482
5	perceptual	28.0	0.1966194234357681	-0.04164140033627629	0.4310202517761904	0.94795
6	perceptual	28.0	0.2979761290485813	0.05245479676020131	0.5619577439573872	0.99155
7	perceptual	28.0	0.09124789660113405	-0.1390100268808715	0.31651203702112113	0.78985
9	perceptual	28.0	0.38422359312634174	0.09783784986292385	0.6826334320450513	0.995
10	perceptual	28.0	0.10828599977447163	-0.12468175663148338	0.33419868138482295	0.83145
11	perceptual	28.0	0.1586216420193333	-0.09197661757287172	0.40385966756899894	0.89915
18	perceptual	28.0	0.07877008056034003	-0.16706718050594294	0.3191038576732253	0.7481
19	perceptual	28.0	0.2216266146665583	-0.023769693581286586	0.46755271319580166	0.9623
21	perceptual	28.0	0.21726679007755792	-0.015269507170645279	0.44491971553149395	0.96765
25	perceptual	28.0	0.14741690636155041	-0.09115327918187613	0.38874818890046303	0.89075
26	perceptual	28.0	0.19875180188063846	-0.033264771381388544	0.4296948372794758	0.95385
29	perceptual	28.0	0.3367722664643517	0.11109699068330174	0.5636382770222276	0.99715
30	perceptual	28.0	0.4466688858663938	0.22166287527920325	0.6831471440887592	0.9999
31	perceptual	28.0	0.23405882365452335	0.0035759528731865737	0.46160868170500585	0.9763
34	perceptual	28.0	0.1471242793543128	-0.07999819017510505	0.37125405467675127	0.90195
35	perceptual	28.0	0.15556452366553322	-0.06693298695358507	0.3720686652796432	0.9194
36	perceptual	28.0	0.2410506335662329	-0.0016757976941421645	0.48199360517028184	0.9743
37	perceptual	28.0	0.17929100459779732	-0.05300567182321271	0.414657430890634	0.93705
45	perceptual	28.0	0.07011984385751382	-0.23386756962384062	0.35397262494104015	0.6887
46	perceptual	28.0	0.26975879222411775	0.029687943078070957	0.5089518339745412	0.98495
47	perceptual	28.0	0.21491932823449797	-0.020160618244520232	0.4487535750610179	0.96405
50	perceptual	28.0	0.11158612604849512	-0.16363055365258958	0.39674385496208087	0.7928
53	perceptual	28.0	0.3538320794829865	0.12827661096531554	0.5993297282941183	0.9993
56	perceptual	28.0	0.24069447067657412	-0.0029050235300342006	0.5173869257659881	0.9737
59	perceptual	28.0	0.31295115817786345	0.054944132209202225	0.5768729154675439	0.99165
62	perceptual	28.0	0.19616165661186866	-0.032878557754891055	0.4333389143212582	0.95365
63	perceptual	28.0	0.20816009701906946	-0.021905721261026304	0.4405989709543535	0.9637
67	perceptual	28.0	0.4708869663875883	0.23937475908786282	0.7237231777041017	0.99995
69	perceptual	28.0	0.11237378921211985	-0.11767957276396511	0.3387119617537025	0.8377
72	perceptual	28.0	0.3974691461895345	0.15582699092001082	0.6588159797680557	0.99945
74	perceptual	28.0	0.007317247450553425	-0.3011112228721655	0.27420660062338365	0.54225
1	perceptual	-1.0	0.061844079633555524	-0.469238174045011	0.6265072768284354	0.5842
2	perceptual	-1.0	0.1010149842386218	-0.38388433314263565	0.593240671487794	0.6693
3	perceptual	-1.0	-0.1022482508773509	-0.8501632407771841	0.5234837369589409	0.3948
4	perceptual	-1.0	-0.18916638337247801	-0.8951491226490315	0.37592770734938596	0.2818
5	perceptual	-1.0	-0.20689018575078807	-1.0362839828820374	0.4381143088380615	0.3011
6	perceptual	-1.0	0.0146576926096495	-0.550058554920524	0.6152111160176594	0.5108
7	perceptual	-1.0	0.23240955520407233	-0.22326628110244404	0.7490009871733324	0.83805
9	perceptual	-1.0	0.10364714724690943	-0.4555556267197118	0.7777471993064153	0.60715
10	perceptual	-1.0	0.1305346682640731	-0.5078491528562203	0.76115459942436	0.6765
11	perceptual	-1.0	-0.25386222804008596	-1.1028146985927543	0.3903114902769277	0.2641
18	perceptual	-1.0	0.19813440551067765	-0.29047780270290763	0.7310939285171186	0.79325
19	perceptual	-1.0	-0.02279291531302927	-0.6885707773835124	0.6007092071244021	0.47795
21	perceptual	-1.0	0.111686094931364	-0.39777695601846863	0.6799520273020055	0.65635
25	perceptual	-1.0	-0.11453968161870637	-0.6881868536462695	0.3879016783398672	0.3441
26	perceptual	-1.0	-0.0005592119058265546	-0.5925589875991301	0.5769800033447915	0.5048
29	perceptual	-1.0	0.05865428395945658	-0.4034616338386333	0.5999271631561138	0.56975
30	perceptual	-1.0	-0.09784311323478843	-0.5370220748854463	0.4024490871454055	0.31935
31	perceptual	-1.0	-0.03385134229403331	-0.5921282723351312	0.5023603921725094	0.44855
34	perceptual	-1.0	0.10122815089141729	-0.44371283701086617	0.6468722153509862	0.65425
35	perceptual	-1.0	0.03174986714983396	-0.6992839661334607	0.6696505686290212	0.56695
36	perceptual	-1.0	-0.12194928469998072	-0.7685232033543652	0.4561898823216852	0.345
37	perceptual	-1.0	0.04417610237996645	-0.5639577117508398	0.6177536184999995	0.5725
45	perceptual	-1.0	-0.0677626538463101	-0.8669056603404449	0.5472494239596002	0.4584
46	perceptual	-1.0	0.023364680205035404	-0.4845147989604246	0.5997059177790413	0.5161
47	perceptual	-1.0	-0.2305357319765715	-0.9254534664762153	0.35135140702650997	0.243
50	perceptual	-1.0	-0.17691767760245936	-1.091855739075225	0.49202507289253417	0.3567
53	perceptual	-1.0	-0.2586096907415611	-0.9013201531506345	0.274196368056943	0.1759
56	perceptual	-1.0	-0.3889317932783514	-1.1387027072541458	0.19553312416074414	0.11535
59	perceptual	-1.0	-0.10223517460366584	-0.7272976670741289	0.5058355653143086	0.35545
62	perceptual	-1.0	0.19414161758147375	-0.3362740146557873	0.8118389989697337	0.752
63	perceptual	-1.0	-0.20848668633303497	-0.9500534197409786	0.39652597630876735	0.2777
67	perceptual	-1.0	-0.13608034849835762	-0.6595191111094515	0.4418014550291403	0.29015
69	perceptual	-1.0	-0.056054073169334126	-0.7655593888066754	0.5279055553282652	0.45405
72	perceptual	-1.0	0.010095769557225548	-0.5244101619817111	0.6197661839762044	0.49235
74	perceptual	-1.0	0.3604625817562837	-0.18445783805945745	0.9846883936911957	0.9028
1	memory	7.0	0.07138638721692533	-0.34775226299866263	0.46574782998800685	0.66405
2	memory	7.0	0.08162288379423623	-0.44451289927224	0.5890617513774914	0.6439
3	memory	7.0	0.08926074471409867	-0.10997412173231978	0.32581551890479055	0.81735
4	memory	7.0	0.12767276408737024	-0.19122522027663255	0.4715684679158741	0.80175
5	memory	7.0	0.05864237972879264	-0.17548734604875918	0.29459646362684605	0.7243
6	memory	7.0	-0.01372329102632783	-0.5035392479961569	0.3904756333321378	0.5041
7	memory	7.0	-0.12444987065567376	-0.6145277114373764	0.2807171428397583	0.29685
9	memory	7.0	-0.1679137870817863	-0.8021075153362897	0.30081982470076657	0.28225
10	memory	7.0	0.07180254747683357	-0.14021062934847067	0.30341620191855057	0.76165
11	memory	7.0	0.12823374429269596	-0.19981456741921994	0.47502021864936156	0.7959
18	memory	7.0	0.02624800146074297	-0.4039171879206652	0.4181793315167	0.57055
19	memory	7.0	0.03197436412789575	-0.29737815971171216	0.3202116699568769	0.61645
21	memory	7.0	0.023276489743584858	-0.39112631758739047	0.3923941492184649	0.5708
25	memory	7.0	0.18480755493600745	-0.3513761026928204	0.7214742282843922	0.77215
26	memory	7.0	0.06273476325314623	-0.3156806499646866	0.4138257660835025	0.6596
29	memory	7.0	-0.030656935739385226	-0.5454203754479929	0.4369933165498086	0.46285
30	memory	7.0	-0.09357835026286221	-0.6258290301556179	0.34667148350091065	0.3585
31	memory	7.0	0.07303355511456179	-0.23197418035744216	0.3746870160681203	0.70355
34	memory	7.0	0.08113824044531313	-0.3211832090045815	0.4765713173437889	0.68295
35	memory	7.0	0.030330463265062464	-0.4679574967246411	0.4122589504253217	0.61555
36	memory	7.0	0.031333787748988526	-0.2732686288315003	0.3081455336399665	0.6113
37	memory	7.0	-0.04402054021289926	-0.4769115839554663	0.30786854297724353	0.43275
45	memory	7.0	0.08087472822535198	-0.4251041074870167	0.5330048411316617	0.67235
46	memory	7.0	0.03259125527709259	-0.34841437707362105	0.38298961603661125	0.5935
47	memory	7.0	0.03754492896779652	-0.35430962858095766	0.3887290708038811	0.60665
50	memory	7.0	0.02987568050843602	-0.48609708833466586	0.42063048770969186	0.61285
53	memory	7.0	0.10970132007362027	-0.185262138268187	0.42419133982912993	0.77865
56	memory	7.0	0.28618370317782654	-0.12589973707353022	0.7644668326180549	0.9131
59	memory	7.0	-0.016820886514967288	-0.4865688180576074	0.34574332328519	0.5074
62	memory	7.0	-0.006971397959916982	-0.39038658561074413	0.3446879349362894	0.5017
63	memory	7.0	0.12671114938827616	-0.1418015108594593	0.42788192036247547	0.8344
67	memory	7.0	0.038101607504928914	-0.22899592681287592	0.2918162968815364	0.6379
69	memory	7.0	0.106619546225264	-0.051002710237274755	0.3077517389949897	0.8982
72	memory	7.0	-0.12045191648699415	-0.5962860376830692	0.23229262693344097	0.2919
74	memory	7.0	-0.01778599817777234	-0.3955557807781021	0.27876029332853697	0.4889
1	memory	10.0	0.05183838678376263	-0.15192777135927812	0.2572573704323468	0.7058
2	memory	10.0	0.14025333479321844	-0.07504290669181561	0.3577243195675303	0.90795
3	memory	10.0	0.08785279039006522	-0.06113330682826859	0.2525396066121682	0.87795
4	memory	10.0	0.0920504772020456	-0.09588525570182477	0.2947870019951957	0.83265
5	memory	10.0	0.11160127148384338	-0.03656254756735523	0.27259538477947765	0.9334
6	memory	10.0	-0.024691953821519064	-0.2621718579991883	0.1931443494946047	0.42065
7	memory	10.0	-0.0004112305423937684	-0.20637555438854946	0.18620252283496974	0.5126
9	memory	10.0	-0.024482743911582446	-0.28538402111088623	0.20823478262776132	0.4341
10	memory	10.0	0.07474220253983005	-0.06906583991787943	0.2272847601454359	0.84165
11	memory	10.0	0.09557861112620145	-0.09415988030339674	0.2933756708286709	0.84485
18	memory	10.0	0.058792968079139994	-0.13959099654111418	0.249366622265474	0.7417
19	memory	10.0	-0.028588097094175213	-0.23473550512444788	0.16092856848433837	0.38885
21	memory	10.0	-0.025296747337943477	-0.2375702741876194	0.17235546732096682	0.40675
25	memory	10.0	0.15199377304185333	-0.07466802945426104	0.3861363536766552	0.91375
26	memory	10.0	0.0477643734155742	-0.15290592017382593	0.2427907030536115	0.69675
29	memory	10.0	0.01744647645545773	-0.20320816180677065	0.23267260203117496	0.5695
30	memory	10.0	-0.04802074913997824	-0.2685923551666974	0.15121603079297438	0.32825
31	memory	10.0	0.05598265874231581	-0.1156718905006105	0.23117494562040897	0.75045
34	memory	10.0	0.050512634588186535	-0.1637045800050577	0.2643716109208356	0.6917
35	memory	10.0	0.009468991465401847	-0.2518639467497607	0.24194276993051989	0.5532
36	memory	10.0	0.052857410632186	-0.1235116086836671	0.22910959792159466	0.73785
37	memory	10.0	-0.023428805558773882	-0.23917328252741518	0.17498328719721395	0.42035
45	memory	10.0	0.08823745754113194	-0.1472521890329832	0.3143129796741953	0.78665
46	memory	10.0	0.010137278337793668	-0.18345546525065975	0.19321137971188218	0.54955
47	memory	10.0	0.024018245687436594	-0.18239626121960423	0.2196167153117337	0.60405
50	memory	10.0	0.10156609952781635	-0.14283912070692656	0.3263739364904613	0.82025
53	memory	10.0	0.06598748407434843	-0.11342444997160353	0.2525024150145271	0.7645
56	memory	10.0	0.15967510486164851	-0.04549215610154595	0.3847172936467024	0.93745
59	memory	10.0	0.029455603686238074	-0.19245061274347217	0.2339082611878089	0.62525
62	memory	10.0	0.04154259664443724	-0.14839507114703787	0.22603813651516586	0.67855
63	memory	10.0	0.11611989670860119	-0.0551343765889239	0.29744897572042023	0.91145
67	memory	10.0	0.04010934053118592	-0.11628638464441284	0.19875242306029564	0.69615
69	memory	10.0	0.09157760880251689	-0.040478327791497015	0.23721244657281593	0.911
72	memory	10.0	-0.07505160577080126	-0.30251149740590766	0.12443689414759916	0.2436
74	memory	10.0	0.05819160237153862	-0.1305011382180888	0.2365699819689756	0.7501
1	memory	14.0	0.025825075550568125	-0.13756750055900385	0.18301779672458987	0.63315
2	memory	14.0	0.1580500239716069	0.004405656798320402	0.3172873411941023	0.9783
3	memory	14.0	0.06300859516801283	-0.07812001395453218	0.20230179032002935	0.8165
4	memory	14.0	0.04283759284333362	-0.1251264439795256	0.20793614694400683	0.70035
5	memory	14.0	0.14788052378199662	0.014221167914665577	0.28485122354994213	0.98615
6	memory	14.0	-0.03760007756302051	-0.23561963758926227	0.14414620325157876	0.3507
7	memory	14.0	0.07039251798398309	-0.07015822507574532	0.21372759562231525	0.8423
9	memory	14.0	0.06780222920906366	-0.15524292930891895	0.2767123920637089	0.7404
10	memory	14.0	0.05552522333774214	-0.08473910454516577	0.19656555000292172	0.7834
11	memory	14.0	0.05786096342410249	-0.08356104942851822	0.19821455747344602	0.79565
18	memory	14.0	0.07427588676215276	-0.06463898426973391	0.2158980890715343	0.85705
19	memory	14.0	-0.09157715551216396	-0.2999780407553789	0.09458217542843197	0.17295
21	memory	14.0	-0.05792291530630557	-0.23501360763567447	0.10472338732512824	0.24925
25	memory	14.0	0.128547373586491	-0.018847142568126293	0.2801522745062658	0.959
26	memory	14.0	0.03939978291256598	-0.12198660448913183	0.19674738483528548	0.6958
29	memory	14.0	0.04457120352765241	-0.11905876063617139	0.20505298234338118	0.7148
30	memory	14.0	-0.018239242863423873	-0.1783839824459003	0.13378049853667076	0.4069
31	memory	14.0	0.0371807454638902	-0.11062214478014967	0.18245250605132152	0.698
34	memory	14.0	0.022591383964458214	-0.1571475556946941	0.19790905437853976	0.60705
35	memory	14.0	-0.015886229807341327	-0.2460059232516708	0.19136580868953568	0.4551
36	memory	14.0	0.06537261706931485	-0.08125888015855871	0.21310024680839848	0.8097
37	memory	14.0	-0.006329726882784006	-0.1641838789953754	0.14450523748802976	0.46985
45	memory	14.0	0.08189651148489442	-0.12774092665187012	0.27286993943360105	0.8011
46	memory	14.0	-0.01100021077830959	-0.17101256821487823	0.13721938901298092	0.4522
47	memory	14.0	0.008256792049544262	-0.1405957869226046	0.1543234649928658	0.5494
50	memory	14.0	0.14749590673679217	-0.038512108393324154	0.32980585506602134	0.945
53	memory	14.0	0.003130162677093028	-0.16246593815609853	0.1600600070691201	0.5253
56	memory	14.0	0.05931009166121555	-0.09801710572155337	0.21658210047895102	0.7794
59	memory	14.0	0.06319397656420073	-0.121503701080138	0.24484498604409935	0.7649
62	memory	14.0	0.07573496027341435	-0.074302621865745	0.22500493700182755	0.8459
63	memory	14.0	0.08633997352508496	-0.060280190192467484	0.2357360334101239	0.882
67	memory	14.0	0.032651664834111235	-0.11299719644210468	0.17559592695461432	0.67635
69	memory	14.0	0.03659171110411225	-0.10322168796722338	0.17052819339651806	0.70755
72	memory	14.0	-0.03248431470006453	-0.19379801475486458	0.1215181276828217	0.34395
74	memory	14.0	0.10899407687571169	-0.060288800154392676	0.27933893280605454	0.9032
1	memory	20.0	0.01049608567454704	-0.12863042127960506	0.14537948107111862	0.56695
2	memory	20.0	0.1388039701592062	0.013582733243518275	0.27017733071247013	0.98635
3	memory	20.0	0.05350783832275275	-0.07137046743094906	0.1795899676392824	0.8043
4	memory	20.0	0.01682996928941924	-0.13529937066976983	0.162585588088456	0.59805
5	memory	20.0	0.1374456039628267	0.011989456509842459	0.2666752081269632	0.9842
6	memory	20.0	-0.03890615462543664	-0.21981606553852873	0.12369661597715736	0.33375
