label	parameter	kind	n	r	lo	hi	p_gt0	p_lt0	r_posterior_mean_only
log-power-perc.mapjitter.klw	log_perc_power_sd112	pearson	35	-0.15220774425659406	-0.3412765226153776	0.04493240160221026	0.06583333333333333	0.9341666666666667	-0.191725920289336
log-power-perc.mapjitter.klw	log_perc_power_sd112	spearman	35	-0.1568627450980392	-0.3571498599439776	0.05434173669467787	0.07220833333333333	0.9274583333333334	-0.191725920289336
log-power-perc.mapjitter.klw	log_perc_power_sd7	pearson	35	0.2277776550028463	-0.011843599338092897	0.4536873635645982	0.9694166666666667	0.030583333333333334	0.3102945970872903
log-power-perc.mapjitter.klw	log_perc_power_sd7	spearman	35	0.2453781512605042	0.0014005602240896359	0.476197478991596	0.9755416666666666	0.024375	0.3102945970872903
