label	space	form	placement	memory_model	channel	condition	x	lo	mid	hi	p_gt0
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	6.999999999999999	0.131692368456912	0.16041153287905438	0.19204804370656062	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	7.515760138376834	0.1352113179089374	0.16376567432561878	0.19506904834975347	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	8.069521493944878	0.1388791611509318	0.16721683742146737	0.1981021217999689	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	8.664083997137997	0.1426074417084609	0.17071786467037398	0.2012380638869867	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	9.302453877319767	0.14643271860751406	0.17429892704692357	0.20447430507303294	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	9.987858862892702	0.15039960560805157	0.17794820084842933	0.20777713090713498	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	10.723764501351818	0.15441896164707328	0.18168119187204035	0.21114749192051557	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	11.513891681800072	0.1584877440068983	0.18550792271670877	0.21457865144828336	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	12.36223544852308	0.16265114386521556	0.18939479831738032	0.21807031746096464	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	13.273085200748401	0.16695175538951823	0.19335261734551035	0.22169546002840254	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	14.25104638072347	0.17121916180834745	0.197379398248727	0.22542652146827113	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	15.301063759771553	0.17564348374854316	0.20152160678887193	0.22921145473855992	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	16.428446440064768	0.18017566922218778	0.20573041378982102	0.23319356213975892	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	17.638894698528226	0.18476772487135568	0.2100701968442412	0.2372300845193979	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	18.93852880860355	0.18944436267899645	0.2144755661075355	0.24147764674994118	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	20.33391998560055	0.1941447401192566	0.21894685020971655	0.2458051610044177	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	21.832123612102944	0.19890159712052694	0.22354594038574616	0.2502826854482038	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	23.440714911422706	0.20370711717293888	0.22821712801599014	0.2549444822922746	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	25.16782724947517	0.20854999575938	0.23300911708802546	0.25980627180531674	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	27.0221932587371	0.21354020420172426	0.2379039377549032	0.26484570293210075	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	29.01318899221878	0.21842650267769376	0.24288888991232577	0.2700741014856854	
log-power-null.mapjitter.klw	log	power	null	shared_perceptual_noise	perc	ips	31.150881330701633	0.2233902257947577	0.24798017482564266	0.27546392297113736	
