label	parameter	n	sd_within	sd_between_observed	sd_between_model	reliability_var	ceiling_var	reliability_draw	ceiling_draw	rank_stability	ceiling_rank
log-power-perc.mapjitter.klw	log_perc_power_sd112	35	0.2602847586466109	0.35341629317293943	0.45019694328506815	0.4575941794115942	0.6764570787652342	0.616566745560897	0.7852176421610106	0.573552801120448	0.7573326885328852
log-power-perc.mapjitter.klw	log_perc_power_sd7	35	0.29021378857572955	0.287271674620788	0.39247860119453215	0.0	0.0	0.5262652853991153	0.7254414417436568	0.4965791316526611	0.7046837103642039
