order	stake_bin	median	lo	hi	obs	obs_sem	stake
Risky first	0	-0.001830783350022569	-0.04199565631675328	0.03436857996787235	0.011795959213031306	0.029597452359253172	12.667230248654299
Risky first	1	-0.0037854089004021874	-0.039661663708545625	0.03945334433613956	-0.008979291876240124	0.03521516769099482	23.082450358562475
Risky first	2	0.0012203860810671152	-0.03493363533611216	0.05380183971515229	0.016444006629765147	0.033777521973981664	42.217878391198916
Risky second	0	2.164502164508919e-05	-0.04394818214367091	0.039696644207922516	0.05994824724148031	0.03282724727628665	12.667230248654299
Risky second	1	0.00458470150420609	-0.035915954898705915	0.04359893877806309	0.061330860893001535	0.03509798859832722	23.082450358562475
Risky second	2	0.0006896570430405258	-0.041596740769673124	0.03959693606310144	0.03700550076489926	0.03892267001359706	42.217878391198916
