order	bin	stim	mean	lo	hi	frac	observed	observed_sem
Risky first	20%	ips	0.2936208194199228	0.27213294721587494	0.31440448021971834	1.5665678719620628	0.2584724799010513	0.036567045304318806
Risky first	20%	vertex	0.2611973715100542	0.24066230000164957	0.2787455277509035	1.5665678719620628	0.2836734693877551	0.041133372494283886
Risky first	32%	ips	0.3889084154254246	0.3688762151110394	0.4082805751633639	1.7917489421720731	0.3686784643927501	0.03642217926503582
Risky first	32%	vertex	0.35444143008518536	0.3346680683938948	0.3713921035431713	1.7917489421720731	0.354472273757988	0.035641642081146646
Risky first	44%	ips	0.5142908149062394	0.49902458581151427	0.5320466537778699	2.073052865213882	0.5121933621933622	0.03579653297619387
Risky first	44%	vertex	0.48325889462959665	0.4657792944670246	0.49837964911851246	2.073052865213882	0.46737373737373733	0.04396740572766986
Risky first	56%	ips	0.6149099475822033	0.5956701792919974	0.6309687678055789	2.4073398299813396	0.61	0.038936578735248216
Risky first	56%	vertex	0.5858959855327697	0.5704348513390065	0.603030970054949	2.4073398299813396	0.5798015873015873	0.04537523747575878
Risky first	68%	ips	0.7168654539332903	0.6983674517316238	0.7342380106263215	2.725272161741835	0.7213935574229692	0.040313220872796485
Risky first	68%	vertex	0.6915593759137909	0.6733711400882626	0.7077101265986958	2.725272161741835	0.7172385620915033	0.03806850840115315
Risky first	80%	ips	0.7852933515215392	0.7658347371836449	0.8065487383179255	3.1846923879040663	0.7862698412698413	0.03232222778649627
Risky first	80%	vertex	0.7623294788598024	0.7425162467671091	0.7801421933638654	3.1846923879040663	0.7965079365079365	0.03339170559287082
Risky second	20%	ips	0.33780903204562746	0.314471416254648	0.3601150357613201	1.5660812943962115	0.3364378478664193	0.03826142357915323
Risky second	20%	vertex	0.3026978748525182	0.2845221285277762	0.32233699064688126	1.5660812943962115	0.2806698063840921	0.03961877840403598
Risky second	32%	ips	0.4464081163608789	0.4277422072729609	0.467880649776319	1.7942493946731235	0.48956154956154957	0.043604041586397545
Risky second	32%	vertex	0.4094880386299552	0.39312412147382336	0.4287256986608605	1.7942493946731235	0.3544671201814059	0.03531455769956919
Risky second	44%	ips	0.5784355694262043	0.5599665199148569	0.5957718728396987	2.069324784612302	0.5996536796536797	0.04155058653802237
Risky second	44%	vertex	0.552846376866015	0.5354750105500288	0.5706133576616135	2.069324784612302	0.5420596946912736	0.0368859701710249
Risky second	56%	ips	0.6747188653830765	0.6575545276930809	0.6923693687866336	2.407020408163265	0.6647222222222222	0.03658367974968331
Risky second	56%	vertex	0.6541580121951476	0.6370097405142635	0.6703202195090207	2.407020408163265	0.6701443001443002	0.039312021683299676
Risky second	68%	ips	0.7749875011862255	0.757772236676624	0.7912996434535372	2.733065057008719	0.7888167388167389	0.034928820775869736
Risky second	68%	vertex	0.7563241850757686	0.7379649192877713	0.7729952814874247	2.733065057008719	0.7550653594771242	0.03306912991990606
Risky second	80%	ips	0.8311760759907244	0.8131914412520591	0.8480070951802858	3.1878139151914366	0.8418253968253968	0.02722916288954559
Risky second	80%	vertex	0.8120358519258193	0.7936989418619949	0.8300220278833572	3.1878139151914366	0.8135714285714286	0.02718097721217697
