label	which	kind	condition	lo	mid	hi	varies	p_gt0
log-affine-n1n2.pathfinder.klw	safe	sd	ips	0.5568541443334113	0.7285330834737983	1.0053419768417469	0	
log-affine-n1n2.pathfinder.klw	safe	sd	vertex	0.5568541443334113	0.7285330834737983	1.0053419768417469	0	
log-affine-n2.klw	risky	mu	ips	16.626500363496582	22.603505742784666	31.406999342808103	0	
log-affine-n2.klw	risky	mu	vertex	16.626500363496582	22.603505742784666	31.406999342808103	0	
log-affine-n2.klw	risky	sd	ips	0.46721440820383126	0.5430983291784985	0.6382813473880351	0	
log-affine-n2.klw	risky	sd	vertex	0.46721440820383126	0.5430983291784985	0.6382813473880351	0	
log-affine-n2.klw	safe	mu	ips	8.299656194842822	15.021166978180004	27.829763617333146	0	
log-affine-n2.klw	safe	mu	vertex	8.299656194842822	15.021166978180004	27.829763617333146	0	
log-affine-n2.klw	safe	sd	ips	0.5649164018832077	0.7394085804889898	1.016057242080241	0	
log-affine-n2.klw	safe	sd	vertex	0.5649164018832077	0.7394085804889898	1.016057242080241	0	
log-affine-null.klw	risky	mu	ips	14.711468985909253	19.014466602797203	24.33927130936116	0	
log-affine-null.klw	risky	mu	vertex	14.711468985909253	19.014466602797203	24.33927130936116	0	
log-affine-null.klw	risky	sd	ips	0.43735984353942675	0.517654137603613	0.6182453103235823	0	
log-affine-null.klw	risky	sd	vertex	0.43735984353942675	0.517654137603613	0.6182453103235823	0	
log-affine-null.klw	safe	mu	ips	6.37556683401542	10.084784833162768	15.616874080003045	0	
log-affine-null.klw	safe	mu	vertex	6.37556683401542	10.084784833162768	15.616874080003045	0	
log-affine-null.klw	safe	sd	ips	0.5089669584624616	0.676845093300321	0.9269127956283394	0	
log-affine-null.klw	safe	sd	vertex	0.5089669584624616	0.676845093300321	0.9269127956283394	0	
log-affine-nullind.klw	risky	mu	ips	14.804931772609141	19.373782375494706	25.805348777301994	0	
log-affine-nullind.klw	risky	mu	vertex	14.804931772609141	19.373782375494706	25.805348777301994	0	
log-affine-nullind.klw	risky	sd	ips	0.45208891879818014	0.5365708745676824	0.6454857338209876	0	
log-affine-nullind.klw	risky	sd	vertex	0.45208891879818014	0.5365708745676824	0.6454857338209876	0	
log-affine-nullind.klw	safe	mu	ips	6.286146776345842	10.1526190763972	16.466266741299474	0	
log-affine-nullind.klw	safe	mu	vertex	6.286146776345842	10.1526190763972	16.466266741299474	0	
log-affine-nullind.klw	safe	sd	ips	0.5433503539015636	0.7181022618785015	1.0062233588584963	0	
log-affine-nullind.klw	safe	sd	vertex	0.5433503539015636	0.7181022618785015	1.0062233588584963	0	
log-affine-perc.klw	risky	mu	ips	14.43504713958231	18.41506994800016	23.80809750155174	0	
log-affine-perc.klw	risky	mu	vertex	14.43504713958231	18.41506994800016	23.80809750155174	0	
log-affine-perc.klw	risky	sd	ips	0.40421564328009535	0.47801826076509774	0.5721734983304831	0	
log-affine-perc.klw	risky	sd	vertex	0.40421564328009535	0.47801826076509774	0.5721734983304831	0	
log-affine-perc.klw	safe	mu	ips	6.301533982388654	9.999569273346737	15.398751171570058	0	
log-affine-perc.klw	safe	mu	vertex	6.301533982388654	9.999569273346737	15.398751171570058	0	
log-affine-perc.klw	safe	sd	ips	0.4746909583414779	0.6163572361746812	0.8411141691691791	0	
log-affine-perc.klw	safe	sd	vertex	0.4746909583414779	0.6163572361746812	0.8411141691691791	0	
log-affine-percmem.klw	risky	mu	ips	14.138801565470246	18.159660932174127	23.24838962685106	0	
log-affine-percmem.klw	risky	mu	vertex	14.138801565470246	18.159660932174127	23.24838962685106	0	
log-affine-percmem.klw	risky	sd	ips	0.40429003632660615	0.4779009836444742	0.5719295654478037	0	
log-affine-percmem.klw	risky	sd	vertex	0.40429003632660615	0.4779009836444742	0.5719295654478037	0	
log-affine-percmem.klw	safe	mu	ips	6.1898398633987775	9.822368497189402	15.392438636664005	0	
log-affine-percmem.klw	safe	mu	vertex	6.1898398633987775	9.822368497189402	15.392438636664005	0	
log-affine-percmem.klw	safe	sd	ips	0.4775504530961362	0.617546371316061	0.8398551788339259	0	
log-affine-percmem.klw	safe	sd	vertex	0.4775504530961362	0.617546371316061	0.8398551788339259	0	
log-genweber-mem.klw	risky	mu	ips	15.327990298368348	19.526578337851547	24.999183483776612	0	
log-genweber-mem.klw	risky	mu	vertex	15.327990298368348	19.526578337851547	24.999183483776612	0	
log-genweber-mem.klw	risky	sd	ips	0.4828920381735434	0.5618374607518053	0.6690050986053535	0	
log-genweber-mem.klw	risky	sd	vertex	0.4828920381735434	0.5618374607518053	0.6690050986053535	0	
log-genweber-mem.klw	safe	mu	ips	5.991024892760027	12.231089836080406	25.379578750359716	0	
log-genweber-mem.klw	safe	mu	vertex	5.991024892760027	12.231089836080406	25.379578750359716	0	
log-genweber-mem.klw	safe	sd	ips	0.6616161578385794	0.859547023310196	1.1537891888499783	0	
log-genweber-mem.klw	safe	sd	vertex	0.6616161578385794	0.859547023310196	1.1537891888499783	0	
log-genweber-n1.klw	risky	mu	ips	15.980394964885662	21.173708560495633	28.126698850568207	0	
log-genweber-n1.klw	risky	mu	vertex	15.980394964885662	21.173708560495633	28.126698850568207	0	
log-genweber-n1.klw	risky	sd	ips	0.48822591228041673	0.5768645216787771	0.6943014102616992	0	
log-genweber-n1.klw	risky	sd	vertex	0.48822591228041673	0.5768645216787771	0.6943014102616992	0	
log-genweber-n1.klw	safe	mu	ips	6.319543425819352	14.253887523749675	30.92725775833971	0	
log-genweber-n1.klw	safe	mu	vertex	6.319543425819352	14.253887523749675	30.92725775833971	0	
log-genweber-n1.klw	safe	sd	ips	0.651984327406827	0.8469410767886209	1.149662534030742	0	
log-genweber-n1.klw	safe	sd	vertex	0.651984327406827	0.8469410767886209	1.149662534030742	0	
log-genweber-n1n2.klw	risky	mu	ips	16.506424875425246	22.447886607417914	31.06320906101444	0	
log-genweber-n1n2.klw	risky	mu	vertex	16.506424875425246	22.447886607417914	31.06320906101444	0	
log-genweber-n1n2.klw	risky	sd	ips	0.4565867764828086	0.5443682949749511	0.6567371636291829	0	
log-genweber-n1n2.klw	risky	sd	vertex	0.4565867764828086	0.5443682949749511	0.6567371636291829	0	
log-genweber-n1n2.klw	safe	mu	ips	6.789795995777493	14.554465222334462	31.425569023596626	0	
log-genweber-n1n2.klw	safe	mu	vertex	6.789795995777493	14.554465222334462	31.425569023596626	0	
log-genweber-n1n2.klw	safe	sd	ips	0.6035096075083747	0.7952974167315869	1.1001298232831103	0	
log-genweber-n1n2.klw	safe	sd	vertex	0.6035096075083747	0.7952974167315869	1.1001298232831103	0	
log-genweber-n2.klw	risky	mu	ips	17.57448240296722	22.739778251038658	30.34563752002098	0	
log-genweber-n2.klw	risky	mu	vertex	17.57448240296722	22.739778251038658	30.34563752002098	0	
log-genweber-n2.klw	risky	sd	ips	0.46981151242158187	0.5531455461859869	0.6599825181776252	0	
log-genweber-n2.klw	risky	sd	vertex	0.46981151242158187	0.5531455461859869	0.6599825181776252	0	
log-genweber-n2.klw	safe	mu	ips	8.433477325088697	16.364024473611224	32.35287706574233	0	
log-genweber-n2.klw	safe	mu	vertex	8.433477325088697	16.364024473611224	32.35287706574233	0	
log-genweber-n2.klw	safe	sd	ips	0.6230059234602351	0.8123528457241977	1.1022941582646646	0	
log-genweber-n2.klw	safe	sd	vertex	0.6230059234602351	0.8123528457241977	1.1022941582646646	0	
log-genweber-null.klw	risky	mu	ips	15.196824255976969	18.893560810510913	23.75258310896486	0	
log-genweber-null.klw	risky	mu	vertex	15.196824255976969	18.893560810510913	23.75258310896486	0	
log-genweber-null.klw	risky	sd	ips	0.4178513475704979	0.49707945673298143	0.6000661865003469	0	
log-genweber-null.klw	risky	sd	vertex	0.4178513475704979	0.49707945673298143	0.6000661865003469	0	
log-genweber-null.klw	safe	mu	ips	5.829297550813942	9.524049243657217	15.862702469570962	0	
log-genweber-null.klw	safe	mu	vertex	5.829297550813942	9.524049243657217	15.862702469570962	0	
log-genweber-null.klw	safe	sd	ips	0.5447853379408941	0.7196461954561603	0.998791918457885	0	
log-genweber-null.klw	safe	sd	vertex	0.5447853379408941	0.7196461954561603	0.998791918457885	0	
log-genweber-nullind.klw	risky	mu	ips	12.616134917533593	18.656936395250383	24.942211741525792	0	
log-genweber-nullind.klw	risky	mu	vertex	12.616134917533593	18.656936395250383	24.942211741525792	0	
log-genweber-nullind.klw	risky	sd	ips	0.4371794130789704	0.5242272248990983	0.6386959454273576	0	
log-genweber-nullind.klw	risky	sd	vertex	0.4371794130789704	0.5242272248990983	0.6386959454273576	0	
log-genweber-nullind.klw	safe	mu	ips	3.8280567050446157	9.104622790392899	16.586117685062536	0	
log-genweber-nullind.klw	safe	mu	vertex	3.8280567050446157	9.104622790392899	16.586117685062536	0	
log-genweber-nullind.klw	safe	sd	ips	0.5770259724172353	0.7759509022061757	1.0982426079371967	0	
log-genweber-nullind.klw	safe	sd	vertex	0.5770259724172353	0.7759509022061757	1.0982426079371967	0	
log-genweber-perc.klw	risky	mu	ips	14.657596149370852	18.396479980767268	23.384553374061632	0	
log-genweber-perc.klw	risky	mu	vertex	14.657596149370852	18.396479980767268	23.384553374061632	0	
log-genweber-perc.klw	risky	sd	ips	0.3883465027770842	0.4673512349494713	0.5686631075772877	0	
log-genweber-perc.klw	risky	sd	vertex	0.3883465027770842	0.4673512349494713	0.5686631075772877	0	
log-genweber-perc.klw	safe	mu	ips	5.6072822804264995	9.307448394100392	15.220432531371282	0	
log-genweber-perc.klw	safe	mu	vertex	5.6072822804264995	9.307448394100392	15.220432531371282	0	
log-genweber-perc.klw	safe	sd	ips	0.5108683145477054	0.6590843717704509	0.8949679268471035	0	
log-genweber-perc.klw	safe	sd	vertex	0.5108683145477054	0.6590843717704509	0.8949679268471035	0	
log-genweber-percmem.klw	risky	mu	ips	14.40830741617028	18.129431755932295	22.867341202316133	0	
log-genweber-percmem.klw	risky	mu	vertex	14.40830741617028	18.129431755932295	22.867341202316133	0	
log-genweber-percmem.klw	risky	sd	ips	0.39189051667295804	0.4678897148437203	0.5697143945400512	0	
log-genweber-percmem.klw	risky	sd	vertex	0.39189051667295804	0.4678897148437203	0.5697143945400512	0	
log-genweber-percmem.klw	safe	mu	ips	5.495008804824507	9.110307858909499	14.776176354919986	0	
log-genweber-percmem.klw	safe	mu	vertex	5.495008804824507	9.110307858909499	14.776176354919986	0	
log-genweber-percmem.klw	safe	sd	ips	0.514179304440112	0.6679858026081102	0.9028902858065065	0	
log-genweber-percmem.klw	safe	sd	vertex	0.514179304440112	0.6679858026081102	0.9028902858065065	0	
log-power-mem.klw	risky	mu	ips	13.960528198096624	18.61199999065243	24.430991205635173	0	
log-power-mem.klw	risky	mu	vertex	13.960528198096624	18.61199999065243	24.430991205635173	0	
log-power-mem.klw	risky	sd	ips	0.5006357009202398	0.5844398515156477	0.6963395821409005	0	
log-power-mem.klw	risky	sd	vertex	0.5006357009202398	0.5844398515156477	0.6963395821409005	0	
log-power-mem.klw	safe	mu	ips	6.5186745857401664	12.197347758347426	22.84778329191803	0	
log-power-mem.klw	safe	mu	vertex	6.5186745857401664	12.197347758347426	22.84778329191803	0	
log-power-mem.klw	safe	sd	ips	0.5990378015959379	0.7800506154769069	1.0627726088368057	0	
log-power-mem.klw	safe	sd	vertex	0.5990378015959379	0.7800506154769069	1.0627726088368057	0	
log-power-mem.mapjitter.klw	risky	mu	ips	13.998952711650906	18.671384698918665	24.49494286834105	0	
log-power-mem.mapjitter.klw	risky	mu	vertex	13.998952711650906	18.671384698918665	24.49494286834105	0	
log-power-mem.mapjitter.klw	risky	sd	ips	0.5023513838086471	0.5865025260518341	0.6968516063529919	0	
log-power-mem.mapjitter.klw	risky	sd	vertex	0.5023513838086471	0.5865025260518341	0.6968516063529919	0	
log-power-mem.mapjitter.klw	safe	mu	ips	6.510425481626666	12.236541290699433	22.718531062882114	0	
log-power-mem.mapjitter.klw	safe	mu	vertex	6.510425481626666	12.236541290699433	22.718531062882114	0	
log-power-mem.mapjitter.klw	safe	sd	ips	0.6035773800595287	0.7846287523204387	1.0646830047757223	0	
log-power-mem.mapjitter.klw	safe	sd	vertex	0.6035773800595287	0.7846287523204387	1.0646830047757223	0	
log-power-n1.klw	risky	mu	ips	15.424197439764043	20.705448915108043	27.545723053982176	0	
log-power-n1.klw	risky	mu	vertex	15.424197439764043	20.705448915108043	27.545723053982176	0	
log-power-n1.klw	risky	sd	ips	0.4898296371011459	0.577256629737932	0.6929769611424792	0	
log-power-n1.klw	risky	sd	vertex	0.4898296371011459	0.577256629737932	0.6929769611424792	0	
log-power-n1.klw	safe	mu	ips	6.754955961044307	13.129607211609292	25.80839222479901	0	
log-power-n1.klw	safe	mu	vertex	6.754955961044307	13.129607211609292	25.80839222479901	0	
log-power-n1.klw	safe	sd	ips	0.5818924975210205	0.7527205534968371	1.0216217334077593	0	
log-power-n1.klw	safe	sd	vertex	0.5818924975210205	0.7527205534968371	1.0216217334077593	0	
log-power-n1.mapjitter.klw.fix_prior_sd	risky	mu	ips	23.347999272581422	33.62546500425059	46.89639643528384	0	
log-power-n1.mapjitter.klw.fix_prior_sd	risky	mu	vertex	23.347999272581422	33.62546500425059	46.89639643528384	0	
log-power-n1.mapjitter.klw.fix_prior_sd	safe	mu	ips	14.739471131204992	23.550589792294538	35.75157002819772	0	
log-power-n1.mapjitter.klw.fix_prior_sd	safe	mu	vertex	14.739471131204992	23.550589792294538	35.75157002819772	0	
log-power-n1.mapjitter.klw.sps0.15	risky	mu	ips	15.876614870684207	20.95974826881655	27.450691015463576	0	
log-power-n1.mapjitter.klw.sps0.15	risky	mu	vertex	15.876614870684207	20.95974826881655	27.450691015463576	0	
log-power-n1.mapjitter.klw.sps0.15	risky	sd	ips	0.48760457097650395	0.5635017640255582	0.656947304457475	0	
log-power-n1.mapjitter.klw.sps0.15	risky	sd	vertex	0.48760457097650395	0.5635017640255582	0.656947304457475	0	
log-power-n1.mapjitter.klw.sps0.15	safe	mu	ips	7.50548260730803	13.432721284793367	24.773984430597327	0	
log-power-n1.mapjitter.klw.sps0.15	safe	mu	vertex	7.50548260730803	13.432721284793367	24.773984430597327	0	
log-power-n1.mapjitter.klw.sps0.15	safe	sd	ips	0.530391920794774	0.6369866217769813	0.7716326747287725	0	
log-power-n1.mapjitter.klw.sps0.15	safe	sd	vertex	0.530391920794774	0.6369866217769813	0.7716326747287725	0	
log-power-n1.mapjitter.klw	risky	mu	ips	15.476035657505982	20.8208927099412	27.903160392479407	0	
log-power-n1.mapjitter.klw	risky	mu	vertex	15.476035657505982	20.8208927099412	27.903160392479407	0	
log-power-n1.mapjitter.klw	risky	sd	ips	0.4889895014966418	0.5773550341781346	0.6915644630103623	0	
log-power-n1.mapjitter.klw	risky	sd	vertex	0.4889895014966418	0.5773550341781346	0.6915644630103623	0	
log-power-n1.mapjitter.klw	safe	mu	ips	6.902216922023959	13.33152869177997	26.702071904462926	0	
log-power-n1.mapjitter.klw	safe	mu	vertex	6.902216922023959	13.33152869177997	26.702071904462926	0	
log-power-n1.mapjitter.klw	safe	sd	ips	0.5818969056030356	0.7538258133040123	1.0260921142348445	0	
log-power-n1.mapjitter.klw	safe	sd	vertex	0.5818969056030356	0.7538258133040123	1.0260921142348445	0	
log-power-n1n2.klw	risky	mu	ips	15.186008545596495	21.740053974073312	40.80097527421692	0	
log-power-n1n2.klw	risky	mu	vertex	15.186008545596495	21.740053974073312	40.80097527421692	0	
log-power-n1n2.klw	risky	sd	ips	0.4614977587362791	0.5485372685400152	0.6839920036108516	0	
log-power-n1n2.klw	risky	sd	vertex	0.4614977587362791	0.5485372685400152	0.6839920036108516	0	
log-power-n1n2.klw	safe	mu	ips	7.728014179505741	12.87017605297875	40.61041506465998	0	
log-power-n1n2.klw	safe	mu	vertex	7.728014179505741	12.87017605297875	40.61041506465998	0	
log-power-n1n2.klw	safe	sd	ips	0.5559890189783877	0.727459968562886	1.0010926117936558	0	
log-power-n1n2.klw	safe	sd	vertex	0.5559890189783877	0.727459968562886	1.0010926117936558	0	
log-power-n1n2.mapjitter.klw.fix_prior_sd	risky	mu	ips	13.904289066125271	21.644792079050212	37.57812169150776	0	
log-power-n1n2.mapjitter.klw.fix_prior_sd	risky	mu	vertex	13.904289066125271	21.644792079050212	37.57812169150776	0	
log-power-n1n2.mapjitter.klw.fix_prior_sd	safe	mu	ips	10.894464218155392	15.054953184681548	26.99379459091445	0	
log-power-n1n2.mapjitter.klw.fix_prior_sd	safe	mu	vertex	10.894464218155392	15.054953184681548	26.99379459091445	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	risky	mu	ips	15.894487540824626	20.886056966133694	28.51932993130418	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	risky	mu	vertex	15.894487540824626	20.886056966133694	28.51932993130418	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	risky	sd	ips	0.4635207282920961	0.5320739278895927	0.6210112749201143	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	risky	sd	vertex	0.4635207282920961	0.5320739278895927	0.6210112749201143	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	safe	mu	ips	8.305066961896758	12.17260903338325	17.864769990312894	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	safe	mu	vertex	8.305066961896758	12.17260903338325	17.864769990312894	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	safe	sd	ips	0.5104341985543206	0.6162666706555906	0.750255568075764	0	
log-power-n1n2.mapjitter.klw.spm0.4.sps0.15	safe	sd	vertex	0.5104341985543206	0.6162666706555906	0.750255568075764	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	risky	mu	ips	16.23242072064701	19.790936178707376	24.722439661912055	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	risky	mu	vertex	16.23242072064701	19.790936178707376	24.722439661912055	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	risky	sd	ips	0.3848274956786322	0.4474190026885232	0.5223165831088741	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	risky	sd	vertex	0.3848274956786322	0.4474190026885232	0.5223165831088741	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	safe	mu	ips	8.747700691932513	11.266510982294864	14.636213278063511	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	safe	mu	vertex	8.747700691932513	11.266510982294864	14.636213278063511	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	safe	sd	ips	0.433138858793289	0.5340913126952971	0.6725264596602154	0	
log-power-n1n2.mapjitter.klw.spm0.4.ti0.15	safe	sd	vertex	0.433138858793289	0.5340913126952971	0.6725264596602154	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	risky	mu	ips	16.240286922126614	35.20857182494406	84.62026735765473	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	risky	mu	vertex	16.240286922126614	35.20857182494406	84.62026735765473	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	risky	sd	ips	0.41976272260213204	0.502407801252327	0.6057470759044462	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	risky	sd	vertex	0.41976272260213204	0.502407801252327	0.6057470759044462	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	safe	mu	ips	8.83867150050315	24.3317217236346	83.85626453320835	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	safe	mu	vertex	8.83867150050315	24.3317217236346	83.85626453320835	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	safe	sd	ips	0.45641752103372213	0.5369092786917807	0.6338561582964928	0	
log-power-n1n2.mapjitter.klw.sps0.15.ti0.15	safe	sd	vertex	0.45641752103372213	0.5369092786917807	0.6338561582964928	0	
log-power-n1n2.mapjitter.klw.sps0.15	risky	mu	ips	14.917949080912893	20.493664517064268	28.131736659394136	0	
log-power-n1n2.mapjitter.klw.sps0.15	risky	mu	vertex	14.917949080912893	20.493664517064268	28.131736659394136	0	
log-power-n1n2.mapjitter.klw.sps0.15	risky	sd	ips	0.46173641278003863	0.531489082729667	0.6180643620229783	0	
log-power-n1n2.mapjitter.klw.sps0.15	risky	sd	vertex	0.46173641278003863	0.531489082729667	0.6180643620229783	0	
log-power-n1n2.mapjitter.klw.sps0.15	safe	mu	ips	7.960680647563079	12.067376254883092	18.247400234267108	0	
log-power-n1n2.mapjitter.klw.sps0.15	safe	mu	vertex	7.960680647563079	12.067376254883092	18.247400234267108	0	
log-power-n1n2.mapjitter.klw.sps0.15	safe	sd	ips	0.5087406937137591	0.6169251939675332	0.7514864487423686	0	
log-power-n1n2.mapjitter.klw.sps0.15	safe	sd	vertex	0.5087406937137591	0.6169251939675332	0.7514864487423686	0	
log-power-n1n2.mapjitter.klw.sps0.25	risky	mu	ips	14.871264603603645	20.6388714989203	28.71511402557911	0	
log-power-n1n2.mapjitter.klw.sps0.25	risky	mu	vertex	14.871264603603645	20.6388714989203	28.71511402557911	0	
log-power-n1n2.mapjitter.klw.sps0.25	risky	sd	ips	0.45627763055170234	0.5318487003611194	0.626961480997359	0	
log-power-n1n2.mapjitter.klw.sps0.25	risky	sd	vertex	0.45627763055170234	0.5318487003611194	0.626961480997359	0	
log-power-n1n2.mapjitter.klw.sps0.25	safe	mu	ips	7.765078836905388	12.079846185827627	18.706714174027308	0	
log-power-n1n2.mapjitter.klw.sps0.25	safe	mu	vertex	7.765078836905388	12.079846185827627	18.706714174027308	0	
log-power-n1n2.mapjitter.klw.sps0.25	safe	sd	ips	0.5298406538778749	0.669674614603629	0.8674590848416269	0	
log-power-n1n2.mapjitter.klw.sps0.25	safe	sd	vertex	0.5298406538778749	0.669674614603629	0.8674590848416269	0	
log-power-n1n2.mapjitter.klw.ti0.15	risky	mu	ips	15.668610715688295	19.209220091405598	23.949403188649512	0	
log-power-n1n2.mapjitter.klw.ti0.15	risky	mu	vertex	15.668610715688295	19.209220091405598	23.949403188649512	0	
log-power-n1n2.mapjitter.klw.ti0.15	risky	sd	ips	0.38604148295170704	0.44845372178440523	0.5254348981352585	0	
log-power-n1n2.mapjitter.klw.ti0.15	risky	sd	vertex	0.38604148295170704	0.44845372178440523	0.5254348981352585	0	
log-power-n1n2.mapjitter.klw.ti0.15	safe	mu	ips	8.358814118201758	10.885661855159727	14.287164342555323	0	
log-power-n1n2.mapjitter.klw.ti0.15	safe	mu	vertex	8.358814118201758	10.885661855159727	14.287164342555323	0	
log-power-n1n2.mapjitter.klw.ti0.15	safe	sd	ips	0.43602377974192924	0.5372512032295219	0.6780368692856175	0	
log-power-n1n2.mapjitter.klw.ti0.15	safe	sd	vertex	0.43602377974192924	0.5372512032295219	0.6780368692856175	0	
log-power-n1n2.mapjitter.klw.ti0.1	risky	mu	ips	15.802926817031556	18.760105047015585	22.70873376851922	0	
log-power-n1n2.mapjitter.klw.ti0.1	risky	mu	vertex	15.802926817031556	18.760105047015585	22.70873376851922	0	
log-power-n1n2.mapjitter.klw.ti0.1	risky	sd	ips	0.346097268083259	0.40113879144134806	0.4676252185091797	0	
log-power-n1n2.mapjitter.klw.ti0.1	risky	sd	vertex	0.346097268083259	0.40113879144134806	0.4676252185091797	0	
log-power-n1n2.mapjitter.klw.ti0.1	safe	mu	ips	8.572595679131009	10.625426202685894	13.37168683574533	0	
log-power-n1n2.mapjitter.klw.ti0.1	safe	mu	vertex	8.572595679131009	10.625426202685894	13.37168683574533	0	
log-power-n1n2.mapjitter.klw.ti0.1	safe	sd	ips	0.3807695449376266	0.4618395919210017	0.5674514744872696	0	
log-power-n1n2.mapjitter.klw.ti0.1	safe	sd	vertex	0.3807695449376266	0.4618395919210017	0.5674514744872696	0	
log-power-n1n2.mapjitter.klw	risky	mu	ips	14.72544182159066	20.420700228426476	28.744995589359203	0	
log-power-n1n2.mapjitter.klw	risky	mu	vertex	14.72544182159066	20.420700228426476	28.744995589359203	0	
log-power-n1n2.mapjitter.klw	risky	sd	ips	0.45587262083377905	0.5371638235331122	0.6409011580140334	0	
log-power-n1n2.mapjitter.klw	risky	sd	vertex	0.45587262083377905	0.5371638235331122	0.6409011580140334	0	
log-power-n1n2.mapjitter.klw	safe	mu	ips	7.392076318791297	11.84670237686583	18.643742510350233	0	
log-power-n1n2.mapjitter.klw	safe	mu	vertex	7.392076318791297	11.84670237686583	18.643742510350233	0	
log-power-n1n2.mapjitter.klw	safe	sd	ips	0.549457579216937	0.7201426560910278	0.9969994977198549	0	
log-power-n1n2.mapjitter.klw	safe	sd	vertex	0.549457579216937	0.7201426560910278	0.9969994977198549	0	
log-power-n1n2.pathfinder.klw.ev	risky	mu	ips	15.30634193807314	20.55254877279144	28.052937428022904	0	
