label	which	kind	condition	lo	mid	hi	varies	p_gt0
log-power-n1n2.pathfinder.klw.ev	risky	mu	vertex	15.30634193807314	20.55254877279144	28.052937428022904	0	
log-power-n1n2.pathfinder.klw.ev	risky	sd	ips	0.4608942636002619	0.5484806249760088	0.6642746591776301	0	
log-power-n1n2.pathfinder.klw.ev	risky	sd	vertex	0.4608942636002619	0.5484806249760088	0.6642746591776301	0	
log-power-n1n2.pathfinder.klw.ev	safe	mu	ips	7.221766727482337	12.74228215699267	22.63237206777902	0	
log-power-n1n2.pathfinder.klw.ev	safe	mu	vertex	7.221766727482337	12.74228215699267	22.63237206777902	0	
log-power-n1n2.pathfinder.klw.ev	safe	sd	ips	0.6067928893636791	0.7993639318540705	1.1042838774104642	0	
log-power-n1n2.pathfinder.klw.ev	safe	sd	vertex	0.6067928893636791	0.7993639318540705	1.1042838774104642	0	
log-power-n1n2.pathfinder.klw.free	risky	mu	ips	14.427982919987713	19.356646853875514	26.024448304597076	0	
log-power-n1n2.pathfinder.klw.free	risky	mu	vertex	14.427982919987713	19.356646853875514	26.024448304597076	0	
log-power-n1n2.pathfinder.klw.free	risky	sd	ips	0.42360864001492443	0.5305439941745653	0.6451455589506153	0	
log-power-n1n2.pathfinder.klw.free	risky	sd	vertex	0.42360864001492443	0.5305439941745653	0.6451455589506153	0	
log-power-n1n2.pathfinder.klw.free	safe	mu	ips	6.694963224502052	10.772130260152712	17.036778576274752	0	
log-power-n1n2.pathfinder.klw.free	safe	mu	vertex	6.694963224502052	10.772130260152712	17.036778576274752	0	
log-power-n1n2.pathfinder.klw.free	safe	sd	ips	0.514900015111622	0.6968492183792914	0.9658072008529232	0	
log-power-n1n2.pathfinder.klw.free	safe	sd	vertex	0.514900015111622	0.6968492183792914	0.9658072008529232	0	
log-power-n1n2.pathfinder.klw	risky	mu	ips	14.716357162555543	20.148045767849986	28.50099376794997	0	
log-power-n1n2.pathfinder.klw	risky	mu	vertex	14.716357162555543	20.148045767849986	28.50099376794997	0	
log-power-n1n2.pathfinder.klw	risky	sd	ips	0.4564350813935613	0.5373153926828862	0.6382172011690305	0	
log-power-n1n2.pathfinder.klw	risky	sd	vertex	0.4564350813935613	0.5373153926828862	0.6382172011690305	0	
log-power-n1n2.pathfinder.klw	safe	mu	ips	7.129808987968124	11.59426024559988	18.49472767342652	0	
log-power-n1n2.pathfinder.klw	safe	mu	vertex	7.129808987968124	11.59426024559988	18.49472767342652	0	
log-power-n1n2.pathfinder.klw	safe	sd	ips	0.5463890046500316	0.7161338447737085	0.9908545708219185	0	
log-power-n1n2.pathfinder.klw	safe	sd	vertex	0.5463890046500316	0.7161338447737085	0.9908545708219185	0	
log-power-n1n2pmu.klw	risky	mu	ips	16.360183099291202	22.388661049465355	32.204523056521815	1	
log-power-n1n2pmu.klw	risky	mu	vertex	14.124023264273582	19.521446907459996	27.765384416811372	1	
log-power-n1n2pmu.klw	risky	mu	delta	-0.038337741886523675	0.14096348496449732	0.3191481651728807	1	0.9395
log-power-n1n2pmu.klw	risky	sd	ips	0.44378496211540597	0.5233279147888572	0.6239287818664874	0	
log-power-n1n2pmu.klw	risky	sd	vertex	0.44378496211540597	0.5233279147888572	0.6239287818664874	0	
log-power-n1n2pmu.klw	safe	mu	ips	7.153091919631057	11.571647117870098	18.683520360454583	1	
log-power-n1n2pmu.klw	safe	mu	vertex	7.508073478822496	11.925377163357213	18.95415614246317	1	
log-power-n1n2pmu.klw	safe	mu	delta	-0.2710932464039373	-0.03198772798670149	0.1841372330501628	1	0.3884166666666667
log-power-n1n2pmu.klw	safe	sd	ips	0.5277197281925923	0.6891472703975108	0.9440565322457128	0	
log-power-n1n2pmu.klw	safe	sd	vertex	0.5277197281925923	0.6891472703975108	0.9440565322457128	0	
log-power-n1n2pmu.pathfinder.klw	risky	mu	ips	16.398392176005217	22.47956384801018	31.779956892240843	1	
log-power-n1n2pmu.pathfinder.klw	risky	mu	vertex	14.077390311357776	19.527841183873278	27.52051596493231	1	
log-power-n1n2pmu.pathfinder.klw	risky	mu	delta	-0.039826592214045775	0.14420059937791818	0.32069576393801585	1	0.9401666666666667
log-power-n1n2pmu.pathfinder.klw	risky	sd	ips	0.4425565464026448	0.5233736969556682	0.6268212964007209	0	
log-power-n1n2pmu.pathfinder.klw	risky	sd	vertex	0.4425565464026448	0.5233736969556682	0.6268212964007209	0	
log-power-n1n2pmu.pathfinder.klw	safe	mu	ips	7.27491997062616	11.662010347230172	18.572803431058894	1	
log-power-n1n2pmu.pathfinder.klw	safe	mu	vertex	7.606976493323635	12.000508858207773	19.017614474212326	1	
log-power-n1n2pmu.pathfinder.klw	safe	mu	delta	-0.268702050956165	-0.029928804535500078	0.18617857475642938	1	0.39625
log-power-n1n2pmu.pathfinder.klw	safe	sd	ips	0.5296588347129337	0.6866801203349524	0.9479539299596192	0	
log-power-n1n2pmu.pathfinder.klw	safe	sd	vertex	0.5296588347129337	0.6866801203349524	0.9479539299596192	0	
log-power-n1n2psd.klw	risky	mu	ips	14.824591900460545	19.420207237210526	25.90809829524943	0	
log-power-n1n2psd.klw	risky	mu	vertex	14.824591900460545	19.420207237210526	25.90809829524943	0	
log-power-n1n2psd.klw	risky	sd	ips	0.42261832080057155	0.5090770400722662	0.627015417889429	1	
log-power-n1n2psd.klw	risky	sd	vertex	0.4127999881446418	0.5083542642390049	0.6391306889961242	1	
log-power-n1n2psd.klw	risky	sd	delta	-0.16436857233987326	0.0016266990428880725	0.16140792503507248	1	0.509
log-power-n1n2psd.klw	safe	mu	ips	6.903202572632002	10.511883986354679	15.713229987135492	0	
log-power-n1n2psd.klw	safe	mu	vertex	6.903202572632002	10.511883986354679	15.713229987135492	0	
log-power-n1n2psd.klw	safe	sd	ips	0.4877320645396675	0.6345313891299631	0.8635903931025105	1	
log-power-n1n2psd.klw	safe	sd	vertex	0.5109209776063584	0.6831599139645912	0.9617912050704343	1	
log-power-n1n2psd.klw	safe	sd	delta	-0.2750147078339701	-0.07128427400912414	0.10854142760190902	1	0.22366666666666668
log-power-n1n2psd.pathfinder.klw	risky	mu	ips	14.852667849973548	19.421024726053183	26.098037261974167	0	
log-power-n1n2psd.pathfinder.klw	risky	mu	vertex	14.852667849973548	19.421024726053183	26.098037261974167	0	
log-power-n1n2psd.pathfinder.klw	risky	sd	ips	0.42131932972075187	0.509908246987888	0.6271585455485618	1	
log-power-n1n2psd.pathfinder.klw	risky	sd	vertex	0.4122674418279729	0.5099149161091565	0.6412592594114671	1	
log-power-n1n2psd.pathfinder.klw	risky	sd	delta	-0.16333286393119592	0.0002235215182015719	0.16277862921021735	1	0.5014583333333333
log-power-n1n2psd.pathfinder.klw	safe	mu	ips	6.897292136512349	10.443531773059457	15.64845905844915	0	
log-power-n1n2psd.pathfinder.klw	safe	mu	vertex	6.897292136512349	10.443531773059457	15.64845905844915	0	
log-power-n1n2psd.pathfinder.klw	safe	sd	ips	0.4858269256146323	0.6326499309436698	0.8691465526039652	1	
log-power-n1n2psd.pathfinder.klw	safe	sd	vertex	0.5138293477405935	0.681641934894291	0.9600260307308812	1	
log-power-n1n2psd.pathfinder.klw	safe	sd	delta	-0.2691694956233351	-0.0716573249510844	0.1021204336058331	1	0.21145833333333333
log-power-n1n2x.pathfinder.klw.ev	risky	mu	ips	13.97702943900386	19.05360059654128	25.662239145273958	0	
log-power-n1n2x.pathfinder.klw.ev	risky	mu	vertex	13.97702943900386	19.05360059654128	25.662239145273958	0	
log-power-n1n2x.pathfinder.klw.ev	risky	sd	ips	0.4017667803634188	0.49800996027632205	0.6131706450948359	0	
log-power-n1n2x.pathfinder.klw.ev	risky	sd	vertex	0.4017667803634188	0.49800996027632205	0.6131706450948359	0	
log-power-n1n2x.pathfinder.klw.ev	safe	mu	ips	6.71275005057587	10.545514954152235	16.784843403608086	0	
log-power-n1n2x.pathfinder.klw.ev	safe	mu	vertex	6.71275005057587	10.545514954152235	16.784843403608086	0	
log-power-n1n2x.pathfinder.klw.ev	safe	sd	ips	0.5319771504408283	0.7056660016314517	0.9817598488285261	0	
log-power-n1n2x.pathfinder.klw.ev	safe	sd	vertex	0.5319771504408283	0.7056660016314517	0.9817598488285261	0	
log-power-n1n2x.pathfinder.klw.free	risky	mu	ips	14.477532575065325	19.800851099217766	27.327244448470474	0	
log-power-n1n2x.pathfinder.klw.free	risky	mu	vertex	14.477532575065325	19.800851099217766	27.327244448470474	0	
log-power-n1n2x.pathfinder.klw.free	risky	sd	ips	0.4058842051207441	0.5309064097120678	0.655998269776647	0	
log-power-n1n2x.pathfinder.klw.free	risky	sd	vertex	0.4058842051207441	0.5309064097120678	0.655998269776647	0	
log-power-n1n2x.pathfinder.klw.free	safe	mu	ips	7.218320283117295	10.784341294395752	15.906692736427214	0	
log-power-n1n2x.pathfinder.klw.free	safe	mu	vertex	7.218320283117295	10.784341294395752	15.906692736427214	0	
log-power-n1n2x.pathfinder.klw.free	safe	sd	ips	0.4356485299717962	0.6374968088169013	0.9192578420160554	0	
log-power-n1n2x.pathfinder.klw.free	safe	sd	vertex	0.4356485299717962	0.6374968088169013	0.9192578420160554	0	
log-power-n1n2x.pathfinder.klw	risky	mu	ips	14.395901440131112	20.283821954654176	28.50789473926945	0	
log-power-n1n2x.pathfinder.klw	risky	mu	vertex	14.395901440131112	20.283821954654176	28.50789473926945	0	
log-power-n1n2x.pathfinder.klw	risky	sd	ips	0.41908654076625884	0.5139438461370122	0.6225991616869332	0	
log-power-n1n2x.pathfinder.klw	risky	sd	vertex	0.41908654076625884	0.5139438461370122	0.6225991616869332	0	
log-power-n1n2x.pathfinder.klw	safe	mu	ips	7.4873006666845106	11.223158274045481	16.720522782947242	0	
log-power-n1n2x.pathfinder.klw	safe	mu	vertex	7.4873006666845106	11.223158274045481	16.720522782947242	0	
log-power-n1n2x.pathfinder.klw	safe	sd	ips	0.5211047444547416	0.6916052209956521	0.9758706023911825	0	
log-power-n1n2x.pathfinder.klw	safe	sd	vertex	0.5211047444547416	0.6916052209956521	0.9758706023911825	0	
log-power-n2.klw	risky	mu	ips	16.233061714650503	23.12966926920745	41.34805485681115	0	
log-power-n2.klw	risky	mu	vertex	16.233061714650503	23.12966926920745	41.34805485681115	0	
log-power-n2.klw	risky	sd	ips	0.46889793494627346	0.5516679607647286	0.6758477153883047	0	
log-power-n2.klw	risky	sd	vertex	0.46889793494627346	0.5516679607647286	0.6758477153883047	0	
log-power-n2.klw	safe	mu	ips	8.770989343256158	15.389096820789579	46.91118765534328	0	
log-power-n2.klw	safe	mu	vertex	8.770989343256158	15.389096820789579	46.91118765534328	0	
log-power-n2.klw	safe	sd	ips	0.5564118912618856	0.7309979958827415	1.0073207615642377	0	
log-power-n2.klw	safe	sd	vertex	0.5564118912618856	0.7309979958827415	1.0073207615642377	0	
log-power-n2.mapjitter.klw.fix_prior_sd	risky	mu	ips	18.547495589856588	30.20720824946802	50.571707637811876	0	
log-power-n2.mapjitter.klw.fix_prior_sd	risky	mu	vertex	18.547495589856588	30.20720824946802	50.571707637811876	0	
log-power-n2.mapjitter.klw.fix_prior_sd	safe	mu	ips	13.17473904443523	21.0376283809006	35.70311506921175	0	
log-power-n2.mapjitter.klw.fix_prior_sd	safe	mu	vertex	13.17473904443523	21.0376283809006	35.70311506921175	0	
log-power-n2.mapjitter.klw.sps0.15	risky	mu	ips	15.986343534484185	21.830535066801538	30.281363238743463	0	
log-power-n2.mapjitter.klw.sps0.15	risky	mu	vertex	15.986343534484185	21.830535066801538	30.281363238743463	0	
log-power-n2.mapjitter.klw.sps0.15	risky	sd	ips	0.46706911073294954	0.5327855195405367	0.6162336142825273	0	
log-power-n2.mapjitter.klw.sps0.15	risky	sd	vertex	0.46706911073294954	0.5327855195405367	0.6162336142825273	0	
log-power-n2.mapjitter.klw.sps0.15	safe	mu	ips	8.661875010817006	13.970169986085057	22.952212941926234	0	
log-power-n2.mapjitter.klw.sps0.15	safe	mu	vertex	8.661875010817006	13.970169986085057	22.952212941926234	0	
log-power-n2.mapjitter.klw.sps0.15	safe	sd	ips	0.5100958507875875	0.6161292505961751	0.7486763762351153	0	
log-power-n2.mapjitter.klw.sps0.15	safe	sd	vertex	0.5100958507875875	0.6161292505961751	0.7486763762351153	0	
log-power-n2.mapjitter.klw	risky	mu	ips	15.907142973826813	22.042689040150773	32.218322166885756	0	
log-power-n2.mapjitter.klw	risky	mu	vertex	15.907142973826813	22.042689040150773	32.218322166885756	0	
log-power-n2.mapjitter.klw	risky	sd	ips	0.46444482968165995	0.5419297279342696	0.641666067472436	0	
log-power-n2.mapjitter.klw	risky	sd	vertex	0.46444482968165995	0.5419297279342696	0.641666067472436	0	
log-power-n2.mapjitter.klw	safe	mu	ips	8.290777006521441	14.202994954245924	26.135793485723937	0	
log-power-n2.mapjitter.klw	safe	mu	vertex	8.290777006521441	14.202994954245924	26.135793485723937	0	
log-power-n2.mapjitter.klw	safe	sd	ips	0.5513697207413711	0.7195868332083606	0.9909218765795381	0	
log-power-n2.mapjitter.klw	safe	sd	vertex	0.5513697207413711	0.7195868332083606	0.9909218765795381	0	
log-power-n2x.pathfinder.klw	risky	mu	ips	15.079691891996765	22.0115206089715	31.483076003733334	0	
log-power-n2x.pathfinder.klw	risky	mu	vertex	15.079691891996765	22.0115206089715	31.483076003733334	0	
log-power-n2x.pathfinder.klw	risky	sd	ips	0.44323872004494513	0.5247514792193215	0.624475262945785	0	
log-power-n2x.pathfinder.klw	risky	sd	vertex	0.44323872004494513	0.5247514792193215	0.624475262945785	0	
log-power-n2x.pathfinder.klw	safe	mu	ips	7.793924076754368	13.037042933222992	22.727914679061104	0	
log-power-n2x.pathfinder.klw	safe	mu	vertex	7.793924076754368	13.037042933222992	22.727914679061104	0	
log-power-n2x.pathfinder.klw	safe	sd	ips	0.49554049867270555	0.6483249446467719	0.8920331233994967	0	
log-power-n2x.pathfinder.klw	safe	sd	vertex	0.49554049867270555	0.6483249446467719	0.8920331233994967	0	
log-power-null.klw	risky	mu	ips	14.487490865616929	18.598756605722652	23.95338499604387	0	
log-power-null.klw	risky	mu	vertex	14.487490865616929	18.598756605722652	23.95338499604387	0	
log-power-null.klw	risky	sd	ips	0.4216750482227735	0.5053748132097875	0.613887759102832	0	
log-power-null.klw	risky	sd	vertex	0.4216750482227735	0.5053748132097875	0.613887759102832	0	
log-power-null.klw	safe	mu	ips	6.62096787312062	9.910277014589617	14.651698459043958	0	
log-power-null.klw	safe	mu	vertex	6.62096787312062	9.910277014589617	14.651698459043958	0	
log-power-null.klw	safe	sd	ips	0.493024389093948	0.6494258687962912	0.9064121249633144	0	
log-power-null.klw	safe	sd	vertex	0.493024389093948	0.6494258687962912	0.9064121249633144	0	
log-power-null.mapjitter.klw.sps0.15	risky	mu	ips	14.494843560355692	18.499842084145524	23.536685481596603	0	
log-power-null.mapjitter.klw.sps0.15	risky	mu	vertex	14.494843560355692	18.499842084145524	23.536685481596603	0	
log-power-null.mapjitter.klw.sps0.15	risky	sd	ips	0.4380716120787028	0.5075716486857629	0.5996715294252594	0	
log-power-null.mapjitter.klw.sps0.15	risky	sd	vertex	0.4380716120787028	0.5075716486857629	0.5996715294252594	0	
log-power-null.mapjitter.klw.sps0.15	safe	mu	ips	6.852677374028237	9.951841190174303	14.462067351646198	0	
log-power-null.mapjitter.klw.sps0.15	safe	mu	vertex	6.852677374028237	9.951841190174303	14.462067351646198	0	
log-power-null.mapjitter.klw.sps0.15	safe	sd	ips	0.48607006066471253	0.5888706216146644	0.7193205501318264	0	
log-power-null.mapjitter.klw.sps0.15	safe	sd	vertex	0.48607006066471253	0.5888706216146644	0.7193205501318264	0	
log-power-nullind.klw	risky	mu	ips	14.612786419862198	19.304615169078865	25.990123176317493	0	
log-power-nullind.klw	risky	mu	vertex	14.612786419862198	19.304615169078865	25.990123176317493	0	
log-power-nullind.klw	risky	sd	ips	0.4512613453369864	0.538841345797453	0.6504308278678513	0	
log-power-nullind.klw	risky	sd	vertex	0.4512613453369864	0.538841345797453	0.6504308278678513	0	
log-power-nullind.klw	safe	mu	ips	6.375608197440642	10.13057775139361	16.027497290897827	0	
log-power-nullind.klw	safe	mu	vertex	6.375608197440642	10.13057775139361	16.027497290897827	0	
log-power-nullind.klw	safe	sd	ips	0.5364896219076283	0.7073221235260427	0.9944202217491138	0	
log-power-nullind.klw	safe	sd	vertex	0.5364896219076283	0.7073221235260427	0.9944202217491138	0	
log-power-nullind.mapjitter.klw.fix_prior_sd	risky	mu	ips	14.669271827474448	22.20634723076851	42.688531881411144	0	
log-power-nullind.mapjitter.klw.fix_prior_sd	risky	mu	vertex	14.669271827474448	22.20634723076851	42.688531881411144	0	
log-power-nullind.mapjitter.klw.fix_prior_sd	safe	mu	ips	10.008335399362268	14.738901936243908	28.259517659885244	0	
log-power-nullind.mapjitter.klw.fix_prior_sd	safe	mu	vertex	10.008335399362268	14.738901936243908	28.259517659885244	0	
log-power-nullind.mapjitter.klw.sps0.15	risky	mu	ips	14.805480407370306	19.250406669442366	25.384325199574604	0	
log-power-nullind.mapjitter.klw.sps0.15	risky	mu	vertex	14.805480407370306	19.250406669442366	25.384325199574604	0	
log-power-nullind.mapjitter.klw.sps0.15	risky	sd	ips	0.45751383335450374	0.5306722241326292	0.6240915209350381	0	
log-power-nullind.mapjitter.klw.sps0.15	risky	sd	vertex	0.45751383335450374	0.5306722241326292	0.6240915209350381	0	
log-power-nullind.mapjitter.klw.sps0.15	safe	mu	ips	6.994801577152019	10.375034978730412	15.651146024753539	0	
log-power-nullind.mapjitter.klw.sps0.15	safe	mu	vertex	6.994801577152019	10.375034978730412	15.651146024753539	0	
log-power-nullind.mapjitter.klw.sps0.15	safe	sd	ips	0.5048033576595197	0.6105079097265125	0.7467437744237807	0	
log-power-nullind.mapjitter.klw.sps0.15	safe	sd	vertex	0.5048033576595197	0.6105079097265125	0.7467437744237807	0	
log-power-nullind.mapjitter.klw	risky	mu	ips	14.780155737828023	19.383059036495727	25.851717227973186	0	
log-power-nullind.mapjitter.klw	risky	mu	vertex	14.780155737828023	19.383059036495727	25.851717227973186	0	
log-power-nullind.mapjitter.klw	risky	sd	ips	0.45098769715136156	0.5380483473566557	0.6499469425214256	0	
log-power-nullind.mapjitter.klw	risky	sd	vertex	0.45098769715136156	0.5380483473566557	0.6499469425214256	0	
log-power-nullind.mapjitter.klw	safe	mu	ips	6.483783701107472	10.221164062917627	15.84928753664789	0	
log-power-nullind.mapjitter.klw	safe	mu	vertex	6.483783701107472	10.221164062917627	15.84928753664789	0	
log-power-nullind.mapjitter.klw	safe	sd	ips	0.537348741579435	0.7082821902402239	0.9962238967946431	0	
log-power-nullind.mapjitter.klw	safe	sd	vertex	0.537348741579435	0.7082821902402239	0.9962238967946431	0	
log-power-nullind.pathfinder.klw.ev	risky	mu	ips	14.740759680023412	19.425228893194607	25.451660030366053	0	
log-power-nullind.pathfinder.klw.ev	risky	mu	vertex	14.740759680023412	19.425228893194607	25.451660030366053	0	
log-power-nullind.pathfinder.klw.ev	risky	sd	ips	0.44393919706683693	0.5303788507336171	0.6482396605295992	0	
log-power-nullind.pathfinder.klw.ev	risky	sd	vertex	0.44393919706683693	0.5303788507336171	0.6482396605295992	0	
log-power-nullind.pathfinder.klw.ev	safe	mu	ips	6.086799149228917	10.210762882457985	16.964048694432936	0	
log-power-nullind.pathfinder.klw.ev	safe	mu	vertex	6.086799149228917	10.210762882457985	16.964048694432936	0	
log-power-nullind.pathfinder.klw.ev	safe	sd	ips	0.5730834037172519	0.7574714536355831	1.0655767831625735	0	
log-power-nullind.pathfinder.klw.ev	safe	sd	vertex	0.5730834037172519	0.7574714536355831	1.0655767831625735	0	
log-power-nullind.pathfinder.klw.free	risky	mu	ips	15.066116468480171	19.3661773724883	24.962983000246094	0	
log-power-nullind.pathfinder.klw.free	risky	mu	vertex	15.066116468480171	19.3661773724883	24.962983000246094	0	
log-power-nullind.pathfinder.klw.free	risky	sd	ips	0.4251775088394237	0.5348096954910297	0.6525332984095928	0	
log-power-nullind.pathfinder.klw.free	risky	sd	vertex	0.4251775088394237	0.5348096954910297	0.6525332984095928	0	
log-power-nullind.pathfinder.klw.free	safe	mu	ips	6.601873717660428	10.013006428525824	14.924324510539329	0	
log-power-nullind.pathfinder.klw.free	safe	mu	vertex	6.601873717660428	10.013006428525824	14.924324510539329	0	
log-power-nullind.pathfinder.klw.free	safe	sd	ips	0.4637572958156367	0.6432161125038338	0.896785203471967	0	
log-power-nullind.pathfinder.klw.free	safe	sd	vertex	0.4637572958156367	0.6432161125038338	0.896785203471967	0	
log-power-perc.klw	risky	mu	ips	13.662330072393312	17.74590648607524	22.90302909271905	0	
log-power-perc.klw	risky	mu	vertex	13.662330072393312	17.74590648607524	22.90302909271905	0	
log-power-perc.klw	risky	sd	ips	0.39741010567087853	0.47461633309510703	0.5717913785742151	0	
log-power-perc.klw	risky	sd	vertex	0.39741010567087853	0.47461633309510703	0.5717913785742151	0	
log-power-perc.klw	safe	mu	ips	6.585575590968825	9.73239762653106	14.505631973215072	0	
log-power-perc.klw	safe	mu	vertex	6.585575590968825	9.73239762653106	14.505631973215072	0	
log-power-perc.klw	safe	sd	ips	0.4556389636575137	0.5938763540934953	0.8049441765219805	0	
log-power-perc.klw	safe	sd	vertex	0.4556389636575137	0.5938763540934953	0.8049441765219805	0	
log-power-perc.mapjitter.klw.fix_prior_sd	risky	mu	ips	10.380043680895277	14.999161931550958	21.306697514821035	0	
log-power-perc.mapjitter.klw.fix_prior_sd	risky	mu	vertex	10.380043680895277	14.999161931550958	21.306697514821035	0	
log-power-perc.mapjitter.klw.fix_prior_sd	safe	mu	ips	7.503405362410956	10.48911156105256	14.68323335076287	0	
log-power-perc.mapjitter.klw.fix_prior_sd	safe	mu	vertex	7.503405362410956	10.48911156105256	14.68323335076287	0	
log-power-perc.mapjitter.klw.sps0.15	risky	mu	ips	13.58751964806084	17.709482915340587	22.83567262890749	0	
log-power-perc.mapjitter.klw.sps0.15	risky	mu	vertex	13.58751964806084	17.709482915340587	22.83567262890749	0	
log-power-perc.mapjitter.klw.sps0.15	risky	sd	ips	0.4217957023566702	0.4894539388190686	0.576010382405867	0	
log-power-perc.mapjitter.klw.sps0.15	risky	sd	vertex	0.4217957023566702	0.4894539388190686	0.576010382405867	0	
log-power-perc.mapjitter.klw.sps0.15	safe	mu	ips	6.734117737850304	9.780751566569121	14.392531381373484	0	
log-power-perc.mapjitter.klw.sps0.15	safe	mu	vertex	6.734117737850304	9.780751566569121	14.392531381373484	0	
log-power-perc.mapjitter.klw.sps0.15	safe	sd	ips	0.4696558608554752	0.5673579234744248	0.6903573743151523	0	
log-power-perc.mapjitter.klw.sps0.15	safe	sd	vertex	0.4696558608554752	0.5673579234744248	0.6903573743151523	0	
log-power-perc.mapjitter.klw	risky	mu	ips	13.588639606046526	17.774507920715237	22.943428576357	0	
log-power-perc.mapjitter.klw	risky	mu	vertex	13.588639606046526	17.774507920715237	22.943428576357	0	
log-power-perc.mapjitter.klw	risky	sd	ips	0.39818297626943083	0.4757611616613917	0.5746637469912113	0	
log-power-perc.mapjitter.klw	risky	sd	vertex	0.39818297626943083	0.4757611616613917	0.5746637469912113	0	
log-power-perc.mapjitter.klw	safe	mu	ips	6.5034757262881016	9.661516548295932	14.34809079932231	0	
log-power-perc.mapjitter.klw	safe	mu	vertex	6.5034757262881016	9.661516548295932	14.34809079932231	0	
log-power-perc.mapjitter.klw	safe	sd	ips	0.45759514219603986	0.5949977497471404	0.8115328203825884	0	
log-power-perc.mapjitter.klw	safe	sd	vertex	0.45759514219603986	0.5949977497471404	0.8115328203825884	0	
log-power-percmem.klw	risky	mu	ips	13.47848970927567	17.587285686228125	22.7233218762518	0	
log-power-percmem.klw	risky	mu	vertex	13.47848970927567	17.587285686228125	22.7233218762518	0	
log-power-percmem.klw	risky	sd	ips	0.39851324483659223	0.475747679094809	0.5733289233906363	0	
log-power-percmem.klw	risky	sd	vertex	0.39851324483659223	0.475747679094809	0.5733289233906363	0	
log-power-percmem.klw	safe	mu	ips	6.429717271650722	9.649375954727748	14.331542444672774	0	
log-power-percmem.klw	safe	mu	vertex	6.429717271650722	9.649375954727748	14.331542444672774	0	
log-power-percmem.klw	safe	sd	ips	0.45773216223262614	0.5955599954186406	0.8114653150069066	0	
log-power-percmem.klw	safe	sd	vertex	0.45773216223262614	0.5955599954186406	0.8114653150069066	0	
log-power-percmem.mapjitter.klw	risky	mu	ips	13.46484774617018	17.58085389902866	22.615962676560997	0	
log-power-percmem.mapjitter.klw	risky	mu	vertex	13.46484774617018	17.58085389902866	22.615962676560997	0	
log-power-percmem.mapjitter.klw	risky	sd	ips	0.39782785815841903	0.4757741637238983	0.5713126692148093	0	
log-power-percmem.mapjitter.klw	risky	sd	vertex	0.39782785815841903	0.4757741637238983	0.5713126692148093	0	
log-power-percmem.mapjitter.klw	safe	mu	ips	6.456596973964267	9.609207946767032	14.120746801678672	0	
log-power-percmem.mapjitter.klw	safe	mu	vertex	6.456596973964267	9.609207946767032	14.120746801678672	0	
log-power-percmem.mapjitter.klw	safe	sd	ips	0.45749702163265044	0.5952071233448748	0.8099075035295785	0	
log-power-percmem.mapjitter.klw	safe	sd	vertex	0.45749702163265044	0.5952071233448748	0.8099075035295785	0	
log-power-percmem.pathfinder.klw.ev	risky	mu	ips	14.098245281549417	18.361406543081664	23.78572636026192	0	
log-power-percmem.pathfinder.klw.ev	risky	mu	vertex	14.098245281549417	18.361406543081664	23.78572636026192	0	
log-power-percmem.pathfinder.klw.ev	risky	sd	ips	0.41034773013531406	0.493415851473933	0.6045191627114922	0	
log-power-percmem.pathfinder.klw.ev	risky	sd	vertex	0.41034773013531406	0.493415851473933	0.6045191627114922	0	
log-power-percmem.pathfinder.klw.ev	safe	mu	ips	6.34847412283059	10.318571802413068	16.681405987988857	0	
log-power-percmem.pathfinder.klw.ev	safe	mu	vertex	6.34847412283059	10.318571802413068	16.681405987988857	0	
log-power-percmem.pathfinder.klw.ev	safe	sd	ips	0.512689402343314	0.6761503850442747	0.9365131198262343	0	
log-power-percmem.pathfinder.klw.ev	safe	sd	vertex	0.512689402343314	0.6761503850442747	0.9365131198262343	0	
log-power-percmem.pathfinder.klw.free	risky	mu	ips	13.459993838971313	17.48877596108383	22.642465580966167	0	
log-power-percmem.pathfinder.klw.free	risky	mu	vertex	13.459993838971313	17.48877596108383	22.642465580966167	0	
log-power-percmem.pathfinder.klw.free	risky	sd	ips	0.3049208488384316	0.4228009682199554	0.5471092133586446	0	
log-power-percmem.pathfinder.klw.free	risky	sd	vertex	0.3049208488384316	0.4228009682199554	0.5471092133586446	0	
log-power-percmem.pathfinder.klw.free	safe	mu	ips	6.331753404824978	9.554073083982049	14.3134672740298	0	
log-power-percmem.pathfinder.klw.free	safe	mu	vertex	6.331753404824978	9.554073083982049	14.3134672740298	0	
log-power-percmem.pathfinder.klw.free	safe	sd	ips	0.48400038761623276	0.6511803313773233	0.8936801187966718	0	
log-power-percmem.pathfinder.klw.free	safe	sd	vertex	0.48400038761623276	0.6511803313773233	0.8936801187966718	0	
log-power-percmempsd.pathfinder.klw	risky	mu	ips	13.81684750424616	17.70398401217993	22.47685999985866	0	
log-power-percmempsd.pathfinder.klw	risky	mu	vertex	13.81684750424616	17.70398401217993	22.47685999985866	0	
log-power-percmempsd.pathfinder.klw	risky	sd	ips	0.39973684154868977	0.48613131938497595	0.6015460899222139	1	
log-power-percmempsd.pathfinder.klw	risky	sd	vertex	0.383154549843169	0.4716515933910463	0.5914047976829914	1	
log-power-percmempsd.pathfinder.klw	risky	sd	delta	-0.12359821657993256	0.030070159786839232	0.1803798401649662	1	0.6550833333333334
log-power-percmempsd.pathfinder.klw	safe	mu	ips	6.342619269381222	9.282977029033571	13.482356011387072	0	
