label	parameter	n	sd_within	sd_between_observed	sd_between_model	reliability_var	ceiling_var	reliability_draw	ceiling_draw	rank_stability	ceiling_rank
log-power-percpmu.mapjitter.klw	log_perc_power_sd112	35	0.2884304571000154	0.2955974338147334	0.40505447428893754	0.04790361214092933	0.21886893827340903	0.5341693999153779	0.7308689348408358	0.5055446778711484	0.7110166509099125
log-power-percpmu.mapjitter.klw	log_perc_power_sd7	35	0.27999501277213557	0.21935506290142254	0.3369417036256389	0.0	0.0	0.40497068573186923	0.6363730711869172	0.3772733893557423	0.6142258455615022
log-power-percpmu.mapjitter.klw	log_risky_prior_mu	35	0.21835257465103508	0.16586409321470283	0.2558702512132267	0.0	0.0	0.3852787988176452	0.6207083041313731	0.37402380952380954	0.6115748601142869
log-power-percpmu.mapjitter.klw	log_safe_prior_mu	35	0.16256370988005006	0.03134958636904465	0.10941249291443367	0.0	0.0	0.04331095481732912	0.20811284154835116	0.041594257703081235	0.20394670309441443
