label	noise	prior	n	r	lo	hi	p_gt0	rho	rho_lo	rho_hi	r_within	r_within_lo	r_within_hi	r_posterior_mean_only
log-power-percpmu.mapjitter.klw	log_perc_power_sd7	log_risky_prior_mu	35	0.041161482838344206	-0.2706365334024319	0.34261700266691736	0.6031111111111112	0.04285714285714286	-0.27198879551820726	0.3495798319327731	9.644188234877566e-05	-0.34731992682498875	0.43902024693405506	0.09751508867990001
log-power-percpmu.mapjitter.klw	log_perc_power_sd112	log_risky_prior_mu	35	-0.026904253320852122	-0.33501216707663733	0.2787149896527238	0.43409722222222225	-0.021288515406162466	-0.3291316526610644	0.28319327731092436	0.2272345865696585	-0.10964050590680649	0.6196820584380296	-0.24513175943581275
log-power-percpmu.mapjitter.klw	log_perc_power_sd112	log_safe_prior_mu	35	0.01914018296377814	-0.31206209616679614	0.34604572616238466	0.5458194444444444	0.015406162464985995	-0.3165266106442577	0.34285714285714286	-0.03076315363691027	-0.16101395652655992	0.09927901482043547	0.24250271840029133
log-power-percpmu.mapjitter.klw	log_perc_power_sd7	log_safe_prior_mu	35	-0.010193645856928423	-0.342518184552765	0.3267873517498115	0.4777777777777778	-0.007282913165266107	-0.34173669467787116	0.3266106442577031	0.001219615633567416	-0.12873744730087147	0.26345614849029925	-0.12104429530200599
