label	space	form	placement	channel	parameter	subject	sigma_ips	sigma_vertex
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	1	0.13713428541062592	0.10765983427490541
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	2	0.29870432619313797	0.2474289746481762
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	3	0.12427879528620325	0.12412304471127791
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	4	0.18477964485565396	0.16702414162197715
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	5	0.20189397649846563	0.1365360022794315
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	6	0.20900751254466005	0.2770115328417991
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	7	0.2269620338559612	0.21375909199557072
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	9	0.08468197681107116	0.047038334587302943
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	10	0.1671508892133309	0.1415522555347112
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	11	0.11509676965960185	0.09907242398430414
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	18	0.12886116546295961	0.07310750496469891
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	19	0.12986436519180622	0.14322219083152007
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	21	0.31850807166806144	0.1885331757681282
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	25	0.10916889933881442	0.09065002886701554
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	26	0.19439714749794548	0.1999056960764307
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	29	0.18986233259105753	0.1706099214345514
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	30	0.11776360838092036	0.11500697738481346
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	31	0.22780030630325626	0.25267682537991476
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	34	0.1350773384366767	0.11976901896194692
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	35	0.2128190271100697	0.26894788793147256
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	36	0.18591670959729678	0.14896324496642127
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	37	0.177156137450929	0.16358995081491262
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	45	0.2219729063792595	0.2036449688438975
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	46	0.25727300172267775	0.20496536223163017
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	47	0.18926785247586442	0.30700347772080155
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	perc	log_perc_cspl3_sd7	50	0.12666908048673342	0.07299459971413118
