model	var	subject	mean	lo	hi	p_gt0
flexible1_noisefix	n1_evidence_sd_spline4	9	0.2075378140655621	-0.7220230715833307	1.0156300374615186	0.7105
flexible1_noisefix	n1_evidence_sd_spline4	10	0.29016579370504814	-0.5388601400012687	1.1044265962623692	0.7738
flexible1_noisefix	n1_evidence_sd_spline4	11	0.31796214025148395	-0.4980198827607689	1.1610190299709586	0.7885
flexible1_noisefix	n1_evidence_sd_spline4	18	0.27757719714964124	-0.6007419434286384	1.1141448453289255	0.7589
flexible1_noisefix	n1_evidence_sd_spline4	19	0.24579543205875662	-0.6223834917057431	1.0454826117111895	0.73895
flexible1_noisefix	n1_evidence_sd_spline4	21	0.32051670794918136	-0.4984832267029637	1.1548223866130989	0.7941
flexible1_noisefix	n1_evidence_sd_spline4	25	0.28015556808253933	-0.5842797994543052	1.1191323628625887	0.7582
flexible1_noisefix	n1_evidence_sd_spline4	26	0.3614333339054241	-0.46355874226970195	1.2769631296325223	0.814
flexible1_noisefix	n1_evidence_sd_spline4	29	0.17434305148979293	-0.7781321818495903	0.9551369674939507	0.6907
flexible1_noisefix	n1_evidence_sd_spline4	30	0.16252120328758757	-0.7874256488465743	0.9385929185487496	0.67715
flexible1_noisefix	n1_evidence_sd_spline4	31	0.2062856429935658	-0.6691340709644786	0.9824210620148054	0.71075
flexible1_noisefix	n1_evidence_sd_spline4	34	0.3986486422968082	-0.3936809681932216	1.3137459330886891	0.84045
flexible1_noisefix	n1_evidence_sd_spline4	35	0.4461346514518362	-0.30101339914346803	1.3405829990410938	0.8742
flexible1_noisefix	n1_evidence_sd_spline4	36	0.19528939844050236	-0.6811013903872086	0.9589428360050796	0.7077
flexible1_noisefix	n1_evidence_sd_spline4	37	0.29125918733069	-0.5502783402513752	1.125178268868461	0.76965
flexible1_noisefix	n1_evidence_sd_spline4	45	0.4161724095319927	-0.32837356168968723	1.250123817629199	0.86
flexible1_noisefix	n1_evidence_sd_spline4	46	0.1973675661751971	-0.6874998398430818	0.9745744346647929	0.70525
flexible1_noisefix	n1_evidence_sd_spline4	47	0.1776006831529079	-0.7611436616045555	0.9592009605195053	0.6893
flexible1_noisefix	n1_evidence_sd_spline4	50	0.43523052876541296	-0.3452159418628253	1.358919481915542	0.8576
flexible1_noisefix	n1_evidence_sd_spline4	53	0.21319051286192822	-0.6734089525231622	0.9897451302995466	0.71915
flexible1_noisefix	n1_evidence_sd_spline4	56	0.10324313294228164	-0.8968040928786516	0.883663776567721	0.63305
flexible1_noisefix	n1_evidence_sd_spline4	59	0.34389573455488437	-0.46440183747901775	1.1801418029517263	0.81
flexible1_noisefix	n1_evidence_sd_spline4	62	0.29718601963823077	-0.5440174833952726	1.1347603036050438	0.77535
flexible1_noisefix	n1_evidence_sd_spline4	63	0.382832862853218	-0.41009424059715316	1.252111238796611	0.83115
flexible1_noisefix	n1_evidence_sd_spline4	67	0.16028300253813446	-0.7931953795218754	0.9454096442557239	0.6773
flexible1_noisefix	n1_evidence_sd_spline4	69	0.2689965119103935	-0.585008871593427	1.0854760833444224	0.76085
flexible1_noisefix	n1_evidence_sd_spline4	72	0.300870177603391	-0.5402783505417025	1.134318413953404	0.77885
flexible1_noisefix	n1_evidence_sd_spline4	74	0.166461721029602	-0.7330413268734407	0.9198071022848379	0.6799
flexible1_noisefix	n1_evidence_sd_spline5	1	0.6014079513684004	-0.20218704502527823	1.5967089425823326	0.933
flexible1_noisefix	n1_evidence_sd_spline5	2	0.5677713394262364	-0.20726289338466497	1.4867928722102963	0.9289
flexible1_noisefix	n1_evidence_sd_spline5	3	0.49512623370853653	-0.36968529547827617	1.4052913241228575	0.8912
flexible1_noisefix	n1_evidence_sd_spline5	4	0.37424987510097496	-0.5835317306058636	1.1631484842884876	0.8335
flexible1_noisefix	n1_evidence_sd_spline5	5	0.4072463104196281	-0.512042489427437	1.199592412562321	0.85315
flexible1_noisefix	n1_evidence_sd_spline5	6	0.3172636557729752	-0.678795719493704	1.066666555482668	0.80285
flexible1_noisefix	n1_evidence_sd_spline5	7	0.43003861690795886	-0.5127216196915804	1.2806342919332718	0.86075
flexible1_noisefix	n1_evidence_sd_spline5	9	0.41052164921377043	-0.5307652635417774	1.2286528767321632	0.8564
flexible1_noisefix	n1_evidence_sd_spline5	10	0.4855066860589752	-0.3913920051752625	1.3808380866310608	0.88735
flexible1_noisefix	n1_evidence_sd_spline5	11	0.4497076087224066	-0.4889599253403315	1.3256758081169366	0.86855
flexible1_noisefix	n1_evidence_sd_spline5	18	0.44819510568563076	-0.4768091928159634	1.3179067493588428	0.8711
flexible1_noisefix	n1_evidence_sd_spline5	19	0.7290943560827048	-0.016546435260744584	1.717021588949192	0.97205
flexible1_noisefix	n1_evidence_sd_spline5	21	0.6183862903665882	-0.1218425046260849	1.506087889391589	0.9529
flexible1_noisefix	n1_evidence_sd_spline5	25	0.4366064334505978	-0.502399350676101	1.2949850557960103	0.86135
flexible1_noisefix	n1_evidence_sd_spline5	26	0.46244341821429197	-0.4604750818672323	1.3561574833791534	0.8739
flexible1_noisefix	n1_evidence_sd_spline5	29	0.45285833926041624	-0.3399121222452757	1.1803153098693344	0.893
flexible1_noisefix	n1_evidence_sd_spline5	30	0.34198363533976195	-0.6481760429959931	1.102725436771364	0.81455
flexible1_noisefix	n1_evidence_sd_spline5	31	0.39586251242469667	-0.577372923128396	1.228386907578458	0.8408
flexible1_noisefix	n1_evidence_sd_spline5	34	0.5374738410634571	-0.20577804828106366	1.3555327727280209	0.9246
flexible1_noisefix	n1_evidence_sd_spline5	35	0.5144164626997155	-0.321390416569404	1.4292710958626849	0.9021
flexible1_noisefix	n1_evidence_sd_spline5	36	0.3290054941332013	-0.6828768342341247	1.103950826009215	0.80305
flexible1_noisefix	n1_evidence_sd_spline5	37	0.4529168193072907	-0.45292523876850904	1.3107708792083848	0.87105
flexible1_noisefix	n1_evidence_sd_spline5	45	0.5402263143168577	-0.12016423631067309	1.261790409218531	0.9489
flexible1_noisefix	n1_evidence_sd_spline5	46	0.4246960754427468	-0.42431058939076405	1.217476738528295	0.86675
flexible1_noisefix	n1_evidence_sd_spline5	47	0.40009452611967095	-0.540241787070066	1.2250725543890881	0.8439
flexible1_noisefix	n1_evidence_sd_spline5	50	0.5668813355158434	-0.11576943776868746	1.3033552877990797	0.9501
