term	spline	regressor	mean	lo	hi	p_gt0
memory_noise_sd	1	Intercept	-3.6368351675084822	-5.553858847171586	-1.886455056456718	0.0
memory_noise_sd	1	stimulation_condition[T.vertex]	-0.8073459816045373	-2.5546687760732705	0.8834505170398504	0.18095
memory_noise_sd	2	Intercept	-2.037678042648999	-3.029931153702206	-1.1214446580303075	0.0
memory_noise_sd	2	stimulation_condition[T.vertex]	-0.7688257553433495	-1.6911201373915143	0.11599239002183483	0.04555
memory_noise_sd	3	Intercept	-2.215797092277635	-3.902864682859744	-0.5065061365689445	0.00545
memory_noise_sd	3	stimulation_condition[T.vertex]	-0.10004385597218181	-1.595686325146219	1.3866603270451556	0.44465
memory_noise_sd	4	Intercept	-2.3328236240590225	-4.634013039199124	-0.21736572299690804	0.0145
memory_noise_sd	4	stimulation_condition[T.vertex]	-0.05697838095102756	-1.9407365680670103	1.7610462932989897	0.48045
memory_noise_sd	5	Intercept	-2.5552793937124014	-4.335311467002444	-1.105626372533588	5e-05
memory_noise_sd	5	stimulation_condition[T.vertex]	-0.3552304252187307	-2.056773266126751	1.2727802199452933	0.33905
perceptual_noise_sd	1	Intercept	1.6711232759393664	1.1234491128830977	2.240776720319869	1.0
perceptual_noise_sd	1	stimulation_condition[T.vertex]	-0.4392202581714116	-0.8004843460385556	-0.139326419355169	0.0016
perceptual_noise_sd	2	Intercept	2.322645019610341	1.9084749979723943	2.727809363884064	1.0
perceptual_noise_sd	2	stimulation_condition[T.vertex]	-0.22484135500479907	-0.4473250085707173	-0.01727667498861499	0.01705
perceptual_noise_sd	3	Intercept	4.68913401451156	4.211874110329144	5.174295864108105	1.0
perceptual_noise_sd	3	stimulation_condition[T.vertex]	-0.41763990059166806	-0.7760765916921157	-0.05533358347030888	0.01205
perceptual_noise_sd	4	Intercept	5.163619948235612	4.417525917090781	5.895915177675278	1.0
perceptual_noise_sd	4	stimulation_condition[T.vertex]	-0.43160683086381796	-0.8744556379700876	0.00702052358397912	0.0267
perceptual_noise_sd	5	Intercept	6.166953833814219	5.526922961382501	6.802419238069435	1.0
perceptual_noise_sd	5	stimulation_condition[T.vertex]	-0.3823582510230539	-0.8352499250741074	0.08565092582190025	0.05345
