subject	session	stimulation_condition	mask	r_En1	abs_err	log_abs_err	post_spread	log_abs_err_low	post_spread_low	log_abs_err_high	post_spread_high
3	2	vertex	NPCr2cm-cluster	0.1277466777667122	28.631420194562093	0.9241050541711661	20.625059866719145	1.2876801795778396	20.495669127643502	0.4797354564518983	20.78320410336715
3	3	ips	NPC12r	0.2136920663666959	26.787121521191665	0.894205522467776	22.39723151504499	1.2676252615377646	21.12940265163279	0.4378036191600125	23.946800125882127
3	3	ips	NPCr2cm-cluster	0.3077797637987381	28.9131199915463	0.9272081386124889	21.51282289103462	1.282633780473585	20.1287699037438	0.4927990207822606	23.204443208834505
4	1	baseline	NPC12r	-0.1339091994190634	30.948862227478514	0.9747058712129771	20.53149278033879	1.386810313292155	20.38019847722223	0.503729365979631	20.704400555329137
4	1	baseline	NPCr2cm-cluster	-0.1745672923463427	31.108237643309405	1.0012392967040544	22.719446112579405	1.4238708754766978	23.709391379860644	0.5182317781067477	21.588080092829415
4	2	ips	NPC12r	0.2621698925817411	27.899179656779882	0.8935489937124408	22.098520437345854	1.2966170877892136	20.992966033087235	0.43289974333898623	23.362011185069985
4	2	ips	NPCr2cm-cluster	0.12406284324350998	28.599531938304608	0.9180612145330874	20.875884774704648	1.2738547783961822	20.177846158884908	0.5114399986895505	21.67364319278435
4	3	vertex	NPC12r	0.08715122554084935	28.72623902717721	0.9197669086842772	21.06086005709023	1.2928014419509224	22.291630890681844	0.49344172780811146	19.65426481869982
4	3	vertex	NPCr2cm-cluster	0.1465267099350368	28.13280053101246	0.9093093052420471	22.613424732003306	1.2810560980616112	22.639076485781473	0.48445582773397383	22.584108441971107
5	1	baseline	NPC12r	0.23685654887290383	27.198392459492272	0.829893880006662	20.976206243467207	1.089829417412672	19.908626983476818	0.5699583426006518	22.04378550345759
5	1	baseline	NPCr2cm-cluster	0.31393127431769935	25.702587878195516	0.8022562724758323	21.745283570119415	1.120524501982486	20.5281577711948	0.4839880429691786	22.962409369044035
5	2	vertex	NPC12r	0.05734130887982988	28.5680488657421	0.8940385695799375	21.429262596105588	1.2697983977437566	21.622766482569958	0.5182787414161187	21.23575870964122
5	2	vertex	NPCr2cm-cluster	0.1615889376430811	28.00312171139325	0.8736106420152568	21.024311412894928	1.2377199295821726	20.781930345647677	0.5095013544483413	21.26669248014218
5	3	ips	NPC12r	-0.07822395269285681	34.23884840122408	1.0145730346563786	25.561790677411576	1.4829784892335018	25.952977611833415	0.5461675800792558	25.170603742989734
5	3	ips	NPCr2cm-cluster	-0.02063590179933704	31.64724938390239	0.9608513413922948	25.020400767296135	1.4452843785963332	25.18368655349712	0.4764183041882569	24.85711498109515
6	1	baseline	NPC12r	-0.04903035676624976	31.39174930266239	0.9897752353296146	20.615090642023834	1.358026782923445	21.900071281997803	0.5689163237938086	19.146541339196443
6	1	baseline	NPCr2cm-cluster	-0.04478617322522215	30.66630946827304	0.9727517769426722	20.092934486624955	1.3664205954441244	21.91338389061573	0.5228445557981559	18.012420882064067
6	2	ips	NPC12r	-0.06249618426432318	32.41126758282011	0.9951504218566681	20.112918710747298	1.3920562918140786	20.32562175712793	0.5415437133339134	19.86982951488372
6	2	ips	NPCr2cm-cluster	-0.000954745559378624	33.49931743629134	1.055587572159687	22.821287583016538	1.4979284467892615	23.769434788387475	0.5500551440116018	21.73769077687832
6	3	vertex	NPC12r	0.17923142454601182	28.050484525015904	0.9020283212125392	20.207374666526846	1.3009579025927596	19.588987375688326	0.4461087996351442	20.914102998913723
6	3	vertex	NPCr2cm-cluster	0.1724291356019968	29.2062356418528	0.9304190247754511	21.37809458426385	1.3618429531935332	21.063899671001423	0.43736310658335736	21.737174485135192
7	1	baseline	NPC12r	0.06732424293810522	27.26704996722879	0.9083186878415939	18.77637289577966	1.2679172694695078	17.551301006306574	0.4048806735625143	20.491473541041977
7	1	baseline	NPCr2cm-cluster	0.020075664962910106	30.244359256213485	0.9818404457255351	21.298238237352123	1.2961995867337515	22.320382711470664	0.5417376483140321	19.867235973586173
7	2	ips	NPC12r	0.1354065822961569	25.652675522207332	0.842018876047076	18.61874745462598	1.1357119749078501	19.101857208056515	0.43084853764199216	17.94239379982323
7	2	ips	NPCr2cm-cluster	-0.032401632471760596	26.45836685432369	0.9108327173987646	19.702488990351526	1.2135091397670685	20.935773897012844	0.4870857260831395	17.975890121025685
7	3	vertex	NPC12r	0.0684311600214061	25.993773544795218	0.8763072543221032	19.915218752417356	1.158016670774387	18.80420680296445	0.481914071288906	21.470635481651424
7	3	vertex	NPCr2cm-cluster	0.30076260703485724	27.97080529295137	0.9159079142543445	22.43585049966454	1.1973982635456148	21.67105449018022	0.5218214252465658	23.50656491294258
9	1	baseline	NPC12r	0.20003751004446632	26.496212684151995	0.7965460285414158	15.961912199100503	1.089742290462449	15.306028562955449	0.5033497666203827	16.617795835245563
9	1	baseline	NPCr2cm-cluster	-0.06861890585593469	30.182435420196644	0.9062444726561439	17.046663736884145	1.2223278904579302	15.363525459021352	0.5901610548543573	18.729802014746937
9	2	ips	NPC12r	-0.11771939230654771	31.114828371988974	0.9242998256120819	18.54562368943903	1.2774924883566485	18.84285865390162	0.5711071628675158	18.24838872497644
9	2	ips	NPCr2cm-cluster	-0.08279827145792545	29.02621158124047	0.8957095281015576	22.520320936801127	1.3104659351238808	22.525074366783937	0.4809531210792344	22.515567506818318
9	3	vertex	NPC12r	0.029119632758650506	29.28684593572845	0.8613960683678755	22.23321132909885	1.2194163241618292	20.324103547710553	0.5033758125739222	24.14231911048715
9	3	vertex	NPCr2cm-cluster	0.12520007507926684	28.100357941274513	0.8474954970436249	22.52062981220979	1.2167291974725312	21.18388080741248	0.4782617966147191	23.857378817007103
10	1	baseline	NPC12r	0.08794729786811059	21.32462375588438	0.7570726626266395	11.33387824482315	0.8836026589646667	10.853216037286058	0.5960344854691502	11.945630145324907
10	1	baseline	NPCr2cm-cluster	0.0065348783688562615	24.786300805817802	0.8513918932305072	16.751048672957307	1.1625358886467667	16.28773320838805	0.45539044451890454	17.3407229005909
10	2	ips	NPC12r	0.19776650923010095	18.398555161605845	0.6948784430777549	13.404936603777733	0.8966950600669857	13.085843173936697	0.4482136889798061	13.794939684694556
10	2	ips	NPCr2cm-cluster	0.14257021306820883	25.269193460627168	0.8433620819780802	18.71261867734702	1.115308829566847	18.22345435479302	0.5109827238140321	19.3104861826908
10	3	vertex	NPC12r	0.417867608572201	18.084574466491965	0.6635009752307165	11.650385031521191	0.8658745481157263	10.527146736010629	0.41615549726014905	13.023231837145211
10	3	vertex	NPCr2cm-cluster	0.34115834928002414	16.647176647642944	0.6213036550909792	13.82767644039385	0.8316473818685441	12.419670902058295	0.36421687791839963	15.548572098359523
11	1	baseline	NPC12r	0.13121720831703398	30.192584615583197	0.9763480683230007	21.84923386322394	1.2816456069733777	22.500702044192778	0.6710505296726236	21.197765682255106
11	1	baseline	NPCr2cm-cluster	0.241474568205391	30.019181711466064	1.0002319098571217	24.30149509389852	1.3605522909372167	23.662876659369452	0.6399115287770264	24.94011352842758
11	2	vertex	NPC12r	0.28645511510131777	22.10242953787605	0.7891526602196187	14.863143260191118	0.9652378634014387	13.2108112157831	0.613067457037799	16.515475304599136
11	2	vertex	NPCr2cm-cluster	0.33709452525006717	21.736352076611833	0.776443426386825	15.908982022179131	0.9976074475324456	14.120162203994036	0.5552794052412042	17.697801840364225
11	3	ips	NPC12r	0.37915336997730886	24.218281921436315	0.8052872374401475	16.993053694397478	0.9958304215904348	15.144782327280678	0.6147440532898601	18.841325061514283
11	3	ips	NPCr2cm-cluster	0.16890275497266952	28.059150105936766	0.9292764527299248	20.72378461785434	1.2315153614552694	19.620079718161538	0.6270375440045802	21.82748951754714
18	1	baseline	NPC12r	0.31358546265225523	21.924229482191407	0.7866038009892539	16.71238270356514	0.9655581889386224	15.381578033687664	0.6076494130398852	18.043187373442624
18	1	baseline	NPCr2cm-cluster	0.20281760074958363	21.894740639688084	0.7913362282012711	15.68689083004295	1.0182081419157296	14.838562764373822	0.5644643144868129	16.53521889571208
18	2	ips	NPC12r	0.2944962689621477	18.93628272619829	0.7070495838875966	16.142254502167557	0.9313730369457216	13.513026086958469	0.4827261308294718	18.771482917376648
18	2	ips	NPCr2cm-cluster	0.24060145866499427	23.521526885957655	0.8502751082299889	17.754591483457556	1.0626338328248324	15.97671305580649	0.6379163836351454	19.532469911108624
18	3	vertex	NPC12r	0.2493922520795746	23.565981790081267	0.8212557466692268	18.507374256981606	1.0335811938155135	16.745256205767998	0.6089302995229405	20.269492308195208
18	3	vertex	NPCr2cm-cluster	0.2504686225856379	26.74741054130929	0.9339839410712693	19.98972780435223	1.183615629701478	18.692106650398056	0.6843522524410605	21.2873489583064
19	1	baseline	NPC12r	0.32373483866483305	24.81080175732932	0.7477810483922812	20.06390412719279	1.0264726007475915	18.758565296991115	0.4690894960369711	21.369242957394466
19	1	baseline	NPCr2cm-cluster	0.28229192876474263	26.389130151502286	0.7722782839626278	19.23142111057719	1.0171607618124814	18.202782330212848	0.5273958061127745	20.260059890941527
19	2	vertex	NPC12r	0.03526458390274931	29.58862734985438	0.8626022333140083	20.010220444492028	1.1746746183952648	18.844025493717858	0.5505298482327522	21.176415395266204
19	2	vertex	NPCr2cm-cluster	0.11841477311369053	28.640489413290123	0.8509415608226515	21.55041840012791	1.20061256652571	21.738869540843133	0.5012705551195928	21.361967259412683
19	3	ips	NPC12r	0.09404269780006246	28.96308894103774	0.8268318653646901	18.649587119657195	1.136756283396266	18.636071771305634	0.5169074473331143	18.663102468008756
19	3	ips	NPCr2cm-cluster	0.22421696474976904	27.10378363244804	0.8112145664132377	21.123221229905457	1.1369202630670996	21.606655857650082	0.4855088697593763	20.639786602160825
21	1	baseline	NPC12r	0.014065294839966968	31.51875929620557	0.9975080514770739	20.70316462421603	1.4184504227445887	18.666075369193834	0.4470449505887855	23.36705057309121
21	1	baseline	NPCr2cm-cluster	0.05256637180723405	34.203557771327695	1.062599141532589	22.499273279972382	1.4837243703297005	21.638302315120587	0.5118969192594431	23.62515838785549
21	2	ips	NPC12r	0.0015321167039865542	34.385516226539345	1.0776901410227173	25.059065978738854	1.4681482928138068	25.27829301176395	0.5670910194497536	24.772384474013727
21	2	ips	NPCr2cm-cluster	0.020291935188875343	34.91454407920167	1.0809424769857678	25.430648350705017	1.4831644725444404	25.558103885819463	0.5549598674090421	25.263975727863052
21	3	vertex	NPC12r	0.04397302847621515	23.67065741187434	0.8240994663821367	14.325765616530544	1.0530469580467905	14.52204074745457	0.5247065926668201	14.069098137629897
21	3	vertex	NPCr2cm-cluster	0.07730056768238071	26.043692978369606	0.88879000236739	16.97159224743801	1.1391816437914248	16.152531992965546	0.5613547789667291	18.042671041748164
25	1	baseline	NPC12r	0.4096375290416592	20.964515908104225	0.7762365650919191	15.958887566631597	0.9333270329324248	14.429519697294914	0.6191460972514136	17.488255435968277
25	1	baseline	NPCr2cm-cluster	0.0919275493449954	25.67001684517267	0.9060604031532562	19.140211336935696	1.19072513267291	18.049720109769293	0.6213956736336023	20.23070256410211
25	2	vertex	NPC12r	0.13623378931472221	23.49809623382026	0.8261153936744474	15.970117623736813	1.1114451603598037	15.45557901790884	0.5407856269890909	16.484656229564784
25	2	vertex	NPCr2cm-cluster	0.29202001129719396	20.667096054573697	0.7363462966487933	15.709708010917232	0.9779588683688981	13.350667148792342	0.4947337249286881	18.06874887304212
25	3	ips	NPC12r	0.23975283611339449	20.743865778691212	0.7799243531305464	16.883210372178578	1.0038484300493717	16.93011210228678	0.5560002762117212	16.836308642070367
25	3	ips	NPCr2cm-cluster	0.2651916928735814	21.676404226270645	0.7962042099012875	16.79627842464374	0.9973622398260606	16.11109338971481	0.5950461799765144	17.48146345957267
26	1	baseline	NPC12r	0.013725068345459548	32.29389339450702	1.0843094769503112	24.815641601727346	1.470255454772869	24.671626169691095	0.6983634991277535	24.959657033763595
26	1	baseline	NPCr2cm-cluster	-0.102321321571384	36.15049751691584	1.174863074024699	26.526571315858337	1.646441521303815	25.686864609980464	0.7032846267455829	27.366278021736214
26	2	ips	NPC12r	-0.02303139013994232	29.870300480159973	1.0067187140558227	19.981624110748296	1.3790517379667777	21.166066918195902	0.6343856901448679	18.79718130330069
26	2	ips	NPCr2cm-cluster	0.04116853285507218	33.68923147612984	1.1071526637102296	23.009993510207522	1.540541334417548	22.803483185570773	0.6737639930029113	23.21650383484427
26	3	vertex	NPC12r	0.04230350318608426	26.29472417481001	0.9202418742484807	18.869553179381622	1.2528837682376905	18.098297304599267	0.5875999802592706	19.640809054163977
26	3	vertex	NPCr2cm-cluster	-0.09489086608581214	36.779767630221436	1.1969001141048798	26.171956521038794	1.6755053240191802	25.9009421269778	0.7182949041905792	26.44297091509979
29	1	baseline	NPC12r	0.025213064553549273	29.883440793755245	0.9486248173378526	22.126825434692634	1.3138876038855147	23.35823507465214	0.531181632711953	20.719500131881766
29	1	baseline	NPCr2cm-cluster	0.017850168989812513	30.365633431637818	0.9575064674618177	22.239897355647326	1.297278757071093	21.99268138933504	0.5691952793369314	22.52242988857565
29	2	vertex	NPC12r	0.13589075162396902	26.52431531442727	0.8632305233754511	20.97044497768848	1.2352131191216298	20.34932946638728	0.4381075568083896	21.68029127631842
29	2	vertex	NPCr2cm-cluster	0.15831808582786286	27.55521470099637	0.8982368289684232	21.02819218451755	1.251938493284484	20.650570309351075	0.4940063554643538	21.45976004185066
29	3	ips	NPC12r	0.16511918802492076	27.42979186528861	0.8915293467230693	19.818651842584185	1.2815727822173784	20.689203602178992	0.44576542044385914	18.823735545904402
29	3	ips	NPCr2cm-cluster	0.11957150772764887	28.552847364151514	0.9188346744737693	21.808817360814476	1.328566012767547	22.4858200710121	0.4505702878523089	21.035099977731484
30	1	baseline	NPC12r	-0.036743228616432116	26.348289158235946	0.8521527652792565	19.832650673361844	1.199134292805986	18.45250897320416	0.48124147723344224	21.307974559737303
30	1	baseline	NPCr2cm-cluster	-0.05702262425835592	30.908102468376857	0.9438541382995255	22.169675043321604	1.2821310921161013	21.541740623297084	0.582247739392151	22.84091528541679
30	2	vertex	NPC12r	0.02905226145346308	27.742176716010405	0.8793512032419325	18.004874648288062	1.2478024797203886	17.776075051311572	0.48548949390289375	18.249453527814648
30	2	vertex	NPCr2cm-cluster	0.10605619367257992	26.01446907676936	0.8332625594640272	18.25030363028576	1.2297534089783517	17.95711622419981	0.4094275134314731	18.563710857481087
30	3	ips	NPC12r	0.2985615941742916	27.219994568891707	0.833660718934727	21.552908098413877	1.1584374900085896	21.600914728893184	0.4864855498557708	21.501590665832545
30	3	ips	NPCr2cm-cluster	0.18185338253612196	29.15083348955369	0.8809146500494043	21.743368420802998	1.2175299526718169	21.07454744603856	0.5210844989702735	22.45831498003395
31	1	baseline	NPC12r	0.017285882493392246	30.047137521719993	0.9555904910498326	21.511101706198676	1.3495750764380579	22.22459304376399	0.47405377557533523	20.639056738063296
31	1	baseline	NPCr2cm-cluster	-0.21861073195974387	31.034145904478933	0.9939779583246543	23.84863444386144	1.4418027375066895	24.242203314172077	0.44663656154661124	23.36760582459289
31	2	vertex	NPC12r	0.08652457277591748	25.52019326629411	0.8335545896268135	15.964544617097994	1.0270512280031752	16.474884438597847	0.5970586982779271	15.340795946375955
31	2	vertex	NPCr2cm-cluster	0.052944886416072166	30.52652134200349	0.9573450965863343	21.635911102739936	1.274338725097461	21.20510063991701	0.5699084395171797	22.16245722396795
31	3	ips	NPC12r	0.20872700320898194	27.567772977799944	0.9004915433886773	21.032455751871804	1.2545588556715155	20.33373794173195	0.46774260615409713	21.88644418648718
31	3	ips	NPCr2cm-cluster	0.12431777996232585	33.009093058187624	1.0257940707956434	23.086922940530116	1.4270451098264072	23.2434369685371	0.535376134202488	22.895628017410473
34	1	baseline	NPC12r	-0.10147785435705148	32.39554867531381	0.987945456995651	23.316012142891896	1.4442920298063509	24.098805818846458	0.5315988841849507	22.53321846693734
34	1	baseline	NPCr2cm-cluster	-0.013256215231712753	31.214445224178977	0.963828499069927	25.082082063829663	1.446548241563683	25.464119443923817	0.4811087565761707	24.70004468373551
34	2	vertex	NPC12r	0.22061904915478028	28.187688543152962	0.8453492310779804	19.418741620108566	1.1661523131725235	18.40755049222559	0.5245461489834377	20.42993274799155
34	2	vertex	NPCr2cm-cluster	0.11821036597583741	32.631685757433914	0.9843398831210912	24.57696012988102	1.470166771270956	24.741014510785032	0.49851299497122653	24.412905748977007
34	3	ips	NPC12r	0.11035525447738292	30.34241205254258	0.9284144503314208	23.48429816792139	1.3432142392237727	23.909355923075587	0.5136146614390689	23.05924041276719
34	3	ips	NPCr2cm-cluster	0.03289902824738688	32.2232289919821	0.9789092851292414	25.95356199343281	1.4668697400639736	26.62655162129555	0.49094883019450924	25.280572365570077
35	1	baseline	NPC12r	0.08429169944305485	28.951677060933648	0.8951969805198154	23.596569895690063	1.3743587790508238	23.255622237700685	0.41603518198880696	23.937517553679434
35	1	baseline	NPCr2cm-cluster	-0.1616150321588652	31.865494012405843	0.9612149542759078	23.990296140526755	1.4897113204952401	24.544021149988616	0.4327185880565754	23.436571131064895
35	2	ips	NPC12r	-0.0854445046784117	30.287647238575897	0.9388822663938182	21.797985367422402	1.2911367205289912	23.190257375249214	0.5866278122586457	20.405713359595595
35	2	ips	NPCr2cm-cluster	-0.07402733144508121	30.20056624937466	0.9273871303487295	21.94477487726175	1.3798804721627562	22.74147643532996	0.47489378853470304	21.148073319193543
35	3	vertex	NPC12r	0.15011130029974556	24.63352244954783	0.7980973218673926	19.76825989766503	1.2074553591319346	20.347413423452362	0.3887392846028504	19.1891063718777
35	3	vertex	NPCr2cm-cluster	-0.069061042643213	29.54294621801633	0.9136061492305529	23.09273880942079	1.3967771730798155	23.957538084522138	0.43043512538129053	22.227939534319436
36	1	baseline	NPC12r	0.04456927638151889	27.73200221635624	0.8957023574140789	18.29017419189305	1.212089898009708	17.573996368497724	0.5090064744638652	19.165502642709566
36	1	baseline	NPCr2cm-cluster	0.09856993811233816	23.418314818608582	0.8031273413792946	14.450191172261205	1.163544053018132	14.10538678496132	0.36261802715404906	14.871618756738838
36	2	vertex	NPC12r	0.03451578590585556	30.44798282631422	0.958265283806672	20.420223692134986	1.341335291109664	20.85247002065516	0.4900686082141262	19.891922623943657
36	2	vertex	NPCr2cm-cluster	0.04026107276756971	29.749922105919946	0.9421549121431453	22.1141139200264	1.3393109308946358	22.185686215610765	0.45674200033576795	22.026636669867734
36	3	ips	NPC12r	-0.0765126415510226	29.06436702495876	0.9244871321330792	16.21973428985051	1.2648623310700402	16.61401920426813	0.5084730000990157	15.737830505562313
36	3	ips	NPCr2cm-cluster	0.06082181275089083	27.91432253981895	0.9150494517595251	20.185194123987007	1.2867275759977677	19.844102562859472	0.4607761888016732	20.602083809809553
37	1	baseline	NPC12r	-0.09802082232197218	22.22798748604497	0.8262889215015329	14.610999738742194	1.17754764723251	15.589860158200029	0.4508054560649711	13.564631704149333
37	1	baseline	NPCr2cm-cluster	-0.22594162406314133	31.759441425940295	1.0456731998778952	21.02090041609272	1.4830463758627406	22.065455236918655	0.5781363565837506	19.90430733176155
37	2	ips	NPC12r	0.4373401974428585	18.94772107926646	0.6783880839430863	14.335635815955365	0.7492883597999271	13.071447176746897	0.602598133889222	15.687009878557525
37	2	ips	NPCr2cm-cluster	0.3212931874980499	26.226230661349334	0.89316047199169	20.26031787968544	1.1544054231360945	20.270371909587798	0.6138986276649127	20.249570468410514
37	3	vertex	NPC12r	0.23787050254009956	22.262291152701383	0.7627906506152063	15.857404306655908	0.868593822771107	14.082287545634973	0.6496907079657952	17.754942913264497
37	3	vertex	NPCr2cm-cluster	0.23636953760466758	28.180383849556588	0.9188149565569784	22.130229845764077	1.1779944608381485	21.107211322873	0.6417610037046935	23.22380137023386
45	1	baseline	NPC12r	0.24810263545801173	28.387034352484292	0.8361585676567399	18.401197220452577	1.1062788562220354	19.035172095037492	0.4309781348087965	17.450234908575208
45	1	baseline	NPCr2cm-cluster	0.06612164640888352	32.405228541816555	0.9193776145439377	21.913938045250642	1.2397105505821162	23.370099182420468	0.4388782104866702	19.729696339495906
45	2	ips	NPC12r	0.05813745887239263	30.642533654139907	0.866809870859618	17.377707346190515	1.1379179152877565	16.345069468220302	0.4601478042174103	18.926664163145833
45	2	ips	NPCr2cm-cluster	0.05739909043824398	32.04417435482349	0.90131664095599	22.770530228194573	1.2158452250658174	21.809611147319643	0.4295237647912488	24.211908849506965
45	3	vertex	NPC12r	0.2200517287140907	27.779265760552786	0.813024963537973	19.537548826474552	1.090420528122093	19.154555578823242	0.3969316166617934	20.11203869795151
45	3	vertex	NPCr2cm-cluster	0.13925383841577715	29.117372864321677	0.8473352325312989	20.893123821669978	1.1563707192725257	20.667998879363097	0.38378200241945876	21.23081123513029
46	1	baseline	NPC12r	-0.006649871419168359	32.14904693641126	0.974906866151399	23.085827573115328	1.4272719413854325	22.882880225300244	0.5225417909173657	23.28877492093042
46	1	baseline	NPCr2cm-cluster	-0.1720607631101266	34.634738334689295	1.0427075031001471	26.916369722988104	1.5536133499253715	27.148288680307584	0.5318016562749229	26.684450765668622
46	2	vertex	NPC12r	0.22829061549590257	26.696094804025915	0.8251013376915864	18.861545371003626	1.113580944878581	18.472615607168155	0.5366217305045922	19.2504751348391
46	2	vertex	NPCr2cm-cluster	0.2998854812866513	28.16447733784123	0.8684087939953824	22.432296214451643	1.245347933997442	21.500180618513355	0.49146965399332243	23.364411810389942
46	3	ips	NPC12r	0.24512376064666405	27.508776879515565	0.8678961584937697	21.342580199935682	1.2122936801576347	21.44076019146975	0.5234986368299052	21.24440020840161
46	3	ips	NPCr2cm-cluster	0.16387551979898232	28.415476369135245	0.9179915765429268	23.34137691438866	1.3595030360492557	24.243994719272425	0.4764801170365978	22.43875910950491
47	1	baseline	NPC12r	-0.12403501257363465	29.24835793813386	0.9766683332447686	21.56142421778704	1.2952718151137441	21.379481059960316	0.49876311044130545	21.83433895452713
47	1	baseline	NPCr2cm-cluster	-0.07964220766597403	31.93546835059419	1.0357428237211406	23.568651372802417	1.3907280072911723	24.407894335478847	0.5032650483660929	22.309786928787762
47	2	ips	NPC12r	0.0459807352855692	29.92926886343942	1.0006508324131593	23.64595125114876	1.3428431658674265	23.40281459430792	0.48736233223175845	24.010656236410018
47	2	ips	NPCr2cm-cluster	0.04306554569302013	30.92483237949358	1.032550433724308	24.40367643672002	1.3985374513057984	23.943346939813377	0.4835699073520727	25.094170682079987
47	3	vertex	NPC12r	0.016777052788003923	26.294907332887785	0.8920459896925671	15.866830889926021	1.2253809705024707	15.258144159102967	0.39204351847771163	16.779860986160603
47	3	vertex	NPCr2cm-cluster	0.005986713112588869	27.056846101425634	0.9048927576813948	16.25574154491985	1.2302030086515192	16.668088527857023	0.416927381226208	15.637221070514087
50	1	baseline	NPC12r	0.35656526977722564	24.505414810350107	0.7049857951327726	16.893933112027522	0.9078471288886872	15.999200266223486	0.4006937944989007	18.23603238073358
50	1	baseline	NPCr2cm-cluster	0.30581302763075596	26.799805311524462	0.7540845446749719	18.062309072634747	0.9565699686312661	17.9153850990818	0.4503564087405308	18.282695032964167
50	2	ips	NPC12r	-0.10567379741706022	32.58635408043962	0.9187632970325118	25.413869124076697	1.2525780195470706	25.01570267197024	0.4180412132606734	26.011118802236386
50	2	ips	NPCr2cm-cluster	-0.14398111342036188	33.417764588916505	0.9413003790410794	27.26351792473602	1.3141127053899035	26.764469950689683	0.3820818895178431	28.01208988580552
50	3	vertex	NPC12r	-0.04489656526550786	31.609587782391714	0.9045684679497478	24.17199933906627	1.2394985702913999	23.122022726615292	0.4021733144372699	25.746964257742743
50	3	vertex	NPCr2cm-cluster	-0.0636654963290877	31.84057874946519	0.9000035681171054	23.68740765965181	1.2434580924471201	23.399324365463354	0.3848217816220833	24.1195326009345
53	1	baseline	NPC12r	0.11987128419153555	27.009961391848602	0.8478430939400429	20.384997192816318	1.2900685399267537	20.406396484605633	0.40561764795333194	20.363597901027
53	1	baseline	NPCr2cm-cluster	0.155961012356322	26.79839156867472	0.846268366207778	19.22880313864066	1.2319656372838594	20.34583792352316	0.460571095131697	18.111768353758162
53	2	vertex	NPC12r	0.17048234438520307	24.44708486371748	0.7864396723827213	16.430599800621483	1.0701579550039884	15.464312430702348	0.5027213897614543	17.396887170540612
53	2	vertex	NPCr2cm-cluster	0.1504542181168975	25.080519575454147	0.798888223271204	16.984248584707167	1.1425590318119456	15.784608829032083	0.45521741473046257	18.18388834038225
53	3	ips	NPC12r	0.13497795011129976	26.34426470701896	0.8324022667859291	20.505972971084418	1.221835151723864	20.119969767741868	0.4429693818479939	20.891976174426972
53	3	ips	NPCr2cm-cluster	0.131846822601682	27.070260925685375	0.8411547731760253	19.66859394745546	1.2182744765596347	19.540962844483847	0.46403506979241615	19.796225050427065
56	1	baseline	NPC12r	0.04066104809540659	29.381877542574596	0.9284307956334003	22.647055836297298	1.245824497532525	22.922411870284794	0.5405051599789146	22.31050957253481
56	1	baseline	NPCr2cm-cluster	-0.06157501723468458	30.775333644762995	0.973597148710922	24.296728174870438	1.383453036740299	24.04224917014349	0.472662174452794	24.60775806953671
