quantity	condition	log_mean	log_lo	log_hi	chf_mean	chf_lo	chf_hi	p_lt0
risky_prior_mu	ips	8.673190827186342	5.408983180310859	11.14304896549817	13392.625263186728	223.4043122349487	69081.96476368021	
risky_prior_mu	vertex	8.90239323101591	5.884213150435006	10.98119650406403	13995.263360977639	359.319926720289	58758.81739809705	
risky_prior_mu	ips - vertex	-0.22920240382956752	-1.085471460845148	0.6898472111801014	-602.6380977909062	-16980.537311440814	23569.670911420417	0.70875
risky_prior_sd	both (not modulated)	1.5937260967444815	1.241057520414028	1.9899744813661835				
safe_prior_mu	ips	3.592422376635052	0.3463100099862359	5.723947296191362	70.97467823744032	1.4138410089090732	306.1108524985712	
safe_prior_mu	vertex	3.872334296741385	0.8069867921121586	5.73405903869809	83.8545345996992	2.241144773846623	309.2218680111622	
safe_prior_mu	ips - vertex	-0.27991192010633364	-0.8669695766039085	0.3211765928513821	-12.879856362258906	-83.2998759721991	54.34036493340304	0.83485
safe_prior_sd	both (not modulated)	1.420418017776282	1.0824050469559126	1.8255526897738057				
